forecast_id,corridor_id,forecast_date,forecast_goods_trains,peak_period,confidence_pct
GTF000541,C00073,2025-06-21,2,Off-Peak,73
GTF000542,C00019,2025-06-29,5,Off-Peak,80
GTF000543,C00030,2025-06-16,2,Peak,88
GTF000544,C00050,2025-06-15,6,Off-Peak,80
GTF000545,C00010,2025-06-22,3,Peak,94
GTF000546,C00084,2025-06-29,9,Normal,78
GTF000547,C00023,2025-06-18,6,Peak,72
GTF000548,C00025,2025-06-02,1,Off-Peak,86
GTF000549,C00087,2025-06-28,3,Off-Peak,86
GTF000550,C00039,2025-06-30,8,Normal,82
GTF000551,C00052,2025-06-22,6,Normal,73
GTF000552,C00027,2025-06-27,2,Normal,80
GTF000553,C00082,2025-06-08,3,Off-Peak,76
GTF000554,C00053,2025-06-19,6,Normal,83
GTF000555,C00083,2025-06-03,6,Off-Peak,90
GTF000556,C00071,2025-06-07,3,Off-Peak,81
GTF000557,C00100,2025-06-21,6,Peak,75
GTF000558,C00006,2025-06-06,1,Peak,91
GTF000559,C00060,2025-06-08,5,Peak,75
GTF000560,C00055,2025-06-24,9,Normal,70
GTF000561,C00040,2025-06-29,3,Normal,93
GTF000562,C00046,2025-06-10,3,Off-Peak,84
GTF000563,C00066,2025-06-24,3,Normal,94
GTF000564,C00063,2025-06-29,7,Normal,81
GTF000565,C00066,2025-06-01,5,Peak,78
GTF000566,C00041,2025-06-01,4,Normal,82
GTF000567,C00092,2025-06-24,5,Peak,80
GTF000568,C00038,2025-06-15,5,Normal,72
GTF000569,C00048,2025-06-20,4,Normal,75
GTF000570,C00025,2025-06-20,3,Off-Peak,88
GTF000571,C00004,2025-06-06,3,Peak,74
GTF000572,C00079,2025-06-27,11,Normal,78
GTF000573,C00049,2025-06-16,4,Normal,85
GTF000574,C00057,2025-06-30,5,Peak,86
GTF000575,C00025,2025-06-19,3,Normal,78
GTF000576,C00023,2025-06-20,7,Normal,85
GTF000577,C00053,2025-06-21,4,Normal,91
GTF000578,C00007,2025-06-18,3,Normal,94
GTF000579,C00028,2025-06-17,5,Peak,95
GTF000580,C00032,2025-06-09,5,Off-Peak,72
GTF000581,C00095,2025-06-18,7,Peak,76
GTF000582,C00048,2025-06-10,5,Peak,74
GTF000583,C00072,2025-06-09,6,Normal,86
GTF000584,C00026,2025-06-15,4,Normal,94
GTF000585,C00059,2025-06-13,4,Normal,86
GTF000586,C00045,2025-06-01,8,Off-Peak,74
GTF000587,C00097,2025-06-01,3,Normal,81
GTF000588,C00070,2025-06-08,3,Off-Peak,86
GTF000589,C00088,2025-06-12,7,Off-Peak,88
GTF000590,C00008,2025-06-09,3,Normal,86
GTF000591,C00053,2025-06-11,6,Peak,81
GTF000592,C00030,2025-06-16,8,Peak,80
GTF000593,C00074,2025-06-26,4,Normal,90
GTF000594,C00020,2025-06-13,4,Normal,88
GTF000595,C00043,2025-06-28,3,Off-Peak,92
GTF000596,C00058,2025-06-09,4,Normal,74
GTF000597,C00016,2025-06-28,2,Off-Peak,77
GTF000598,C00052,2025-06-13,4,Peak,73
GTF000599,C00041,2025-06-15,5,Off-Peak,90
GTF000600,C00069,2025-06-19,3,Normal,76
GTF000601,C00028,2025-06-30,2,Off-Peak,89
GTF000602,C00051,2025-06-09,4,Normal,94
GTF000603,C00033,2025-06-14,12,Off-Peak,78
GTF000604,C00048,2025-06-28,10,Normal,71
GTF000605,C00041,2025-06-20,7,Normal,72
GTF000606,C00032,2025-06-04,6,Normal,75
GTF000607,C00080,2025-06-28,3,Normal,79
GTF000608,C00028,2025-06-11,7,Normal,75
GTF000609,C00019,2025-06-03,10,Normal,80
GTF000610,C00035,2025-06-24,5,Normal,89
GTF000611,C00024,2025-06-23,4,Off-Peak,90
GTF000612,C00039,2025-06-23,4,Off-Peak,83
GTF000613,C00058,2025-06-20,4,Normal,95
GTF000614,C00025,2025-06-18,6,Off-Peak,77
GTF000615,C00076,2025-06-29,5,Normal,72
GTF000616,C00062,2025-06-01,3,Off-Peak,92
GTF000617,C00011,2025-06-15,4,Normal,78
GTF000618,C00022,2025-06-17,3,Peak,74
GTF000619,C00059,2025-06-18,5,Off-Peak,78
GTF000620,C00048,2025-06-01,3,Normal,86
GTF000621,C00003,2025-06-02,3,Normal,83
GTF000622,C00100,2025-06-26,7,Normal,92
GTF000623,C00066,2025-06-18,2,Peak,80
GTF000624,C00073,2025-06-04,3,Normal,85
GTF000625,C00059,2025-06-08,4,Normal,84
GTF000626,C00063,2025-06-28,2,Normal,94
GTF000627,C00023,2025-06-01,6,Normal,86
GTF000628,C00086,2025-06-07,4,Normal,95
GTF000629,C00006,2025-06-04,5,Off-Peak,87
GTF000630,C00003,2025-06-09,4,Off-Peak,73
GTF000631,C00033,2025-06-26,4,Peak,82
GTF000632,C00067,2025-06-23,6,Normal,82
GTF000633,C00007,2025-06-02,5,Normal,80
GTF000634,C00072,2025-06-27,6,Normal,84
GTF000635,C00021,2025-06-28,4,Peak,75
GTF000636,C00075,2025-06-09,5,Normal,87
GTF000637,C00020,2025-06-12,2,Peak,76
GTF000638,C00020,2025-06-21,5,Normal,89
GTF000639,C00082,2025-06-06,4,Off-Peak,82
GTF000640,C00065,2025-06-22,2,Peak,94
GTF000641,C00006,2025-06-15,6,Normal,80
GTF000642,C00010,2025-06-20,5,Peak,75
GTF000643,C00015,2025-06-05,2,Peak,88
GTF000644,C00086,2025-06-05,1,Normal,73
GTF000645,C00092,2025-06-01,7,Normal,94
GTF000646,C00093,2025-06-03,3,Peak,92
GTF000647,C00026,2025-06-26,10,Normal,83
GTF000648,C00050,2025-06-24,3,Peak,74
GTF000649,C00050,2025-06-15,5,Normal,81
GTF000650,C00073,2025-06-08,5,Normal,88
GTF000651,C00038,2025-06-22,6,Peak,77
GTF000652,C00025,2025-06-10,9,Peak,70
GTF000653,C00078,2025-06-30,2,Normal,92
GTF000654,C00067,2025-06-08,3,Normal,71
GTF000655,C00038,2025-06-19,6,Peak,86
GTF000656,C00027,2025-06-21,8,Peak,85
GTF000657,C00091,2025-06-04,5,Off-Peak,70
GTF000658,C00014,2025-06-27,5,Normal,81
GTF000659,C00061,2025-06-03,2,Normal,73
GTF000660,C00012,2025-06-15,4,Off-Peak,71
GTF000661,C00025,2025-06-17,6,Normal,90
GTF000662,C00085,2025-06-09,4,Normal,92
GTF000663,C00009,2025-06-11,5,Normal,72
GTF000664,C00062,2025-06-26,5,Normal,91
GTF000665,C00047,2025-06-01,3,Normal,88
GTF000666,C00016,2025-06-25,5,Off-Peak,82
GTF000667,C00052,2025-06-20,6,Normal,86
GTF000668,C00048,2025-06-05,5,Normal,93
GTF000669,C00005,2025-06-27,6,Normal,91
GTF000670,C00022,2025-06-06,4,Normal,71
GTF000671,C00066,2025-06-23,4,Off-Peak,88
GTF000672,C00048,2025-06-19,6,Normal,88
GTF000673,C00023,2025-06-22,4,Normal,82
GTF000674,C00074,2025-06-12,5,Normal,78
GTF000675,C00054,2025-06-04,7,Off-Peak,80
GTF000676,C00050,2025-06-02,3,Peak,91
GTF000677,C00053,2025-06-23,5,Normal,73
GTF000678,C00061,2025-06-16,3,Off-Peak,94
GTF000679,C00079,2025-06-14,4,Off-Peak,95
GTF000680,C00042,2025-06-12,8,Normal,74
GTF000681,C00059,2025-06-28,9,Normal,80
GTF000682,C00042,2025-06-09,7,Peak,77
GTF000683,C00041,2025-06-23,8,Normal,71
GTF000684,C00050,2025-06-27,5,Off-Peak,81
GTF000685,C00039,2025-06-07,6,Peak,77
GTF000686,C00016,2025-06-22,7,Normal,76
GTF000687,C00016,2025-06-16,7,Normal,83
GTF000688,C00083,2025-06-09,7,Normal,79
GTF000689,C00066,2025-06-13,7,Peak,84
GTF000690,C00083,2025-06-10,4,Normal,95
GTF000691,C00055,2025-06-27,7,Peak,79
GTF000692,C00020,2025-06-17,4,Peak,84
GTF000693,C00051,2025-06-23,6,Off-Peak,79
GTF000694,C00076,2025-06-11,4,Peak,79
GTF000695,C00046,2025-06-30,5,Peak,88
GTF000696,C00079,2025-06-01,5,Off-Peak,76
GTF000697,C00099,2025-06-24,5,Off-Peak,75
GTF000698,C00077,2025-06-24,7,Normal,78
GTF000699,C00045,2025-06-11,6,Peak,72
GTF000700,C00052,2025-06-18,5,Off-Peak,91
GTF000701,C00006,2025-06-04,3,Off-Peak,79
GTF000702,C00069,2025-06-25,6,Normal,83
GTF000703,C00073,2025-06-15,5,Off-Peak,87
GTF000704,C00073,2025-06-11,7,Normal,89
GTF000705,C00042,2025-06-23,3,Normal,91
GTF000706,C00094,2025-06-02,1,Peak,94
GTF000707,C00020,2025-06-06,6,Off-Peak,72
GTF000708,C00040,2025-06-04,9,Off-Peak,76
GTF000709,C00021,2025-06-26,5,Normal,85
GTF000710,C00052,2025-06-29,7,Normal,87
GTF000711,C00029,2025-06-14,4,Normal,90
GTF000712,C00100,2025-06-24,4,Normal,94
GTF000713,C00029,2025-06-25,4,Peak,79
GTF000714,C00002,2025-06-08,5,Normal,72
GTF000715,C00064,2025-06-15,6,Normal,91
GTF000716,C00057,2025-06-03,4,Normal,84
GTF000717,C00072,2025-06-05,5,Off-Peak,94
GTF000718,C00032,2025-06-21,5,Normal,72
GTF000719,C00047,2025-06-30,6,Off-Peak,73
GTF000720,C00087,2025-06-19,5,Peak,90
GTF000721,C00086,2025-06-04,3,Normal,71
GTF000722,C00043,2025-06-22,1,Off-Peak,76
GTF000723,C00019,2025-06-21,8,Normal,75
GTF000724,C00079,2025-06-26,4,Peak,79
GTF000725,C00048,2025-06-03,5,Normal,72
GTF000726,C00034,2025-06-23,5,Normal,82
GTF000727,C00050,2025-06-12,5,Normal,89
GTF000728,C00001,2025-06-14,2,Peak,70
GTF000729,C00090,2025-06-06,1,Normal,78
GTF000730,C00072,2025-06-08,4,Normal,88
GTF000731,C00055,2025-06-03,8,Normal,95
GTF000732,C00093,2025-06-08,2,Off-Peak,70
GTF000733,C00030,2025-06-21,11,Normal,89
GTF000734,C00087,2025-06-01,6,Normal,80
GTF000735,C00067,2025-06-27,7,Off-Peak,92
GTF000736,C00032,2025-06-03,2,Normal,71
GTF000737,C00066,2025-06-22,4,Off-Peak,83
GTF000738,C00065,2025-06-15,7,Off-Peak,86
GTF000739,C00100,2025-06-02,6,Normal,76
GTF000740,C00092,2025-06-03,5,Peak,78
GTF000741,C00047,2025-06-23,3,Normal,72
GTF000742,C00096,2025-06-06,9,Peak,92
GTF000743,C00016,2025-06-30,5,Off-Peak,83
GTF000744,C00043,2025-06-02,6,Normal,93
GTF000745,C00043,2025-06-14,8,Off-Peak,90
GTF000746,C00042,2025-06-06,6,Normal,81
GTF000747,C00024,2025-06-29,6,Peak,85
GTF000748,C00056,2025-06-30,5,Normal,71
GTF000749,C00074,2025-06-08,4,Normal,94
GTF000750,C00079,2025-06-20,3,Normal,70
GTF000751,C00038,2025-06-13,7,Normal,95
GTF000752,C00026,2025-06-26,4,Normal,74
GTF000753,C00031,2025-06-16,4,Normal,89
GTF000754,C00021,2025-06-15,6,Normal,87
GTF000755,C00022,2025-06-19,4,Normal,82
GTF000756,C00021,2025-06-25,7,Peak,80
GTF000757,C00030,2025-06-18,9,Peak,94
GTF000758,C00004,2025-06-18,7,Peak,86
GTF000759,C00027,2025-06-16,6,Normal,75
GTF000760,C00031,2025-06-27,8,Peak,76
GTF000761,C00044,2025-06-08,7,Normal,91
GTF000762,C00014,2025-06-22,3,Normal,90
GTF000763,C00079,2025-06-30,3,Normal,71
GTF000764,C00042,2025-06-16,4,Normal,91
GTF000765,C00015,2025-06-04,3,Normal,88
GTF000766,C00023,2025-06-25,6,Normal,87
GTF000767,C00051,2025-06-26,5,Off-Peak,94
GTF000768,C00041,2025-06-04,5,Off-Peak,82
GTF000769,C00080,2025-06-10,1,Peak,80
GTF000770,C00039,2025-06-08,8,Off-Peak,83
GTF000771,C00029,2025-06-24,2,Off-Peak,93
GTF000772,C00024,2025-06-23,5,Normal,86
GTF000773,C00069,2025-06-10,4,Off-Peak,74
GTF000774,C00080,2025-06-08,5,Normal,86
GTF000775,C00016,2025-06-26,8,Normal,77
GTF000776,C00044,2025-06-07,7,Peak,88
GTF000777,C00078,2025-06-27,8,Normal,74
GTF000778,C00030,2025-06-05,6,Off-Peak,85
GTF000779,C00052,2025-06-20,10,Off-Peak,78
GTF000780,C00051,2025-06-25,3,Normal,86
GTF000781,C00073,2025-06-07,5,Normal,79
GTF000782,C00072,2025-06-07,3,Normal,85
GTF000783,C00039,2025-06-03,3,Normal,87
GTF000784,C00011,2025-06-10,4,Normal,83
GTF000785,C00004,2025-06-04,3,Peak,71
GTF000786,C00086,2025-06-23,2,Off-Peak,91
GTF000787,C00049,2025-06-10,8,Off-Peak,77
GTF000788,C00081,2025-06-14,6,Normal,87
GTF000789,C00024,2025-06-05,5,Normal,89
GTF000790,C00097,2025-06-28,3,Normal,75
GTF000791,C00062,2025-06-11,6,Off-Peak,76
GTF000792,C00073,2025-06-05,8,Normal,79
GTF000793,C00027,2025-06-23,5,Normal,75
GTF000794,C00069,2025-06-30,6,Normal,94
GTF000795,C00012,2025-06-02,2,Off-Peak,91
GTF000796,C00083,2025-06-17,3,Off-Peak,81
GTF000797,C00043,2025-06-23,7,Peak,87
GTF000798,C00039,2025-06-28,2,Normal,73
GTF000799,C00015,2025-06-10,3,Peak,78
GTF000800,C00004,2025-06-09,2,Normal,86
GTF000801,C00088,2025-06-26,5,Normal,92
GTF000802,C00010,2025-06-20,6,Normal,88
GTF000803,C00051,2025-06-11,4,Normal,94
GTF000804,C00056,2025-06-19,1,Normal,88
GTF000805,C00003,2025-06-30,1,Normal,70
GTF000806,C00015,2025-06-14,3,Normal,94
GTF000807,C00009,2025-06-15,4,Normal,84
GTF000808,C00097,2025-06-29,9,Off-Peak,80
GTF000809,C00059,2025-06-30,4,Normal,82
GTF000810,C00004,2025-06-25,1,Normal,95
GTF000811,C00015,2025-06-01,4,Peak,72
GTF000812,C00092,2025-06-09,6,Normal,71
GTF000813,C00093,2025-06-20,6,Normal,73
GTF000814,C00068,2025-06-13,2,Normal,84
GTF000815,C00040,2025-06-11,4,Normal,84
GTF000816,C00051,2025-06-15,5,Normal,93
GTF000817,C00014,2025-06-21,6,Normal,74
GTF000818,C00045,2025-06-08,3,Off-Peak,75
GTF000819,C00030,2025-06-10,5,Peak,95
GTF000820,C00035,2025-06-06,7,Off-Peak,87
GTF000821,C00095,2025-06-01,7,Normal,94
GTF000822,C00037,2025-06-29,6,Normal,82
GTF000823,C00067,2025-06-10,6,Off-Peak,72
GTF000824,C00084,2025-06-22,5,Normal,86
GTF000825,C00084,2025-06-07,4,Peak,70
GTF000826,C00003,2025-06-21,2,Peak,91
GTF000827,C00044,2025-06-29,8,Normal,73
GTF000828,C00069,2025-06-17,7,Normal,90
GTF000829,C00081,2025-06-18,4,Normal,77
GTF000830,C00100,2025-06-17,8,Normal,78
GTF000831,C00078,2025-06-12,6,Normal,74
GTF000832,C00069,2025-06-04,9,Normal,70
GTF000833,C00068,2025-06-19,4,Normal,93
GTF000834,C00093,2025-06-12,5,Normal,88
GTF000835,C00021,2025-06-23,7,Normal,93
GTF000836,C00012,2025-06-19,5,Off-Peak,73
GTF000837,C00022,2025-06-27,3,Normal,81
GTF000838,C00016,2025-06-25,7,Peak,77
GTF000839,C00002,2025-06-14,6,Normal,90
GTF000840,C00026,2025-06-02,2,Normal,77
GTF000841,C00035,2025-06-10,9,Normal,94
GTF000842,C00037,2025-06-09,5,Normal,81
GTF000843,C00015,2025-06-29,3,Peak,72
GTF000844,C00071,2025-06-09,6,Normal,79
GTF000845,C00025,2025-06-10,7,Normal,84
GTF000846,C00057,2025-06-08,7,Peak,77
GTF000847,C00089,2025-06-14,1,Normal,73
GTF000848,C00094,2025-06-17,3,Off-Peak,91
GTF000849,C00006,2025-06-17,5,Off-Peak,76
GTF000850,C00083,2025-06-03,4,Normal,73
GTF000851,C00044,2025-06-17,4,Normal,85
GTF000852,C00052,2025-06-14,4,Peak,71
GTF000853,C00033,2025-06-05,5,Off-Peak,92
GTF000854,C00086,2025-06-21,4,Normal,85
GTF000855,C00018,2025-06-03,6,Normal,87
GTF000856,C00061,2025-06-18,4,Normal,83
GTF000857,C00030,2025-06-03,1,Normal,82
GTF000858,C00082,2025-06-16,5,Normal,76
GTF000859,C00041,2025-06-28,6,Off-Peak,91
GTF000860,C00051,2025-06-24,6,Off-Peak,81
GTF000861,C00005,2025-06-10,6,Normal,85
GTF000862,C00014,2025-06-11,3,Normal,79
GTF000863,C00077,2025-06-12,5,Peak,85
GTF000864,C00099,2025-06-28,8,Normal,79
GTF000865,C00034,2025-06-19,5,Off-Peak,76
GTF000866,C00070,2025-06-03,2,Peak,80
GTF000867,C00100,2025-06-27,4,Normal,73
GTF000868,C00010,2025-06-13,4,Normal,86
GTF000869,C00042,2025-06-18,3,Normal,80
GTF000870,C00097,2025-06-15,0,Off-Peak,78
GTF000871,C00065,2025-06-05,3,Peak,79
GTF000872,C00007,2025-06-23,6,Peak,71
GTF000873,C00008,2025-06-21,2,Normal,73
GTF000874,C00099,2025-06-27,6,Peak,73
GTF000875,C00043,2025-06-16,5,Normal,85
GTF000876,C00084,2025-06-19,4,Normal,83
GTF000877,C00025,2025-06-07,6,Off-Peak,94
GTF000878,C00027,2025-06-17,4,Normal,76
GTF000879,C00070,2025-06-03,9,Peak,91
GTF000880,C00020,2025-06-21,5,Normal,80
GTF000881,C00039,2025-06-11,6,Peak,72
GTF000882,C00009,2025-06-16,4,Peak,91
GTF000883,C00071,2025-06-12,7,Normal,78
GTF000884,C00024,2025-06-30,3,Off-Peak,92
GTF000885,C00073,2025-06-05,5,Normal,83
GTF000886,C00087,2025-06-03,6,Off-Peak,76
GTF000887,C00017,2025-06-16,4,Normal,73
GTF000888,C00046,2025-06-16,2,Normal,75
GTF000889,C00079,2025-06-06,4,Normal,84
GTF000890,C00089,2025-06-18,6,Peak,94
GTF000891,C00004,2025-06-05,1,Off-Peak,78
GTF000892,C00040,2025-06-25,4,Normal,79
GTF000893,C00013,2025-06-15,2,Off-Peak,93
GTF000894,C00069,2025-06-10,5,Peak,78
GTF000895,C00003,2025-06-22,4,Normal,95
GTF000896,C00094,2025-06-02,6,Normal,76
GTF000897,C00084,2025-06-01,6,Normal,94
GTF000898,C00031,2025-06-30,3,Off-Peak,75
GTF000899,C00042,2025-06-24,2,Off-Peak,78
GTF000900,C00040,2025-06-14,6,Normal,83
GTF000901,C00067,2025-06-04,5,Off-Peak,74
GTF000902,C00086,2025-06-18,4,Normal,86
GTF000903,C00048,2025-06-18,2,Normal,85
GTF000904,C00053,2025-06-07,0,Normal,87
GTF000905,C00062,2025-06-15,2,Normal,71
GTF000906,C00094,2025-06-12,2,Peak,78
GTF000907,C00022,2025-06-22,2,Normal,95
GTF000908,C00054,2025-06-30,6,Normal,76
GTF000909,C00076,2025-06-26,4,Peak,86
GTF000910,C00072,2025-06-17,5,Off-Peak,84
GTF000911,C00024,2025-06-13,2,Normal,86
GTF000912,C00079,2025-06-25,9,Normal,90
GTF000913,C00034,2025-06-07,1,Peak,88
GTF000914,C00016,2025-06-02,6,Normal,76
GTF000915,C00098,2025-06-23,7,Off-Peak,81
GTF000916,C00043,2025-06-19,7,Normal,90
GTF000917,C00082,2025-06-04,5,Normal,72
GTF000918,C00058,2025-06-24,5,Normal,73
GTF000919,C00041,2025-06-09,3,Normal,94
GTF000920,C00025,2025-06-16,2,Peak,89
GTF000921,C00021,2025-06-13,5,Off-Peak,74
GTF000922,C00014,2025-06-26,4,Off-Peak,91
GTF000923,C00079,2025-06-22,7,Normal,76
GTF000924,C00031,2025-06-10,1,Normal,88
GTF000925,C00044,2025-06-07,6,Peak,91
GTF000926,C00022,2025-06-30,9,Normal,79
GTF000927,C00077,2025-06-07,8,Off-Peak,70
GTF000928,C00026,2025-06-10,2,Normal,76
GTF000929,C00031,2025-06-14,3,Peak,72
GTF000930,C00028,2025-06-13,8,Peak,92
GTF000931,C00047,2025-06-15,4,Off-Peak,71
GTF000932,C00093,2025-06-10,5,Normal,78
GTF000933,C00027,2025-06-24,7,Normal,73
GTF000934,C00063,2025-06-28,3,Peak,89
GTF000935,C00030,2025-06-15,9,Peak,74
GTF000936,C00077,2025-06-13,3,Normal,93
GTF000937,C00097,2025-06-18,8,Off-Peak,84
GTF000938,C00074,2025-06-07,7,Normal,83
GTF000939,C00069,2025-06-09,4,Normal,77
GTF000940,C00011,2025-06-03,3,Normal,88
GTF000941,C00049,2025-06-01,4,Off-Peak,93
GTF000942,C00016,2025-06-02,9,Normal,92
GTF000943,C00055,2025-06-05,3,Peak,82
GTF000944,C00089,2025-06-25,3,Peak,72
GTF000945,C00069,2025-06-14,2,Off-Peak,81
GTF000946,C00030,2025-06-15,5,Normal,89
GTF000947,C00017,2025-06-16,2,Peak,94
GTF000948,C00082,2025-06-07,4,Off-Peak,76
GTF000949,C00100,2025-06-14,6,Normal,94
GTF000950,C00077,2025-06-04,6,Off-Peak,82
GTF000951,C00091,2025-06-18,5,Peak,79
GTF000952,C00098,2025-06-07,5,Peak,89
GTF000953,C00090,2025-06-01,3,Normal,87
GTF000954,C00077,2025-06-26,9,Normal,90
GTF000955,C00065,2025-06-06,3,Normal,84
GTF000956,C00027,2025-06-19,5,Off-Peak,85
GTF000957,C00091,2025-06-21,1,Normal,75
GTF000958,C00073,2025-06-20,11,Normal,89
GTF000959,C00059,2025-06-08,2,Normal,86
GTF000960,C00071,2025-06-11,3,Off-Peak,81
GTF000961,C00063,2025-06-10,5,Peak,73
GTF000962,C00040,2025-06-25,4,Normal,90
GTF000963,C00039,2025-06-06,6,Normal,72
GTF000964,C00077,2025-06-01,10,Normal,89
GTF000965,C00046,2025-06-02,4,Normal,81
GTF000966,C00060,2025-06-15,3,Off-Peak,77
GTF000967,C00007,2025-06-19,9,Normal,85
GTF000968,C00029,2025-06-05,7,Normal,70
GTF000969,C00058,2025-06-21,6,Normal,76
GTF000970,C00044,2025-06-16,4,Normal,70
GTF000971,C00071,2025-06-12,7,Normal,76
GTF000972,C00057,2025-06-30,3,Normal,70
GTF000973,C00051,2025-06-15,9,Off-Peak,80
GTF000974,C00037,2025-06-26,8,Off-Peak,73
GTF000975,C00085,2025-06-20,4,Peak,85
GTF000976,C00070,2025-06-29,3,Normal,80
GTF000977,C00085,2025-06-24,8,Peak,72
GTF000978,C00087,2025-06-26,1,Off-Peak,90
GTF000979,C00021,2025-06-07,10,Normal,72
GTF000980,C00024,2025-06-25,5,Normal,91
GTF000981,C00066,2025-06-13,2,Normal,90
GTF000982,C00063,2025-06-21,4,Normal,89
GTF000983,C00066,2025-06-09,3,Peak,90
GTF000984,C00040,2025-06-19,3,Peak,80
GTF000985,C00005,2025-06-29,11,Normal,85
GTF000986,C00100,2025-06-21,0,Normal,71
GTF000987,C00086,2025-06-22,7,Normal,80
GTF000988,C00082,2025-06-02,6,Normal,81
GTF000989,C00094,2025-06-19,8,Off-Peak,82
GTF000990,C00057,2025-06-09,4,Normal,73
GTF000991,C00021,2025-06-15,5,Normal,86
GTF000992,C00036,2025-06-22,6,Normal,75
GTF000993,C00085,2025-06-21,6,Off-Peak,92
GTF000994,C00024,2025-06-23,4,Normal,95
GTF000995,C00099,2025-06-01,3,Normal,95
GTF000996,C00097,2025-06-01,5,Normal,76
GTF000997,C00036,2025-06-13,9,Off-Peak,78
GTF000998,C00074,2025-06-18,10,Normal,90
GTF000999,C00025,2025-06-16,3,Normal,80
GTF001000,C00046,2025-06-25,7,Normal,92
GTF001001,C00080,2025-06-09,6,Normal,71
GTF001002,C00052,2025-06-18,1,Peak,70
GTF001003,C00020,2025-06-07,4,Off-Peak,92
GTF001004,C00013,2025-06-14,7,Normal,91
GTF001005,C00043,2025-06-16,6,Normal,82
GTF001006,C00064,2025-06-18,4,Normal,79
GTF001007,C00013,2025-06-28,4,Off-Peak,83
GTF001008,C00031,2025-06-04,5,Peak,89
GTF001009,C00070,2025-06-20,7,Normal,93
GTF001010,C00010,2025-06-01,3,Normal,85
GTF001011,C00041,2025-06-08,4,Normal,70
GTF001012,C00023,2025-06-09,7,Off-Peak,90
GTF001013,C00008,2025-06-28,6,Off-Peak,84
GTF001014,C00033,2025-06-14,2,Normal,84
GTF001015,C00091,2025-06-24,5,Normal,83
GTF001016,C00050,2025-06-15,6,Off-Peak,92
GTF001017,C00040,2025-06-08,5,Normal,84
GTF001018,C00011,2025-06-17,9,Normal,78
GTF001019,C00090,2025-06-28,9,Normal,78
GTF001020,C00034,2025-06-21,5,Normal,84
GTF001021,C00060,2025-06-20,4,Peak,89
GTF001022,C00036,2025-06-30,3,Normal,92
GTF001023,C00056,2025-06-12,5,Normal,84
GTF001024,C00026,2025-06-30,5,Off-Peak,92
GTF001025,C00070,2025-06-25,2,Normal,81
GTF001026,C00053,2025-06-11,7,Normal,82
GTF001027,C00079,2025-06-04,6,Off-Peak,83
GTF001028,C00085,2025-06-11,1,Normal,82
GTF001029,C00015,2025-06-14,5,Normal,78
GTF001030,C00048,2025-06-29,6,Peak,82
GTF001031,C00054,2025-06-21,4,Normal,83
GTF001032,C00037,2025-06-18,7,Normal,92
GTF001033,C00006,2025-06-22,6,Normal,82
GTF001034,C00017,2025-06-03,10,Normal,87
GTF001035,C00029,2025-06-02,4,Normal,81
GTF001036,C00005,2025-06-03,9,Peak,75
GTF001037,C00073,2025-06-05,4,Peak,91
GTF001038,C00041,2025-06-16,4,Off-Peak,83
GTF001039,C00096,2025-06-20,8,Off-Peak,75
GTF001040,C00027,2025-06-01,7,Off-Peak,76
GTF001041,C00033,2025-06-28,3,Normal,73
GTF001042,C00070,2025-06-11,7,Peak,71
GTF001043,C00019,2025-06-07,5,Off-Peak,87
GTF001044,C00028,2025-06-15,6,Peak,70
GTF001045,C00067,2025-06-15,3,Off-Peak,83
GTF001046,C00068,2025-06-09,6,Normal,80
GTF001047,C00059,2025-06-26,3,Off-Peak,84
GTF001048,C00032,2025-06-01,6,Off-Peak,79
GTF001049,C00068,2025-06-05,2,Off-Peak,85
GTF001050,C00071,2025-06-30,4,Normal,72
GTF001051,C00059,2025-06-18,5,Normal,77
GTF001052,C00097,2025-06-14,6,Peak,74
GTF001053,C00057,2025-06-16,9,Normal,95
GTF001054,C00059,2025-06-13,7,Normal,93
GTF001055,C00085,2025-06-06,7,Normal,76
GTF001056,C00094,2025-06-01,5,Normal,75
GTF001057,C00055,2025-06-22,2,Peak,92
GTF001058,C00099,2025-06-09,3,Normal,91
GTF001059,C00095,2025-06-22,3,Normal,78
GTF001060,C00086,2025-06-06,5,Normal,89
GTF001061,C00039,2025-06-25,3,Normal,93
GTF001062,C00016,2025-06-01,6,Normal,79
GTF001063,C00088,2025-06-07,2,Normal,85
GTF001064,C00022,2025-06-12,4,Normal,82
GTF001065,C00012,2025-06-28,2,Normal,87
GTF001066,C00009,2025-06-16,4,Off-Peak,77
GTF001067,C00056,2025-06-14,5,Off-Peak,91
GTF001068,C00005,2025-06-07,7,Off-Peak,85
GTF001069,C00013,2025-06-01,1,Normal,75
GTF001070,C00022,2025-06-02,9,Normal,89
GTF001071,C00028,2025-06-22,8,Normal,73
GTF001072,C00009,2025-06-15,4,Normal,75
GTF001073,C00034,2025-06-27,5,Normal,70
GTF001074,C00019,2025-06-27,6,Normal,95
GTF001075,C00075,2025-06-26,4,Peak,89
GTF001076,C00092,2025-06-17,7,Off-Peak,82
GTF001077,C00022,2025-06-28,7,Peak,82
GTF001078,C00074,2025-06-16,2,Peak,87
GTF001079,C00014,2025-06-29,5,Normal,85
GTF001080,C00027,2025-06-10,5,Normal,80
GTF001081,C00017,2025-06-29,6,Off-Peak,86
GTF001082,C00008,2025-06-12,2,Off-Peak,79
GTF001083,C00006,2025-06-12,7,Peak,77
