historical_plan_id,block_request_id,corridor_id,planned_date,planned_start_time,planned_duration_min,planning_method,conflict_count,utilization_pct,status
HP000831,BR001150,C00080,2025-06-12,09:28,166,Manual,1,82,Completed
HP000832,BR003381,C00010,2025-06-15,03:41,90,Manual,3,51,Completed
HP000833,BR000912,C00100,2025-06-28,10:53,78,Manual,5,62,Completed
HP000834,BR004290,C00018,2025-06-19,13:40,175,Manual,3,53,Completed
HP000835,BR002951,C00051,2025-06-23,13:07,192,Manual,1,84,Completed
HP000836,BR004697,C00009,2025-06-26,14:39,112,Manual,4,71,Completed
HP000837,BR001211,C00097,2025-06-23,08:55,92,Manual,0,45,Completed
HP000838,BR003962,C00020,2025-06-12,08:54,128,Manual,4,56,Completed
HP000839,BR000673,C00094,2025-06-27,19:35,38,Manual,1,56,Completed
HP000840,BR000036,C00029,2025-06-27,19:30,164,Manual,5,80,Completed
HP000841,BR003370,C00094,2025-06-12,13:44,125,Manual,0,82,Completed
HP000842,BR003285,C00096,2025-06-06,18:38,359,Manual,1,71,Completed
HP000843,BR005810,C00042,2025-06-14,10:08,120,Manual,4,62,Completed
HP000844,BR002672,C00007,2025-06-13,09:27,98,Manual,3,49,Completed
HP000845,BR000266,C00020,2025-06-27,01:13,68,Manual,2,51,Completed
HP000846,BR001976,C00041,2025-06-08,09:41,192,Manual,2,78,Completed
HP000847,BR003343,C00029,2025-06-30,01:03,194,Manual,2,52,Completed
HP000848,BR001310,C00029,2025-06-14,12:47,85,Manual,2,73,Completed
HP000849,BR001729,C00043,2025-06-01,08:49,136,Manual,2,48,Completed
HP000850,BR001450,C00088,2025-06-12,10:09,145,Manual,1,72,Completed
HP000851,BR003751,C00017,2025-06-06,09:47,61,Manual,1,55,Completed
HP000852,BR003861,C00015,2025-06-24,01:28,254,Manual,4,78,Completed
HP000853,BR000551,C00074,2025-06-14,13:09,112,Manual,3,78,Completed
HP000854,BR000577,C00074,2025-06-18,13:06,170,Manual,1,59,Completed
HP000855,BR000549,C00073,2025-06-20,09:11,198,Manual,1,80,Completed
HP000856,BR004773,C00084,2025-06-29,16:46,161,Manual,3,83,Completed
HP000857,BR003065,C00065,2025-06-27,17:53,79,Manual,0,66,Completed
HP000858,BR001965,C00043,2025-06-30,16:29,101,Manual,2,78,Completed
HP000859,BR005783,C00037,2025-06-29,10:40,248,Manual,4,72,Completed
HP000860,BR005443,C00073,2025-06-28,10:17,99,Manual,3,61,Completed
HP000861,BR003881,C00019,2025-06-27,15:26,95,Manual,2,81,Completed
HP000862,BR001624,C00069,2025-06-06,17:18,38,Manual,0,65,Completed
HP000863,BR001957,C00046,2025-06-25,02:36,201,Manual,1,46,Completed
HP000864,BR003096,C00068,2025-06-23,16:31,141,Manual,5,49,Completed
HP000865,BR001123,C00027,2025-06-23,09:02,133,Manual,2,81,Completed
HP000866,BR002483,C00070,2025-06-04,13:02,208,Manual,0,67,Completed
HP000867,BR002406,C00080,2025-06-19,09:23,171,Manual,1,74,Completed
HP000868,BR001253,C00048,2025-06-28,00:49,175,Manual,1,81,Completed
HP000869,BR001907,C00002,2025-06-16,06:35,239,Manual,1,59,Completed
HP000870,BR003666,C00027,2025-06-24,03:42,75,Manual,0,51,Completed
HP000871,BR004866,C00053,2025-06-18,00:04,138,Manual,1,54,Completed
HP000872,BR000926,C00042,2025-06-02,00:10,145,Manual,3,58,Completed
HP000873,BR000511,C00100,2025-06-11,04:16,248,Manual,2,45,Completed
HP000874,BR002223,C00085,2025-06-28,08:09,30,Manual,1,68,Completed
HP000875,BR003685,C00032,2025-06-20,04:59,108,Manual,1,58,Completed
HP000876,BR000542,C00078,2025-06-19,12:31,322,Manual,2,77,Completed
HP000877,BR004291,C00067,2025-06-13,02:41,220,Manual,0,76,Completed
HP000878,BR004482,C00014,2025-06-12,03:29,109,Manual,1,57,Completed
HP000879,BR001616,C00089,2025-06-21,13:41,192,Manual,4,83,Completed
HP000880,BR005217,C00009,2025-06-04,09:07,62,Manual,3,50,Completed
HP000881,BR000315,C00017,2025-06-08,17:51,86,Manual,2,50,Completed
HP000882,BR004121,C00097,2025-06-21,05:00,234,Manual,1,58,Completed
HP000883,BR001553,C00065,2025-06-23,14:49,230,Manual,1,83,Completed
HP000884,BR004597,C00097,2025-06-29,13:37,209,Manual,0,74,Completed
HP000885,BR004961,C00033,2025-06-19,03:01,39,Manual,1,73,Completed
HP000886,BR001879,C00079,2025-06-06,09:46,227,Manual,2,71,Completed
HP000887,BR002300,C00017,2025-06-05,05:24,191,Manual,3,62,Completed
HP000888,BR001765,C00076,2025-06-08,08:00,196,Manual,2,46,Completed
HP000889,BR005911,C00057,2025-06-11,18:42,166,Manual,3,62,Completed
HP000890,BR001441,C00097,2025-06-22,03:32,217,Manual,2,53,Completed
HP000891,BR004983,C00097,2025-06-14,09:28,88,Manual,2,82,Completed
HP000892,BR005974,C00092,2025-06-23,07:47,209,Manual,1,46,Completed
HP000893,BR005927,C00010,2025-06-12,09:40,206,Manual,1,53,Completed
HP000894,BR000700,C00044,2025-06-11,18:10,180,Manual,2,61,Completed
HP000895,BR002342,C00088,2025-06-09,08:00,144,Manual,2,69,Completed
HP000896,BR001505,C00013,2025-06-08,12:55,111,Manual,3,46,Completed
HP000897,BR001382,C00045,2025-06-10,09:27,68,Manual,3,62,Completed
HP000898,BR003320,C00098,2025-06-01,04:11,307,Manual,1,69,Completed
HP000899,BR003652,C00037,2025-06-07,19:49,265,Manual,0,59,Completed
HP000900,BR000391,C00007,2025-06-03,16:57,118,Manual,2,71,Completed
HP000901,BR000330,C00057,2025-06-04,04:39,170,Manual,3,77,Completed
HP000902,BR003966,C00009,2025-06-04,11:16,107,Manual,0,85,Completed
HP000903,BR001594,C00072,2025-06-21,10:35,82,Manual,1,66,Completed
HP000904,BR001600,C00086,2025-06-17,13:54,125,Manual,0,47,Completed
HP000905,BR003113,C00005,2025-06-19,16:59,88,Manual,2,69,Completed
HP000906,BR000107,C00090,2025-06-12,10:06,223,Manual,3,73,Completed
HP000907,BR002513,C00060,2025-06-06,18:32,299,Manual,1,82,Completed
HP000908,BR003232,C00076,2025-06-06,18:20,54,Manual,3,54,Completed
HP000909,BR001722,C00027,2025-06-29,13:45,121,Manual,3,61,Completed
HP000910,BR000379,C00089,2025-06-11,02:18,42,Manual,5,56,Completed
HP000911,BR005759,C00027,2025-06-15,19:03,108,Manual,3,46,Completed
HP000912,BR000084,C00067,2025-06-29,10:28,171,Manual,0,66,Completed
HP000913,BR001453,C00062,2025-06-19,18:31,208,Manual,1,52,Completed
HP000914,BR003597,C00010,2025-06-17,14:35,167,Manual,1,85,Completed
HP000915,BR005110,C00047,2025-06-29,00:47,194,Manual,1,62,Completed
HP000916,BR001705,C00039,2025-06-17,05:43,168,Manual,1,72,Completed
HP000917,BR004392,C00008,2025-06-04,07:33,253,Manual,0,67,Completed
HP000918,BR005546,C00091,2025-06-14,11:18,143,Manual,3,75,Completed
HP000919,BR005572,C00024,2025-06-06,12:23,156,Manual,2,48,Completed
HP000920,BR004996,C00099,2025-06-08,02:26,178,Manual,3,48,Completed
HP000921,BR005332,C00007,2025-06-30,10:53,111,Manual,1,65,Completed
HP000922,BR002969,C00048,2025-06-19,14:25,89,Manual,2,49,Completed
HP000923,BR003348,C00042,2025-06-20,15:56,222,Manual,2,74,Completed
HP000924,BR005525,C00002,2025-06-05,17:23,171,Manual,1,75,Completed
HP000925,BR001300,C00014,2025-06-15,08:27,165,Manual,2,69,Completed
HP000926,BR001604,C00026,2025-06-09,17:58,68,Manual,1,53,Completed
HP000927,BR000883,C00052,2025-06-08,00:17,131,Manual,0,54,Completed
HP000928,BR005508,C00022,2025-06-23,02:32,77,Manual,3,84,Completed
HP000929,BR005538,C00033,2025-06-20,02:42,70,Manual,1,77,Completed
HP000930,BR002960,C00038,2025-06-03,17:29,80,Manual,2,83,Completed
HP000931,BR000599,C00061,2025-06-05,11:10,176,Manual,1,73,Completed
HP000932,BR001937,C00050,2025-06-03,10:34,201,Manual,2,49,Completed
HP000933,BR000854,C00086,2025-06-14,08:54,137,Manual,2,75,Completed
HP000934,BR001439,C00011,2025-06-27,02:28,77,Manual,1,63,Completed
HP000935,BR005550,C00019,2025-06-26,03:53,85,Manual,0,45,Completed
HP000936,BR001703,C00087,2025-06-23,01:05,41,Manual,2,69,Completed
HP000937,BR000140,C00063,2025-06-13,08:12,41,Manual,0,79,Completed
HP000938,BR002932,C00030,2025-06-17,07:32,254,Manual,2,83,Completed
HP000939,BR000339,C00080,2025-06-06,00:08,161,Manual,2,84,Completed
HP000940,BR000851,C00052,2025-06-05,00:14,43,Manual,3,52,Completed
HP000941,BR004695,C00064,2025-06-29,18:08,97,Manual,4,64,Completed
HP000942,BR005413,C00047,2025-06-21,10:03,79,Manual,1,54,Completed
HP000943,BR003674,C00093,2025-06-27,04:59,183,Manual,0,71,Completed
HP000944,BR003601,C00037,2025-06-25,11:39,107,Manual,1,46,Completed
HP000945,BR002174,C00049,2025-06-13,08:50,82,Manual,2,80,Completed
HP000946,BR000865,C00047,2025-06-14,03:06,153,Manual,1,47,Completed
HP000947,BR000825,C00089,2025-06-10,17:36,66,Manual,3,65,Completed
HP000948,BR004341,C00086,2025-06-18,09:54,42,Manual,1,68,Completed
HP000949,BR003727,C00098,2025-06-07,01:40,95,Manual,5,63,Completed
HP000950,BR004993,C00045,2025-06-21,04:00,132,Manual,0,46,Completed
HP000951,BR005101,C00081,2025-06-06,14:23,61,Manual,1,54,Completed
HP000952,BR003292,C00050,2025-06-01,00:17,192,Manual,1,74,Completed
HP000953,BR005237,C00035,2025-06-18,19:30,62,Manual,4,81,Completed
HP000954,BR005849,C00087,2025-06-09,17:48,96,Manual,3,78,Completed
HP000955,BR004604,C00093,2025-06-10,00:35,58,Manual,5,64,Completed
HP000956,BR000677,C00082,2025-06-18,15:08,45,Manual,3,50,Completed
HP000957,BR003288,C00065,2025-06-10,10:52,74,Manual,2,73,Completed
HP000958,BR005300,C00007,2025-06-07,01:02,118,Manual,2,45,Completed
HP000959,BR004523,C00027,2025-06-17,13:57,175,Manual,1,66,Completed
HP000960,BR005023,C00096,2025-06-28,09:51,203,Manual,0,61,Completed
HP000961,BR004938,C00085,2025-06-30,16:51,145,Manual,1,56,Completed
HP000962,BR000365,C00093,2025-06-20,04:19,142,Manual,4,85,Completed
HP000963,BR004397,C00026,2025-06-04,01:28,97,Manual,4,84,Completed
HP000964,BR001470,C00077,2025-06-10,14:18,141,Manual,1,53,Completed
HP000965,BR005906,C00003,2025-06-27,17:30,162,Manual,2,52,Completed
HP000966,BR002493,C00050,2025-06-04,03:01,203,Manual,1,77,Completed
HP000967,BR001710,C00049,2025-06-16,06:55,95,Manual,2,53,Completed
HP000968,BR003519,C00025,2025-06-26,11:23,86,Manual,3,80,Completed
HP000969,BR002982,C00038,2025-06-10,12:34,247,Manual,1,50,Completed
HP000970,BR001129,C00026,2025-06-17,03:49,116,Manual,3,81,Completed
HP000971,BR004904,C00007,2025-06-05,00:39,68,Manual,2,64,Completed
HP000972,BR001700,C00035,2025-06-27,10:30,124,Manual,3,66,Completed
HP000973,BR000411,C00040,2025-06-25,18:55,120,Manual,2,48,Completed
HP000974,BR005676,C00080,2025-06-30,00:06,50,Manual,2,82,Completed
HP000975,BR001515,C00073,2025-06-30,02:38,110,Manual,2,62,Completed
HP000976,BR000729,C00080,2025-06-09,19:12,125,Manual,7,55,Completed
HP000977,BR003496,C00071,2025-06-19,06:17,126,Manual,0,76,Completed
HP000978,BR001162,C00063,2025-06-17,05:54,171,Manual,3,56,Completed
HP000979,BR004777,C00014,2025-06-08,12:18,108,Manual,2,56,Completed
HP000980,BR001331,C00011,2025-06-16,19:42,78,Manual,0,52,Completed
HP000981,BR004955,C00079,2025-06-18,06:54,161,Manual,1,80,Completed
HP000982,BR005952,C00087,2025-06-29,15:50,77,Manual,2,66,Completed
HP000983,BR001478,C00046,2025-06-09,15:19,216,Manual,4,82,Completed
HP000984,BR001034,C00087,2025-06-23,05:17,93,Manual,0,85,Completed
HP000985,BR001049,C00030,2025-06-08,08:27,111,Manual,0,71,Completed
HP000986,BR001296,C00048,2025-06-10,00:28,130,Manual,1,54,Completed
HP000987,BR005569,C00070,2025-06-28,01:26,122,Manual,3,77,Completed
HP000988,BR002437,C00068,2025-06-23,18:59,106,Manual,3,75,Completed
HP000989,BR005555,C00090,2025-06-27,01:26,181,Manual,2,56,Completed
HP000990,BR005227,C00077,2025-06-07,08:48,96,Manual,2,83,Completed
HP000991,BR002397,C00018,2025-06-24,01:25,89,Manual,0,56,Completed
HP000992,BR001264,C00006,2025-06-22,17:51,72,Manual,2,67,Completed
HP000993,BR003910,C00098,2025-06-12,00:49,124,Manual,0,60,Completed
HP000994,BR002978,C00001,2025-06-13,12:20,46,Manual,0,73,Completed
HP000995,BR005034,C00066,2025-06-30,14:37,97,Manual,0,49,Completed
HP000996,BR005070,C00014,2025-06-30,08:40,176,Manual,1,69,Completed
HP000997,BR004985,C00027,2025-06-15,06:25,119,Manual,2,55,Completed
HP000998,BR002117,C00094,2025-06-06,15:29,245,Manual,1,58,Completed
HP000999,BR003473,C00093,2025-06-13,06:56,93,Manual,4,58,Completed
HP001000,BR003523,C00058,2025-06-23,10:16,104,Manual,1,67,Completed
HP001001,BR005879,C00021,2025-06-02,17:02,80,Manual,4,66,Completed
HP001002,BR001913,C00008,2025-06-28,01:32,110,Manual,1,65,Completed
HP001003,BR001179,C00024,2025-06-23,03:36,210,Manual,2,56,Completed
HP001004,BR001324,C00038,2025-06-16,07:02,84,Manual,1,46,Completed
HP001005,BR004551,C00057,2025-06-27,15:27,186,Manual,4,53,Completed
HP001006,BR002666,C00028,2025-06-13,18:48,42,Manual,2,46,Completed
HP001007,BR003798,C00086,2025-06-12,14:46,102,Manual,2,66,Completed
HP001008,BR000183,C00059,2025-06-24,15:20,40,Manual,0,83,Completed
HP001009,BR001708,C00083,2025-06-15,00:08,253,Manual,1,51,Completed
HP001010,BR002628,C00062,2025-06-27,02:28,226,Manual,1,61,Completed
HP001011,BR003431,C00036,2025-06-01,17:32,109,Manual,3,67,Completed
HP001012,BR004783,C00083,2025-06-27,15:02,115,Manual,1,46,Completed
HP001013,BR002601,C00094,2025-06-10,13:22,156,Manual,2,47,Completed
HP001014,BR002338,C00008,2025-06-24,00:59,160,Manual,4,66,Completed
HP001015,BR003631,C00019,2025-06-30,16:35,191,Manual,4,52,Completed
HP001016,BR000446,C00083,2025-06-05,10:28,42,Manual,1,71,Completed
HP001017,BR000071,C00098,2025-06-26,03:01,231,Manual,2,58,Completed
HP001018,BR002959,C00052,2025-06-06,06:59,208,Manual,2,73,Completed
HP001019,BR000015,C00092,2025-06-02,00:08,211,Manual,2,45,Completed
HP001020,BR001986,C00093,2025-06-21,06:05,162,Manual,0,46,Completed
HP001021,BR004288,C00097,2025-06-30,19:47,105,Manual,2,53,Completed
HP001022,BR005530,C00064,2025-06-18,08:39,69,Manual,1,82,Completed
HP001023,BR005326,C00079,2025-06-05,07:46,79,Manual,0,67,Completed
HP001024,BR000622,C00061,2025-06-27,14:03,190,Manual,0,85,Completed
HP001025,BR000376,C00006,2025-06-02,03:16,117,Manual,3,45,Completed
HP001026,BR002785,C00063,2025-06-19,02:10,72,Manual,1,83,Completed
HP001027,BR000517,C00098,2025-06-12,10:46,78,Manual,0,76,Completed
HP001028,BR000296,C00074,2025-06-05,12:30,131,Manual,2,84,Completed
HP001029,BR003448,C00032,2025-06-29,16:43,93,Manual,1,77,Completed
HP001030,BR000866,C00006,2025-06-25,06:20,182,Manual,2,52,Completed
HP001031,BR002290,C00060,2025-06-13,04:22,287,Manual,0,56,Completed
HP001032,BR001401,C00085,2025-06-20,10:32,230,Manual,1,66,Completed
HP001033,BR000789,C00070,2025-06-21,01:32,99,Manual,1,50,Completed
HP001034,BR001677,C00016,2025-06-26,14:07,65,Manual,1,65,Completed
HP001035,BR004329,C00079,2025-06-24,17:27,219,Manual,1,69,Completed
HP001036,BR005524,C00008,2025-06-17,06:26,68,Manual,4,58,Completed
HP001037,BR004098,C00077,2025-06-13,07:32,142,Manual,3,59,Completed
HP001038,BR003617,C00070,2025-06-06,03:27,206,Manual,1,50,Completed
HP001039,BR003256,C00003,2025-06-29,18:16,152,Manual,2,62,Completed
HP001040,BR003439,C00049,2025-06-27,10:51,84,Manual,1,63,Completed
HP001041,BR003228,C00066,2025-06-05,11:38,99,Manual,0,75,Completed
HP001042,BR005025,C00093,2025-06-17,01:58,97,Manual,2,64,Completed
HP001043,BR000316,C00065,2025-06-30,11:09,239,Manual,3,73,Completed
HP001044,BR004610,C00047,2025-06-18,02:31,92,Manual,1,82,Completed
HP001045,BR005509,C00043,2025-06-01,19:49,167,Manual,4,76,Completed
HP001046,BR005460,C00086,2025-06-13,13:39,128,Manual,0,47,Completed
HP001047,BR004034,C00085,2025-06-21,06:00,148,Manual,0,69,Completed
HP001048,BR005374,C00023,2025-06-06,17:28,104,Manual,0,84,Completed
HP001049,BR005408,C00069,2025-06-10,04:12,140,Manual,2,70,Completed
HP001050,BR003832,C00044,2025-06-09,06:30,157,Manual,1,67,Completed
HP001051,BR003411,C00022,2025-06-30,18:54,61,Manual,2,67,Completed
HP001052,BR001155,C00081,2025-06-25,15:20,139,Manual,0,46,Completed
HP001053,BR003478,C00081,2025-06-29,08:52,170,Manual,2,76,Completed
HP001054,BR005367,C00084,2025-06-11,07:17,160,Manual,3,79,Completed
HP001055,BR004093,C00072,2025-06-13,04:53,169,Manual,3,62,Completed
HP001056,BR000738,C00095,2025-06-23,08:33,71,Manual,3,70,Completed
HP001057,BR005912,C00095,2025-06-12,05:57,171,Manual,4,76,Completed
HP001058,BR002796,C00050,2025-06-18,18:30,250,Manual,1,58,Completed
HP001059,BR000051,C00001,2025-06-02,08:55,63,Manual,3,69,Completed
HP001060,BR005782,C00022,2025-06-29,17:25,83,Manual,2,50,Completed
HP001061,BR000059,C00043,2025-06-17,01:08,101,Manual,1,56,Completed
HP001062,BR002899,C00092,2025-06-11,05:45,163,Manual,1,60,Completed
HP001063,BR000370,C00033,2025-06-26,15:47,55,Manual,4,55,Completed
HP001064,BR001683,C00011,2025-06-07,14:55,125,Manual,1,51,Completed
HP001065,BR002814,C00083,2025-06-07,08:38,161,Manual,1,67,Completed
HP001066,BR003472,C00088,2025-06-12,06:16,195,Manual,4,81,Completed
HP001067,BR005537,C00079,2025-06-07,09:30,229,Manual,2,55,Completed
HP001068,BR002981,C00056,2025-06-07,15:14,82,Manual,1,65,Completed
HP001069,BR005830,C00090,2025-06-06,02:55,45,Manual,2,75,Completed
HP001070,BR003258,C00077,2025-06-29,09:00,78,Manual,0,64,Completed
HP001071,BR005000,C00060,2025-06-21,12:17,36,Manual,2,63,Completed
HP001072,BR005184,C00093,2025-06-06,04:57,106,Manual,4,76,Completed
HP001073,BR005731,C00010,2025-06-13,04:20,136,Manual,2,77,Completed
HP001074,BR005115,C00011,2025-06-08,19:34,92,Manual,2,64,Completed
HP001075,BR000999,C00002,2025-06-03,19:10,220,Manual,5,61,Completed
HP001076,BR001798,C00055,2025-06-12,16:22,290,Manual,0,68,Completed
HP001077,BR002559,C00097,2025-06-19,05:05,183,Manual,2,58,Completed
HP001078,BR004084,C00057,2025-06-27,04:34,81,Manual,1,73,Completed
HP001079,BR005494,C00070,2025-06-30,11:12,155,Manual,0,82,Completed
HP001080,BR004522,C00019,2025-06-27,05:23,140,Manual,1,78,Completed
HP001081,BR005565,C00011,2025-06-16,00:21,49,Manual,3,49,Completed
HP001082,BR001899,C00022,2025-06-25,03:19,318,Manual,3,49,Completed
HP001083,BR000136,C00008,2025-06-12,19:03,103,Manual,2,52,Completed
HP001084,BR001498,C00077,2025-06-15,18:10,166,Manual,1,47,Completed
HP001085,BR000547,C00055,2025-06-30,19:52,276,Manual,1,48,Completed
HP001086,BR004379,C00007,2025-06-19,09:10,360,Manual,2,75,Completed
HP001087,BR003991,C00052,2025-06-07,00:37,94,Manual,2,53,Completed
HP001088,BR002171,C00026,2025-06-30,01:06,183,Manual,1,69,Completed
HP001089,BR005019,C00026,2025-06-26,10:51,96,Manual,0,85,Completed
HP001090,BR000257,C00051,2025-06-07,07:51,79,Manual,3,70,Completed
HP001091,BR005325,C00095,2025-06-25,00:08,40,Manual,2,75,Completed
HP001092,BR003677,C00041,2025-06-16,12:38,65,Manual,5,83,Completed
HP001093,BR003983,C00023,2025-06-03,13:48,206,Manual,0,62,Completed
HP001094,BR004199,C00071,2025-06-14,19:06,58,Manual,2,62,Completed
HP001095,BR001807,C00036,2025-06-07,02:57,88,Manual,0,71,Completed
HP001096,BR001354,C00073,2025-06-27,06:48,230,Manual,2,65,Completed
HP001097,BR000328,C00005,2025-06-25,03:06,49,Manual,1,56,Completed
HP001098,BR002839,C00002,2025-06-11,08:24,77,Manual,2,58,Completed
HP001099,BR002141,C00081,2025-06-05,19:55,144,Manual,1,51,Completed
HP001100,BR003575,C00096,2025-06-10,02:42,241,Manual,0,56,Completed
HP001101,BR001200,C00028,2025-06-01,10:33,101,Manual,3,69,Completed
HP001102,BR001834,C00089,2025-06-15,02:46,218,Manual,2,49,Completed
HP001103,BR000389,C00039,2025-06-26,00:47,234,Manual,1,81,Completed
HP001104,BR002356,C00048,2025-06-07,11:59,126,Manual,0,61,Completed
HP001105,BR000919,C00008,2025-06-14,08:59,64,Manual,2,57,Completed
HP001106,BR004356,C00088,2025-06-21,09:02,180,Manual,3,59,Completed
HP001107,BR003737,C00062,2025-06-04,08:44,239,Manual,0,64,Completed
HP001108,BR003616,C00073,2025-06-10,16:04,213,Manual,1,83,Completed
HP001109,BR002272,C00003,2025-06-08,11:27,41,Manual,2,75,Completed
HP001110,BR003826,C00074,2025-06-02,14:52,288,Manual,1,69,Completed
HP001111,BR004039,C00076,2025-06-22,14:59,222,Manual,0,83,Completed
HP001112,BR004991,C00010,2025-06-15,12:51,135,Manual,5,46,Completed
HP001113,BR001658,C00055,2025-06-14,13:23,168,Manual,2,77,Completed
HP001114,BR004649,C00062,2025-06-05,14:03,118,Manual,2,66,Completed
HP001115,BR001527,C00003,2025-06-19,13:01,218,Manual,1,74,Completed
HP001116,BR001891,C00021,2025-06-20,00:11,133,Manual,2,58,Completed
HP001117,BR004837,C00010,2025-06-17,18:04,201,Manual,2,46,Completed
HP001118,BR002737,C00072,2025-06-24,19:05,123,Manual,2,79,Completed
HP001119,BR004819,C00100,2025-06-18,13:03,164,Manual,0,79,Completed
HP001120,BR002636,C00060,2025-06-19,13:03,171,Manual,1,54,Completed
HP001121,BR004458,C00064,2025-06-08,01:46,94,Manual,1,53,Completed
HP001122,BR000749,C00043,2025-06-02,04:54,254,Manual,1,76,Completed
HP001123,BR005622,C00069,2025-06-04,02:11,206,Manual,2,45,Completed
HP001124,BR003281,C00060,2025-06-21,14:11,244,Manual,2,62,Completed
HP001125,BR004966,C00057,2025-06-22,14:10,120,Manual,0,70,Completed
HP001126,BR001024,C00047,2025-06-20,00:56,66,Manual,1,70,Completed
HP001127,BR000394,C00031,2025-06-28,11:25,127,Manual,1,54,Completed
HP001128,BR002918,C00090,2025-06-18,11:41,313,Manual,0,63,Completed
HP001129,BR004262,C00017,2025-06-29,11:13,153,Manual,2,57,Completed
HP001130,BR000823,C00095,2025-06-23,17:56,191,Manual,3,76,Completed
HP001131,BR004157,C00046,2025-06-24,16:54,84,Manual,2,62,Completed
HP001132,BR005035,C00013,2025-06-09,05:34,56,Manual,1,59,Completed
HP001133,BR002499,C00029,2025-06-24,18:40,268,Manual,1,59,Completed
HP001134,BR004462,C00047,2025-06-20,18:06,71,Manual,1,79,Completed
HP001135,BR000245,C00059,2025-06-19,13:22,243,Manual,2,82,Completed
HP001136,BR000818,C00030,2025-06-26,07:46,61,Manual,0,65,Completed
HP001137,BR004791,C00011,2025-06-19,09:29,122,Manual,3,67,Completed
HP001138,BR000324,C00097,2025-06-30,15:08,177,Manual,1,57,Completed
HP001139,BR005514,C00036,2025-06-01,08:23,128,Manual,1,66,Completed
HP001140,BR002845,C00010,2025-06-18,00:48,148,Manual,1,46,Completed
HP001141,BR005943,C00019,2025-06-14,06:40,72,Manual,1,72,Completed
HP001142,BR003508,C00042,2025-06-28,13:05,62,Manual,4,58,Completed
HP001143,BR002280,C00033,2025-06-30,19:41,208,Manual,1,67,Completed
HP001144,BR003759,C00001,2025-06-04,01:12,135,Manual,1,76,Completed
HP001145,BR005218,C00052,2025-06-13,01:04,284,Manual,2,83,Completed
HP001146,BR004220,C00023,2025-06-07,07:05,169,Manual,2,71,Completed
HP001147,BR003397,C00066,2025-06-07,00:14,168,Manual,4,78,Completed
HP001148,BR001391,C00044,2025-06-18,00:41,234,Manual,1,64,Completed
HP001149,BR000676,C00097,2025-06-11,05:13,76,Manual,1,85,Completed
HP001150,BR001213,C00050,2025-06-06,02:00,158,Manual,0,84,Completed
HP001151,BR003700,C00074,2025-06-01,10:04,86,Manual,1,72,Completed
HP001152,BR005809,C00070,2025-06-22,18:31,161,Manual,0,76,Completed
HP001153,BR003426,C00096,2025-06-10,09:16,64,Manual,1,50,Completed
HP001154,BR004685,C00012,2025-06-13,07:54,156,Manual,0,85,Completed
HP001155,BR005003,C00013,2025-06-03,15:12,158,Manual,2,70,Completed
HP001156,BR003390,C00091,2025-06-13,09:03,183,Manual,0,65,Completed
HP001157,BR002866,C00069,2025-06-29,18:24,122,Manual,2,64,Completed
HP001158,BR001215,C00002,2025-06-23,11:15,100,Manual,2,71,Completed
HP001159,BR001613,C00078,2025-06-07,17:45,108,Manual,1,82,Completed
HP001160,BR005187,C00051,2025-06-17,18:58,146,Manual,4,51,Completed
HP001161,BR001435,C00019,2025-06-30,07:42,249,Manual,0,62,Completed
HP001162,BR001212,C00040,2025-06-29,06:52,163,Manual,2,60,Completed
HP001163,BR005476,C00004,2025-06-19,09:37,82,Manual,3,62,Completed
HP001164,BR001410,C00027,2025-06-11,10:36,113,Manual,2,60,Completed
HP001165,BR001427,C00008,2025-06-03,00:07,122,Manual,5,46,Completed
HP001166,BR000215,C00068,2025-06-16,05:17,113,Manual,4,78,Completed
HP001167,BR002387,C00011,2025-06-11,06:20,303,Manual,5,75,Completed
HP001168,BR001221,C00090,2025-06-05,07:08,356,Manual,3,74,Completed
HP001169,BR001043,C00046,2025-06-05,04:23,89,Manual,2,64,Completed
HP001170,BR003705,C00096,2025-06-25,00:59,173,Manual,0,55,Completed
HP001171,BR001193,C00049,2025-06-08,14:59,31,Manual,4,64,Completed
HP001172,BR000566,C00048,2025-06-04,13:22,118,Manual,2,80,Completed
HP001173,BR004323,C00083,2025-06-19,16:50,122,Manual,0,57,Completed
HP001174,BR002138,C00023,2025-06-26,05:32,60,Manual,1,57,Completed
HP001175,BR004628,C00052,2025-06-17,11:42,207,Manual,4,56,Completed
HP001176,BR001370,C00023,2025-06-25,07:06,264,Manual,1,77,Completed
HP001177,BR002038,C00079,2025-06-19,15:48,60,Manual,1,84,Completed
HP001178,BR001415,C00078,2025-06-06,08:36,251,Manual,2,66,Completed
HP001179,BR000836,C00089,2025-06-19,04:23,110,Manual,6,54,Completed
HP001180,BR000155,C00050,2025-06-23,09:53,79,Manual,1,64,Completed
HP001181,BR005975,C00092,2025-06-20,03:49,159,Manual,1,77,Completed
HP001182,BR005448,C00082,2025-06-14,04:42,83,Manual,0,71,Completed
HP001183,BR002924,C00061,2025-06-04,06:05,165,Manual,2,65,Completed
HP001184,BR005169,C00075,2025-06-24,11:59,199,Manual,4,75,Completed
HP001185,BR005793,C00047,2025-06-13,02:00,162,Manual,5,63,Completed
HP001186,BR002681,C00093,2025-06-11,07:22,210,Manual,1,81,Completed
HP001187,BR002130,C00017,2025-06-29,08:12,198,Manual,3,78,Completed
