schedule_id,train_no,train_name,train_type,source_station_code,source_station_name,destination_station_code,destination_station_name,station_sequence,station_code,station_name,arrival_time,departure_time,distance_km,running_days,direction
SCH0003402,52783,Chakradharpur - Rewari Junction Passenger,Passenger,CKP,Chakradharpur,RE,Rewari Junction,10,CSMT,Chhatrapati Shivaji Maharaj Terminus,20:37,20:43,491.0,Daily,UP
SCH0003403,52783,Chakradharpur - Rewari Junction Passenger,Passenger,CKP,Chakradharpur,RE,Rewari Junction,11,KYN,Kalyan Junction,21:57,22:03,545.2,Daily,UP
SCH0003404,52783,Chakradharpur - Rewari Junction Passenger,Passenger,CKP,Chakradharpur,RE,Rewari Junction,12,DD,Daund Junction,23:03,23:10,590.2,Daily,UP
SCH0003405,52783,Chakradharpur - Rewari Junction Passenger,Passenger,CKP,Chakradharpur,RE,Rewari Junction,13,PUNE,Pune Junction,00:48,00:53,665.7,Daily,UP
SCH0003406,52783,Chakradharpur - Rewari Junction Passenger,Passenger,CKP,Chakradharpur,RE,Rewari Junction,14,AWR,Alwar Junction,01:57,02:01,711.7,Daily,UP
SCH0003407,52783,Chakradharpur - Rewari Junction Passenger,Passenger,CKP,Chakradharpur,RE,Rewari Junction,15,RE,Rewari Junction,03:41,03:41,785.9,Daily,UP
SCH0003408,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,1,RPAN,Rangapara North,06:28,06:28,0.0,Daily,UP
SCH0003409,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,2,RNY,Rangiya Junction,08:14,08:21,123.6,Daily,UP
SCH0003410,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,3,GHY,Guwahati,08:53,08:57,160.6,Daily,UP
SCH0003411,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,4,NJP,New Jalpaiguri,14:55,15:01,567.8,Daily,UP
SCH0003412,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,5,KIR,Katihar Junction,16:30,16:34,671.2,Daily,UP
SCH0003413,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,6,ASN,Asansol Junction,16:59,17:02,703.2,Daily,UP
SCH0003414,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,7,DHN,Dhanbad Junction,17:56,17:59,762.1,Daily,UP
SCH0003415,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,8,KTH,Katrasgarh,18:31,18:36,794.8,Daily,UP
SCH0003416,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,9,NFK,New Farakka Junction,19:18,19:23,838.8,Daily,UP
SCH0003417,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,10,MLDT,Malda Town,19:58,20:01,874.4,Daily,UP
SCH0003418,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,11,MIB,Manmad In Yard,20:44,20:49,920.4,Daily,UP
SCH0003419,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,12,NIR,Nawapur,00:27,00:33,1166.0,Daily,UP
SCH0003420,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,13,RGDA,Rayagada,00:50,00:58,1189.0,Daily,UP
SCH0003421,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,14,VZM,Vizianagaram Junction,02:52,02:56,1314.6,Daily,UP
SCH0003422,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,15,WAT,Visakhapatnam Junction,03:48,03:54,1375.8,Daily,UP
SCH0003423,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,16,DBRG,Dibrugarh,05:05,05:12,1454.8,Daily,UP
SCH0003424,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,17,DD,Daund Junction,05:45,05:53,1488.8,Daily,UP
SCH0003425,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,18,PUNE,Pune Junction,06:58,07:03,1564.3,Daily,UP
SCH0003426,15354,Rangapara North - Puri Express,Express,RPAN,Rangapara North,PURI,Puri,19,PURI,Puri,07:35,07:35,1602.3,Daily,UP
SCH0003427,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,1,IZN,Izzatnagar,08:14,08:14,0.0,Daily,UP
SCH0003428,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,2,KSJ,Kasganj Junction,11:12,11:19,204.5,Daily,UP
SCH0003429,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,3,SDAH,Sealdah,11:44,11:51,229.5,Daily,UP
SCH0003430,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,4,KBGB,Komagata Maru Budge Budge,12:09,12:13,253.7,Daily,UP
SCH0003431,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,5,KGP,Kharagpur Junction,12:57,13:05,306.7,Daily,UP
SCH0003432,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,6,HWH,Howrah Junction,14:45,14:49,422.1,Daily,UP
SCH0003433,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,7,BWN,Barddhaman Junction,16:12,16:18,515.6,Daily,UP
SCH0003434,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,8,TIG,Titlagarh Junction,16:55,17:03,554.6,Daily,UP
SCH0003435,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,9,SBP,Sambalpur Junction,19:45,19:49,737.0,Daily,UP
SCH0003436,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,10,ET,Itarsi Junction,20:27,20:35,776.0,Daily,UP
SCH0003437,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,11,BPL,Bhopal Junction,21:54,21:59,868.1,Daily,UP
SCH0003438,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,12,UJN,Ujjain Junction,00:43,00:50,1051.3,Daily,UP
SCH0003439,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,13,RTM,Ratlam Junction,02:16,02:24,1147.7,Daily,UP
SCH0003440,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,14,PGT,Palakkad Junction,02:44,02:48,1173.7,Daily,UP
SCH0003441,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,15,CBE,Coimbatore Junction,03:35,03:41,1229.9,Daily,UP
SCH0003442,15138,Izzatnagar - Ranchi Junction Express,Express,IZN,Izzatnagar,RNC,Ranchi Junction,16,RNC,Ranchi Junction,04:25,04:25,1276.9,Daily,UP
SCH0003443,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,1,BSP,Bilaspur Junction,12:26,12:26,0.0,Daily,DOWN
SCH0003444,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,2,ROU,Rourkela Junction,14:52,14:56,208.5,Daily,DOWN
SCH0003445,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,3,ALJN,Aligarh Junction,15:42,15:46,270.5,Daily,DOWN
SCH0003446,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,4,CNB,Kanpur Central,19:21,19:27,579.6,Daily,DOWN
SCH0003447,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,5,PRYJ,Prayagraj Junction,21:43,21:45,774.1,Daily,DOWN
SCH0003448,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,6,MZP,Mirzapur,22:47,22:53,863.5,Daily,DOWN
SCH0003449,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,7,SBC,KSR Bengaluru,23:01,23:06,878.5,Daily,DOWN
SCH0003450,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,8,MYS,Mysuru Junction,00:43,00:45,1017.0,Daily,DOWN
SCH0003451,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,9,ASK,Arsikere Junction,02:26,02:30,1164.2,Daily,DOWN
SCH0003452,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,10,KBGB,Komagata Maru Budge Budge,02:41,02:46,1177.2,Daily,DOWN
SCH0003453,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,11,SDAH,Sealdah,03:03,03:05,1201.4,Daily,DOWN
SCH0003454,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,12,NGP,Nagpur Junction,03:42,03:46,1249.4,Daily,DOWN
SCH0003455,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,13,G,Gondia Junction,05:21,05:27,1379.2,Daily,DOWN
SCH0003456,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,14,WR,Wardha Junction,05:42,05:48,1400.2,Daily,DOWN
SCH0003457,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,15,SOG,Suratgarh Junction,06:04,06:06,1421.2,Daily,DOWN
SCH0003458,13778,Bilaspur Junction - Bikaner Junction Superfast Express,Superfast,BSP,Bilaspur Junction,BKN,Bikaner Junction,16,BKN,Bikaner Junction,08:13,08:13,1603.7,Daily,DOWN
SCH0003459,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,1,GWL,Gwalior Junction,06:54,06:54,0.0,Weekdays Only,DOWN
SCH0003460,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,2,JHS,Virangana Lakshmibai Jhansi,08:00,08:06,97.8,Weekdays Only,DOWN
SCH0003461,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,3,JAM,Jamnagar,08:29,08:33,130.8,Weekdays Only,DOWN
SCH0003462,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,4,RJT,Rajkot Junction,09:36,09:39,215.0,Weekdays Only,DOWN
SCH0003463,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,5,KTH,Katrasgarh,10:05,10:07,255.0,Weekdays Only,DOWN
SCH0003464,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,6,DHN,Dhanbad Junction,10:28,10:34,287.7,Weekdays Only,DOWN
SCH0003465,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,7,ASN,Asansol Junction,11:18,11:22,346.6,Weekdays Only,DOWN
SCH0003466,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,8,JSME,Jasidih Junction,12:38,12:40,457.4,Weekdays Only,DOWN
SCH0003467,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,9,GAYA,Gaya Junction,12:49,12:51,471.4,Weekdays Only,DOWN
SCH0003468,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,10,DDU,Pt. Deen Dayal Upadhyaya Junction,15:16,15:21,676.6,Weekdays Only,DOWN
SCH0003469,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,11,CSMT,Chhatrapati Shivaji Maharaj Terminus,15:47,15:52,710.6,Weekdays Only,DOWN
SCH0003470,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,12,KYN,Kalyan Junction,16:28,16:34,764.8,Weekdays Only,DOWN
SCH0003471,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,13,KTE,Katni Junction,17:22,17:24,830.8,Weekdays Only,DOWN
SCH0003472,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,14,JBP,Jabalpur Junction,18:32,18:34,922.2,Weekdays Only,DOWN
SCH0003473,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,15,ET,Itarsi Junction,21:25,21:27,1167.0,Weekdays Only,DOWN
SCH0003474,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,16,BPL,Bhopal Junction,22:30,22:33,1259.1,Weekdays Only,DOWN
SCH0003475,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,17,UJN,Ujjain Junction,00:42,00:47,1442.3,Weekdays Only,DOWN
SCH0003476,13178,Gwalior Junction - Ratlam Junction Superfast Express,Superfast,GWL,Gwalior Junction,RTM,Ratlam Junction,18,RTM,Ratlam Junction,01:58,01:58,1538.7,Weekdays Only,DOWN
SCH0003477,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,1,BVC,Bhavnagar Terminus,01:41,01:41,0.0,Daily,UP
SCH0003478,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,2,MHV,Mahuva Junction,03:57,03:59,191.3,Daily,UP
SCH0003479,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,3,BSL,Bhusawal Junction,04:50,04:52,265.3,Daily,UP
SCH0003480,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,4,AK,Akola Junction,06:28,06:32,404.9,Daily,UP
SCH0003481,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,5,FA,Falna,07:22,07:24,474.9,Daily,UP
SCH0003482,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,6,ABR,Abu Road,08:32,08:34,573.8,Daily,UP
SCH0003483,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,7,KUR,Khurda Road Junction,08:46,08:51,589.8,Daily,UP
SCH0003484,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,8,BBS,Bhubaneswar,09:08,09:12,609.3,Daily,UP
SCH0003485,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,9,PURI,Puri,09:56,09:59,672.4,Daily,UP
SCH0003486,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,10,CPH,Champa Junction,10:38,10:41,729.4,Daily,UP
SCH0003487,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,11,KHS,Kharsia,11:13,11:15,774.7,Daily,UP
SCH0003488,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,12,GKP,Gorakhpur Junction,11:49,11:51,824.7,Daily,UP
SCH0003489,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,13,CPJ,Kaptanganj Junction,12:20,12:22,863.4,Daily,UP
SCH0003490,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,14,RJY,Rajahmundry,12:49,12:52,905.4,Daily,UP
SCH0003491,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,15,BZA,Vijayawada Junction,14:40,14:42,1054.6,Daily,UP
SCH0003492,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,16,APDJ,Alipur Duar Junction,15:17,15:23,1106.6,Daily,UP
SCH0003493,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,17,NBQ,New Bongaigaon,17:13,17:16,1265.6,Daily,UP
SCH0003494,13313,Bhavnagar Terminus - Kharagpur Junction Superfast Express,Superfast,BVC,Bhavnagar Terminus,KGP,Kharagpur Junction,18,KGP,Kharagpur Junction,17:41,17:41,1296.6,Daily,UP
SCH0003495,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,1,NBQ,New Bongaigaon,15:44,15:44,0.0,Daily,UP
SCH0003496,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,2,APDJ,Alipur Duar Junction,18:04,18:12,159.0,Daily,UP
SCH0003497,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,3,BIDR,Bidar,18:23,18:28,172.0,Daily,UP
SCH0003498,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,4,SC,Secunderabad Junction,20:07,20:10,282.1,Daily,UP
SCH0003499,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,5,KZJ,Kazipet Junction,22:04,22:10,414.6,Daily,UP
SCH0003500,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,6,MKA,Mokama,23:00,23:03,474.6,Daily,UP
SCH0003501,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,7,DNR,Danapur,00:19,00:26,564.1,Daily,UP
SCH0003502,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,8,TVC,Thiruvananthapuram Central,01:02,01:10,602.1,Daily,UP
SCH0003503,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,9,QLN,Kollam Junction,02:11,02:15,667.2,Daily,UP
SCH0003504,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,10,HWH,Howrah Junction,03:09,03:12,731.2,Daily,UP
SCH0003505,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,11,BWN,Barddhaman Junction,04:36,04:39,824.7,Daily,UP
SCH0003506,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,12,AK,Akola Junction,05:23,05:30,873.7,Daily,UP
SCH0003507,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,13,BSL,Bhusawal Junction,07:30,07:36,1013.3,Daily,UP
SCH0003508,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,14,ET,Itarsi Junction,12:05,12:13,1320.1,Daily,UP
SCH0003509,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,15,BPL,Bhopal Junction,13:35,13:39,1412.2,Daily,UP
SCH0003510,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,16,UJN,Ujjain Junction,16:23,16:30,1595.4,Daily,UP
SCH0003511,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,17,RTM,Ratlam Junction,17:56,18:00,1691.8,Daily,UP
SCH0003512,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,18,NGP,Nagpur Junction,18:52,18:56,1750.8,Daily,UP
SCH0003513,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,19,G,Gondia Junction,20:51,20:59,1880.6,Daily,UP
SCH0003514,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,20,RPZ,Ranapratapnagar,21:43,21:51,1929.6,Daily,UP
SCH0003515,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,21,UDZ,Udaipur City,21:54,21:58,1934.2,Daily,UP
SCH0003516,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,22,MTD,Merta Road Junction,22:15,22:22,1952.2,Daily,UP
SCH0003517,14751,New Bongaigaon - Jodhpur Junction Express,Express,NBQ,New Bongaigaon,JU,Jodhpur Junction,23,JU,Jodhpur Junction,23:54,23:54,2055.3,Daily,UP
SCH0003518,17814,Jabalpur Junction - Tirunelveli Junction Premium Express,Premium,JBP,Jabalpur Junction,TEN,Tirunelveli Junction,1,JBP,Jabalpur Junction,03:40,03:40,0.0,Daily,DOWN
SCH0003519,17814,Jabalpur Junction - Tirunelveli Junction Premium Express,Premium,JBP,Jabalpur Junction,TEN,Tirunelveli Junction,2,KTE,Katni Junction,04:39,04:41,91.4,Daily,DOWN
SCH0003520,17814,Jabalpur Junction - Tirunelveli Junction Premium Express,Premium,JBP,Jabalpur Junction,TEN,Tirunelveli Junction,3,NBQ,New Bongaigaon,05:31,05:35,170.4,Daily,DOWN
SCH0003521,17814,Jabalpur Junction - Tirunelveli Junction Premium Express,Premium,JBP,Jabalpur Junction,TEN,Tirunelveli Junction,4,APDJ,Alipur Duar Junction,07:18,07:23,329.4,Daily,DOWN
SCH0003522,17814,Jabalpur Junction - Tirunelveli Junction Premium Express,Premium,JBP,Jabalpur Junction,TEN,Tirunelveli Junction,5,JP,Jaipur Junction,07:36,07:38,347.4,Daily,DOWN
SCH0003523,17814,Jabalpur Junction - Tirunelveli Junction Premium Express,Premium,JBP,Jabalpur Junction,TEN,Tirunelveli Junction,6,AII,Ajmer Junction,09:09,09:14,482.1,Daily,DOWN
SCH0003524,17814,Jabalpur Junction - Tirunelveli Junction Premium Express,Premium,JBP,Jabalpur Junction,TEN,Tirunelveli Junction,7,FZR,Firozpur Cantt,09:46,09:49,530.1,Daily,DOWN
SCH0003525,17814,Jabalpur Junction - Tirunelveli Junction Premium Express,Premium,JBP,Jabalpur Junction,TEN,Tirunelveli Junction,8,ASR,Amritsar Junction,11:09,11:13,654.7,Daily,DOWN
SCH0003526,17814,Jabalpur Junction - Tirunelveli Junction Premium Express,Premium,JBP,Jabalpur Junction,TEN,Tirunelveli Junction,9,GAYA,Gaya Junction,12:01,12:05,729.7,Daily,DOWN
SCH0003527,17814,Jabalpur Junction - Tirunelveli Junction Premium Express,Premium,JBP,Jabalpur Junction,TEN,Tirunelveli Junction,10,DDU,Pt. Deen Dayal Upadhyaya Junction,14:19,14:23,934.9,Daily,DOWN
SCH0003528,17814,Jabalpur Junction - Tirunelveli Junction Premium Express,Premium,JBP,Jabalpur Junction,TEN,Tirunelveli Junction,11,MDU,Madurai Junction,14:41,14:44,961.9,Daily,DOWN
SCH0003529,17814,Jabalpur Junction - Tirunelveli Junction Premium Express,Premium,JBP,Jabalpur Junction,TEN,Tirunelveli Junction,12,TEN,Tirunelveli Junction,16:28,16:28,1118.9,Daily,DOWN
SCH0003530,13746,Bokaro Steel City - Samastipur Junction Superfast Express,Superfast,BKSC,Bokaro Steel City,SPJ,Samastipur Junction,1,BKSC,Bokaro Steel City,16:30,16:30,0.0,Mon-Sat,DOWN
SCH0003531,13746,Bokaro Steel City - Samastipur Junction Superfast Express,Superfast,BKSC,Bokaro Steel City,SPJ,Samastipur Junction,2,ADRA,Adra Junction,16:57,16:59,42.6,Mon-Sat,DOWN
SCH0003532,13746,Bokaro Steel City - Samastipur Junction Superfast Express,Superfast,BKSC,Bokaro Steel City,SPJ,Samastipur Junction,3,CPH,Champa Junction,17:38,17:44,100.6,Mon-Sat,DOWN
SCH0003533,13746,Bokaro Steel City - Samastipur Junction Superfast Express,Superfast,BKSC,Bokaro Steel City,SPJ,Samastipur Junction,4,KHS,Kharsia,18:18,18:22,145.9,Mon-Sat,DOWN
SCH0003534,13746,Bokaro Steel City - Samastipur Junction Superfast Express,Superfast,BKSC,Bokaro Steel City,SPJ,Samastipur Junction,5,SC,Secunderabad Junction,18:32,18:35,158.9,Mon-Sat,DOWN
SCH0003535,13746,Bokaro Steel City - Samastipur Junction Superfast Express,Superfast,BKSC,Bokaro Steel City,SPJ,Samastipur Junction,6,KZJ,Kazipet Junction,20:07,20:12,291.4,Mon-Sat,DOWN
SCH0003536,13746,Bokaro Steel City - Samastipur Junction Superfast Express,Superfast,BKSC,Bokaro Steel City,SPJ,Samastipur Junction,7,DBG,Darbhanga Junction,20:40,20:46,333.4,Mon-Sat,DOWN
SCH0003537,13746,Bokaro Steel City - Samastipur Junction Superfast Express,Superfast,BKSC,Bokaro Steel City,SPJ,Samastipur Junction,8,SPJ,Samastipur Junction,21:11,21:11,370.5,Mon-Sat,DOWN
SCH0003538,15237,Katrasgarh - Shalimar Express,Express,KTH,Katrasgarh,SHM,Shalimar,1,KTH,Katrasgarh,19:52,19:52,0.0,Daily,DOWN
SCH0003539,15237,Katrasgarh - Shalimar Express,Express,KTH,Katrasgarh,SHM,Shalimar,2,DHN,Dhanbad Junction,20:21,20:25,32.7,Daily,DOWN
SCH0003540,15237,Katrasgarh - Shalimar Express,Express,KTH,Katrasgarh,SHM,Shalimar,3,ASN,Asansol Junction,21:16,21:23,91.6,Daily,DOWN
SCH0003541,15237,Katrasgarh - Shalimar Express,Express,KTH,Katrasgarh,SHM,Shalimar,4,JSME,Jasidih Junction,23:04,23:07,202.4,Daily,DOWN
SCH0003542,15237,Katrasgarh - Shalimar Express,Express,KTH,Katrasgarh,SHM,Shalimar,5,TK,Tumakuru,00:01,00:07,261.4,Daily,DOWN
SCH0003543,15237,Katrasgarh - Shalimar Express,Express,KTH,Katrasgarh,SHM,Shalimar,6,SBC,KSR Bengaluru,01:08,01:14,330.5,Daily,DOWN
