asset_id,asset_type,department,corridor_id,location_km,installation_year,asset_age_years,condition_score_1_5,criticality_1_5,last_maintenance_date,next_due_date,failure_history_count,availability_pct,operational_dependency,active_status
AST001055,Crossing,Engineering,C00036,52.2,2011,14,5,2,2024-11-27,2025-06-08,3,98.7,Low,Active
AST001056,Track,Engineering,C00027,54.8,2007,18,4,4,2025-05-16,2025-12-10,4,95.8,High,Active
AST001057,Switch,Engineering,C00041,30.2,2004,21,4,4,2024-11-03,2025-06-29,5,95.7,High,Active
AST001058,Bridge,Engineering,C00022,165.0,2017,8,4,4,2025-02-20,2025-09-25,4,97.9,High,Active
AST001059,Weld,Engineering,C00018,14.4,2003,22,4,4,2024-04-01,2024-10-22,4,95.8,High,Active
AST001060,Weld,Engineering,C00065,30.7,1984,41,3,2,2024-10-17,2025-10-13,9,92.3,Low,Active
AST001061,Weld,Engineering,C00029,83.6,1983,42,3,5,2025-01-30,2025-09-09,7,92.2,High,Active
AST001062,Crossing,Engineering,C00002,111.8,1996,29,4,2,2025-04-11,2026-01-31,6,93.9,Low,Active
AST001063,Crossing,Engineering,C00009,49.1,2023,2,5,2,2024-01-12,2024-12-24,1,98.5,Low,Active
AST001064,Track,Engineering,C00065,11.6,1981,44,3,5,2024-12-28,2025-06-19,9,91.8,High,Active
AST001065,Switch,Engineering,C00075,27.3,2016,9,4,1,2024-10-29,2025-11-29,2,97.2,Low,Active
AST001066,Crossing,Engineering,C00030,93.5,1977,48,4,3,2024-10-20,2025-07-11,9,91.9,Medium,Active
AST001067,Weld,Engineering,C00080,33.2,2015,10,4,3,2024-02-29,2024-10-30,4,97.9,Medium,Active
AST001068,Sleeper,Engineering,C00082,132.7,2011,14,5,4,2025-05-25,2025-12-19,2,96.9,High,Active
AST001069,Turnout,Engineering,C00007,62.4,2024,1,5,3,2025-06-07,2026-02-11,4,99.5,Medium,Active
AST001070,Weld,Engineering,C00034,23.7,2019,6,4,4,2024-06-02,2025-01-11,2,97.6,High,Active
AST001071,Rail,Engineering,C00058,39.2,2009,16,4,2,2024-01-08,2024-12-08,6,96.0,Low,Active
AST001072,Switch,Engineering,C00035,100.2,2018,7,4,3,2025-05-10,2026-03-22,0,98.1,Medium,Decommissioned
AST001073,Crossing,Engineering,C00085,118.1,2009,16,5,3,2024-02-05,2024-11-08,3,97.0,Medium,Active
AST001074,Track,Engineering,C00004,19.8,2014,11,4,4,2025-04-24,2025-12-18,2,97.1,High,Active
AST001075,Bridge,Engineering,C00013,25.9,2014,11,5,3,2025-05-18,2026-02-10,1,98.8,Medium,Active
AST001076,Track,Engineering,C00072,20.5,2008,17,4,4,2025-05-19,2025-09-28,4,96.3,High,Active
AST001077,Turnout,Engineering,C00032,20.6,2021,4,3,4,2025-06-14,2026-04-17,3,96.1,High,Active
AST001078,Sleeper,Engineering,C00018,24.2,1999,26,4,3,2024-04-22,2024-12-01,5,95.0,Medium,Active
AST001079,Rail,Engineering,C00097,20.8,2023,2,4,4,2025-03-13,2025-11-21,3,99.0,High,Active
AST001080,Track,Engineering,C00050,13.1,2001,24,5,4,2025-05-20,2026-02-16,3,96.2,High,Active
AST001081,Rail,Engineering,C00054,19.5,1996,29,3,3,2024-04-15,2025-01-29,6,94.0,Medium,Decommissioned
AST001082,Crossing,Engineering,C00007,74.8,2023,2,4,2,2025-04-24,2026-04-19,2,97.2,Low,Active
AST001083,Ballast,Engineering,C00036,41.9,2019,6,3,3,2025-05-17,2026-04-12,5,97.0,Medium,Active
AST001084,Weld,Engineering,C00054,13.0,2017,8,5,4,2024-10-20,2025-05-31,2,98.0,High,Active
AST001085,Crossing,Engineering,C00041,36.0,2021,4,3,4,2025-03-20,2025-10-24,2,96.0,High,Active
AST001086,Bridge,Engineering,C00056,30.2,2002,23,4,3,2024-08-30,2025-06-26,5,94.5,Medium,Active
AST001087,Sleeper,Engineering,C00060,28.2,2010,15,4,3,2024-09-03,2025-07-20,3,96.5,Medium,Active
AST001088,Crossing,Engineering,C00005,4.3,1976,49,3,1,2025-04-14,2026-02-17,12,90.4,Low,Active
AST001089,Ballast,Engineering,C00022,159.5,2021,4,4,2,2025-06-12,2026-05-01,2,97.1,Low,Active
AST001090,Switch,Engineering,C00071,24.7,2020,5,5,4,2024-05-23,2025-02-05,2,98.8,High,Active
AST001091,Crossing,Engineering,C00069,108.5,2015,10,4,3,2024-10-21,2025-07-19,2,97.6,Medium,Active
AST001092,Weld,Engineering,C00044,24.9,1996,29,3,1,2024-03-20,2025-04-21,11,92.8,Low,Active
AST001093,Crossing,Engineering,C00097,2.0,2023,2,4,2,2025-01-11,2025-11-06,1,98.2,Low,Active
AST001094,Turnout,Engineering,C00060,5.5,2023,2,4,3,2025-06-06,2026-02-26,6,98.4,Medium,Active
AST001095,Track,Engineering,C00026,41.3,1985,40,2,5,2024-03-29,2024-10-18,8,90.7,High,Active
AST001096,Sleeper,Engineering,C00068,131.1,2009,16,4,4,2024-03-31,2025-03-08,3,96.8,High,Active
AST001097,Turnout,Engineering,C00088,54.2,2003,22,3,5,2024-11-22,2025-04-19,6,94.2,High,Active
AST001098,Rail,Engineering,C00093,16.5,2023,2,5,3,2025-04-19,2025-12-09,1,100.1,Medium,Active
AST001099,Sleeper,Engineering,C00086,72.6,1998,27,3,1,2024-01-17,2025-02-09,6,94.7,Low,Active
AST001100,Turnout,Engineering,C00075,120.6,2014,11,5,1,2024-12-14,2025-12-16,4,97.4,Low,Active
AST001101,Bridge,Engineering,C00009,33.9,2015,10,3,1,2025-05-30,2026-03-02,2,95.8,Low,Active
AST001102,Track,Engineering,C00064,129.2,2008,17,4,3,2025-04-09,2025-10-04,3,97.2,Medium,Active
AST001103,Rail,Engineering,C00033,68.7,2006,19,3,3,2024-02-02,2024-11-16,8,95.0,Medium,Active
AST001104,Bridge,Engineering,C00055,109.5,2009,16,5,3,2024-11-23,2025-10-05,3,97.1,Medium,Active
AST001105,Ballast,Engineering,C00037,68.7,1985,40,2,5,2024-10-16,2025-04-25,10,91.4,High,Active
AST001106,Switch,Engineering,C00025,262.9,2012,13,3,3,2024-07-19,2025-05-05,7,95.6,Medium,Active
AST001107,Turnout,Engineering,C00080,40.5,1990,35,3,3,2025-06-02,2026-02-24,8,92.6,Medium,Active
AST001108,Track,Engineering,C00044,1.9,2023,2,5,3,2025-04-23,2026-01-16,2,98.5,Medium,Active
AST001109,Ballast,Engineering,C00046,16.9,1985,40,4,3,2025-06-10,2026-04-28,5,93.4,Medium,Active
AST001110,Sleeper,Engineering,C00009,79.7,2011,14,4,3,2025-06-06,2026-01-05,2,97.2,Medium,Active
AST001111,Bridge,Engineering,C00082,56.8,1976,49,2,5,2024-03-11,2024-09-11,11,89.3,High,Active
AST001112,Rail,Engineering,C00037,21.6,2011,14,5,5,2025-01-29,2025-09-09,2,96.9,High,Active
AST001113,Track,Engineering,C00066,50.5,2015,10,4,2,2025-05-08,2026-03-19,5,96.7,Low,Active
AST001114,Bridge,Engineering,C00093,76.4,2018,7,4,4,2024-11-06,2025-08-02,5,96.8,High,Active
AST001115,Weld,Engineering,C00017,0.5,2021,4,4,4,2025-01-02,2025-08-01,1,97.5,High,Active
AST001116,Sleeper,Engineering,C00008,66.2,2011,14,5,4,2024-10-01,2025-07-05,2,97.9,High,Active
AST001117,Switch,Engineering,C00046,27.5,1987,38,4,4,2024-02-27,2024-11-03,9,93.0,High,Active
AST001118,Turnout,Engineering,C00013,112.4,2003,22,4,2,2024-10-14,2025-10-17,3,95.1,Low,Active
AST001119,Switch,Engineering,C00009,90.0,2014,11,4,3,2024-12-14,2025-09-07,4,96.2,Medium,Active
AST001120,Track,Engineering,C00009,14.8,2017,8,4,3,2025-02-02,2025-12-08,2,96.5,Medium,Active
AST001121,Crossing,Engineering,C00054,25.7,2021,4,4,3,2025-06-01,2026-02-21,0,98.6,Medium,Active
AST001122,Rail,Engineering,C00029,71.6,2019,6,4,3,2024-04-12,2025-03-06,5,98.3,Medium,Active
AST001123,Crossing,Engineering,C00029,74.3,2001,24,4,3,2024-02-04,2024-11-21,3,94.4,Medium,Decommissioned
AST001124,Sleeper,Engineering,C00036,53.4,2016,9,4,5,2024-02-26,2024-10-13,3,97.7,High,Active
AST001125,Bridge,Engineering,C00042,34.4,2002,23,4,2,2025-05-07,2026-02-13,2,95.1,Low,Decommissioned
AST001126,Sleeper,Engineering,C00002,11.2,2004,21,4,2,2025-03-26,2026-02-19,1,94.8,Low,Active
AST001127,Rail,Engineering,C00078,27.2,2010,15,5,1,2025-02-27,2025-12-21,4,98.3,Low,Active
AST001128,Crossing,Engineering,C00034,15.7,2019,6,5,2,2025-06-15,2026-05-07,1,97.9,Low,Active
AST001129,Bridge,Engineering,C00072,34.2,2016,9,4,5,2025-05-16,2025-11-17,2,97.7,High,Active
AST001130,Track,Engineering,C00069,8.4,1979,46,3,4,2025-06-06,2026-01-11,8,91.7,High,Active
AST001131,Weld,Engineering,C00034,34.7,2012,13,5,3,2024-09-23,2025-07-03,2,97.8,Medium,Active
AST001132,Ballast,Engineering,C00034,29.1,2014,11,5,2,2025-01-06,2025-12-19,0,97.5,Low,Active
AST001133,Switch,Engineering,C00076,100.4,2013,12,3,3,2024-04-10,2024-12-24,4,94.8,Medium,Active
AST001134,Rail,Engineering,C00023,3.0,1987,38,3,4,2025-03-23,2025-11-15,10,91.9,High,Active
AST001135,Sleeper,Engineering,C00041,26.9,1995,30,3,4,2024-02-21,2024-10-30,8,92.6,High,Active
AST001136,Turnout,Engineering,C00091,173.1,2014,11,5,4,2025-06-16,2026-01-12,2,97.5,High,Active
AST001137,Bridge,Engineering,C00071,17.0,1993,32,3,5,2024-11-07,2025-06-04,6,94.0,High,Active
AST001138,Ballast,Engineering,C00013,94.2,2022,3,5,2,2024-11-30,2025-07-21,4,99.6,Low,Active
AST001139,Switch,Engineering,C00043,13.9,1994,31,3,4,2024-11-26,2025-05-14,5,92.8,High,Active
AST001140,Track,Engineering,C00002,75.2,2003,22,5,2,2025-06-06,2026-05-09,2,97.3,Low,Active
AST001141,Weld,Engineering,C00088,35.4,2019,6,5,5,2025-06-08,2026-01-03,1,98.3,High,Active
AST001142,Switch,Engineering,C00028,135.6,2016,9,4,1,2025-04-02,2026-03-13,2,97.1,Low,Active
AST001143,Ballast,Engineering,C00030,54.2,2024,1,5,1,2024-10-04,2025-08-16,1,99.8,Low,Active
AST001144,Turnout,Engineering,C00065,53.2,2014,11,4,4,2025-03-25,2025-10-28,0,97.2,High,Active
AST001145,Switch,Engineering,C00060,1.4,2024,1,4,2,2025-05-15,2026-02-24,2,97.7,Low,Decommissioned
AST001146,Bridge,Engineering,C00090,40.2,2012,13,4,4,2025-04-21,2026-02-16,4,96.9,High,Active
AST001147,Switch,Engineering,C00010,57.3,1983,42,3,3,2025-06-12,2026-01-18,9,92.8,Medium,Active
AST001148,Bridge,Engineering,C00014,96.1,2006,19,4,4,2024-02-21,2024-10-05,4,95.7,High,Active
AST001149,Switch,Engineering,C00094,102.7,2011,14,5,3,2024-07-22,2025-05-18,2,98.6,Medium,Active
AST001150,Weld,Engineering,C00086,148.4,2018,7,4,2,2024-10-04,2025-08-24,2,97.5,Low,Active
AST001151,Turnout,Engineering,C00008,45.1,2014,11,4,2,2024-10-11,2025-10-20,2,96.1,Low,Active
AST001152,Weld,Engineering,C00085,61.5,2002,23,3,4,2025-02-24,2025-12-01,5,93.7,High,Active
AST001153,Switch,Engineering,C00096,95.5,2003,22,4,2,2025-04-02,2026-01-15,6,96.3,Low,Active
AST001154,Crossing,Engineering,C00065,18.9,1994,31,4,2,2025-03-07,2025-12-31,4,95.5,Low,Active
AST001155,Track,Engineering,C00065,56.8,2011,14,4,2,2025-02-07,2025-12-01,4,95.8,Low,Active
AST001156,Sleeper,Engineering,C00036,15.1,1996,29,3,2,2024-11-16,2025-10-01,5,93.3,Low,Active
AST001157,Track,Engineering,C00091,226.3,2020,5,5,4,2025-04-06,2025-12-21,0,99.3,High,Active
AST001158,Weld,Engineering,C00038,98.2,2006,19,4,2,2025-01-26,2025-12-13,6,96.9,Low,Active
AST001159,Bridge,Engineering,C00056,34.6,2023,2,4,2,2025-05-30,2026-01-09,1,98.8,Low,Active
AST001160,Switch,Engineering,C00036,32.7,1982,43,2,2,2025-01-01,2025-12-05,9,90.7,Low,Active
AST001161,Rail,Engineering,C00006,12.8,2011,14,5,4,2025-05-25,2026-03-25,4,98.5,High,Active
AST001162,Switch,Engineering,C00095,73.2,2004,21,2,3,2024-10-15,2025-07-11,6,92.7,Medium,Active
AST001163,Weld,Engineering,C00028,44.4,1979,46,2,3,2024-07-25,2025-04-03,11,90.0,Medium,Decommissioned
AST001164,Switch,Engineering,C00074,2.2,2014,11,4,2,2024-08-23,2025-07-07,5,96.3,Low,Active
AST001165,Switch,Engineering,C00014,61.4,2019,6,4,3,2024-06-06,2025-02-21,1,97.8,Medium,Active
AST001166,Weld,Engineering,C00039,20.7,2011,14,5,5,2025-01-30,2025-07-15,4,98.5,High,Active
AST001167,Turnout,Engineering,C00096,86.1,2023,2,5,2,2024-10-22,2025-09-29,1,98.4,Low,Active
AST001168,Rail,Engineering,C00092,30.9,2018,7,4,1,2024-03-20,2025-02-23,3,97.2,Low,Active
AST001169,Ballast,Engineering,C00007,185.0,2022,3,4,3,2025-05-29,2026-05-07,0,97.3,Medium,Active
AST001170,Rail,Engineering,C00092,27.8,1998,27,3,4,2025-05-10,2025-12-04,5,94.8,High,Active
AST001171,Ballast,Engineering,C00010,83.9,2013,12,4,2,2024-10-07,2025-10-31,2,96.5,Low,Active
AST001172,Track,Engineering,C00026,94.2,2021,4,5,4,2025-02-06,2025-07-11,2,98.1,High,Decommissioned
AST001173,Switch,Engineering,C00061,12.4,1998,27,3,2,2024-07-24,2025-08-09,7,94.8,Low,Active
AST001174,Ballast,Engineering,C00092,19.9,2013,12,5,3,2025-04-14,2026-02-08,4,97.1,Medium,Decommissioned
AST001175,Ballast,Engineering,C00093,62.6,2016,9,4,5,2025-04-13,2025-11-20,1,98.2,High,Active
AST001176,Rail,Engineering,C00069,16.5,1985,40,2,4,2024-09-21,2025-06-21,6,90.8,High,Active
AST001177,Ballast,Engineering,C00057,3.7,2014,11,5,3,2024-12-07,2025-07-21,1,98.5,Medium,Active
AST001178,Turnout,Engineering,C00019,30.8,2012,13,4,2,2024-02-19,2025-01-21,3,96.1,Low,Active
AST001179,Weld,Engineering,C00097,31.1,1999,26,4,2,2025-04-25,2026-02-09,7,94.4,Low,Active
AST001180,Weld,Engineering,C00015,68.8,2015,10,5,4,2025-04-14,2025-11-10,1,98.7,High,Active
AST001181,Track,Engineering,C00025,88.1,2010,15,4,5,2025-05-28,2026-02-11,3,96.7,High,Decommissioned
AST001182,Track,Engineering,C00032,9.0,1993,32,2,4,2025-06-06,2026-03-27,10,92.4,High,Active
AST001183,Rail,Engineering,C00032,9.5,2022,3,5,2,2025-05-23,2026-05-16,2,98.8,Low,Active
AST001184,Bridge,Engineering,C00072,70.8,2006,19,4,3,2025-01-18,2025-09-13,6,95.8,Medium,Active
AST001185,Sleeper,Engineering,C00037,58.3,2011,14,4,3,2024-04-11,2025-02-20,6,96.6,Medium,Decommissioned
AST001186,Track,Engineering,C00025,158.9,2016,9,5,2,2025-04-29,2026-03-15,3,98.4,Low,Active
AST001187,Turnout,Engineering,C00034,11.2,2009,16,4,1,2024-03-11,2025-02-22,1,95.6,Low,Active
AST001188,Track,Engineering,C00093,22.4,2013,12,4,3,2024-11-08,2025-07-08,5,97.7,Medium,Active
AST001189,Switch,Engineering,C00046,6.6,2010,15,4,4,2025-03-01,2025-11-08,1,97.0,High,Active
AST001190,Track,Engineering,C00099,12.3,2021,4,4,1,2024-06-01,2025-04-27,4,98.0,Low,Active
AST001191,Crossing,Engineering,C00034,21.9,2014,11,5,2,2025-05-21,2026-03-11,3,98.1,Low,Active
AST001192,Crossing,Engineering,C00071,20.3,2013,12,3,3,2025-01-20,2025-11-19,3,96.2,Medium,Active
AST001193,Rail,Engineering,C00023,21.4,1986,39,3,4,2024-11-08,2025-08-11,7,91.8,High,Active
AST001194,Sleeper,Engineering,C00080,48.2,2023,2,3,1,2025-05-24,2026-05-28,4,96.0,Low,Active
AST001195,Rail,Engineering,C00054,17.9,2010,15,3,2,2025-04-23,2026-02-15,7,94.7,Low,Active
AST001196,Rail,Engineering,C00091,137.8,2011,14,3,4,2025-01-09,2025-10-03,5,94.6,High,Active
AST001197,Turnout,Engineering,C00098,2.7,2018,7,4,3,2025-05-15,2026-03-10,2,97.9,Medium,Active
AST001198,Rail,Engineering,C00062,20.8,1993,32,4,3,2025-06-12,2026-02-04,8,93.6,Medium,Decommissioned
AST001199,Crossing,Engineering,C00079,10.4,2014,11,4,3,2025-03-19,2025-11-10,3,96.4,Medium,Active
AST001200,Bridge,Engineering,C00052,128.7,1998,27,4,2,2025-01-19,2026-01-05,6,94.4,Low,Active
AST001201,Switch,Engineering,C00086,84.0,1975,50,3,3,2025-06-05,2026-03-30,9,90.2,Medium,Active
AST001202,Turnout,Engineering,C00082,54.2,2004,21,5,5,2025-06-01,2025-12-07,3,96.2,High,Active
AST001203,Bridge,Engineering,C00013,31.7,1977,48,3,1,2025-04-25,2026-04-05,8,91.3,Low,Active
AST001204,Crossing,Engineering,C00009,71.8,1976,49,2,3,2025-06-12,2026-04-07,10,89.4,Medium,Active
AST001205,Bridge,Engineering,C00019,62.1,2022,3,5,4,2025-05-04,2026-01-31,1,98.3,High,Active
AST001206,Sleeper,Engineering,C00032,1.0,2000,25,3,4,2025-04-15,2025-12-21,4,93.8,High,Active
AST001207,Rail,Engineering,C00090,15.1,2003,22,3,2,2025-03-25,2026-04-07,6,94.9,Low,Active
AST001208,Weld,Engineering,C00054,34.5,2003,22,4,2,2025-04-02,2026-04-03,6,95.7,Low,Active
AST001209,Turnout,Engineering,C00015,128.7,2005,20,5,2,2024-12-10,2025-11-03,3,96.2,Low,Active
AST001210,Rail,Engineering,C00066,1.0,2021,4,3,1,2024-12-21,2026-01-10,3,96.3,Low,Active
AST001211,Ballast,Engineering,C00017,1.9,2011,14,5,2,2024-10-21,2025-10-21,3,97.2,Low,Active
AST001212,Turnout,Engineering,C00028,19.0,1990,35,3,2,2025-05-31,2026-04-30,6,92.0,Low,Active
AST001213,Sleeper,Engineering,C00041,2.2,2014,11,5,4,2025-02-04,2025-08-01,1,97.9,High,Active
AST001214,Turnout,Engineering,C00010,37.4,2010,15,5,3,2024-12-01,2025-09-28,1,96.7,Medium,Active
AST001215,Track,Engineering,C00036,6.2,2000,25,2,3,2025-02-13,2025-12-02,7,92.3,Medium,Active
AST001216,Turnout,Engineering,C00012,87.9,1999,26,4,2,2024-08-08,2025-07-06,8,95.7,Low,Active
AST001217,Weld,Engineering,C00050,50.0,1980,45,3,3,2024-08-31,2025-06-16,10,91.2,Medium,Active
AST001218,Sleeper,Engineering,C00012,67.6,2023,2,4,3,2025-06-09,2026-04-03,1,98.7,Medium,Active
AST001219,Rail,Engineering,C00017,4.3,2018,7,5,5,2025-03-14,2025-10-06,0,98.6,High,Active
AST001220,Ballast,Engineering,C00081,24.2,1999,26,4,2,2025-06-01,2026-02-27,3,95.0,Low,Active
AST001221,Weld,Engineering,C00032,22.8,1999,26,3,3,2024-11-05,2025-07-21,6,94.7,Medium,Active
AST001222,Crossing,Engineering,C00083,57.7,2003,22,5,2,2024-06-03,2025-02-26,4,95.9,Low,Active
AST001223,Track,Engineering,C00099,7.5,2024,1,4,3,2024-11-09,2025-07-29,1,97.9,Medium,Active
AST001224,Crossing,Engineering,C00008,127.8,2012,13,4,5,2024-11-03,2025-05-04,4,96.2,High,Active
AST001225,Turnout,Engineering,C00016,52.1,1983,42,3,4,2024-08-15,2025-05-06,10,93.0,High,Active
AST001226,Bridge,Engineering,C00088,80.0,2019,6,5,5,2025-06-09,2025-11-28,0,97.8,High,Active
AST001227,Ballast,Engineering,C00022,100.0,2017,8,4,2,2024-12-16,2025-09-26,1,97.0,Low,Active
AST001228,Rail,Engineering,C00030,118.5,2020,5,4,2,2025-06-12,2026-03-19,2,97.9,Low,Active
AST001229,Rail,Engineering,C00018,59.2,1979,46,3,3,2025-01-28,2025-11-22,9,92.1,Medium,Active
AST001230,Rail,Engineering,C00021,71.5,1998,27,4,1,2024-12-05,2025-10-14,4,95.0,Low,Active
AST001231,Ballast,Engineering,C00001,246.3,2021,4,5,4,2024-01-20,2024-09-30,2,100.0,High,Active
AST001232,Switch,Engineering,C00064,90.6,2013,12,4,4,2025-04-06,2025-12-02,3,97.3,High,Active
AST001233,Rail,Engineering,C00049,73.6,2010,15,4,3,2025-04-25,2025-11-17,4,96.5,Medium,Active
AST001234,Rail,Engineering,C00017,2.8,2016,9,5,2,2025-04-03,2025-12-06,4,98.7,Low,Active
AST001235,Sleeper,Engineering,C00006,3.1,1999,26,3,4,2024-01-24,2024-11-30,5,94.8,High,Active
AST001236,Sleeper,Engineering,C00005,115.0,2020,5,4,1,2025-05-16,2026-05-30,4,98.5,Low,Active
AST001237,Turnout,Engineering,C00005,57.8,2006,19,3,3,2025-05-25,2026-02-16,6,94.4,Medium,Active
AST001238,Switch,Engineering,C00020,48.8,2011,14,4,3,2025-04-10,2025-10-27,2,95.8,Medium,Active
AST001239,Turnout,Engineering,C00045,172.6,1999,26,4,4,2025-05-31,2025-12-09,4,95.9,High,Decommissioned
AST001240,Sleeper,Engineering,C00046,2.9,2010,15,3,4,2024-10-24,2025-07-02,6,95.4,High,Active
AST001241,Bridge,Engineering,C00016,40.0,2004,21,3,3,2025-04-22,2026-01-18,7,94.5,Medium,Active
AST001242,Bridge,Engineering,C00075,127.6,2007,18,5,2,2025-02-25,2025-12-22,3,96.9,Low,Active
AST001243,Switch,Engineering,C00006,6.7,1980,45,3,4,2025-03-24,2026-02-28,7,91.7,High,Active
AST001244,Turnout,Engineering,C00043,9.0,2024,1,5,2,2025-01-04,2025-11-07,2,99.0,Low,Active
AST001245,Rail,Engineering,C00023,5.7,2001,24,2,4,2025-04-04,2025-11-26,7,94.0,High,Active
AST001246,Rail,Engineering,C00093,55.2,2001,24,4,4,2025-05-08,2026-03-14,5,95.9,High,Active
AST001247,Turnout,Engineering,C00093,31.7,2015,10,5,4,2025-05-11,2025-09-21,2,97.8,High,Active
AST001248,Track,Engineering,C00081,28.2,2006,19,4,3,2025-02-10,2025-12-07,4,96.0,Medium,Active
AST001249,Switch,Engineering,C00027,8.5,2002,23,4,3,2025-04-01,2026-01-21,7,94.6,Medium,Active
AST001250,Weld,Engineering,C00088,69.2,2014,11,3,4,2025-06-01,2026-02-26,3,95.5,High,Active
AST001251,Turnout,Engineering,C00022,63.0,1993,32,3,3,2024-11-10,2025-06-27,6,94.0,Medium,Active
AST001252,Turnout,Engineering,C00039,9.6,2011,14,3,3,2025-05-15,2026-02-20,5,94.5,Medium,Active
AST001253,Crossing,Engineering,C00053,27.6,2017,8,4,2,2025-04-13,2026-03-24,3,97.7,Low,Active
AST001254,Sleeper,Engineering,C00057,110.3,2009,16,4,3,2025-05-30,2026-04-20,3,95.7,Medium,Active
AST001255,Rail,Engineering,C00082,27.8,1997,28,3,5,2024-11-01,2025-04-16,8,93.0,High,Active
AST001256,Track,Engineering,C00045,102.3,2023,2,4,3,2024-02-18,2025-01-05,0,98.7,Medium,Active
AST001257,Track,Engineering,C00086,126.7,2016,9,5,4,2025-02-20,2025-11-10,2,97.6,High,Active
AST001258,Rail,Engineering,C00047,17.6,2021,4,4,2,2024-12-29,2025-12-03,2,98.4,Low,Active
AST001259,Sleeper,Engineering,C00021,71.1,2019,6,4,4,2025-03-07,2025-11-09,3,98.0,High,Active
AST001260,Track,Engineering,C00091,77.8,2010,15,5,4,2024-12-29,2025-08-14,1,98.2,High,Active
AST001261,Sleeper,Engineering,C00056,31.1,2010,15,4,2,2025-05-28,2026-03-17,3,95.7,Low,Active
AST001262,Weld,Engineering,C00006,16.0,1978,47,3,5,2025-05-01,2025-12-20,8,91.9,High,Active
AST001263,Sleeper,Engineering,C00063,130.7,2015,10,4,2,2025-04-01,2025-12-06,3,96.3,Low,Active
AST001264,Ballast,Engineering,C00095,0.2,1990,35,4,3,2025-05-05,2026-03-01,5,93.6,Medium,Active
AST001265,Weld,Engineering,C00005,103.6,2004,21,4,4,2025-04-04,2025-11-22,3,94.8,High,Active
AST001266,Crossing,Engineering,C00068,111.9,2020,5,5,4,2025-04-11,2025-10-17,0,99.1,High,Active
AST001267,Crossing,Engineering,C00071,12.6,1992,33,2,3,2024-02-19,2024-11-08,8,91.4,Medium,Active
AST001268,Turnout,Engineering,C00097,10.0,2011,14,3,4,2025-03-25,2025-11-19,5,94.7,High,Active
AST001269,Switch,Engineering,C00018,27.0,2020,5,5,3,2024-02-21,2025-01-06,2,98.7,Medium,Active
AST001270,Weld,Engineering,C00078,21.2,1987,38,2,2,2024-11-12,2025-11-06,9,91.1,Low,Active
AST001271,Crossing,Engineering,C00010,14.4,2023,2,5,2,2024-11-04,2025-09-26,3,98.9,Low,Decommissioned
AST001272,Bridge,Engineering,C00074,11.6,2015,10,4,1,2024-12-14,2026-01-03,5,96.9,Low,Active
AST001273,Weld,Engineering,C00010,35.4,2019,6,4,3,2025-04-28,2026-04-01,2,98.0,Medium,Active
AST001274,Ballast,Engineering,C00094,145.0,2019,6,4,3,2025-04-27,2026-02-20,0,98.3,Medium,Active
AST001275,Sleeper,Engineering,C00067,28.0,2012,13,4,2,2025-04-20,2026-03-12,2,97.1,Low,Active
AST001276,Turnout,Engineering,C00032,20.2,1975,50,3,4,2024-05-09,2024-12-29,8,90.8,High,Active
AST001277,Sleeper,Engineering,C00010,15.1,2024,1,5,4,2025-06-02,2025-10-31,0,100.3,High,Active
AST001278,Track,Engineering,C00034,34.1,2014,11,4,2,2025-06-12,2026-03-27,5,96.1,Low,Active
AST001279,Sleeper,Engineering,C00084,187.3,2005,20,5,2,2025-01-06,2025-12-19,2,96.5,Low,Active
AST001280,Weld,Engineering,C00087,151.1,1980,45,3,2,2024-08-11,2025-05-31,8,92.6,Low,Active
AST001281,Bridge,Engineering,C00035,64.5,2018,7,4,3,2024-12-07,2025-08-14,3,97.0,Medium,Active
AST001282,Ballast,Engineering,C00040,21.8,2022,3,5,3,2024-03-23,2025-01-18,0,100.1,Medium,Active
AST001283,Ballast,Engineering,C00061,20.0,1998,27,4,2,2025-05-15,2026-01-15,5,94.6,Low,Active
AST001284,Ballast,Engineering,C00011,273.2,2019,6,4,4,2024-11-26,2025-08-30,2,97.5,High,Active
AST001285,Switch,Engineering,C00093,2.2,1990,35,2,3,2025-04-18,2026-04-08,9,92.5,Medium,Active
AST001286,Switch,Engineering,C00086,208.8,2016,9,4,5,2025-06-16,2026-01-27,2,96.3,High,Active
AST001287,Sleeper,Engineering,C00059,85.1,2023,2,4,2,2025-03-23,2026-02-26,2,98.0,Low,Active
AST001288,Track,Engineering,C00037,44.6,2024,1,4,3,2024-12-05,2025-08-29,6,99.1,Medium,Active
AST001289,Weld,Engineering,C00048,69.4,2006,19,5,3,2024-10-31,2025-05-07,2,98.1,Medium,Active
AST001290,Bridge,Engineering,C00024,40.0,2016,9,5,2,2025-04-28,2026-01-08,0,98.4,Low,Active
AST001291,Sleeper,Engineering,C00077,60.4,1994,31,4,4,2024-02-23,2024-08-10,7,95.6,High,Active
AST001292,Weld,Engineering,C00061,32.3,1999,26,4,3,2025-05-09,2026-01-30,3,96.0,Medium,Active
AST001293,Track,Engineering,C00009,19.8,2024,1,5,3,2024-11-15,2025-07-17,1,98.4,Medium,Active
AST001294,Ballast,Engineering,C00020,69.8,2018,7,4,5,2025-03-25,2025-08-16,1,98.0,High,Active
AST001295,Crossing,Engineering,C00036,48.3,2022,3,5,4,2025-03-21,2026-01-08,1,99.8,High,Active
