task_id,asset_id,asset_type,corridor_id,location_km,defect_or_task,defect_category,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,reported_date,due_date,overdue_days,estimated_duration_min,required_team_size,maintenance_type,weather_sensitive,possession_required,status
TMS001804,AST004561,Rail,C00030,41.0,Weld defect,Rail Defect,Medium,3,3,2,2025-06-23,2025-07-16,0,118,3,Preventive,No,No,Open
TMS001805,AST003368,Ballast,C00057,105.9,Rail wear,Rail Defect,Medium,2,3,3,2025-03-17,2025-04-05,0,116,1,Preventive,No,Yes,Completed
TMS001806,AST002012,Weld,C00035,68.9,Rail crack,Rail Defect,Medium,3,3,1,2025-06-17,2025-07-14,0,224,4,Preventive,Yes,Yes,Open
TMS001807,AST003712,Ballast,C00084,99.8,Sleeper damage,Sleeper Defect,Medium,3,2,1,2025-04-13,2025-05-05,57,64,2,Preventive,No,Yes,Open
TMS001808,AST005134,Weld,C00024,90.8,Preventive maintenance,Preventive,Low,2,2,2,2025-05-30,2025-07-03,0,66,2,Preventive,Yes,Yes,In Progress
TMS001809,AST004723,Weld,C00067,26.9,Scheduled inspection,Inspection,Low,2,1,1,2025-06-13,2025-07-19,0,83,2,Inspection,No,No,Scheduled
TMS001810,AST004741,Rail,C00005,78.6,Drainage issue,Drainage,Low,3,1,1,2025-06-24,2025-08-14,0,131,3,Preventive,Yes,Yes,Completed
TMS001811,AST005016,Track,C00029,97.3,Preventive maintenance,Preventive,High,4,3,2,2025-06-23,2025-07-05,0,84,4,Preventive,No,Yes,In Progress
TMS001812,AST004816,Sleeper,C00045,27.8,Rail wear,Rail Defect,Medium,3,2,1,2025-06-09,2025-06-29,2,204,1,Preventive,Yes,Yes,Scheduled
TMS001813,AST005168,Ballast,C00081,7.4,Rail crack,Rail Defect,Low,2,2,1,2025-06-25,2025-08-12,0,149,5,Preventive,No,Yes,Open
TMS001814,AST003980,Switch,C00045,160.3,Alignment defect,Track Geometry,Low,1,2,2,2025-06-21,2025-08-17,0,181,5,Preventive,Yes,Yes,Scheduled
TMS001815,AST003751,Track,C00085,40.4,Alignment defect,Track Geometry,Medium,1,3,3,2025-05-03,2025-06-01,30,230,2,Preventive,Yes,Yes,Open
TMS001816,AST004909,Turnout,C00024,60.1,Track geometry defect,Track Geometry,High,4,4,2,2025-06-26,2025-07-06,0,249,4,Corrective,Yes,Yes,Open
TMS001817,AST001748,Turnout,C00058,18.8,Rail wear,Rail Defect,High,3,4,2,2025-05-17,2025-05-29,33,212,4,Corrective,No,Yes,In Progress
TMS001818,AST003961,Weld,C00037,27.5,Sleeper damage,Sleeper Defect,Medium,2,3,1,2025-03-29,2025-04-21,0,137,4,Preventive,No,Yes,Completed
TMS001819,AST003447,Ballast,C00095,74.8,Rail wear,Rail Defect,High,5,5,3,2025-05-24,2025-06-08,23,148,4,Corrective,No,Yes,Scheduled
TMS001820,AST002366,Turnout,C00041,0.3,Corrective maintenance,Corrective,Low,1,1,2,2025-05-07,2025-06-11,20,204,2,Corrective,No,Yes,Open
TMS001821,AST005180,Track,C00046,21.3,Drainage issue,Drainage,Medium,3,3,2,2025-06-21,2025-07-16,0,137,3,Preventive,Yes,Yes,Completed
TMS001822,AST002297,Sleeper,C00066,5.2,Drainage issue,Drainage,Critical,3,4,3,2025-06-07,2025-06-10,21,139,4,Corrective,No,Yes,Open
TMS001823,AST001969,Switch,C00013,8.6,Corrective maintenance,Corrective,Low,2,1,2,2025-06-07,2025-07-17,0,262,4,Corrective,No,Yes,Open
TMS001824,AST005168,Ballast,C00081,7.4,Alignment defect,Track Geometry,Medium,3,3,2,2025-06-26,2025-07-17,0,186,3,Preventive,No,Yes,Open
TMS001825,AST004861,Rail,C00057,129.6,Rail crack,Rail Defect,High,3,4,3,2025-06-20,2025-07-03,0,187,4,Corrective,No,Yes,Open
TMS001826,AST002519,Bridge,C00065,36.9,Alignment defect,Track Geometry,Low,2,2,1,2025-06-08,2025-07-30,0,101,4,Preventive,Yes,Yes,Completed
TMS001827,AST004821,Bridge,C00027,93.5,Preventive maintenance,Preventive,Critical,3,3,3,2025-03-24,2025-03-27,96,113,3,Preventive,No,Yes,Open
TMS001828,AST001069,Turnout,C00007,62.4,Scheduled inspection,Inspection,High,3,4,2,2025-04-22,2025-05-04,0,81,2,Inspection,No,No,Completed
TMS001829,AST000863,Switch,C00020,13.1,Ballast deficiency,Ballast Defect,Medium,3,2,1,2025-06-30,2025-07-19,0,114,2,Preventive,Yes,Yes,Completed
TMS001830,AST000645,Sleeper,C00092,72.6,Gauge defect,Track Geometry,Critical,5,4,4,2025-06-13,2025-06-17,14,277,5,Corrective,No,Yes,Open
TMS001831,AST005111,Turnout,C00073,104.3,Alignment defect,Track Geometry,Medium,3,2,3,2025-05-07,2025-05-26,36,153,3,Preventive,Yes,Yes,Open
TMS001832,AST000583,Switch,C00090,12.9,Turnout wear,Turnout/Switch Defect,High,4,4,4,2025-05-05,2025-05-15,47,251,4,Corrective,No,Yes,Open
TMS001833,AST001516,Track,C00013,89.2,Alignment defect,Track Geometry,Low,2,1,2,2025-03-02,2025-04-26,66,154,4,Preventive,Yes,Yes,Open
TMS001834,AST003108,Turnout,C00016,43.2,Drainage issue,Drainage,Medium,4,3,2,2025-05-31,2025-06-22,0,125,3,Preventive,No,Yes,Completed
TMS001835,AST004140,Sleeper,C00058,48.8,Drainage issue,Drainage,Medium,3,2,1,2025-02-24,2025-03-21,0,108,3,Preventive,No,Yes,Completed
TMS001836,AST000104,Ballast,C00078,11.0,Turnout wear,Turnout/Switch Defect,Medium,3,3,2,2025-05-16,2025-06-11,20,251,3,Preventive,No,Yes,Open
TMS001837,AST003928,Switch,C00047,28.3,Weld defect,Rail Defect,High,3,4,2,2025-06-03,2025-06-17,14,129,3,Corrective,No,Yes,Open
TMS001838,AST000167,Sleeper,C00034,5.3,Gauge defect,Track Geometry,Low,2,2,3,2025-05-04,2025-06-09,22,254,4,Preventive,No,No,Open
TMS001839,AST004154,Rail,C00059,124.7,Gauge defect,Track Geometry,High,3,3,2,2025-06-08,2025-06-21,10,129,5,Corrective,No,Yes,Open
TMS001840,AST001105,Ballast,C00037,68.7,Turnout wear,Turnout/Switch Defect,Critical,5,4,3,2025-06-11,2025-06-16,15,325,3,Corrective,No,Yes,Open
TMS001841,AST002245,Turnout,C00043,4.8,Alignment defect,Track Geometry,Low,2,3,1,2025-06-16,2025-07-29,0,153,4,Preventive,Yes,No,Open
TMS001842,AST003376,Track,C00063,154.4,Rail wear,Rail Defect,Medium,3,2,2,2025-04-05,2025-04-23,69,205,4,Preventive,No,Yes,Open
TMS001843,AST005229,Bridge,C00028,108.3,Weld defect,Rail Defect,Low,2,2,2,2025-03-15,2025-04-22,70,172,2,Preventive,No,Yes,Open
TMS001844,AST003191,Turnout,C00016,23.7,Alignment defect,Track Geometry,Medium,3,2,1,2025-06-27,2025-07-16,0,237,4,Preventive,No,Yes,In Progress
TMS001845,AST001535,Track,C00008,129.3,Corrective maintenance,Corrective,High,2,3,2,2025-06-12,2025-06-20,11,312,5,Corrective,No,Yes,In Progress
TMS001846,AST001727,Switch,C00096,114.2,Sleeper damage,Sleeper Defect,Medium,3,3,2,2025-02-08,2025-03-05,118,166,5,Preventive,No,Yes,In Progress
TMS001847,AST004912,Turnout,C00038,88.8,Scheduled inspection,Inspection,Low,2,2,1,2025-04-13,2025-05-22,40,65,3,Inspection,No,No,In Progress
TMS001848,AST003869,Crossing,C00008,66.1,Drainage issue,Drainage,Medium,1,3,1,2025-04-14,2025-05-09,53,122,5,Preventive,No,Yes,Open
TMS001849,AST000181,Sleeper,C00078,19.9,Rail wear,Rail Defect,High,3,4,3,2025-02-14,2025-02-26,125,198,4,Corrective,Yes,No,In Progress
TMS001850,AST003566,Track,C00062,18.6,Rail wear,Rail Defect,Medium,2,3,3,2025-06-02,2025-06-27,0,193,4,Preventive,No,Yes,Completed
TMS001851,AST004544,Ballast,C00028,70.7,Track geometry defect,Track Geometry,Low,2,1,2,2025-06-30,2025-08-09,0,250,3,Preventive,Yes,Yes,Open
TMS001852,AST000391,Crossing,C00010,5.2,Rail wear,Rail Defect,High,2,4,2,2025-06-11,2025-06-24,0,123,1,Corrective,Yes,Yes,Completed
TMS001853,AST001052,Weld,C00092,25.8,Preventive maintenance,Preventive,Critical,5,4,3,2025-02-19,2025-02-23,128,133,3,Preventive,No,Yes,Deferred
TMS001854,AST000524,Bridge,C00091,100.8,Weld defect,Rail Defect,High,4,4,1,2025-06-16,2025-06-26,5,121,1,Corrective,No,Yes,Open
TMS001855,AST003109,Crossing,C00014,10.1,Ballast deficiency,Ballast Defect,Critical,5,4,4,2025-04-07,2025-04-10,82,110,3,Corrective,Yes,Yes,Scheduled
TMS001856,AST002648,Crossing,C00090,7.7,Rail wear,Rail Defect,Critical,4,4,4,2025-06-28,2025-07-01,0,176,5,Corrective,No,Yes,In Progress
TMS001857,AST003233,Bridge,C00028,52.9,Drainage issue,Drainage,High,1,4,3,2025-02-22,2025-03-04,119,123,4,Corrective,Yes,No,Open
TMS001858,AST005042,Bridge,C00019,104.5,Corrective maintenance,Corrective,Medium,2,2,2,2025-06-06,2025-06-27,4,249,4,Corrective,No,No,In Progress
TMS001859,AST000077,Bridge,C00068,72.8,Corrective maintenance,Corrective,Medium,4,2,3,2025-06-20,2025-07-08,0,300,3,Corrective,No,Yes,Deferred
TMS001860,AST005252,Crossing,C00089,78.3,Alignment defect,Track Geometry,Critical,3,4,3,2025-06-24,2025-06-28,3,221,5,Corrective,No,Yes,Open
TMS001861,AST001732,Weld,C00049,8.3,Corrective maintenance,Corrective,High,5,4,2,2025-06-27,2025-07-05,0,162,4,Corrective,No,Yes,Open
TMS001862,AST003570,Ballast,C00011,105.1,Sleeper damage,Sleeper Defect,Low,2,1,1,2025-06-18,2025-08-10,0,77,2,Preventive,No,Yes,Open
TMS001863,AST004638,Sleeper,C00025,368.4,Weld defect,Rail Defect,High,3,3,3,2025-02-22,2025-03-06,117,132,5,Corrective,No,Yes,In Progress
TMS001864,AST004682,Weld,C00097,20.0,Alignment defect,Track Geometry,High,3,4,2,2025-06-20,2025-07-01,0,217,3,Corrective,Yes,Yes,In Progress
TMS001865,AST000512,Rail,C00060,44.9,Alignment defect,Track Geometry,Low,2,3,2,2025-05-02,2025-06-19,12,159,4,Preventive,Yes,Yes,Open
TMS001866,AST001856,Crossing,C00047,28.3,Rail crack,Rail Defect,Critical,4,4,3,2025-05-06,2025-05-09,53,157,3,Corrective,Yes,Yes,Open
TMS001867,AST000582,Switch,C00010,24.4,Sleeper damage,Sleeper Defect,Low,2,1,1,2025-05-09,2025-06-24,7,90,4,Preventive,No,Yes,In Progress
TMS001868,AST002590,Ballast,C00056,33.8,Rail wear,Rail Defect,High,3,4,2,2025-06-18,2025-07-02,0,170,4,Corrective,No,Yes,Scheduled
TMS001869,AST004168,Bridge,C00080,28.2,Drainage issue,Drainage,High,5,3,3,2025-06-14,2025-06-22,9,64,2,Corrective,No,Yes,Open
TMS001870,AST004687,Bridge,C00036,46.6,Alignment defect,Track Geometry,High,4,3,2,2025-06-04,2025-06-15,16,111,4,Corrective,Yes,Yes,Open
TMS001871,AST003299,Switch,C00083,98.4,Ballast deficiency,Ballast Defect,Critical,2,4,3,2025-04-20,2025-04-22,70,142,4,Corrective,No,Yes,Open
TMS001872,AST004164,Rail,C00049,108.1,Preventive maintenance,Preventive,Medium,3,2,1,2025-04-06,2025-04-21,71,86,4,Preventive,No,Yes,In Progress
TMS001873,AST004648,Bridge,C00088,68.0,Rail wear,Rail Defect,Medium,4,3,3,2025-05-12,2025-06-02,29,145,4,Preventive,No,Yes,Open
TMS001874,AST000566,Switch,C00055,45.6,Sleeper damage,Sleeper Defect,Medium,1,2,1,2025-06-15,2025-07-05,0,169,3,Preventive,Yes,Yes,Open
TMS001875,AST003128,Crossing,C00089,23.8,Preventive maintenance,Preventive,High,4,3,4,2025-06-19,2025-06-28,3,104,1,Preventive,No,Yes,Open
TMS001876,AST001760,Weld,C00062,24.3,Track geometry defect,Track Geometry,Low,3,3,2,2025-06-18,2025-08-02,0,208,2,Preventive,Yes,Yes,Open
TMS001877,AST004507,Switch,C00070,30.1,Ballast deficiency,Ballast Defect,Low,2,2,2,2025-03-17,2025-05-07,0,175,5,Preventive,Yes,Yes,Completed
TMS001878,AST004734,Ballast,C00100,2.4,Rail crack,Rail Defect,High,3,4,3,2025-05-18,2025-05-28,34,171,4,Corrective,Yes,Yes,Scheduled
TMS001879,AST002226,Crossing,C00031,33.1,Preventive maintenance,Preventive,Low,2,2,2,2025-06-26,2025-08-16,0,40,4,Preventive,No,Yes,In Progress
TMS001880,AST003709,Bridge,C00090,37.9,Turnout wear,Turnout/Switch Defect,Medium,3,3,3,2025-06-15,2025-07-09,0,292,4,Preventive,No,Yes,In Progress
TMS001881,AST004312,Ballast,C00038,38.6,Scheduled inspection,Inspection,Low,4,2,2,2025-06-13,2025-07-16,0,40,1,Inspection,No,No,Completed
TMS001882,AST001996,Turnout,C00079,24.1,Turnout wear,Turnout/Switch Defect,High,5,4,2,2025-06-07,2025-06-17,14,225,6,Corrective,No,Yes,Open
TMS001883,AST001173,Switch,C00061,12.4,Sleeper damage,Sleeper Defect,Low,2,2,1,2025-06-26,2025-08-15,0,106,2,Preventive,No,Yes,Completed
TMS001884,AST004075,Rail,C00056,0.2,Track geometry defect,Track Geometry,Low,1,2,1,2025-03-02,2025-04-24,68,156,4,Preventive,No,Yes,In Progress
TMS001885,AST003364,Switch,C00020,45.3,Gauge defect,Track Geometry,High,4,3,2,2025-06-12,2025-06-22,9,144,2,Corrective,No,Yes,In Progress
TMS001886,AST002669,Rail,C00047,54.1,Weld defect,Rail Defect,Low,3,3,1,2025-02-24,2025-04-21,71,175,3,Preventive,No,Yes,Open
TMS001887,AST001877,Track,C00065,23.5,Gauge defect,Track Geometry,Medium,1,3,1,2025-05-14,2025-06-07,24,134,5,Preventive,No,Yes,Scheduled
TMS001888,AST001527,Sleeper,C00085,114.7,Corrective maintenance,Corrective,Medium,4,3,2,2025-06-01,2025-06-25,0,226,4,Corrective,No,Yes,Completed
TMS001889,AST002817,Weld,C00094,22.9,Gauge defect,Track Geometry,Critical,3,5,3,2025-02-08,2025-02-15,136,200,5,Corrective,No,Yes,Scheduled
TMS001890,AST003408,Ballast,C00069,16.5,Corrective maintenance,Corrective,Medium,4,2,2,2025-06-29,2025-07-17,0,241,4,Corrective,No,Yes,Open
TMS001891,AST001123,Crossing,C00029,74.3,Preventive maintenance,Preventive,Medium,2,3,3,2025-04-21,2025-05-17,45,116,3,Preventive,No,Yes,Open
TMS001892,AST004517,Track,C00051,21.1,Alignment defect,Track Geometry,Low,2,3,2,2025-05-10,2025-06-13,18,164,3,Preventive,Yes,Yes,In Progress
TMS001893,AST004154,Rail,C00059,124.7,Rail wear,Rail Defect,Low,2,2,1,2025-06-24,2025-07-28,0,140,3,Preventive,No,Yes,Open
TMS001894,AST000625,Crossing,C00020,36.9,Weld defect,Rail Defect,Medium,2,2,1,2025-06-28,2025-07-24,0,109,3,Preventive,Yes,Yes,Open
TMS001895,AST001454,Crossing,C00071,9.0,Corrective maintenance,Corrective,High,4,4,2,2025-05-17,2025-05-26,36,238,4,Corrective,No,Yes,Deferred
TMS001896,AST000982,Switch,C00043,17.9,Weld defect,Rail Defect,Medium,4,2,2,2025-05-17,2025-06-14,17,101,3,Preventive,Yes,Yes,Scheduled
TMS001897,AST003383,Sleeper,C00077,3.6,Gauge defect,Track Geometry,Medium,1,3,3,2025-06-18,2025-07-12,0,141,1,Preventive,No,Yes,In Progress
TMS001898,AST002610,Track,C00014,69.4,Rail wear,Rail Defect,Critical,4,5,3,2025-05-03,2025-05-07,55,270,3,Corrective,Yes,No,Open
TMS001899,AST002374,Rail,C00089,90.9,Corrective maintenance,Corrective,Low,2,1,1,2025-06-08,2025-07-15,0,248,5,Corrective,No,Yes,Completed
TMS001900,AST001541,Bridge,C00002,6.2,Scheduled inspection,Inspection,Critical,3,4,3,2025-02-28,2025-03-04,119,135,2,Inspection,No,Yes,Open
TMS001901,AST003642,Bridge,C00051,47.6,Track geometry defect,Track Geometry,High,2,4,2,2025-05-17,2025-05-27,35,247,4,Corrective,Yes,Yes,Open
TMS001902,AST002441,Bridge,C00030,94.6,Corrective maintenance,Corrective,Low,3,2,1,2025-06-22,2025-07-24,0,227,5,Corrective,No,Yes,Completed
TMS001903,AST003268,Crossing,C00040,34.4,Drainage issue,Drainage,High,3,4,4,2025-05-11,2025-05-20,42,85,4,Corrective,Yes,Yes,In Progress
TMS001904,AST000027,Switch,C00020,38.9,Drainage issue,Drainage,High,2,2,1,2025-06-15,2025-06-28,3,119,1,Corrective,Yes,Yes,Scheduled
TMS001905,AST003537,Switch,C00068,27.7,Scheduled inspection,Inspection,High,5,3,3,2025-03-05,2025-03-11,112,90,1,Inspection,No,No,Open
TMS001906,AST003941,Ballast,C00001,246.5,Preventive maintenance,Preventive,Medium,3,2,2,2025-03-04,2025-03-27,96,86,2,Preventive,Yes,Yes,Scheduled
TMS001907,AST001444,Turnout,C00046,22.6,Rail crack,Rail Defect,Low,4,2,2,2025-06-24,2025-08-10,0,216,4,Preventive,No,Yes,Open
TMS001908,AST004534,Crossing,C00086,237.3,Drainage issue,Drainage,Medium,2,3,2,2025-06-11,2025-07-05,0,109,3,Preventive,Yes,Yes,Open
TMS001909,AST000745,Switch,C00031,17.5,Track geometry defect,Track Geometry,Medium,4,1,3,2025-05-09,2025-05-30,32,184,5,Preventive,Yes,Yes,Deferred
TMS001910,AST002570,Ballast,C00049,111.0,Turnout wear,Turnout/Switch Defect,Medium,3,2,2,2025-02-04,2025-02-21,130,313,5,Preventive,Yes,Yes,Scheduled
TMS001911,AST004675,Crossing,C00068,65.5,Alignment defect,Track Geometry,High,4,4,2,2025-06-01,2025-06-16,15,222,4,Corrective,Yes,Yes,Open
TMS001912,AST001424,Ballast,C00027,65.4,Gauge defect,Track Geometry,Medium,4,3,1,2025-02-21,2025-03-18,105,99,2,Preventive,No,Yes,Open
TMS001913,AST003341,Weld,C00057,118.4,Turnout wear,Turnout/Switch Defect,High,2,4,1,2025-06-16,2025-06-24,7,273,3,Corrective,No,Yes,Open
TMS001914,AST004298,Crossing,C00037,34.2,Ballast deficiency,Ballast Defect,High,4,3,1,2025-06-24,2025-07-03,0,161,5,Corrective,Yes,Yes,Completed
TMS001915,AST000231,Sleeper,C00025,254.1,Rail wear,Rail Defect,Low,3,1,2,2025-06-27,2025-08-23,0,107,3,Preventive,No,Yes,Deferred
TMS001916,AST003713,Weld,C00036,24.0,Drainage issue,Drainage,Low,3,1,1,2025-06-19,2025-08-04,0,91,3,Preventive,Yes,Yes,Open
TMS001917,AST004689,Switch,C00050,44.1,Gauge defect,Track Geometry,Critical,4,4,3,2025-06-01,2025-06-05,0,238,3,Corrective,No,Yes,Completed
TMS001918,AST000364,Track,C00084,1.3,Weld defect,Rail Defect,Medium,4,2,2,2025-02-26,2025-03-18,0,115,3,Preventive,No,Yes,Completed
TMS001919,AST000972,Rail,C00017,1.7,Rail crack,Rail Defect,Critical,5,4,3,2025-03-15,2025-03-20,103,260,4,Corrective,Yes,Yes,Open
TMS001920,AST001816,Rail,C00018,67.3,Ballast deficiency,Ballast Defect,Medium,3,2,1,2025-06-15,2025-07-05,0,95,4,Preventive,Yes,Yes,Open
TMS001921,AST004346,Rail,C00053,55.3,Turnout wear,Turnout/Switch Defect,Low,2,2,2,2025-06-26,2025-08-02,0,211,3,Preventive,Yes,Yes,Completed
TMS001922,AST003171,Bridge,C00073,10.6,Rail crack,Rail Defect,Low,2,2,1,2025-05-16,2025-06-29,2,157,3,Preventive,Yes,Yes,Deferred
TMS001923,AST002844,Rail,C00082,112.7,Ballast deficiency,Ballast Defect,Medium,4,3,3,2025-06-24,2025-07-22,0,192,1,Preventive,Yes,Yes,In Progress
TMS001924,AST002800,Ballast,C00089,30.8,Scheduled inspection,Inspection,Medium,3,2,2,2025-06-10,2025-07-01,0,57,4,Inspection,No,No,Open
TMS001925,AST003189,Crossing,C00087,108.4,Weld defect,Rail Defect,Low,2,3,1,2025-04-28,2025-06-21,10,96,4,Preventive,No,Yes,Open
TMS001926,AST003623,Turnout,C00045,88.0,Corrective maintenance,Corrective,Low,2,2,1,2025-03-24,2025-04-27,65,242,2,Corrective,No,Yes,Open
TMS001927,AST002471,Track,C00076,44.3,Alignment defect,Track Geometry,Low,3,2,2,2025-06-30,2025-08-01,0,124,1,Preventive,No,Yes,Open
TMS001928,AST004716,Ballast,C00086,127.5,Preventive maintenance,Preventive,Medium,1,2,3,2025-06-03,2025-06-21,10,72,3,Preventive,No,Yes,Scheduled
TMS001929,AST002455,Weld,C00081,9.6,Corrective maintenance,Corrective,Medium,1,4,2,2025-02-25,2025-03-16,0,209,3,Corrective,No,Yes,Completed
TMS001930,AST000633,Weld,C00063,11.0,Scheduled inspection,Inspection,Low,2,2,2,2025-02-16,2025-04-03,89,63,4,Inspection,No,Yes,Open
TMS001931,AST004559,Bridge,C00045,6.8,Turnout wear,Turnout/Switch Defect,Low,3,1,2,2025-04-08,2025-05-24,0,175,5,Preventive,No,Yes,Completed
TMS001932,AST004547,Switch,C00099,2.0,Sleeper damage,Sleeper Defect,Low,2,2,1,2025-06-30,2025-08-15,0,87,3,Preventive,Yes,Yes,Deferred
TMS001933,AST002466,Turnout,C00077,9.1,Turnout wear,Turnout/Switch Defect,Low,3,2,1,2025-06-28,2025-08-22,0,166,5,Preventive,No,Yes,Open
TMS001934,AST003107,Turnout,C00092,63.2,Rail wear,Rail Defect,Medium,3,2,1,2025-06-09,2025-06-26,5,117,4,Preventive,No,Yes,Scheduled
TMS001935,AST002082,Rail,C00038,115.4,Rail wear,Rail Defect,Low,2,2,2,2025-03-03,2025-04-20,72,135,5,Preventive,No,Yes,Open
TMS001936,AST002235,Ballast,C00095,14.7,Track geometry defect,Track Geometry,Low,3,2,1,2025-03-04,2025-04-16,76,241,4,Preventive,Yes,Yes,Open
TMS001937,AST004944,Turnout,C00039,29.8,Rail crack,Rail Defect,Low,1,2,1,2025-02-02,2025-03-20,0,202,3,Preventive,Yes,Yes,Completed
TMS001938,AST003570,Ballast,C00011,105.1,Track geometry defect,Track Geometry,Low,3,2,1,2025-06-14,2025-07-23,0,246,3,Preventive,No,Yes,Completed
TMS001939,AST001990,Weld,C00040,37.9,Gauge defect,Track Geometry,High,3,3,4,2025-06-21,2025-06-29,0,191,2,Corrective,No,Yes,Completed
TMS001940,AST001949,Bridge,C00025,47.9,Weld defect,Rail Defect,Low,1,2,1,2025-06-01,2025-07-17,0,137,5,Preventive,No,Yes,In Progress
TMS001941,AST002541,Crossing,C00022,201.6,Drainage issue,Drainage,Low,2,3,1,2025-02-14,2025-03-24,0,67,2,Preventive,Yes,Yes,Completed
TMS001942,AST001906,Crossing,C00043,16.3,Corrective maintenance,Corrective,Low,2,1,1,2025-06-21,2025-07-29,0,241,3,Corrective,No,Yes,Open
TMS001943,AST000389,Track,C00077,54.8,Scheduled inspection,Inspection,Medium,3,3,1,2025-03-12,2025-03-31,0,52,2,Inspection,No,Yes,Completed
TMS001944,AST001176,Rail,C00069,16.5,Scheduled inspection,Inspection,High,4,2,3,2025-06-23,2025-07-03,0,69,3,Inspection,No,Yes,Open
TMS001945,AST004124,Switch,C00013,87.5,Gauge defect,Track Geometry,Low,1,2,1,2025-06-24,2025-08-20,0,111,2,Preventive,No,Yes,Scheduled
TMS001946,AST000864,Bridge,C00025,368.0,Drainage issue,Drainage,Low,2,2,1,2025-05-03,2025-06-14,17,99,3,Preventive,Yes,Yes,In Progress
TMS001947,AST001099,Sleeper,C00086,72.6,Track geometry defect,Track Geometry,Low,2,2,1,2025-06-18,2025-08-04,0,185,5,Preventive,Yes,No,Completed
TMS001948,AST003868,Rail,C00017,1.3,Alignment defect,Track Geometry,Medium,2,2,1,2025-05-04,2025-05-21,41,213,2,Preventive,Yes,Yes,Open
TMS001949,AST001010,Crossing,C00092,31.5,Drainage issue,Drainage,Low,4,3,2,2025-06-20,2025-07-26,0,68,1,Preventive,Yes,Yes,Open
TMS001950,AST001581,Rail,C00026,93.1,Rail wear,Rail Defect,Medium,3,2,1,2025-03-30,2025-04-24,68,122,3,Preventive,No,Yes,Scheduled
TMS001951,AST001562,Track,C00017,4.6,Alignment defect,Track Geometry,High,3,4,3,2025-05-14,2025-05-22,40,180,2,Corrective,Yes,Yes,Open
TMS001952,AST002626,Sleeper,C00076,53.9,Sleeper damage,Sleeper Defect,Low,1,1,2,2025-05-10,2025-06-18,13,99,2,Preventive,No,Yes,Scheduled
TMS001953,AST000808,Ballast,C00011,29.9,Sleeper damage,Sleeper Defect,Low,2,2,1,2025-02-19,2025-03-29,94,89,3,Preventive,No,Yes,Open
TMS001954,AST003447,Ballast,C00095,74.8,Turnout wear,Turnout/Switch Defect,Low,3,3,2,2025-06-19,2025-07-30,0,171,4,Preventive,No,Yes,In Progress
TMS001955,AST000437,Turnout,C00006,7.0,Rail wear,Rail Defect,Medium,2,2,2,2025-02-11,2025-03-02,121,128,2,Preventive,No,Yes,Open
TMS001956,AST001300,Ballast,C00073,65.8,Drainage issue,Drainage,Low,2,2,1,2025-06-20,2025-08-04,0,110,1,Preventive,Yes,No,Open
TMS001957,AST000343,Crossing,C00042,38.2,Preventive maintenance,Preventive,Low,2,2,2,2025-06-03,2025-07-10,0,73,1,Preventive,Yes,Yes,In Progress
TMS001958,AST003323,Track,C00023,36.4,Gauge defect,Track Geometry,Low,3,2,1,2025-05-08,2025-06-10,21,164,3,Preventive,No,Yes,Scheduled
TMS001959,AST005176,Rail,C00075,47.0,Track geometry defect,Track Geometry,Low,2,1,1,2025-04-03,2025-05-26,36,146,2,Preventive,Yes,Yes,In Progress
TMS001960,AST001983,Weld,C00072,57.0,Track geometry defect,Track Geometry,Low,2,2,1,2025-04-08,2025-05-22,40,227,3,Preventive,Yes,Yes,Scheduled
TMS001961,AST001432,Switch,C00034,30.6,Alignment defect,Track Geometry,Low,2,2,2,2025-04-15,2025-06-12,19,198,5,Preventive,Yes,Yes,Scheduled
TMS001962,AST003230,Track,C00041,19.0,Rail wear,Rail Defect,Critical,4,5,4,2025-06-21,2025-06-26,0,112,3,Corrective,Yes,Yes,Completed
TMS001963,AST003614,Track,C00033,54.7,Turnout wear,Turnout/Switch Defect,Low,2,3,1,2025-05-13,2025-06-26,5,241,5,Preventive,No,Yes,Scheduled
TMS001964,AST001452,Sleeper,C00052,161.1,Corrective maintenance,Corrective,Low,2,1,2,2025-06-23,2025-08-04,0,179,3,Corrective,No,Yes,Open
TMS001965,AST002879,Crossing,C00082,23.9,Scheduled inspection,Inspection,Medium,3,2,1,2025-03-04,2025-03-20,103,112,3,Inspection,Yes,Yes,Open
TMS001966,AST001249,Switch,C00027,8.5,Track geometry defect,Track Geometry,Medium,3,3,2,2025-02-17,2025-03-14,109,192,4,Preventive,Yes,Yes,In Progress
TMS001967,AST000023,Rail,C00089,37.1,Rail wear,Rail Defect,Medium,1,2,3,2025-06-11,2025-07-03,0,226,3,Preventive,Yes,Yes,Completed
TMS001968,AST000508,Sleeper,C00041,3.5,Sleeper damage,Sleeper Defect,Medium,2,3,3,2025-05-17,2025-06-06,25,126,4,Preventive,No,Yes,Deferred
TMS001969,AST000430,Bridge,C00020,66.4,Sleeper damage,Sleeper Defect,Low,1,3,2,2025-02-23,2025-04-09,83,119,2,Preventive,No,Yes,Deferred
TMS001970,AST004952,Track,C00003,88.3,Weld defect,Rail Defect,Critical,4,4,2,2025-05-04,2025-05-08,54,218,5,Corrective,No,No,Open
