block_window_id,corridor_id,block_date,window_start,window_end,available_duration_min,availability_status,source
COA000365,C00033,2025-06-07,15:35,16:11,36,Available,COA synthetic availability
COA000366,C00095,2025-06-19,19:28,22:04,156,Available,COA synthetic availability
COA000367,C00025,2025-06-25,13:34,14:18,44,Available,COA synthetic availability
COA000368,C00075,2025-06-16,15:54,17:58,124,Available,COA synthetic availability
COA000369,C00004,2025-06-07,04:27,06:00,93,Available,COA synthetic availability
COA000370,C00025,2025-06-17,10:17,11:51,94,Restricted,COA synthetic availability
COA000371,C00095,2025-06-21,19:17,21:45,148,Restricted,COA synthetic availability
COA000372,C00040,2025-06-15,19:40,20:41,61,Restricted,COA synthetic availability
COA000373,C00065,2025-06-10,11:52,12:54,62,Available,COA synthetic availability
COA000374,C00061,2025-06-26,11:35,13:17,102,Available,COA synthetic availability
COA000375,C00095,2025-06-03,08:00,08:33,33,Available,COA synthetic availability
COA000376,C00053,2025-06-09,13:20,16:04,164,Available,COA synthetic availability
COA000377,C00092,2025-06-28,12:42,13:20,38,Available,COA synthetic availability
COA000378,C00012,2025-06-24,04:23,04:57,34,Available,COA synthetic availability
COA000379,C00017,2025-06-04,18:06,20:20,134,Available,COA synthetic availability
COA000380,C00089,2025-06-30,00:11,02:02,111,Available,COA synthetic availability
COA000381,C00001,2025-06-20,10:16,11:00,44,Available,COA synthetic availability
COA000382,C00065,2025-06-13,01:49,02:59,70,Available,COA synthetic availability
COA000383,C00006,2025-06-12,02:06,03:28,82,Available,COA synthetic availability
COA000384,C00053,2025-06-16,17:02,17:37,35,Available,COA synthetic availability
COA000385,C00021,2025-06-28,04:11,06:28,137,Available,COA synthetic availability
COA000386,C00002,2025-06-18,09:28,10:54,86,Restricted,COA synthetic availability
COA000387,C00081,2025-06-26,13:19,13:57,38,Available,COA synthetic availability
COA000388,C00074,2025-06-06,04:01,05:13,72,Restricted,COA synthetic availability
COA000389,C00078,2025-06-30,13:15,15:38,143,Available,COA synthetic availability
COA000390,C00003,2025-06-28,03:26,04:47,81,Available,COA synthetic availability
COA000391,C00067,2025-06-17,11:30,12:51,81,Available,COA synthetic availability
COA000392,C00067,2025-06-28,05:02,07:41,159,Restricted,COA synthetic availability
COA000393,C00060,2025-06-23,06:44,08:15,91,Available,COA synthetic availability
COA000394,C00009,2025-06-28,12:52,15:10,138,Available,COA synthetic availability
COA000395,C00022,2025-06-18,13:49,16:39,170,Available,COA synthetic availability
COA000396,C00087,2025-06-04,10:16,11:50,94,Available,COA synthetic availability
COA000397,C00003,2025-06-16,10:59,11:41,42,Restricted,COA synthetic availability
COA000398,C00022,2025-06-12,16:22,17:47,85,Available,COA synthetic availability
COA000399,C00010,2025-06-23,08:57,11:11,134,Available,COA synthetic availability
COA000400,C00007,2025-06-24,09:45,11:30,105,Available,COA synthetic availability
COA000401,C00097,2025-06-04,07:33,08:25,52,Restricted,COA synthetic availability
COA000402,C00070,2025-06-04,18:54,19:40,46,Available,COA synthetic availability
COA000403,C00048,2025-06-26,08:33,09:37,64,Available,COA synthetic availability
COA000404,C00086,2025-06-15,15:41,18:01,140,Restricted,COA synthetic availability
COA000405,C00043,2025-06-29,07:32,10:24,172,Available,COA synthetic availability
COA000406,C00067,2025-06-30,07:31,08:54,83,Available,COA synthetic availability
COA000407,C00078,2025-06-17,01:09,02:11,62,Available,COA synthetic availability
COA000408,C00078,2025-06-21,02:35,04:56,141,Available,COA synthetic availability
COA000409,C00097,2025-06-25,11:45,14:16,151,Available,COA synthetic availability
COA000410,C00053,2025-06-06,08:41,11:41,180,Available,COA synthetic availability
COA000411,C00022,2025-06-27,04:37,06:59,142,Available,COA synthetic availability
COA000412,C00025,2025-06-16,05:24,07:44,140,Available,COA synthetic availability
COA000413,C00090,2025-06-14,16:59,17:34,35,Available,COA synthetic availability
COA000414,C00026,2025-06-12,00:26,01:23,57,Available,COA synthetic availability
COA000415,C00092,2025-06-27,11:34,13:25,111,Available,COA synthetic availability
COA000416,C00048,2025-06-26,02:23,04:55,152,Available,COA synthetic availability
COA000417,C00027,2025-06-07,12:05,14:41,156,Available,COA synthetic availability
COA000418,C00033,2025-06-10,06:40,08:00,80,Available,COA synthetic availability
COA000419,C00081,2025-06-19,16:00,17:53,113,Restricted,COA synthetic availability
COA000420,C00025,2025-06-18,15:02,17:56,174,Restricted,COA synthetic availability
COA000421,C00022,2025-06-24,08:38,09:56,78,Available,COA synthetic availability
COA000422,C00095,2025-06-24,00:46,03:40,174,Available,COA synthetic availability
COA000423,C00083,2025-06-03,06:29,07:32,63,Available,COA synthetic availability
COA000424,C00084,2025-06-10,17:10,20:07,177,Available,COA synthetic availability
COA000425,C00096,2025-06-05,05:48,06:56,68,Available,COA synthetic availability
COA000426,C00075,2025-06-20,03:39,04:21,42,Available,COA synthetic availability
COA000427,C00098,2025-06-07,11:14,13:36,142,Available,COA synthetic availability
COA000428,C00008,2025-06-11,03:57,04:38,41,Available,COA synthetic availability
COA000429,C00093,2025-06-17,00:22,02:33,131,Available,COA synthetic availability
COA000430,C00049,2025-06-14,13:28,15:56,148,Available,COA synthetic availability
COA000431,C00060,2025-06-30,16:40,17:16,36,Available,COA synthetic availability
COA000432,C00024,2025-06-25,12:29,14:50,141,Available,COA synthetic availability
COA000433,C00040,2025-06-21,07:08,07:59,51,Available,COA synthetic availability
COA000434,C00015,2025-06-13,00:56,02:57,121,Available,COA synthetic availability
COA000435,C00021,2025-06-20,17:27,19:54,147,Available,COA synthetic availability
COA000436,C00031,2025-06-11,08:25,11:03,158,Available,COA synthetic availability
COA000437,C00042,2025-06-07,13:15,14:25,70,Available,COA synthetic availability
COA000438,C00095,2025-06-30,09:20,11:52,152,Available,COA synthetic availability
COA000439,C00066,2025-06-07,10:04,10:57,53,Available,COA synthetic availability
COA000440,C00059,2025-06-10,05:39,07:55,136,Restricted,COA synthetic availability
COA000441,C00071,2025-06-06,11:14,11:58,44,Available,COA synthetic availability
COA000442,C00044,2025-06-25,03:28,04:50,82,Available,COA synthetic availability
COA000443,C00053,2025-06-01,11:57,12:47,50,Available,COA synthetic availability
COA000444,C00080,2025-06-06,00:57,03:50,173,Available,COA synthetic availability
COA000445,C00018,2025-06-18,11:56,14:07,131,Available,COA synthetic availability
COA000446,C00091,2025-06-06,16:08,17:58,110,Available,COA synthetic availability
COA000447,C00005,2025-06-06,19:15,20:39,84,Available,COA synthetic availability
COA000448,C00031,2025-06-03,08:08,08:49,41,Available,COA synthetic availability
COA000449,C00028,2025-06-22,13:56,15:53,117,Available,COA synthetic availability
COA000450,C00091,2025-06-03,03:00,03:58,58,Available,COA synthetic availability
COA000451,C00035,2025-06-16,16:10,17:42,92,Available,COA synthetic availability
COA000452,C00004,2025-06-13,15:38,17:06,88,Available,COA synthetic availability
COA000453,C00094,2025-06-22,02:15,03:11,56,Available,COA synthetic availability
COA000454,C00054,2025-06-08,03:25,05:25,120,Available,COA synthetic availability
COA000455,C00045,2025-06-05,08:05,10:28,143,Restricted,COA synthetic availability
COA000456,C00018,2025-06-12,00:01,01:41,100,Available,COA synthetic availability
COA000457,C00033,2025-06-01,08:13,10:22,129,Available,COA synthetic availability
COA000458,C00058,2025-06-20,02:48,04:54,126,Available,COA synthetic availability
COA000459,C00067,2025-06-04,13:08,14:19,71,Available,COA synthetic availability
COA000460,C00054,2025-06-04,07:49,09:30,101,Available,COA synthetic availability
COA000461,C00075,2025-06-08,11:56,14:47,171,Available,COA synthetic availability
COA000462,C00027,2025-06-25,16:50,19:18,148,Available,COA synthetic availability
COA000463,C00018,2025-06-12,06:25,08:29,124,Available,COA synthetic availability
COA000464,C00018,2025-06-28,00:39,01:26,47,Available,COA synthetic availability
COA000465,C00025,2025-06-12,14:35,16:26,111,Available,COA synthetic availability
COA000466,C00066,2025-06-11,00:30,01:49,79,Available,COA synthetic availability
COA000467,C00097,2025-06-28,17:18,20:12,174,Available,COA synthetic availability
COA000468,C00032,2025-06-24,04:38,06:31,113,Restricted,COA synthetic availability
COA000469,C00065,2025-06-15,08:43,09:52,69,Available,COA synthetic availability
COA000470,C00019,2025-06-27,08:59,10:40,101,Available,COA synthetic availability
COA000471,C00025,2025-06-18,13:39,15:27,108,Available,COA synthetic availability
COA000472,C00024,2025-06-11,09:52,10:23,31,Available,COA synthetic availability
COA000473,C00041,2025-06-08,18:35,20:46,131,Available,COA synthetic availability
COA000474,C00096,2025-06-22,16:37,18:46,129,Available,COA synthetic availability
COA000475,C00012,2025-06-16,12:38,15:31,173,Available,COA synthetic availability
COA000476,C00077,2025-06-14,08:38,10:11,93,Available,COA synthetic availability
COA000477,C00050,2025-06-26,18:24,21:06,162,Available,COA synthetic availability
COA000478,C00065,2025-06-24,14:47,17:02,135,Available,COA synthetic availability
COA000479,C00074,2025-06-25,01:12,03:54,162,Available,COA synthetic availability
COA000480,C00070,2025-06-23,19:48,21:19,91,Available,COA synthetic availability
COA000481,C00081,2025-06-14,18:55,21:14,139,Available,COA synthetic availability
COA000482,C00031,2025-06-11,15:24,17:05,101,Available,COA synthetic availability
COA000483,C00001,2025-06-04,10:50,11:26,36,Available,COA synthetic availability
COA000484,C00018,2025-06-23,13:35,15:38,123,Available,COA synthetic availability
COA000485,C00040,2025-06-07,19:51,21:25,94,Available,COA synthetic availability
COA000486,C00049,2025-06-09,06:19,07:47,88,Available,COA synthetic availability
COA000487,C00001,2025-06-05,00:52,01:41,49,Available,COA synthetic availability
COA000488,C00061,2025-06-17,09:19,10:24,65,Available,COA synthetic availability
COA000489,C00081,2025-06-25,01:05,02:06,61,Available,COA synthetic availability
COA000490,C00019,2025-06-22,16:10,17:40,90,Available,COA synthetic availability
COA000491,C00012,2025-06-26,19:19,20:39,80,Available,COA synthetic availability
COA000492,C00100,2025-06-27,01:33,02:54,81,Available,COA synthetic availability
COA000493,C00055,2025-06-19,02:44,05:44,180,Available,COA synthetic availability
COA000494,C00041,2025-06-04,09:52,12:33,161,Available,COA synthetic availability
COA000495,C00003,2025-06-30,10:19,11:29,70,Available,COA synthetic availability
COA000496,C00020,2025-06-11,10:48,11:58,70,Available,COA synthetic availability
COA000497,C00082,2025-06-27,06:39,07:51,72,Available,COA synthetic availability
COA000498,C00079,2025-06-30,16:24,18:04,100,Available,COA synthetic availability
COA000499,C00072,2025-06-19,15:49,16:27,38,Available,COA synthetic availability
COA000500,C00017,2025-06-27,18:42,21:32,170,Available,COA synthetic availability
COA000501,C00064,2025-06-21,19:47,21:03,76,Available,COA synthetic availability
COA000502,C00003,2025-06-11,02:43,03:45,62,Available,COA synthetic availability
COA000503,C00085,2025-06-30,10:18,11:25,67,Available,COA synthetic availability
COA000504,C00008,2025-06-03,10:24,11:45,81,Available,COA synthetic availability
COA000505,C00028,2025-06-16,11:05,13:53,168,Available,COA synthetic availability
COA000506,C00022,2025-06-18,02:55,05:51,176,Available,COA synthetic availability
COA000507,C00057,2025-06-30,01:40,04:34,174,Available,COA synthetic availability
COA000508,C00037,2025-06-06,11:49,14:16,147,Available,COA synthetic availability
COA000509,C00072,2025-06-30,03:06,04:50,104,Available,COA synthetic availability
COA000510,C00063,2025-06-26,16:34,17:19,45,Available,COA synthetic availability
COA000511,C00078,2025-06-07,19:33,21:40,127,Available,COA synthetic availability
COA000512,C00014,2025-06-19,11:44,12:34,50,Available,COA synthetic availability
COA000513,C00058,2025-06-07,03:11,05:28,137,Available,COA synthetic availability
COA000514,C00039,2025-06-30,05:53,06:38,45,Available,COA synthetic availability
COA000515,C00096,2025-06-05,15:05,15:58,53,Available,COA synthetic availability
COA000516,C00022,2025-06-04,03:05,05:05,120,Available,COA synthetic availability
COA000517,C00088,2025-06-28,19:49,21:55,126,Available,COA synthetic availability
COA000518,C00025,2025-06-16,05:28,06:55,87,Available,COA synthetic availability
COA000519,C00031,2025-06-22,19:53,20:25,32,Available,COA synthetic availability
COA000520,C00019,2025-06-18,17:24,19:08,104,Available,COA synthetic availability
COA000521,C00080,2025-06-01,17:50,19:07,77,Available,COA synthetic availability
COA000522,C00067,2025-06-21,16:39,17:42,63,Available,COA synthetic availability
COA000523,C00057,2025-06-10,07:47,09:44,117,Available,COA synthetic availability
COA000524,C00058,2025-06-02,03:57,04:32,35,Available,COA synthetic availability
COA000525,C00007,2025-06-28,09:49,11:40,111,Available,COA synthetic availability
COA000526,C00087,2025-06-21,15:47,18:20,153,Available,COA synthetic availability
COA000527,C00086,2025-06-17,04:51,07:44,173,Available,COA synthetic availability
COA000528,C00025,2025-06-07,12:35,15:01,146,Available,COA synthetic availability
COA000529,C00033,2025-06-05,00:20,03:02,162,Available,COA synthetic availability
COA000530,C00050,2025-06-19,03:16,04:59,103,Available,COA synthetic availability
COA000531,C00048,2025-06-02,14:04,16:22,138,Available,COA synthetic availability
COA000532,C00081,2025-06-06,08:54,11:11,137,Available,COA synthetic availability
COA000533,C00055,2025-06-19,05:52,07:30,98,Available,COA synthetic availability
COA000534,C00093,2025-06-06,06:00,06:54,54,Available,COA synthetic availability
COA000535,C00056,2025-06-21,15:26,16:58,92,Available,COA synthetic availability
COA000536,C00062,2025-06-30,14:55,17:48,173,Available,COA synthetic availability
COA000537,C00016,2025-06-15,19:57,20:40,43,Available,COA synthetic availability
COA000538,C00055,2025-06-10,10:39,12:11,92,Available,COA synthetic availability
COA000539,C00097,2025-06-10,13:32,15:39,127,Available,COA synthetic availability
COA000540,C00017,2025-06-30,16:07,18:24,137,Available,COA synthetic availability
COA000541,C00041,2025-06-13,00:21,01:28,67,Available,COA synthetic availability
COA000542,C00039,2025-06-04,19:42,22:05,143,Available,COA synthetic availability
COA000543,C00063,2025-06-14,19:56,22:28,152,Available,COA synthetic availability
COA000544,C00081,2025-06-19,17:24,19:06,102,Available,COA synthetic availability
COA000545,C00001,2025-06-20,12:23,14:22,119,Available,COA synthetic availability
COA000546,C00090,2025-06-20,19:55,22:22,147,Available,COA synthetic availability
COA000547,C00048,2025-06-01,05:25,06:58,93,Available,COA synthetic availability
COA000548,C00031,2025-06-14,02:20,04:36,136,Available,COA synthetic availability
COA000549,C00040,2025-06-19,05:17,06:21,64,Available,COA synthetic availability
COA000550,C00076,2025-06-04,02:18,03:54,96,Restricted,COA synthetic availability
COA000551,C00025,2025-06-28,18:46,21:05,139,Available,COA synthetic availability
COA000552,C00032,2025-06-23,00:12,02:22,130,Restricted,COA synthetic availability
COA000553,C00007,2025-06-10,00:02,02:22,140,Available,COA synthetic availability
COA000554,C00016,2025-06-01,15:21,17:35,134,Available,COA synthetic availability
COA000555,C00002,2025-06-11,12:47,13:59,72,Available,COA synthetic availability
COA000556,C00069,2025-06-30,06:27,09:26,179,Available,COA synthetic availability
COA000557,C00035,2025-06-05,07:58,09:19,81,Available,COA synthetic availability
COA000558,C00046,2025-06-29,19:03,21:50,167,Available,COA synthetic availability
COA000559,C00081,2025-06-03,04:45,07:41,176,Available,COA synthetic availability
COA000560,C00078,2025-06-21,18:19,19:15,56,Available,COA synthetic availability
COA000561,C00014,2025-06-07,10:28,12:23,115,Available,COA synthetic availability
COA000562,C00044,2025-06-19,12:40,15:00,140,Available,COA synthetic availability
COA000563,C00091,2025-06-21,10:26,11:07,41,Available,COA synthetic availability
COA000564,C00014,2025-06-18,11:32,12:54,82,Available,COA synthetic availability
COA000565,C00090,2025-06-29,00:33,03:01,148,Available,COA synthetic availability
COA000566,C00047,2025-06-04,06:17,07:27,70,Available,COA synthetic availability
COA000567,C00033,2025-06-03,15:32,17:37,125,Restricted,COA synthetic availability
COA000568,C00014,2025-06-02,06:21,08:12,111,Restricted,COA synthetic availability
COA000569,C00020,2025-06-19,07:55,10:26,151,Available,COA synthetic availability
COA000570,C00028,2025-06-28,09:15,11:23,128,Restricted,COA synthetic availability
COA000571,C00009,2025-06-27,05:21,06:39,78,Restricted,COA synthetic availability
COA000572,C00076,2025-06-12,03:38,05:51,133,Available,COA synthetic availability
COA000573,C00029,2025-06-17,12:54,13:52,58,Available,COA synthetic availability
COA000574,C00025,2025-06-12,13:09,15:45,156,Available,COA synthetic availability
COA000575,C00007,2025-06-08,08:15,10:24,129,Restricted,COA synthetic availability
COA000576,C00044,2025-06-02,05:34,08:02,148,Available,COA synthetic availability
COA000577,C00016,2025-06-25,05:04,07:44,160,Available,COA synthetic availability
COA000578,C00060,2025-06-06,00:44,03:16,152,Available,COA synthetic availability
COA000579,C00061,2025-06-08,18:29,21:28,179,Available,COA synthetic availability
COA000580,C00005,2025-06-08,09:24,11:20,116,Available,COA synthetic availability
COA000581,C00055,2025-06-04,04:49,07:01,132,Available,COA synthetic availability
COA000582,C00042,2025-06-09,09:46,12:02,136,Available,COA synthetic availability
COA000583,C00070,2025-06-12,16:30,17:06,36,Available,COA synthetic availability
COA000584,C00047,2025-06-13,05:40,08:25,165,Available,COA synthetic availability
COA000585,C00075,2025-06-19,12:42,15:15,153,Available,COA synthetic availability
COA000586,C00006,2025-06-23,16:33,19:26,173,Available,COA synthetic availability
COA000587,C00097,2025-06-18,05:17,06:16,59,Available,COA synthetic availability
COA000588,C00097,2025-06-17,11:26,13:25,119,Available,COA synthetic availability
COA000589,C00092,2025-06-17,00:54,03:11,137,Available,COA synthetic availability
COA000590,C00023,2025-06-20,08:23,11:15,172,Available,COA synthetic availability
COA000591,C00008,2025-06-04,02:03,03:55,112,Available,COA synthetic availability
COA000592,C00084,2025-06-17,07:59,10:49,170,Available,COA synthetic availability
COA000593,C00029,2025-06-05,10:22,12:37,135,Available,COA synthetic availability
COA000594,C00069,2025-06-05,06:29,08:00,91,Restricted,COA synthetic availability
COA000595,C00008,2025-06-27,06:22,07:08,46,Available,COA synthetic availability
COA000596,C00002,2025-06-22,09:06,10:56,110,Available,COA synthetic availability
COA000597,C00066,2025-06-25,01:08,03:30,142,Available,COA synthetic availability
COA000598,C00051,2025-06-10,04:02,05:46,104,Restricted,COA synthetic availability
COA000599,C00030,2025-06-07,11:41,14:22,161,Available,COA synthetic availability
COA000600,C00030,2025-06-25,05:27,08:04,157,Available,COA synthetic availability
COA000601,C00015,2025-06-18,07:56,09:14,78,Available,COA synthetic availability
COA000602,C00090,2025-06-12,18:16,18:57,41,Available,COA synthetic availability
COA000603,C00081,2025-06-20,02:16,03:23,67,Available,COA synthetic availability
COA000604,C00008,2025-06-27,12:43,13:30,47,Available,COA synthetic availability
COA000605,C00086,2025-06-03,06:37,08:59,142,Available,COA synthetic availability
COA000606,C00038,2025-06-04,12:16,13:12,56,Available,COA synthetic availability
COA000607,C00020,2025-06-01,12:26,14:25,119,Available,COA synthetic availability
COA000608,C00095,2025-06-29,10:41,12:14,93,Available,COA synthetic availability
COA000609,C00064,2025-06-27,13:11,14:52,101,Available,COA synthetic availability
COA000610,C00065,2025-06-22,08:47,09:30,43,Available,COA synthetic availability
COA000611,C00083,2025-06-23,19:05,20:15,70,Available,COA synthetic availability
COA000612,C00069,2025-06-15,10:40,13:38,178,Available,COA synthetic availability
COA000613,C00081,2025-06-12,06:50,08:04,74,Available,COA synthetic availability
COA000614,C00099,2025-06-04,10:04,11:27,83,Available,COA synthetic availability
COA000615,C00033,2025-06-12,11:05,13:23,138,Available,COA synthetic availability
COA000616,C00033,2025-06-12,01:48,03:29,101,Available,COA synthetic availability
COA000617,C00092,2025-06-19,11:24,14:06,162,Available,COA synthetic availability
COA000618,C00017,2025-06-28,05:32,08:32,180,Available,COA synthetic availability
COA000619,C00092,2025-06-02,08:47,10:45,118,Available,COA synthetic availability
COA000620,C00013,2025-06-12,06:18,08:37,139,Available,COA synthetic availability
COA000621,C00014,2025-06-22,12:49,15:18,149,Restricted,COA synthetic availability
COA000622,C00022,2025-06-13,02:24,05:24,180,Available,COA synthetic availability
COA000623,C00082,2025-06-21,16:05,17:39,94,Available,COA synthetic availability
COA000624,C00024,2025-06-02,11:34,13:10,96,Available,COA synthetic availability
COA000625,C00022,2025-06-10,17:42,18:38,56,Available,COA synthetic availability
COA000626,C00088,2025-06-20,10:43,13:01,138,Available,COA synthetic availability
COA000627,C00024,2025-06-24,09:07,10:30,83,Available,COA synthetic availability
COA000628,C00005,2025-06-05,03:12,03:53,41,Available,COA synthetic availability
COA000629,C00018,2025-06-21,01:57,02:45,48,Available,COA synthetic availability
COA000630,C00012,2025-06-23,02:28,05:04,156,Available,COA synthetic availability
COA000631,C00056,2025-06-30,00:03,01:30,87,Available,COA synthetic availability
COA000632,C00020,2025-06-01,12:53,15:28,155,Available,COA synthetic availability
COA000633,C00017,2025-06-24,17:23,19:30,127,Available,COA synthetic availability
COA000634,C00060,2025-06-29,06:25,09:19,174,Available,COA synthetic availability
COA000635,C00035,2025-06-02,15:11,17:37,146,Available,COA synthetic availability
COA000636,C00020,2025-06-06,00:14,02:34,140,Available,COA synthetic availability
COA000637,C00020,2025-06-23,03:15,05:12,117,Available,COA synthetic availability
COA000638,C00037,2025-06-14,01:03,01:42,39,Available,COA synthetic availability
COA000639,C00005,2025-06-17,15:14,16:24,70,Available,COA synthetic availability
COA000640,C00046,2025-06-04,02:42,05:06,144,Available,COA synthetic availability
COA000641,C00079,2025-06-27,17:09,18:09,60,Available,COA synthetic availability
COA000642,C00086,2025-06-11,08:49,09:36,47,Available,COA synthetic availability
COA000643,C00085,2025-06-24,18:41,20:36,115,Available,COA synthetic availability
COA000644,C00095,2025-06-16,19:38,21:43,125,Available,COA synthetic availability
COA000645,C00013,2025-06-28,19:03,21:12,129,Available,COA synthetic availability
COA000646,C00002,2025-06-09,01:43,02:59,76,Available,COA synthetic availability
COA000647,C00058,2025-06-12,10:49,12:43,114,Available,COA synthetic availability
COA000648,C00086,2025-06-15,09:01,10:32,91,Available,COA synthetic availability
COA000649,C00033,2025-06-27,11:58,13:07,69,Available,COA synthetic availability
COA000650,C00077,2025-06-26,06:39,08:08,89,Available,COA synthetic availability
COA000651,C00054,2025-06-17,17:50,20:49,179,Available,COA synthetic availability
COA000652,C00094,2025-06-10,04:21,06:12,111,Available,COA synthetic availability
COA000653,C00003,2025-06-20,16:31,19:10,159,Available,COA synthetic availability
COA000654,C00023,2025-06-23,03:02,04:07,65,Available,COA synthetic availability
COA000655,C00008,2025-06-26,04:43,07:36,173,Available,COA synthetic availability
COA000656,C00027,2025-06-03,01:59,03:31,92,Available,COA synthetic availability
COA000657,C00051,2025-06-21,01:51,02:27,36,Available,COA synthetic availability
COA000658,C00055,2025-06-19,04:19,05:44,85,Available,COA synthetic availability
COA000659,C00023,2025-06-02,05:18,06:00,42,Available,COA synthetic availability
COA000660,C00088,2025-06-20,16:11,18:01,110,Restricted,COA synthetic availability
COA000661,C00082,2025-06-08,14:22,15:06,44,Available,COA synthetic availability
COA000662,C00067,2025-06-17,09:26,11:14,108,Available,COA synthetic availability
COA000663,C00004,2025-06-12,19:58,22:23,145,Available,COA synthetic availability
COA000664,C00066,2025-06-26,18:57,21:38,161,Restricted,COA synthetic availability
COA000665,C00010,2025-06-11,05:43,07:42,119,Available,COA synthetic availability
COA000666,C00091,2025-06-26,10:23,12:36,133,Available,COA synthetic availability
COA000667,C00076,2025-06-07,13:37,15:35,118,Available,COA synthetic availability
COA000668,C00014,2025-06-24,15:59,18:58,179,Available,COA synthetic availability
COA000669,C00067,2025-06-11,02:09,03:58,109,Available,COA synthetic availability
COA000670,C00030,2025-06-29,17:22,18:14,52,Available,COA synthetic availability
COA000671,C00042,2025-06-25,06:29,07:12,43,Available,COA synthetic availability
COA000672,C00043,2025-06-20,02:52,05:01,129,Available,COA synthetic availability
COA000673,C00052,2025-06-14,19:03,19:53,50,Available,COA synthetic availability
COA000674,C00068,2025-06-02,06:19,06:52,33,Restricted,COA synthetic availability
COA000675,C00076,2025-06-13,05:50,07:58,128,Available,COA synthetic availability
COA000676,C00044,2025-06-16,01:17,02:14,57,Restricted,COA synthetic availability
COA000677,C00008,2025-06-23,05:23,07:25,122,Available,COA synthetic availability
COA000678,C00048,2025-06-16,14:42,16:35,113,Available,COA synthetic availability
COA000679,C00075,2025-06-07,12:55,15:32,157,Available,COA synthetic availability
COA000680,C00010,2025-06-04,01:24,03:49,145,Available,COA synthetic availability
COA000681,C00002,2025-06-13,18:48,19:36,48,Available,COA synthetic availability
COA000682,C00001,2025-06-30,12:03,13:41,98,Available,COA synthetic availability
COA000683,C00098,2025-06-19,16:58,19:45,167,Available,COA synthetic availability
COA000684,C00083,2025-06-22,13:25,14:12,47,Available,COA synthetic availability
COA000685,C00100,2025-06-29,05:10,07:48,158,Available,COA synthetic availability
COA000686,C00068,2025-06-06,01:16,02:46,90,Available,COA synthetic availability
COA000687,C00083,2025-06-29,00:10,00:41,31,Available,COA synthetic availability
COA000688,C00063,2025-06-01,14:15,16:02,107,Available,COA synthetic availability
COA000689,C00009,2025-06-25,03:56,05:16,80,Available,COA synthetic availability
COA000690,C00011,2025-06-10,15:32,17:35,123,Available,COA synthetic availability
COA000691,C00097,2025-06-18,19:15,21:16,121,Available,COA synthetic availability
COA000692,C00030,2025-06-21,15:17,16:43,86,Restricted,COA synthetic availability
COA000693,C00007,2025-06-03,01:29,04:18,169,Available,COA synthetic availability
COA000694,C00011,2025-06-16,04:11,05:59,108,Available,COA synthetic availability
COA000695,C00095,2025-06-23,07:38,08:24,46,Available,COA synthetic availability
COA000696,C00067,2025-06-10,19:44,21:34,110,Available,COA synthetic availability
COA000697,C00041,2025-06-29,02:25,03:36,71,Available,COA synthetic availability
COA000698,C00035,2025-06-19,19:20,22:18,178,Available,COA synthetic availability
COA000699,C00068,2025-06-10,00:26,02:37,131,Available,COA synthetic availability
COA000700,C00063,2025-06-18,14:15,15:25,70,Available,COA synthetic availability
COA000701,C00009,2025-06-12,11:35,13:20,105,Available,COA synthetic availability
COA000702,C00040,2025-06-25,14:07,15:21,74,Available,COA synthetic availability
COA000703,C00061,2025-06-20,19:06,20:31,85,Available,COA synthetic availability
COA000704,C00043,2025-06-20,11:43,13:08,85,Available,COA synthetic availability
COA000705,C00069,2025-06-10,09:41,12:23,162,Available,COA synthetic availability
COA000706,C00004,2025-06-28,09:45,10:43,58,Available,COA synthetic availability
COA000707,C00099,2025-06-28,08:50,11:28,158,Available,COA synthetic availability
COA000708,C00049,2025-06-07,03:42,05:15,93,Available,COA synthetic availability
COA000709,C00083,2025-06-19,15:00,16:14,74,Available,COA synthetic availability
COA000710,C00059,2025-06-01,16:38,17:15,37,Available,COA synthetic availability
COA000711,C00033,2025-06-24,02:56,05:23,147,Available,COA synthetic availability
COA000712,C00039,2025-06-13,04:07,05:52,105,Available,COA synthetic availability
COA000713,C00050,2025-06-29,12:26,12:59,33,Available,COA synthetic availability
COA000714,C00069,2025-06-01,08:59,10:24,85,Available,COA synthetic availability
COA000715,C00053,2025-06-17,11:17,13:15,118,Available,COA synthetic availability
COA000716,C00021,2025-06-06,08:18,09:49,91,Available,COA synthetic availability
COA000717,C00076,2025-06-29,04:35,06:59,144,Available,COA synthetic availability
COA000718,C00008,2025-06-28,10:12,11:32,80,Available,COA synthetic availability
COA000719,C00079,2025-06-18,09:31,10:09,38,Available,COA synthetic availability
COA000720,C00047,2025-06-23,16:48,17:19,31,Available,COA synthetic availability
COA000721,C00059,2025-06-02,05:22,06:08,46,Available,COA synthetic availability
COA000722,C00078,2025-06-04,16:28,18:20,112,Available,COA synthetic availability
COA000723,C00030,2025-06-30,00:13,00:49,36,Available,COA synthetic availability
COA000724,C00001,2025-06-04,13:05,15:57,172,Available,COA synthetic availability
COA000725,C00084,2025-06-05,02:05,02:48,43,Available,COA synthetic availability
COA000726,C00054,2025-06-19,09:49,11:27,98,Available,COA synthetic availability
COA000727,C00098,2025-06-29,00:26,01:58,92,Available,COA synthetic availability
COA000728,C00039,2025-06-05,06:33,08:58,145,Available,COA synthetic availability
COA000729,C00098,2025-06-02,12:28,12:58,30,Available,COA synthetic availability
