block_window_id,block_date,corridor_id,window_start,window_end,available_duration_min,task_id,asset_id,task_duration_min,predicted_priority,request_priority,severity,safety_risk,maintenance_type
COA000858,2025-06-02,C00016,02:11,03:31,80,TMS004318,AST003507,63,48.296142578125,Low,Low,2,Preventive
COA001020,2025-06-09,C00001,07:21,09:30,129,TMS004152,AST000189,66,48.23752975463867,Low,Low,2,Inspection
COA000076,2025-06-18,C00060,18:11,19:36,85,TMS002164,AST000486,68,48.16926956176758,Low,Low,2,Preventive
COA000718,2025-06-28,C00008,10:12,11:32,80,TMS002857,AST002984,49,48.16788101196289,High,High,3,Inspection
COA000102,2025-06-22,C00040,16:37,18:41,124,TMS000242,AST001537,104,48.13828659057617,Low,Low,2,Preventive
COA001442,2025-06-13,C00069,16:31,18:12,101,TMS004057,AST003998,92,48.11680221557617,High,High,4,Corrective
COA000275,2025-06-10,C00013,18:46,21:40,174,TMS000574,AST000917,130,47.91828918457031,Medium,Medium,3,Preventive
COA001433,2025-06-13,C00024,05:17,07:39,142,TMS004222,AST004972,111,47.899967193603516,Low,Low,2,Inspection
COA000508,2025-06-06,C00037,11:49,14:16,147,TMS000376,AST003204,56,47.81586837768555,Low,Low,3,Preventive
COA001313,2025-06-30,C00070,02:42,05:36,174,SMMS001054,AST007788,155,47.76284408569336,Medium,Medium,4,Inspection
COA000136,2025-06-02,C00023,10:04,11:50,106,TMS003050,AST004790,105,47.60640335083008,Medium,Medium,3,Preventive
COA000218,2025-06-06,C00030,06:33,08:50,137,TMS001393,AST003583,122,47.58542251586914,High,High,2,Corrective
COA000848,2025-06-18,C00100,00:01,01:54,113,TMS000430,AST002929,65,47.35833740234375,Low,Low,2,Preventive
COA001253,2025-06-26,C00014,06:02,08:54,172,TMS001301,AST000015,111,47.307090759277344,Medium,Medium,2,Preventive
COA000536,2025-06-30,C00062,14:55,17:48,173,TMS005757,AST000733,56,47.25896072387695,Medium,Medium,2,Inspection
COA001132,2025-06-29,C00059,03:03,05:43,160,TMS002808,AST000789,148,47.21780776977539,Low,Low,2,Preventive
COA000222,2025-06-16,C00065,15:27,16:33,66,TMS004470,AST002483,61,47.1363410949707,Low,Low,2,Preventive
COA000491,2025-06-26,C00012,19:19,20:39,80,TMS003009,AST000926,66,47.0804557800293,Low,Low,2,Preventive
COA000927,2025-06-16,C00044,03:04,05:24,140,TMS001148,AST003224,70,47.0586051940918,High,High,4,Corrective
COA001303,2025-06-05,C00090,15:32,17:32,120,TMS004087,AST004015,118,47.0257682800293,Medium,Medium,2,Preventive
COA001319,2025-06-02,C00050,18:07,19:46,99,SMMS000413,AST007596,73,46.973453521728516,Medium,Medium,4,Corrective
COA000964,2025-06-12,C00013,17:00,18:46,106,TMS004993,AST004494,105,46.800514221191406,Medium,Medium,4,Preventive
COA000750,2025-06-12,C00005,10:29,13:29,180,TMS002503,AST004744,175,46.72358322143555,Low,Low,2,Preventive
COA000878,2025-06-20,C00025,10:42,12:11,89,TMS004102,AST004512,35,46.704532623291016,Medium,Medium,3,Preventive
COA001375,2025-06-08,C00064,08:47,11:28,161,TMS005551,AST001866,98,46.63993835449219,Medium,Medium,4,Preventive
COA000059,2025-06-23,C00089,02:14,04:59,165,TMS002455,AST004975,113,46.5134391784668,Medium,Medium,3,Preventive
COA000536,2025-06-30,C00062,14:55,17:48,173,TMS003041,AST004608,69,46.48185348510742,Medium,Medium,3,Preventive
COA001200,2025-06-13,C00030,18:26,21:15,169,TMS001098,AST004883,58,46.35978698730469,Low,Low,2,Preventive
COA001432,2025-06-12,C00046,16:44,19:10,146,TMS005875,AST002064,145,45.970069885253906,High,High,3,Corrective
COA000343,2025-06-25,C00029,06:45,08:17,92,TMS001811,AST005016,84,45.822113037109375,High,High,3,Preventive
COA001279,2025-06-15,C00058,17:53,20:13,140,SMMS000096,AST007262,109,45.552852630615234,Medium,Medium,3,Preventive
COA000236,2025-06-19,C00070,03:48,04:51,63,TMS004764,AST000755,61,45.47441864013672,Low,Low,2,Preventive
COA000078,2025-06-20,C00026,13:59,16:26,147,TMS002498,AST004708,114,45.20464324951172,Medium,Medium,3,Preventive
COA000942,2025-06-21,C00028,12:30,14:11,101,TMS003510,AST004718,85,45.12865447998047,High,High,3,Corrective
COA000503,2025-06-30,C00085,10:18,11:25,67,TMS003865,AST003445,63,44.965476989746094,Medium,Medium,2,Preventive
COA001291,2025-06-13,C00093,12:48,14:22,94,TMS000141,AST001048,74,44.86659240722656,High,High,2,Corrective
COA000444,2025-06-06,C00080,00:57,03:50,173,TMS000427,AST002409,161,44.83461380004883,High,High,3,Corrective
COA000631,2025-06-30,C00056,00:03,01:30,87,SMMS000977,AST006800,52,44.819732666015625,Low,Low,2,Corrective
COA000405,2025-06-29,C00043,07:32,10:24,172,TMS000632,AST003399,127,44.80398941040039,Low,Low,3,Preventive
COA001429,2025-06-05,C00046,05:27,07:01,94,TMS001354,AST003520,89,44.75938415527344,High,High,3,Corrective
COA000744,2025-06-27,C00008,12:37,14:48,131,TMS005052,AST005049,69,44.57746505737305,Medium,Medium,3,Inspection
COA000505,2025-06-16,C00028,11:05,13:53,168,TMS004386,AST001905,123,44.482051849365234,Low,Low,1,Preventive
COA000192,2025-06-01,C00024,00:31,02:14,103,TMS000955,AST005250,101,44.24654006958008,High,High,3,Corrective
COA000630,2025-06-23,C00012,02:28,05:04,156,SMMS001157,AST007859,118,44.244239807128906,Medium,Medium,4,Preventive
COA000806,2025-06-12,C00048,16:30,18:34,124,TMS005340,AST000554,120,44.238014221191406,Medium,Medium,2,Preventive
COA001459,2025-06-06,C00033,14:16,16:32,136,SMMS000710,AST007794,109,43.806827545166016,Medium,Medium,3,Corrective
COA000780,2025-06-17,C00059,14:49,17:10,141,TMS005432,AST004549,98,43.70830154418945,High,High,3,Corrective
COA001195,2025-06-06,C00074,07:28,09:57,149,TMS004453,AST000360,101,43.581321716308594,High,High,3,Corrective
COA001007,2025-06-15,C00071,02:07,03:36,89,SMMS000836,AST007651,71,43.390254974365234,Medium,Medium,3,Corrective
COA000481,2025-06-14,C00081,18:55,21:14,139,TMS002896,AST003676,69,43.32364273071289,Medium,Medium,3,Inspection
COA000751,2025-06-16,C00072,05:32,07:34,122,TMS005058,AST000096,86,43.18433380126953,Low,Low,2,Preventive
COA001361,2025-06-21,C00083,05:44,08:09,145,TMS004273,AST003077,108,43.16565704345703,Medium,Medium,3,Preventive
COA001259,2025-06-09,C00077,05:05,06:36,91,TMS001524,AST001009,66,43.06232452392578,Low,Low,1,Inspection
COA000799,2025-06-25,C00050,00:43,02:55,132,TMS004383,AST004792,115,42.9339599609375,Medium,Medium,4,Preventive
COA000847,2025-06-24,C00085,19:58,21:36,98,TMS001673,AST003850,65,42.836669921875,Medium,Medium,2,Inspection
COA001446,2025-06-25,C00032,16:26,18:56,150,TMS002032,AST001182,138,42.81540298461914,Medium,Medium,3,Preventive
COA001051,2025-06-04,C00088,08:39,10:30,111,TMS004942,AST004284,87,42.629058837890625,Low,Low,2,Preventive
COA001131,2025-06-10,C00045,03:30,05:06,96,TMS002510,AST003977,72,42.60279083251953,Medium,Medium,3,Preventive
COA000422,2025-06-24,C00095,00:46,03:40,174,SMMS000005,AST005948,108,42.35475158691406,Medium,Medium,2,Corrective
COA001344,2025-06-20,C00019,11:39,13:17,98,SMMS000980,AST006978,94,42.346336364746094,Medium,Medium,2,Corrective
COA000909,2025-06-13,C00011,09:02,11:21,139,TMS000658,AST003570,95,42.156211853027344,Medium,Medium,3,Preventive
COA001426,2025-06-02,C00081,15:53,18:04,131,TMS005748,AST002967,86,42.15011215209961,High,High,3,Corrective
COA000027,2025-06-18,C00043,00:03,02:35,152,TMS001228,AST004592,142,41.95737838745117,Medium,Medium,1,Preventive
COA000185,2025-06-14,C00003,13:27,14:53,86,TMS000245,AST000951,73,41.93967819213867,Low,Low,3,Preventive
COA000066,2025-06-03,C00001,18:04,19:35,91,TMS002555,AST000013,86,41.69219970703125,Medium,Medium,2,Preventive
COA001215,2025-06-13,C00095,02:20,04:06,106,TMS005540,AST004330,75,41.66294479370117,Medium,Medium,2,Preventive
COA001214,2025-06-29,C00015,16:29,18:06,97,SMMS001367,AST007299,87,41.61353302001953,Medium,Medium,3,Preventive
COA001257,2025-06-27,C00070,11:18,13:03,105,TMS002575,AST002931,64,41.60984802246094,Medium,Medium,3,Preventive
COA000020,2025-06-18,C00057,04:00,06:56,176,TMS004886,AST000325,54,41.46383285522461,High,High,3,Inspection
COA001302,2025-06-14,C00016,05:10,07:57,167,TMS000224,AST001854,160,41.191001892089844,Low,Low,3,Preventive
COA000062,2025-06-13,C00088,06:21,08:45,144,TMS002502,AST002149,31,41.05518341064453,Low,Low,1,Preventive
COA000584,2025-06-13,C00047,05:40,08:25,165,TMS000687,AST004247,165,40.92325210571289,Low,Low,3,Preventive
COA000031,2025-06-10,C00065,09:06,11:14,128,TMS004529,AST004933,114,40.761417388916016,Low,Low,1,Preventive
COA000313,2025-06-06,C00097,09:52,12:46,174,TMS003079,AST000792,60,40.7564582824707,Medium,Medium,2,Preventive
COA001210,2025-06-05,C00041,16:12,17:47,95,TMS000074,AST001213,85,40.71774673461914,Medium,Medium,1,Preventive
COA000879,2025-06-01,C00067,04:19,04:54,35,SMMS001519,AST007268,32,40.69464111328125,Medium,Medium,3,Corrective
COA000738,2025-06-26,C00097,07:38,09:59,141,TMS003451,AST004442,119,40.6878662109375,Low,Low,1,Preventive
COA000341,2025-06-03,C00052,10:46,12:09,83,TMS002383,AST005270,32,40.626731872558594,Medium,Medium,3,Inspection
COA000577,2025-06-25,C00016,05:04,07:44,160,TMS005790,AST003507,117,40.58940887451172,Medium,Medium,3,Preventive
COA001201,2025-06-24,C00023,09:24,11:46,142,TMS002684,AST002933,97,40.5394287109375,Low,Low,1,Preventive
COA001030,2025-06-02,C00020,16:24,18:04,100,TMS000282,AST001723,71,40.487388610839844,Medium,Medium,3,Inspection
COA000229,2025-06-11,C00002,08:40,11:07,147,TMS003650,AST004620,77,40.4484977722168,High,High,3,Inspection
COA000277,2025-06-15,C00010,01:51,03:59,128,TMS004352,AST001277,90,40.427886962890625,Medium,Medium,3,Preventive
COA001169,2025-06-22,C00020,07:44,10:30,166,TMS003564,AST002459,120,40.37401580810547,Medium,Medium,3,Preventive
COA001323,2025-06-10,C00020,12:21,15:12,171,TMS003241,AST002141,137,40.13140869140625,Low,Low,2,Preventive
COA000058,2025-06-13,C00081,11:31,12:42,71,TMS005581,AST002763,60,40.09794235229492,Medium,Medium,2,Preventive
COA000179,2025-06-27,C00082,10:59,13:44,165,TMS005380,AST003951,93,40.01371383666992,Medium,Medium,2,Preventive
COA000715,2025-06-17,C00053,11:17,13:15,118,TMS002160,AST004423,91,39.996795654296875,Medium,Medium,2,Preventive
COA000981,2025-06-11,C00084,13:24,16:16,172,SMMS000905,AST008578,160,39.716976165771484,Medium,Medium,4,Preventive
COA001016,2025-06-17,C00064,19:13,21:35,142,TMS003175,AST003098,40,39.68883514404297,Medium,Medium,3,Inspection
COA001333,2025-06-15,C00026,18:43,20:48,125,TMS003310,AST003798,94,39.68210983276367,Medium,Medium,3,Preventive
COA000967,2025-06-29,C00008,02:07,04:03,116,SMMS001019,AST007076,110,39.51984405517578,Low,Low,1,Preventive
COA001206,2025-06-20,C00057,18:32,20:57,145,TMS005235,AST002377,123,39.46617126464844,High,High,3,Preventive
COA001070,2025-06-23,C00031,14:54,17:33,159,TMS004109,AST000745,155,39.33103561401367,Medium,Medium,2,Preventive
COA000753,2025-06-09,C00009,15:09,16:52,103,TMS002974,AST001830,41,39.284523010253906,Medium,Medium,3,Inspection
COA000467,2025-06-28,C00097,17:18,20:12,174,SMMS000769,AST008611,96,39.23550796508789,Low,Low,3,Inspection
COA000845,2025-06-11,C00083,18:31,20:53,142,TMS004683,AST005240,55,39.221702575683594,Low,Low,2,Preventive
COA001039,2025-06-10,C00076,00:13,01:45,92,SMMS000304,AST006119,45,39.20704650878906,Medium,Medium,3,Preventive
COA000080,2025-06-05,C00066,18:44,21:21,157,TMS004151,AST004910,99,39.167232513427734,Low,Low,1,Inspection
COA001422,2025-06-14,C00095,04:12,07:05,173,TMS001954,AST003447,171,39.153751373291016,Low,Low,3,Preventive
COA001315,2025-06-19,C00053,11:58,14:11,133,SMMS000471,AST008560,126,39.11195373535156,Medium,Medium,3,Corrective
COA001001,2025-06-16,C00041,05:20,06:52,92,TMS004718,AST000954,65,39.081180572509766,Medium,Medium,3,Preventive
COA000591,2025-06-04,C00008,02:03,03:55,112,TMS002460,AST005085,55,38.94441223144531,Medium,Medium,2,Preventive
COA000412,2025-06-16,C00025,05:24,07:44,140,TMS003736,AST002215,129,38.92150115966797,Low,Low,2,Preventive
COA000253,2025-06-06,C00063,09:43,11:49,126,TMS004790,AST001800,72,38.76649856567383,Medium,Medium,3,Preventive
COA000883,2025-06-07,C00039,00:16,03:10,174,TMS002014,AST003495,164,38.71427536010742,Medium,Medium,2,Preventive
COA000140,2025-06-05,C00048,08:38,11:14,156,TMS003111,AST000894,110,38.55626678466797,Medium,Medium,3,Preventive
COA001458,2025-06-28,C00059,18:58,21:49,171,SMMS000094,AST007835,95,38.468955993652344,Low,Low,1,Corrective
COA000665,2025-06-11,C00010,05:43,07:42,119,SMMS000743,AST008393,70,38.39919662475586,Medium,Medium,2,Corrective
COA000429,2025-06-17,C00093,00:22,02:33,131,SMMS000467,AST007861,97,38.328102111816406,Low,Low,2,Inspection
COA001166,2025-06-08,C00061,14:41,17:38,177,TMS004614,AST001864,113,38.30915832519531,Low,Low,1,Preventive
COA000655,2025-06-26,C00008,04:43,07:36,173,TMS003289,AST000208,155,38.239173889160156,Medium,Medium,2,Preventive
COA001455,2025-06-09,C00003,16:55,19:22,147,TMS003166,AST000781,92,38.04336929321289,Medium,Medium,3,Preventive
COA000623,2025-06-21,C00082,16:05,17:39,94,TMS001204,AST001111,49,37.83534622192383,Low,Low,2,Preventive
COA000038,2025-06-01,C00075,14:03,15:01,58,TMS003146,AST004977,46,37.79122543334961,High,High,3,Inspection
COA001192,2025-06-01,C00006,00:40,02:02,82,TMS000098,AST003042,34,37.731422424316406,Low,Low,2,Inspection
COA000642,2025-06-11,C00086,08:49,09:36,47,TMS005796,AST001901,44,37.70026779174805,Medium,Medium,3,Preventive
COA001111,2025-06-08,C00023,08:39,11:24,165,TMS002537,AST000202,62,37.67305374145508,Medium,Medium,3,Preventive
COA001154,2025-06-20,C00091,16:05,18:20,135,SMMS000253,AST006938,96,37.6666259765625,Medium,Medium,2,Corrective
COA000043,2025-06-30,C00058,17:45,19:21,96,TMS002549,AST002998,42,37.659584045410156,Low,Low,1,Preventive
COA000890,2025-06-07,C00005,10:46,13:33,167,SMMS000945,AST008083,96,37.382198333740234,Medium,Medium,3,Corrective
COA000651,2025-06-17,C00054,17:50,20:49,179,TMS003780,AST004079,144,37.316837310791016,Medium,Medium,3,Preventive
COA000648,2025-06-15,C00086,09:01,10:32,91,TMS001376,AST001467,87,37.110191345214844,Medium,Medium,3,Preventive
COA000465,2025-06-12,C00025,14:35,16:26,111,TMS005784,AST003643,63,36.89158630371094,Low,Low,2,Preventive
COA000566,2025-06-04,C00047,06:17,07:27,70,SMMS001034,AST006124,57,36.77566909790039,Medium,Medium,3,Corrective
COA000558,2025-06-29,C00046,19:03,21:50,167,TMS002968,AST000345,45,36.749366760253906,Medium,Medium,3,Preventive
COA001100,2025-06-28,C00055,03:12,04:25,73,TMS000423,AST003516,49,36.672454833984375,Medium,Medium,2,Inspection
COA000270,2025-06-14,C00056,12:58,15:57,179,TMS001528,AST002590,156,36.63232421875,Low,Low,1,Preventive
COA000250,2025-06-21,C00065,11:25,14:18,173,TMS003690,AST003440,99,36.62614822387695,Medium,Medium,2,Inspection
COA001092,2025-06-24,C00022,00:06,02:48,162,SMMS000475,AST007044,123,36.614620208740234,Medium,Medium,3,Preventive
COA000873,2025-06-20,C00027,04:58,07:45,167,TMS005116,AST001997,142,36.49404525756836,Medium,Medium,2,Preventive
COA000763,2025-06-20,C00034,17:22,18:01,39,TMS004296,AST000970,35,36.452510833740234,Medium,Medium,2,Preventive
COA001200,2025-06-13,C00030,18:26,21:15,169,TMS005274,AST003924,77,36.41861343383789,Medium,Medium,2,Preventive
COA000466,2025-06-11,C00066,00:30,01:49,79,TMS003097,AST001788,46,36.407814025878906,Medium,Medium,3,Inspection
COA000596,2025-06-22,C00002,09:06,10:56,110,TMS000797,AST004551,96,36.27513122558594,Medium,Medium,3,Inspection
COA000899,2025-06-18,C00014,04:29,06:53,144,TMS003624,AST000880,124,36.260948181152344,Low,Low,3,Preventive
COA000306,2025-06-28,C00031,10:00,11:59,119,TMS000566,AST004848,31,36.257686614990234,Medium,Medium,3,Inspection
COA001386,2025-06-16,C00048,17:07,18:39,92,SMMS000935,AST007669,50,36.23756790161133,Medium,Medium,3,Preventive
COA001280,2025-06-13,C00023,06:46,09:45,179,SMMS001215,AST005374,52,36.22148895263672,Medium,Medium,2,Preventive
COA001114,2025-06-28,C00066,13:05,15:45,160,TMS005724,AST000244,156,36.2177848815918,Medium,Medium,3,Preventive
COA000332,2025-06-10,C00051,15:47,18:36,169,SMMS000343,AST008000,87,36.18301773071289,Medium,Medium,2,Corrective
COA000590,2025-06-20,C00023,08:23,11:15,172,TMS001958,AST003323,164,36.178646087646484,Low,Low,2,Preventive
COA000196,2025-06-13,C00003,11:18,13:19,121,SMMS000746,AST005708,86,36.151458740234375,Medium,Medium,2,Preventive
COA001146,2025-06-14,C00066,06:01,08:54,173,SMMS000088,AST007053,137,35.9764289855957,Medium,Medium,3,Corrective
COA000394,2025-06-28,C00009,12:52,15:10,138,SMMS001638,AST006738,79,35.9761848449707,Low,Low,3,Preventive
COA000884,2025-06-05,C00022,14:35,17:31,176,TMS003616,AST002999,137,35.968570709228516,High,High,3,Corrective
COA000327,2025-06-28,C00026,06:16,07:39,83,TMS002124,AST005233,71,35.898990631103516,Medium,Medium,2,Preventive
COA000707,2025-06-28,C00099,08:50,11:28,158,SMMS001224,AST005981,108,35.883113861083984,Medium,Medium,2,Corrective
COA000177,2025-06-28,C00040,09:31,12:08,157,TMS000934,AST000602,45,35.81829071044922,Medium,Medium,2,Preventive
COA001066,2025-06-29,C00058,17:47,19:55,128,TMS004735,AST003370,63,35.798892974853516,Low,Low,1,Preventive
COA000013,2025-06-24,C00068,05:15,06:11,56,SMMS000546,AST006858,54,35.785240173339844,Low,Low,2,Preventive
COA000175,2025-06-14,C00039,06:06,08:49,163,TMS000319,AST004348,104,35.69047164916992,Medium,Medium,2,Preventive
COA000207,2025-06-29,C00015,10:20,13:01,161,SMMS001484,AST008259,134,35.54290008544922,Low,Low,2,Inspection
COA001500,2025-06-12,C00046,11:50,14:13,143,SMMS000888,AST005641,75,35.489952087402344,Low,Low,2,Corrective
COA000292,2025-06-16,C00060,17:25,19:50,145,TMS002975,AST000647,126,35.433143615722656,Medium,Medium,2,Preventive
COA001284,2025-06-02,C00054,09:28,11:53,145,TMS004108,AST004472,96,35.40476989746094,Medium,Medium,2,Inspection
COA001360,2025-06-17,C00081,03:31,06:26,175,SMMS000097,AST006532,156,35.40105438232422,Medium,Medium,2,Preventive
COA001249,2025-06-12,C00083,00:16,03:04,168,SMMS000911,AST008007,72,35.14705276489258,Low,Low,3,Inspection
COA001073,2025-06-14,C00002,06:52,09:07,135,SMMS000255,AST007001,104,35.092552185058594,Medium,Medium,3,Preventive
COA000188,2025-06-24,C00071,07:13,09:52,159,SMMS001065,AST007651,125,34.85811996459961,Medium,Medium,3,Preventive
COA000600,2025-06-25,C00030,05:27,08:04,157,SMMS000337,AST007134,152,34.83108901977539,Low,Low,2,Corrective
COA001221,2025-06-20,C00098,09:00,11:42,162,TMS004417,AST000685,145,34.83062744140625,Medium,Medium,2,Preventive
COA000795,2025-06-20,C00016,18:41,21:17,156,TMS004960,AST002612,61,34.814388275146484,Medium,Medium,1,Preventive
COA001028,2025-06-03,C00049,14:08,16:10,122,TMS005605,AST003095,75,34.76579666137695,Medium,Medium,2,Preventive
COA000897,2025-06-16,C00031,00:38,03:34,176,TMS001224,AST000342,156,34.760005950927734,Medium,Medium,2,Preventive
COA001471,2025-06-27,C00094,05:05,06:32,87,TMS000862,AST004121,38,34.734703063964844,Medium,Medium,2,Preventive
COA001247,2025-06-09,C00094,16:28,18:12,104,TMS001979,AST000679,42,34.70283126831055,Medium,Medium,2,Preventive
COA001320,2025-06-18,C00071,12:16,14:28,132,SMMS001026,AST006663,64,34.61379623413086,Low,Low,2,Inspection
COA001308,2025-06-17,C00090,03:18,05:10,112,TMS005221,AST000219,112,34.61258316040039,Low,Low,2,Preventive
COA000460,2025-06-04,C00054,07:49,09:30,101,SMMS001076,AST008375,41,34.594215393066406,High,High,2,Corrective
COA000310,2025-06-09,C00094,14:22,17:21,179,TMS003914,AST002734,132,34.51018524169922,Medium,Medium,2,Preventive
COA000015,2025-06-09,C00031,18:04,21:02,178,TMS000532,AST005157,61,34.429691314697266,Low,Low,2,Preventive
COA000040,2025-06-22,C00018,05:19,07:33,134,SMMS001234,AST007916,121,34.37557601928711,Medium,Medium,2,Corrective
COA000235,2025-06-22,C00015,18:11,21:04,173,TMS002589,AST004311,87,34.30342483520508,Low,Low,2,Preventive
COA000866,2025-06-07,C00035,02:45,05:32,167,SMMS000738,AST006982,89,34.194984436035156,Low,Low,2,Corrective
COA000094,2025-06-12,C00039,00:42,03:32,170,SMMS000108,AST005476,51,34.1209831237793,Low,Low,2,Preventive
COA000958,2025-06-02,C00052,03:38,05:21,103,SMMS000595,AST006163,93,34.05045700073242,Low,Low,1,Corrective
COA000977,2025-06-28,C00026,17:19,19:08,109,SMMS001307,AST007328,86,33.91067886352539,Low,Low,2,Preventive
COA000635,2025-06-02,C00035,15:11,17:37,146,TMS001627,AST001555,113,33.792537689208984,Low,Low,1,Inspection
COA000458,2025-06-20,C00058,02:48,04:54,126,TMS000382,AST003995,40,33.66064453125,Low,Low,2,Preventive
COA000731,2025-06-19,C00071,09:29,10:51,82,TMS001435,AST002453,30,33.518157958984375,Low,Low,1,Preventive
COA001246,2025-06-12,C00057,19:52,22:43,171,TMS004731,AST001929,122,33.408565521240234,Low,Low,2,Inspection
COA000309,2025-06-24,C00014,16:20,17:44,84,TMS001644,AST000378,74,33.35560607910156,Medium,Medium,2,Preventive
COA001230,2025-06-20,C00012,04:44,07:23,159,TMS003702,AST000743,117,33.21297836303711,Medium,Medium,3,Preventive
COA000919,2025-06-08,C00016,02:00,03:12,72,TMS001462,AST003430,46,33.13600158691406,Low,Low,2,Inspection
COA000599,2025-06-07,C00030,11:41,14:22,161,SMMS001479,AST006646,120,33.009239196777344,Low,Low,2,Corrective
COA001304,2025-06-22,C00073,15:27,18:26,179,TMS001448,AST003177,131,32.97340774536133,Medium,Medium,2,Preventive
COA000354,2025-06-07,C00003,09:38,12:01,143,SMMS000974,AST008125,113,32.87678146362305,Medium,Medium,2,Corrective
COA001191,2025-06-05,C00030,19:49,21:39,110,TMS002659,AST003362,95,32.85316848754883,Medium,Medium,2,Preventive
COA000338,2025-06-25,C00005,15:56,16:54,58,TMS000413,AST001400,49,32.843353271484375,Medium,Medium,2,Preventive
COA000028,2025-06-01,C00007,11:09,13:42,153,TMS002618,AST001069,124,32.76945114135742,Medium,Medium,2,Preventive
COA001043,2025-06-25,C00049,00:20,03:03,163,TMS000275,AST001732,34,32.53102493286133,Medium,Medium,2,Preventive
COA000120,2025-06-21,C00084,06:55,07:59,64,TMS000411,AST000235,49,32.527828216552734,Medium,Medium,1,Preventive
COA000471,2025-06-18,C00025,13:39,15:27,108,TMS002750,AST001949,103,32.420658111572266,Low,Low,2,Preventive
COA000739,2025-06-09,C00080,00:48,02:57,129,TMS000942,AST002018,125,32.2530403137207,Medium,Medium,2,Preventive
COA001406,2025-06-15,C00026,06:27,09:15,168,SMMS001535,AST005535,115,32.211544036865234,Low,Low,1,Corrective
COA000144,2025-06-01,C00051,06:55,09:47,172,TMS001158,AST005224,110,32.08220672607422,Medium,Medium,1,Preventive
COA000017,2025-06-28,C00011,09:59,12:28,149,TMS002949,AST000772,146,32.01193618774414,Medium,Medium,1,Preventive
COA000195,2025-06-19,C00039,16:58,19:19,141,TMS004945,AST001166,131,31.906179428100586,Low,Low,1,Preventive
COA001454,2025-06-05,C00024,05:27,07:07,100,TMS004692,AST002992,53,31.881576538085938,Medium,Medium,2,Preventive
COA000759,2025-06-29,C00064,12:55,14:34,99,SMMS000021,AST006793,97,31.838863372802734,Low,Low,2,Preventive
COA000069,2025-06-09,C00056,09:19,11:36,137,SMMS000639,AST005969,123,31.6851863861084,Medium,Medium,2,Preventive
COA001489,2025-06-25,C00090,10:46,12:02,76,TMS002830,AST004532,49,31.555673599243164,Low,Low,2,Inspection
COA000326,2025-06-22,C00001,08:25,11:16,171,TMS001744,AST003986,127,31.41425895690918,Low,Low,2,Preventive
COA000748,2025-06-20,C00003,13:53,15:49,116,TMS001767,AST000781,108,31.402816772460938,Low,Low,2,Preventive
COA000009,2025-06-28,C00042,16:31,17:14,43,SMMS001534,AST007856,34,31.208309173583984,Medium,Medium,2,Preventive
COA000090,2025-06-15,C00065,11:07,13:28,141,TMS003739,AST003458,128,31.163843154907227,Low,Low,2,Preventive
COA000291,2025-06-12,C00023,05:56,07:20,84,TMS002031,AST000997,34,31.043508529663086,Medium,Medium,1,Inspection
COA000542,2025-06-04,C00039,19:42,22:05,143,TMS002788,AST000874,63,30.932390213012695,Medium,Medium,2,Inspection
COA000786,2025-06-24,C00053,02:28,03:54,86,SMMS000638,AST005487,61,30.894367218017578,Low,Low,2,Preventive
COA001077,2025-06-04,C00058,10:06,12:00,114,TMS000534,AST002957,112,30.802143096923828,Low,Low,2,Preventive
COA000012,2025-06-10,C00096,13:23,15:26,123,TMS004403,AST004680,64,30.730571746826172,Low,Low,2,Inspection
COA000234,2025-06-29,C00087,02:59,05:57,178,TMS005153,AST000046,121,30.705110549926758,Medium,Medium,1,Preventive
COA000254,2025-06-07,C00094,15:36,18:19,163,TMS002401,AST001852,119,30.68692970275879,Medium,Medium,2,Preventive
COA000626,2025-06-20,C00088,10:43,13:01,138,SMMS001233,AST006801,74,30.57219886779785,Low,Low,2,Preventive
COA001272,2025-06-15,C00055,08:43,11:36,173,TMS005734,AST005056,90,30.558792114257812,Low,Low,2,Preventive
COA000129,2025-06-15,C00058,04:08,05:41,93,TMS003688,AST004085,37,30.52291488647461,Low,Low,2,Preventive
COA001439,2025-06-06,C00026,13:51,14:49,58,TMS004824,AST004217,39,30.417335510253906,Low,Low,2,Inspection
COA001234,2025-06-20,C00003,16:58,19:17,139,TMS002777,AST001405,108,30.34547233581543,Low,Low,2,Inspection
COA000530,2025-06-19,C00050,03:16,04:59,103,TMS000103,AST004028,47,30.329280853271484,Low,Low,2,Preventive
COA000173,2025-06-23,C00032,08:07,09:50,103,TMS005969,AST002208,47,30.236675262451172,Low,Low,2,Preventive
COA000698,2025-06-19,C00035,19:20,22:18,178,SMMS001676,AST007562,163,30.169498443603516,Low,Low,2,Corrective
COA000427,2025-06-07,C00098,11:14,13:36,142,TMS004779,AST005165,95,30.14762306213379,Low,Low,2,Preventive
COA000609,2025-06-27,C00064,13:11,14:52,101,SMMS001668,AST007601,76,30.147443771362305,Low,Low,2,Corrective
COA001404,2025-06-07,C00025,02:14,03:32,78,TMS002058,AST002507,72,30.135183334350586,Low,Low,2,Preventive
COA001106,2025-06-13,C00018,13:01,15:34,153,TMS001920,AST001816,95,30.096248626708984,Medium,Medium,2,Preventive
COA000564,2025-06-18,C00014,11:32,12:54,82,TMS004020,AST000287,77,30.091768264770508,Medium,Medium,2,Preventive
