block_window_id,block_date,corridor_id,window_start,window_end,available_duration_min,tasks_scheduled,total_task_duration,average_priority,maximum_priority,utilization_pct
COA000734,2025-06-08,C00014,05:48,08:38,170,2,109,42.013328552246094,54.423580169677734,64.11764705882354
COA000737,2025-06-05,C00038,15:15,18:03,168,1,125,55.59790802001953,55.59790802001953,74.40476190476191
COA000738,2025-06-26,C00097,07:38,09:59,141,1,119,40.6878662109375,40.6878662109375,84.39716312056737
COA000739,2025-06-09,C00080,00:48,02:57,129,1,125,32.2530403137207,32.2530403137207,96.89922480620154
COA000744,2025-06-27,C00008,12:37,14:48,131,1,69,44.57746505737305,44.57746505737305,52.67175572519084
COA000746,2025-06-03,C00003,07:52,10:23,151,1,40,29.25566864013672,29.25566864013672,26.490066225165563
COA000748,2025-06-20,C00003,13:53,15:49,116,1,108,31.402816772460938,31.402816772460938,93.10344827586206
COA000750,2025-06-12,C00005,10:29,13:29,180,1,175,46.72358322143555,46.72358322143555,97.22222222222221
COA000751,2025-06-16,C00072,05:32,07:34,122,1,86,43.18433380126953,43.18433380126953,70.49180327868852
COA000752,2025-06-24,C00001,05:38,08:07,149,1,111,51.093788146972656,51.093788146972656,74.49664429530202
COA000753,2025-06-09,C00009,15:09,16:52,103,2,96,44.522695541381836,49.760868072509766,93.20388349514563
COA000759,2025-06-29,C00064,12:55,14:34,99,1,97,31.838863372802734,31.838863372802734,97.97979797979798
COA000763,2025-06-20,C00034,17:22,18:01,39,1,35,36.452510833740234,36.452510833740234,89.74358974358975
COA000764,2025-06-19,C00004,08:12,11:08,176,1,149,50.48440170288086,50.48440170288086,84.6590909090909
COA000765,2025-06-24,C00035,07:33,10:18,165,1,135,57.095848083496094,57.095848083496094,81.81818181818183
COA000770,2025-06-12,C00008,01:11,02:38,87,1,36,20.422527313232422,20.422527313232422,41.37931034482759
COA000780,2025-06-17,C00059,14:49,17:10,141,1,98,43.70830154418945,43.70830154418945,69.50354609929079
COA000784,2025-06-22,C00047,15:40,17:45,125,1,124,68.79742431640625,68.79742431640625,99.2
COA000786,2025-06-24,C00053,02:28,03:54,86,1,61,30.894367218017578,30.894367218017578,70.93023255813954
COA000788,2025-06-09,C00042,10:27,12:41,134,1,73,27.895862579345703,27.895862579345703,54.47761194029851
COA000789,2025-06-02,C00053,09:18,11:55,157,1,105,61.18579864501953,61.18579864501953,66.87898089171973
COA000791,2025-06-17,C00070,19:07,21:59,172,1,50,59.691192626953125,59.691192626953125,29.069767441860467
COA000795,2025-06-20,C00016,18:41,21:17,156,1,61,34.814388275146484,34.814388275146484,39.1025641025641
COA000796,2025-06-15,C00046,05:59,08:28,149,1,119,54.495582580566406,54.495582580566406,79.86577181208054
COA000797,2025-06-13,C00012,19:54,21:51,117,1,62,81.59739685058594,81.59739685058594,52.991452991452995
COA000799,2025-06-25,C00050,00:43,02:55,132,1,115,42.9339599609375,42.9339599609375,87.12121212121212
COA000806,2025-06-12,C00048,16:30,18:34,124,1,120,44.238014221191406,44.238014221191406,96.7741935483871
COA000808,2025-06-16,C00073,13:53,14:38,45,1,43,55.524269104003906,55.524269104003906,95.55555555555556
COA000823,2025-06-18,C00088,13:22,15:05,103,1,98,56.04319763183594,56.04319763183594,95.14563106796116
COA000826,2025-06-20,C00017,03:06,04:23,77,1,53,74.3526382446289,74.3526382446289,68.83116883116884
COA000838,2025-06-12,C00060,05:30,07:56,146,1,97,51.830345153808594,51.830345153808594,66.43835616438356
COA000843,2025-06-19,C00051,13:13,15:00,107,1,80,49.61964416503906,49.61964416503906,74.76635514018692
COA000844,2025-06-23,C00072,06:37,08:08,91,1,62,27.061153411865234,27.061153411865234,68.13186813186813
COA000845,2025-06-11,C00083,18:31,20:53,142,1,55,39.221702575683594,39.221702575683594,38.732394366197184
COA000847,2025-06-24,C00085,19:58,21:36,98,1,65,42.836669921875,42.836669921875,66.3265306122449
COA000848,2025-06-18,C00100,00:01,01:54,113,1,65,47.35833740234375,47.35833740234375,57.52212389380531
COA000849,2025-06-29,C00033,19:38,20:48,70,1,51,50.64079666137695,50.64079666137695,72.85714285714285
COA000851,2025-06-07,C00094,03:33,04:58,85,1,81,28.972705841064453,28.972705841064453,95.29411764705881
COA000855,2025-06-18,C00092,10:54,12:15,81,1,72,67.16132354736328,67.16132354736328,88.88888888888889
COA000858,2025-06-02,C00016,02:11,03:31,80,1,63,48.296142578125,48.296142578125,78.75
COA000861,2025-06-19,C00038,10:54,12:53,119,1,119,26.94045639038086,26.94045639038086,100.0
COA000866,2025-06-07,C00035,02:45,05:32,167,1,89,34.194984436035156,34.194984436035156,53.293413173652695
COA000873,2025-06-20,C00027,04:58,07:45,167,1,142,36.49404525756836,36.49404525756836,85.02994011976048
COA000875,2025-06-14,C00032,04:30,05:48,78,1,65,59.70527267456055,59.70527267456055,83.33333333333334
COA000878,2025-06-20,C00025,10:42,12:11,89,1,35,46.704532623291016,46.704532623291016,39.325842696629216
COA000879,2025-06-01,C00067,04:19,04:54,35,1,32,40.69464111328125,40.69464111328125,91.42857142857143
COA000882,2025-06-13,C00001,17:15,19:33,138,1,46,72.2404556274414,72.2404556274414,33.33333333333333
COA000883,2025-06-07,C00039,00:16,03:10,174,1,164,38.71427536010742,38.71427536010742,94.25287356321839
COA000884,2025-06-05,C00022,14:35,17:31,176,1,137,35.968570709228516,35.968570709228516,77.8409090909091
COA000885,2025-06-07,C00098,14:03,16:20,137,1,77,63.532981872558594,63.532981872558594,56.20437956204379
COA000888,2025-06-12,C00077,10:07,11:20,73,1,71,54.74857711791992,54.74857711791992,97.26027397260275
COA000890,2025-06-07,C00005,10:46,13:33,167,1,96,37.382198333740234,37.382198333740234,57.48502994011976
COA000895,2025-06-13,C00040,05:22,06:06,44,1,37,51.68353271484375,51.68353271484375,84.0909090909091
COA000897,2025-06-16,C00031,00:38,03:34,176,1,156,34.760005950927734,34.760005950927734,88.63636363636364
COA000898,2025-06-26,C00002,03:16,05:33,137,1,96,50.94520950317383,50.94520950317383,70.07299270072993
COA000899,2025-06-18,C00014,04:29,06:53,144,1,124,36.260948181152344,36.260948181152344,86.11111111111111
COA000901,2025-06-05,C00057,11:28,13:07,99,1,56,59.20908737182617,59.20908737182617,56.56565656565656
COA000904,2025-06-13,C00053,18:34,21:20,166,1,153,70.11677551269531,70.11677551269531,92.16867469879519
COA000908,2025-06-01,C00089,07:48,10:42,174,1,108,60.865718841552734,60.865718841552734,62.06896551724138
COA000909,2025-06-13,C00011,09:02,11:21,139,1,95,42.156211853027344,42.156211853027344,68.34532374100719
COA000911,2025-06-12,C00063,07:09,08:52,103,1,47,29.5369930267334,29.5369930267334,45.63106796116505
COA000913,2025-06-02,C00015,19:21,22:11,170,1,104,81.30418395996094,81.30418395996094,61.1764705882353
COA000919,2025-06-08,C00016,02:00,03:12,72,1,46,33.13600158691406,33.13600158691406,63.888888888888886
COA000922,2025-06-11,C00006,09:30,11:53,143,1,134,53.902748107910156,53.902748107910156,93.7062937062937
COA000927,2025-06-16,C00044,03:04,05:24,140,1,70,47.0586051940918,47.0586051940918,50.0
COA000936,2025-06-29,C00069,13:34,15:41,127,1,122,52.9931640625,52.9931640625,96.06299212598425
COA000938,2025-06-25,C00083,18:33,20:59,146,1,97,52.06298828125,52.06298828125,66.43835616438356
COA000939,2025-06-05,C00041,07:12,09:57,165,1,155,50.37519454956055,50.37519454956055,93.93939393939394
COA000942,2025-06-21,C00028,12:30,14:11,101,1,85,45.12865447998047,45.12865447998047,84.15841584158416
COA000943,2025-06-09,C00022,13:15,15:23,128,1,114,51.77443313598633,51.77443313598633,89.0625
COA000947,2025-06-12,C00023,17:17,20:06,169,1,152,28.565153121948242,28.565153121948242,89.94082840236686
COA000948,2025-06-23,C00003,02:12,04:47,155,1,155,67.15543365478516,67.15543365478516,100.0
COA000955,2025-06-29,C00003,08:02,10:41,159,1,95,64.07014465332031,64.07014465332031,59.74842767295597
COA000957,2025-06-16,C00078,02:17,03:14,57,1,50,70.67496490478516,70.67496490478516,87.71929824561403
COA000958,2025-06-02,C00052,03:38,05:21,103,1,93,34.05045700073242,34.05045700073242,90.29126213592234
COA000959,2025-06-15,C00098,19:21,20:42,81,1,80,60.138607025146484,60.138607025146484,98.76543209876543
COA000964,2025-06-12,C00013,17:00,18:46,106,1,105,46.800514221191406,46.800514221191406,99.05660377358491
COA000967,2025-06-29,C00008,02:07,04:03,116,1,110,39.51984405517578,39.51984405517578,94.82758620689656
COA000973,2025-06-13,C00063,19:21,22:13,172,2,134,64.67115783691406,68.7098388671875,77.90697674418605
COA000975,2025-06-28,C00093,11:45,13:02,77,1,48,82.43401336669922,82.43401336669922,62.33766233766234
COA000977,2025-06-28,C00026,17:19,19:08,109,1,86,33.91067886352539,33.91067886352539,78.89908256880734
COA000981,2025-06-11,C00084,13:24,16:16,172,1,160,39.716976165771484,39.716976165771484,93.02325581395348
COA000990,2025-06-20,C00058,04:07,05:23,76,1,40,60.652252197265625,60.652252197265625,52.63157894736842
COA000991,2025-06-27,C00016,17:18,20:00,162,1,128,68.39848327636719,68.39848327636719,79.01234567901234
COA000993,2025-06-20,C00085,15:02,17:46,164,1,71,64.79852294921875,64.79852294921875,43.292682926829265
COA000997,2025-06-30,C00096,05:47,07:21,94,1,81,50.03873062133789,50.03873062133789,86.17021276595744
COA001000,2025-06-15,C00037,07:22,10:03,161,1,102,63.41973114013672,63.41973114013672,63.35403726708074
COA001001,2025-06-16,C00041,05:20,06:52,92,1,65,39.081180572509766,39.081180572509766,70.65217391304348
COA001002,2025-06-22,C00098,00:07,01:27,80,1,65,72.72721099853516,72.72721099853516,81.25
COA001007,2025-06-15,C00071,02:07,03:36,89,1,71,43.390254974365234,43.390254974365234,79.7752808988764
COA001010,2025-06-14,C00079,00:05,02:39,154,1,64,59.2831916809082,59.2831916809082,41.55844155844156
COA001012,2025-06-03,C00092,02:44,05:14,150,1,133,79.2149887084961,79.2149887084961,88.66666666666667
COA001014,2025-06-30,C00035,15:24,18:23,179,1,108,23.867368698120117,23.867368698120117,60.33519553072626
COA001016,2025-06-17,C00064,19:13,21:35,142,1,40,39.68883514404297,39.68883514404297,28.169014084507044
COA001020,2025-06-09,C00001,07:21,09:30,129,1,66,48.23752975463867,48.23752975463867,51.162790697674424
COA001021,2025-06-13,C00066,00:39,03:30,171,1,143,56.17666244506836,56.17666244506836,83.62573099415205
COA001023,2025-06-06,C00003,00:41,03:17,156,1,135,52.04310989379883,52.04310989379883,86.53846153846155
COA001024,2025-06-02,C00058,04:07,05:39,92,1,53,57.41082000732422,57.41082000732422,57.608695652173914
COA001025,2025-06-14,C00033,16:42,19:22,160,1,86,81.80567169189453,81.80567169189453,53.75
COA001028,2025-06-03,C00049,14:08,16:10,122,1,75,34.76579666137695,34.76579666137695,61.47540983606557
COA001030,2025-06-02,C00020,16:24,18:04,100,1,71,40.487388610839844,40.487388610839844,71.0
COA001032,2025-06-25,C00096,07:20,10:09,169,1,166,28.95178985595703,28.95178985595703,98.22485207100591
COA001033,2025-06-18,C00016,02:11,04:53,162,1,138,54.9481201171875,54.9481201171875,85.18518518518519
COA001037,2025-06-16,C00050,14:53,15:41,48,1,46,30.02313804626465,30.02313804626465,95.83333333333334
COA001039,2025-06-10,C00076,00:13,01:45,92,1,45,39.20704650878906,39.20704650878906,48.91304347826087
COA001041,2025-06-01,C00072,09:40,11:15,95,1,43,19.866561889648438,19.866561889648438,45.26315789473684
COA001043,2025-06-25,C00049,00:20,03:03,163,1,34,32.53102493286133,32.53102493286133,20.858895705521473
COA001044,2025-06-28,C00098,15:38,18:37,179,1,107,66.3445053100586,66.3445053100586,59.77653631284916
COA001051,2025-06-04,C00088,08:39,10:30,111,1,87,42.629058837890625,42.629058837890625,78.37837837837837
COA001053,2025-06-20,C00047,18:02,21:01,179,2,145,54.81475639343262,55.190147399902344,81.00558659217877
COA001064,2025-06-05,C00097,14:22,16:55,153,1,147,81.65644073486328,81.65644073486328,96.07843137254902
COA001065,2025-06-12,C00060,00:28,02:49,141,1,52,54.53652572631836,54.53652572631836,36.87943262411347
COA001066,2025-06-29,C00058,17:47,19:55,128,1,63,35.798892974853516,35.798892974853516,49.21875
COA001070,2025-06-23,C00031,14:54,17:33,159,1,155,39.33103561401367,39.33103561401367,97.48427672955975
COA001073,2025-06-14,C00002,06:52,09:07,135,1,104,35.092552185058594,35.092552185058594,77.03703703703704
COA001077,2025-06-04,C00058,10:06,12:00,114,1,112,30.802143096923828,30.802143096923828,98.24561403508771
COA001080,2025-06-18,C00091,16:16,18:46,150,1,119,49.01292037963867,49.01292037963867,79.33333333333333
COA001087,2025-06-24,C00019,08:31,11:10,159,1,100,55.133548736572266,55.133548736572266,62.893081761006286
COA001088,2025-06-15,C00060,10:59,13:14,135,1,70,28.626066207885742,28.626066207885742,51.85185185185185
COA001092,2025-06-24,C00022,00:06,02:48,162,1,123,36.614620208740234,36.614620208740234,75.92592592592592
COA001100,2025-06-28,C00055,03:12,04:25,73,1,49,36.672454833984375,36.672454833984375,67.12328767123287
COA001106,2025-06-13,C00018,13:01,15:34,153,1,95,30.096248626708984,30.096248626708984,62.091503267973856
COA001108,2025-06-15,C00013,00:36,02:46,130,1,122,24.421567916870117,24.421567916870117,93.84615384615384
COA001111,2025-06-08,C00023,08:39,11:24,165,1,62,37.67305374145508,37.67305374145508,37.57575757575757
COA001114,2025-06-28,C00066,13:05,15:45,160,1,156,36.2177848815918,36.2177848815918,97.5
COA001116,2025-06-23,C00090,09:45,10:40,55,1,36,55.85950469970703,55.85950469970703,65.45454545454545
COA001123,2025-06-19,C00015,15:05,17:50,165,1,107,62.82112503051758,62.82112503051758,64.84848484848484
COA001127,2025-06-20,C00078,12:51,14:56,125,1,88,68.09571838378906,68.09571838378906,70.39999999999999
COA001128,2025-06-08,C00042,14:23,16:37,134,1,121,50.189666748046875,50.189666748046875,90.29850746268657
COA001130,2025-06-22,C00097,18:35,21:18,163,1,128,63.97490692138672,63.97490692138672,78.52760736196319
COA001131,2025-06-10,C00045,03:30,05:06,96,1,72,42.60279083251953,42.60279083251953,75.0
COA001132,2025-06-29,C00059,03:03,05:43,160,1,148,47.21780776977539,47.21780776977539,92.5
COA001139,2025-06-27,C00088,08:41,10:50,129,1,87,63.57626724243164,63.57626724243164,67.44186046511628
COA001141,2025-06-13,C00077,07:18,08:19,61,1,48,48.902130126953125,48.902130126953125,78.68852459016394
COA001144,2025-06-10,C00009,09:01,11:29,148,1,126,51.17865753173828,51.17865753173828,85.13513513513513
COA001146,2025-06-14,C00066,06:01,08:54,173,1,137,35.9764289855957,35.9764289855957,79.1907514450867
COA001149,2025-06-23,C00078,04:39,05:34,55,1,52,58.94286346435547,58.94286346435547,94.54545454545455
COA001154,2025-06-20,C00091,16:05,18:20,135,1,96,37.6666259765625,37.6666259765625,71.11111111111111
COA001155,2025-06-28,C00088,12:58,15:28,150,1,142,74.0026626586914,74.0026626586914,94.66666666666667
COA001156,2025-06-12,C00001,01:48,03:31,103,1,68,62.827796936035156,62.827796936035156,66.01941747572816
COA001166,2025-06-08,C00061,14:41,17:38,177,1,113,38.30915832519531,38.30915832519531,63.84180790960452
COA001168,2025-06-02,C00001,08:57,10:01,64,1,63,77.89313507080078,77.89313507080078,98.4375
COA001169,2025-06-22,C00020,07:44,10:30,166,1,120,40.37401580810547,40.37401580810547,72.28915662650603
COA001170,2025-06-11,C00072,12:35,15:27,172,1,153,59.95424270629883,59.95424270629883,88.95348837209302
COA001174,2025-06-16,C00004,06:05,08:46,161,1,132,28.437156677246094,28.437156677246094,81.98757763975155
COA001177,2025-06-05,C00001,11:04,12:19,75,1,74,24.86977767944336,24.86977767944336,98.66666666666667
COA001191,2025-06-05,C00030,19:49,21:39,110,1,95,32.85316848754883,32.85316848754883,86.36363636363636
COA001192,2025-06-01,C00006,00:40,02:02,82,1,34,37.731422424316406,37.731422424316406,41.46341463414634
COA001195,2025-06-06,C00074,07:28,09:57,149,1,101,43.581321716308594,43.581321716308594,67.78523489932886
COA001196,2025-06-24,C00003,19:29,22:27,178,1,128,50.61925506591797,50.61925506591797,71.91011235955057
COA001200,2025-06-13,C00030,18:26,21:15,169,2,135,41.38920021057129,46.35978698730469,79.88165680473372
COA001201,2025-06-24,C00023,09:24,11:46,142,1,97,40.5394287109375,40.5394287109375,68.30985915492957
COA001205,2025-06-07,C00044,03:29,05:36,127,1,50,54.28020095825195,54.28020095825195,39.37007874015748
COA001206,2025-06-20,C00057,18:32,20:57,145,1,123,39.46617126464844,39.46617126464844,84.82758620689656
COA001209,2025-06-11,C00055,16:34,19:32,178,1,158,75.39412689208984,75.39412689208984,88.76404494382022
COA001210,2025-06-05,C00041,16:12,17:47,95,1,85,40.71774673461914,40.71774673461914,89.47368421052632
COA001212,2025-06-08,C00029,04:07,06:50,163,1,143,63.243919372558594,63.243919372558594,87.73006134969326
COA001214,2025-06-29,C00015,16:29,18:06,97,1,87,41.61353302001953,41.61353302001953,89.69072164948454
COA001215,2025-06-13,C00095,02:20,04:06,106,1,75,41.66294479370117,41.66294479370117,70.75471698113208
COA001219,2025-06-05,C00067,16:59,18:33,94,1,87,61.75059509277344,61.75059509277344,92.5531914893617
COA001221,2025-06-20,C00098,09:00,11:42,162,1,145,34.83062744140625,34.83062744140625,89.50617283950618
COA001223,2025-06-11,C00034,11:36,14:35,179,1,161,17.58233642578125,17.58233642578125,89.94413407821229
COA001226,2025-06-06,C00014,04:48,06:25,97,1,77,50.50447463989258,50.50447463989258,79.38144329896907
COA001230,2025-06-20,C00012,04:44,07:23,159,1,117,33.21297836303711,33.21297836303711,73.58490566037736
COA001234,2025-06-20,C00003,16:58,19:17,139,1,108,30.34547233581543,30.34547233581543,77.6978417266187
COA001242,2025-06-04,C00019,19:51,20:41,50,1,34,56.72065353393555,56.72065353393555,68.0
COA001246,2025-06-12,C00057,19:52,22:43,171,2,156,30.978814125061035,33.408565521240234,91.22807017543859
COA001247,2025-06-09,C00094,16:28,18:12,104,2,98,59.05951499938965,83.41619873046875,94.23076923076923
COA001249,2025-06-12,C00083,00:16,03:04,168,2,123,44.233585357666016,53.32011795043945,73.21428571428571
COA001250,2025-06-19,C00035,10:22,12:04,102,2,90,27.64572048187256,28.56853675842285,88.23529411764706
COA001253,2025-06-26,C00014,06:02,08:54,172,1,111,47.307090759277344,47.307090759277344,64.53488372093024
COA001257,2025-06-27,C00070,11:18,13:03,105,1,64,41.60984802246094,41.60984802246094,60.952380952380956
COA001259,2025-06-09,C00077,05:05,06:36,91,1,66,43.06232452392578,43.06232452392578,72.52747252747253
COA001261,2025-06-11,C00049,04:35,07:01,146,1,87,22.041210174560547,22.041210174560547,59.589041095890416
COA001262,2025-06-21,C00079,01:19,02:41,82,1,77,27.148283004760742,27.148283004760742,93.90243902439023
COA001272,2025-06-15,C00055,08:43,11:36,173,1,90,30.558792114257812,30.558792114257812,52.02312138728323
COA001279,2025-06-15,C00058,17:53,20:13,140,1,109,45.552852630615234,45.552852630615234,77.85714285714286
COA001280,2025-06-13,C00023,06:46,09:45,179,1,52,36.22148895263672,36.22148895263672,29.05027932960894
COA001281,2025-06-01,C00073,15:01,17:43,162,1,116,83.59265899658203,83.59265899658203,71.60493827160494
COA001284,2025-06-02,C00054,09:28,11:53,145,1,96,35.40476989746094,35.40476989746094,66.20689655172414
COA001286,2025-06-21,C00080,15:30,18:18,168,1,106,72.92066955566406,72.92066955566406,63.095238095238095
COA001287,2025-06-16,C00013,06:00,08:34,154,1,98,56.40998840332031,56.40998840332031,63.63636363636363
COA001288,2025-06-22,C00085,11:29,14:04,155,1,83,53.4997673034668,53.4997673034668,53.5483870967742
COA001289,2025-06-09,C00051,09:51,11:25,94,1,91,59.18415451049805,59.18415451049805,96.80851063829788
COA001291,2025-06-13,C00093,12:48,14:22,94,1,74,44.86659240722656,44.86659240722656,78.72340425531915
COA001294,2025-06-01,C00077,11:25,13:54,149,1,128,20.250770568847656,20.250770568847656,85.90604026845638
COA001295,2025-06-27,C00097,06:51,09:16,145,1,135,59.10942077636719,59.10942077636719,93.10344827586206
COA001300,2025-06-30,C00008,17:46,20:06,140,1,54,26.33311653137207,26.33311653137207,38.57142857142858
COA001302,2025-06-14,C00016,05:10,07:57,167,1,160,41.191001892089844,41.191001892089844,95.80838323353294
COA001303,2025-06-05,C00090,15:32,17:32,120,1,118,47.0257682800293,47.0257682800293,98.33333333333333
COA001304,2025-06-22,C00073,15:27,18:26,179,1,131,32.97340774536133,32.97340774536133,73.18435754189943
COA001305,2025-06-03,C00082,05:20,07:33,133,1,94,62.47065734863281,62.47065734863281,70.67669172932331
COA001308,2025-06-17,C00090,03:18,05:10,112,1,112,34.61258316040039,34.61258316040039,100.0
COA001309,2025-06-04,C00063,12:08,14:00,112,1,71,29.83359718322754,29.83359718322754,63.39285714285714
COA001313,2025-06-30,C00070,02:42,05:36,174,1,155,47.76284408569336,47.76284408569336,89.08045977011494
COA001315,2025-06-19,C00053,11:58,14:11,133,1,126,39.11195373535156,39.11195373535156,94.73684210526315
COA001317,2025-06-02,C00091,04:52,06:39,107,1,74,49.593055725097656,49.593055725097656,69.1588785046729
COA001319,2025-06-02,C00050,18:07,19:46,99,1,73,46.973453521728516,46.973453521728516,73.73737373737373
COA001320,2025-06-18,C00071,12:16,14:28,132,1,64,34.61379623413086,34.61379623413086,48.484848484848484
COA001323,2025-06-10,C00020,12:21,15:12,171,1,137,40.13140869140625,40.13140869140625,80.11695906432749
COA001325,2025-06-05,C00006,15:10,17:28,138,1,94,54.928680419921875,54.928680419921875,68.11594202898551
COA001330,2025-06-29,C00007,18:39,21:35,176,1,175,63.18029022216797,63.18029022216797,99.43181818181817
COA001331,2025-06-19,C00002,11:08,13:07,119,1,119,66.34343719482422,66.34343719482422,100.0
COA001333,2025-06-15,C00026,18:43,20:48,125,1,94,39.68210983276367,39.68210983276367,75.2
COA001334,2025-06-13,C00081,10:05,12:22,137,1,123,26.86406898498535,26.86406898498535,89.78102189781022
COA001336,2025-06-11,C00053,01:26,03:44,138,1,72,48.97134780883789,48.97134780883789,52.17391304347826
COA001340,2025-06-03,C00059,16:36,17:56,80,1,67,48.99598693847656,48.99598693847656,83.75
COA001341,2025-06-27,C00024,10:48,12:08,80,1,78,26.96534538269043,26.96534538269043,97.5
COA001344,2025-06-20,C00019,11:39,13:17,98,1,94,42.346336364746094,42.346336364746094,95.91836734693877
COA001346,2025-06-14,C00085,14:29,16:55,146,1,137,27.513242721557617,27.513242721557617,93.83561643835617
COA001351,2025-06-25,C00043,11:27,14:27,180,1,68,24.11656379699707,24.11656379699707,37.77777777777778
COA001360,2025-06-17,C00081,03:31,06:26,175,1,156,35.40105438232422,35.40105438232422,89.14285714285714
COA001361,2025-06-21,C00083,05:44,08:09,145,1,108,43.16565704345703,43.16565704345703,74.48275862068967
COA001366,2025-06-27,C00048,00:30,01:30,60,1,49,27.01528549194336,27.01528549194336,81.66666666666667
COA001372,2025-06-15,C00051,14:33,17:16,163,1,162,57.10578918457031,57.10578918457031,99.38650306748467
COA001375,2025-06-08,C00064,08:47,11:28,161,1,98,46.63993835449219,46.63993835449219,60.86956521739131
COA001386,2025-06-16,C00048,17:07,18:39,92,1,50,36.23756790161133,36.23756790161133,54.347826086956516
COA001387,2025-06-22,C00072,11:02,13:04,122,1,105,59.75829315185547,59.75829315185547,86.0655737704918
COA001390,2025-06-10,C00094,17:37,20:24,167,1,156,87.45694732666016,87.45694732666016,93.41317365269461
COA001393,2025-06-23,C00068,11:45,14:16,151,1,100,56.729305267333984,56.729305267333984,66.22516556291392
COA001400,2025-06-18,C00009,16:04,18:32,148,1,54,21.337085723876953,21.337085723876953,36.486486486486484
COA001404,2025-06-07,C00025,02:14,03:32,78,1,72,30.135183334350586,30.135183334350586,92.3076923076923
COA001405,2025-06-02,C00076,19:06,21:56,170,1,110,59.352386474609375,59.352386474609375,64.70588235294117
COA001406,2025-06-15,C00026,06:27,09:15,168,1,115,32.211544036865234,32.211544036865234,68.45238095238095
COA001415,2025-06-30,C00013,13:30,16:30,180,1,179,48.35883712768555,48.35883712768555,99.44444444444444
COA001422,2025-06-14,C00095,04:12,07:05,173,1,171,39.153751373291016,39.153751373291016,98.84393063583815
COA001423,2025-06-07,C00049,05:20,08:06,166,1,162,51.936798095703125,51.936798095703125,97.59036144578313
COA001426,2025-06-02,C00081,15:53,18:04,131,1,86,42.15011215209961,42.15011215209961,65.64885496183206
COA001429,2025-06-05,C00046,05:27,07:01,94,1,89,44.75938415527344,44.75938415527344,94.68085106382979
COA001432,2025-06-12,C00046,16:44,19:10,146,1,145,45.970069885253906,45.970069885253906,99.31506849315068
COA001433,2025-06-13,C00024,05:17,07:39,142,1,111,47.899967193603516,47.899967193603516,78.16901408450704
COA001434,2025-06-26,C00072,18:44,20:02,78,1,47,28.589561462402344,28.589561462402344,60.256410256410255
COA001436,2025-06-16,C00087,19:05,21:16,131,1,102,27.5750789642334,27.5750789642334,77.86259541984732
COA001439,2025-06-06,C00026,13:51,14:49,58,1,39,30.417335510253906,30.417335510253906,67.24137931034483
COA001442,2025-06-13,C00069,16:31,18:12,101,1,92,48.11680221557617,48.11680221557617,91.0891089108911
COA001443,2025-06-30,C00052,16:19,17:28,69,1,43,61.374141693115234,61.374141693115234,62.31884057971014
COA001446,2025-06-25,C00032,16:26,18:56,150,1,138,42.81540298461914,42.81540298461914,92.0
COA001454,2025-06-05,C00024,05:27,07:07,100,1,53,31.881576538085938,31.881576538085938,53.0
COA001455,2025-06-09,C00003,16:55,19:22,147,1,92,38.04336929321289,38.04336929321289,62.585034013605444
COA001458,2025-06-28,C00059,18:58,21:49,171,1,95,38.468955993652344,38.468955993652344,55.55555555555556
COA001459,2025-06-06,C00033,14:16,16:32,136,1,109,43.806827545166016,43.806827545166016,80.14705882352942
COA001460,2025-06-05,C00025,12:56,15:49,173,1,138,71.00926971435547,71.00926971435547,79.76878612716763
COA001463,2025-06-04,C00026,09:46,11:50,124,1,106,51.62028121948242,51.62028121948242,85.48387096774194
COA001464,2025-06-28,C00030,14:42,17:18,156,1,95,55.71949768066406,55.71949768066406,60.89743589743589
COA001467,2025-06-30,C00063,04:55,07:43,168,1,113,19.258380889892578,19.258380889892578,67.26190476190477
COA001469,2025-06-12,C00077,19:47,21:35,108,1,103,65.04336547851562,65.04336547851562,95.37037037037037
COA001471,2025-06-27,C00094,05:05,06:32,87,1,38,34.734703063964844,34.734703063964844,43.67816091954023
COA001474,2025-06-10,C00008,19:01,21:24,143,1,73,27.067981719970703,27.067981719970703,51.048951048951054
COA001476,2025-06-11,C00032,08:13,10:03,110,1,92,28.716413497924805,28.716413497924805,83.63636363636363
COA001481,2025-06-13,C00049,09:06,10:39,93,1,82,68.90599822998047,68.90599822998047,88.17204301075269
COA001484,2025-06-26,C00017,12:33,14:05,92,1,43,48.45138931274414,48.45138931274414,46.73913043478261
COA001487,2025-06-11,C00093,07:52,10:42,170,1,97,66.01826477050781,66.01826477050781,57.05882352941176
COA001489,2025-06-25,C00090,10:46,12:02,76,1,49,31.555673599243164,31.555673599243164,64.47368421052632
COA001496,2025-06-08,C00023,19:20,20:36,76,1,51,61.053253173828125,61.053253173828125,67.10526315789474
COA001499,2025-06-13,C00093,10:10,12:14,124,1,93,27.33901023864746,27.33901023864746,75.0
COA001500,2025-06-12,C00046,11:50,14:13,143,1,75,35.489952087402344,35.489952087402344,52.44755244755245
