block_request_id,task_id,asset_id,corridor_id,block_window_id,block_date,start_min,end_min,duration_min,predicted_priority,priority_category,department,possession_required,candidate_id,train_conflicts,total_conflict_duration_min,forecast_date,forecast_goods_trains,peak_period,confidence_pct
BR000729,TMS000942,AST002018,C00080,COA000739,2025-06-09,48,173,125,32.2530403137207,Low,Engineering,Yes,106,3,120.0,2025-06-09,7.0,Normal,82.0
BR000729,TMS000942,AST002018,C00080,COA000739,2025-06-09,48,173,125,32.2530403137207,Low,Engineering,Yes,106,3,120.0,2025-06-09,5.0,Peak,81.0
BR000732,TMS000945,AST003366,C00072,COA000844,2025-06-23,397,459,62,27.061153411865234,Low,Engineering,No,107,2,84.0,2025-06-23,4.0,Normal,76.0
BR000739,TMS000955,AST005250,C00024,COA000192,2025-06-01,31,132,101,44.24654006958008,Medium,Engineering,Yes,108,1,100.0,,0.0,,0.0
BR000771,TMS001000,AST002413,C00085,COA000063,2025-06-07,364,470,106,53.43265914916992,Medium,Engineering,Yes,109,4,235.0,2025-06-07,4.0,Peak,91.0
BR000771,TMS001000,AST002413,C00085,COA000063,2025-06-07,364,470,106,53.43265914916992,Medium,Engineering,Yes,109,4,235.0,2025-06-07,4.0,Normal,90.0
BR000771,TMS001000,AST002413,C00085,COA000063,2025-06-07,364,470,106,53.43265914916992,Medium,Engineering,Yes,109,4,235.0,2025-06-07,3.0,Normal,91.0
BR000774,TMS001004,AST005116,C00077,COA001259,2025-06-09,305,338,33,28.97800636291504,Low,Engineering,Yes,110,0,0.0,2025-06-09,3.0,Off-Peak,90.0
BR000783,TMS001014,AST003683,C00068,COA001393,2025-06-23,705,777,72,51.043907165527344,Medium,Engineering,No,111,1,31.0,,0.0,,0.0
BR000800,TMS001037,AST005270,C00052,COA001338,2025-06-30,613,656,43,61.374141693115234,High,Engineering,No,112,1,43.0,,0.0,,0.0
BR000800,TMS001037,AST005270,C00052,COA001443,2025-06-30,979,1022,43,61.374141693115234,High,Engineering,No,113,2,86.0,,0.0,,0.0
BR000804,TMS001043,AST003413,C00004,COA000764,2025-06-19,492,641,149,50.48440170288086,Medium,Engineering,Yes,114,0,0.0,,0.0,,0.0
BR000807,TMS001047,AST000257,C00041,COA000939,2025-06-05,432,587,155,50.37519454956055,Medium,Engineering,Yes,115,0,0.0,,0.0,,0.0
BR000814,TMS001059,AST005247,C00077,COA000049,2025-06-26,88,143,55,70.0226058959961,High,Engineering,Yes,116,3,148.0,2025-06-26,9.0,Normal,90.0
BR000814,TMS001059,AST005247,C00077,COA000650,2025-06-26,399,454,55,70.0226058959961,High,Engineering,Yes,117,0,0.0,2025-06-26,9.0,Normal,90.0
BR000826,TMS001072,AST002488,C00047,COA000584,2025-06-13,340,467,127,40.65364074707031,Medium,Engineering,Yes,118,2,132.0,2025-06-13,9.0,Normal,89.0
BR000828,TMS001074,AST004033,C00002,COA000898,2025-06-26,196,306,110,29.561283111572266,Low,Engineering,Yes,119,1,33.0,,0.0,,0.0
BR000848,TMS001098,AST004883,C00030,COA001200,2025-06-13,1106,1164,58,46.35978698730469,Medium,Engineering,Yes,120,1,57.0,2025-06-13,1.0,Normal,83.0
BR000850,TMS001100,AST001537,C00040,COA000102,2025-06-22,997,1102,105,35.798736572265625,Low,Engineering,Yes,121,0,0.0,,0.0,,0.0
BR000853,TMS001104,AST002841,C00030,COA000600,2025-06-25,327,469,142,24.856670379638672,Low,Engineering,Yes,122,1,17.0,,0.0,,0.0
BR000860,TMS001113,AST000802,C00097,COA000467,2025-06-28,1038,1124,86,28.272539138793945,Low,Engineering,No,123,0,0.0,2025-06-28,3.0,Normal,75.0
BR000890,TMS001148,AST003224,C00044,COA000927,2025-06-16,184,254,70,47.0586051940918,Medium,Engineering,Yes,124,1,52.0,2025-06-16,4.0,Normal,70.0
BR000890,TMS001148,AST003224,C00044,COA001444,2025-06-16,959,1029,70,47.0586051940918,Medium,Engineering,Yes,125,0,0.0,2025-06-16,4.0,Normal,70.0
BR000896,TMS001158,AST005224,C00051,COA000144,2025-06-01,415,525,110,32.08220672607422,Low,Engineering,Yes,126,1,23.0,,0.0,,0.0
BR000903,TMS001172,AST000134,C00062,COA000110,2025-06-05,163,290,127,53.087894439697266,Medium,Engineering,Yes,127,0,0.0,2025-06-05,2.0,Normal,92.0
BR000911,TMS001185,AST003195,C00050,COA001037,2025-06-16,893,939,46,30.02313804626465,Low,Engineering,Yes,128,0,0.0,2025-06-16,6.0,Normal,79.0
BR000912,TMS001187,AST000019,C00100,COA000087,2025-06-28,80,158,78,53.65614318847656,Medium,Engineering,Yes,129,0,0.0,,0.0,,0.0
BR000913,TMS001188,AST002472,C00055,COA000249,2025-06-11,1107,1175,68,59.123992919921875,Medium,Engineering,Yes,130,0,0.0,,0.0,,0.0
BR000913,TMS001188,AST002472,C00055,COA001209,2025-06-11,994,1062,68,59.123992919921875,Medium,Engineering,Yes,131,0,0.0,,0.0,,0.0
BR000924,TMS001204,AST001111,C00082,COA000623,2025-06-21,965,1014,49,37.83534622192383,Low,Engineering,Yes,132,0,0.0,,0.0,,0.0
BR000928,TMS001208,AST000381,C00007,COA000693,2025-06-03,89,194,105,27.850269317626953,Low,Engineering,Yes,133,1,61.0,2025-06-03,4.0,Normal,77.0
BR000928,TMS001208,AST000381,C00007,COA000693,2025-06-03,89,194,105,27.850269317626953,Low,Engineering,Yes,133,1,61.0,2025-06-03,5.0,Off-Peak,81.0
BR000928,TMS001208,AST000381,C00007,COA000693,2025-06-03,89,194,105,27.850269317626953,Low,Engineering,Yes,133,1,61.0,2025-06-03,5.0,Peak,87.0
BR000939,TMS001224,AST000342,C00031,COA000897,2025-06-16,38,194,156,34.760005950927734,Low,Engineering,Yes,134,0,0.0,2025-06-16,4.0,Normal,89.0
BR000939,TMS001224,AST000342,C00031,COA000897,2025-06-16,38,194,156,34.760005950927734,Low,Engineering,Yes,134,0,0.0,2025-06-16,2.0,Normal,91.0
BR000943,TMS001228,AST004592,C00043,COA000027,2025-06-18,3,145,142,41.95737838745117,Medium,Engineering,Yes,135,0,0.0,,0.0,,0.0
BR000963,TMS001255,AST001312,C00008,COA000591,2025-06-04,123,160,37,27.56119155883789,Low,Engineering,No,136,1,37.0,2025-06-04,5.0,Peak,82.0
BR000963,TMS001255,AST001312,C00008,COA000591,2025-06-04,123,160,37,27.56119155883789,Low,Engineering,No,136,1,37.0,2025-06-04,3.0,Normal,80.0
BR000973,TMS001265,AST004880,C00081,COA001334,2025-06-13,605,728,123,26.86406898498535,Low,Engineering,Yes,137,1,29.0,2025-06-13,3.0,Normal,76.0
BR000973,TMS001265,AST004880,C00081,COA001334,2025-06-13,605,728,123,26.86406898498535,Low,Engineering,Yes,137,1,29.0,2025-06-13,4.0,Normal,88.0
BR000982,TMS001280,AST001630,C00007,COA000093,2025-06-10,324,469,145,20.611915588378906,Low,Engineering,No,138,3,263.0,2025-06-10,5.0,Peak,89.0
BR000985,TMS001283,AST000281,C00091,COA001080,2025-06-18,976,1095,119,49.01292037963867,Medium,Engineering,Yes,139,2,129.0,2025-06-18,5.0,Peak,79.0
BR000995,TMS001294,AST002878,C00063,COA000973,2025-06-13,1161,1277,116,35.0564079284668,Low,Engineering,Yes,140,1,116.0,2025-06-13,6.0,Normal,85.0
BR000995,TMS001294,AST002878,C00063,COA000973,2025-06-13,1161,1277,116,35.0564079284668,Low,Engineering,Yes,140,1,116.0,2025-06-13,4.0,Normal,76.0
BR000995,TMS001294,AST002878,C00063,COA000973,2025-06-13,1161,1277,116,35.0564079284668,Low,Engineering,Yes,140,1,116.0,2025-06-13,5.0,Normal,76.0
BR001001,TMS001301,AST000015,C00014,COA001253,2025-06-26,362,473,111,47.307090759277344,Medium,Engineering,Yes,141,1,35.0,2025-06-26,4.0,Normal,73.0
BR001001,TMS001301,AST000015,C00014,COA001253,2025-06-26,362,473,111,47.307090759277344,Medium,Engineering,Yes,141,1,35.0,2025-06-26,4.0,Off-Peak,91.0
BR001002,TMS001302,AST004299,C00079,COA001262,2025-06-21,79,156,77,27.148283004760742,Low,Engineering,Yes,142,0,0.0,,0.0,,0.0
BR001006,TMS001306,AST000938,C00094,COA000310,2025-06-09,862,918,56,83.41619873046875,Critical,Engineering,Yes,143,1,53.0,2025-06-09,7.0,Normal,79.0
BR001006,TMS001306,AST000938,C00094,COA000310,2025-06-09,862,918,56,83.41619873046875,Critical,Engineering,Yes,143,1,53.0,2025-06-09,8.0,Peak,86.0
BR001006,TMS001306,AST000938,C00094,COA000310,2025-06-09,862,918,56,83.41619873046875,Critical,Engineering,Yes,143,1,53.0,2025-06-09,4.0,Normal,92.0
BR001006,TMS001306,AST000938,C00094,COA001247,2025-06-09,988,1044,56,83.41619873046875,Critical,Engineering,Yes,144,1,56.0,2025-06-09,7.0,Normal,79.0
BR001006,TMS001306,AST000938,C00094,COA001247,2025-06-09,988,1044,56,83.41619873046875,Critical,Engineering,Yes,144,1,56.0,2025-06-09,8.0,Peak,86.0
BR001006,TMS001306,AST000938,C00094,COA001247,2025-06-09,988,1044,56,83.41619873046875,Critical,Engineering,Yes,144,1,56.0,2025-06-09,4.0,Normal,92.0
BR001014,TMS001316,AST004626,C00003,COA001455,2025-06-09,1015,1098,83,29.294849395751953,Low,Engineering,Yes,145,0,0.0,2025-06-09,4.0,Off-Peak,73.0
BR001020,TMS001323,AST004078,C00097,COA000216,2025-06-20,475,630,155,29.898649215698242,Low,Engineering,Yes,146,0,0.0,2025-06-20,4.0,Normal,83.0
BR001020,TMS001323,AST004078,C00097,COA000216,2025-06-20,475,630,155,29.898649215698242,Low,Engineering,Yes,146,0,0.0,2025-06-20,11.0,Off-Peak,80.0
BR001024,TMS001327,AST000705,C00047,COA001053,2025-06-20,1082,1148,66,54.43936538696289,Medium,Engineering,Yes,147,0,0.0,2025-06-20,9.0,Normal,94.0
BR001035,TMS001343,AST002417,C00041,COA000189,2025-06-24,253,397,144,38.36384201049805,Low,Engineering,Yes,148,1,49.0,,0.0,,0.0
BR001043,TMS001354,AST003520,C00046,COA001429,2025-06-05,327,416,89,44.75938415527344,Medium,Engineering,Yes,149,0,0.0,,0.0,,0.0
BR001047,TMS001359,AST002881,C00013,COA001287,2025-06-16,360,483,123,27.2902889251709,Low,Engineering,Yes,150,0,0.0,2025-06-16,6.0,Normal,78.0
BR001064,TMS001376,AST001467,C00086,COA000648,2025-06-15,541,628,87,37.110191345214844,Low,Engineering,Yes,151,1,87.0,2025-06-15,8.0,Off-Peak,94.0
BR001068,TMS001381,AST000086,C00042,COA001128,2025-06-08,863,984,121,50.189666748046875,Medium,Engineering,Yes,152,0,0.0,,0.0,,0.0
BR001072,TMS001386,AST002942,C00075,COA000368,2025-06-16,954,1070,116,54.760711669921875,Medium,Engineering,Yes,153,1,9.0,2025-06-16,5.0,Normal,82.0
BR001072,TMS001386,AST002942,C00075,COA000368,2025-06-16,954,1070,116,54.760711669921875,Medium,Engineering,Yes,153,1,9.0,2025-06-16,4.0,Peak,74.0
BR001077,TMS001393,AST003583,C00030,COA000218,2025-06-06,393,515,122,47.58542251586914,Medium,Engineering,Yes,154,0,0.0,2025-06-06,7.0,Peak,72.0
BR001077,TMS001393,AST003583,C00030,COA000218,2025-06-06,393,515,122,47.58542251586914,Medium,Engineering,Yes,154,0,0.0,2025-06-06,7.0,Normal,78.0
BR001077,TMS001393,AST003583,C00030,COA001293,2025-06-06,1039,1161,122,47.58542251586914,Medium,Engineering,Yes,155,1,51.0,2025-06-06,7.0,Peak,72.0
BR001077,TMS001393,AST003583,C00030,COA001293,2025-06-06,1039,1161,122,47.58542251586914,Medium,Engineering,Yes,155,1,51.0,2025-06-06,7.0,Normal,78.0
BR001083,TMS001399,AST001781,C00068,COA001393,2025-06-23,705,841,136,24.30351448059082,Low,Engineering,Yes,156,1,31.0,,0.0,,0.0
BR001106,TMS001435,AST002453,C00071,COA000731,2025-06-19,569,599,30,33.518157958984375,Low,Engineering,Yes,157,0,0.0,2025-06-19,2.0,Normal,76.0
BR001116,TMS001448,AST003177,C00073,COA001304,2025-06-22,927,1058,131,32.97340774536133,Low,Engineering,Yes,158,3,138.0,2025-06-22,3.0,Normal,76.0
BR001126,TMS001462,AST003430,C00016,COA000919,2025-06-08,120,166,46,33.13600158691406,Low,Engineering,No,159,1,13.0,2025-06-08,7.0,Normal,80.0
BR001127,TMS001464,AST004606,C00004,COA000764,2025-06-19,492,592,100,40.268821716308594,Medium,Engineering,Yes,160,0,0.0,,0.0,,0.0
BR001132,TMS001472,AST004387,C00014,COA000668,2025-06-24,959,1106,147,49.85633087158203,Medium,Engineering,Yes,161,1,103.0,2025-06-24,5.0,Peak,82.0
BR001132,TMS001472,AST004387,C00014,COA000668,2025-06-24,959,1106,147,49.85633087158203,Medium,Engineering,Yes,161,1,103.0,2025-06-24,0.0,Off-Peak,88.0
BR001141,TMS001484,AST000620,C00016,COA000795,2025-06-20,1121,1235,114,34.705177307128906,Low,Engineering,Yes,162,1,17.0,,0.0,,0.0
BR001145,TMS001492,AST003829,C00095,COA000051,2025-06-06,510,605,95,80.15524291992188,Critical,Engineering,Yes,163,4,284.0,,0.0,,0.0
BR001168,TMS001524,AST001009,C00077,COA001259,2025-06-09,305,371,66,43.06232452392578,Medium,Engineering,No,164,0,0.0,2025-06-09,3.0,Off-Peak,90.0
BR001171,TMS001527,AST001105,C00037,COA000104,2025-06-10,1059,1136,77,61.95555877685547,High,Engineering,Yes,165,0,0.0,2025-06-10,4.0,Normal,94.0
BR001172,TMS001528,AST002590,C00056,COA000270,2025-06-14,778,934,156,36.63232421875,Low,Engineering,Yes,166,0,0.0,2025-06-14,5.0,Off-Peak,91.0
BR001172,TMS001528,AST002590,C00056,COA000270,2025-06-14,778,934,156,36.63232421875,Low,Engineering,Yes,166,0,0.0,2025-06-14,5.0,Normal,92.0
BR001176,TMS001532,AST004161,C00012,COA000797,2025-06-13,1194,1274,80,51.156654357910156,Medium,Engineering,Yes,167,1,80.0,,0.0,,0.0
BR001189,TMS001549,AST000600,C00072,COA001387,2025-06-22,662,714,52,38.75298309326172,Low,Engineering,Yes,168,2,104.0,2025-06-22,3.0,Normal,70.0
BR001191,TMS001551,AST004760,C00064,COA000248,2025-06-13,320,445,125,52.97574996948242,Medium,Engineering,Yes,169,2,73.0,2025-06-13,10.0,Normal,85.0
BR001197,TMS001558,AST001089,C00022,COA000943,2025-06-09,795,909,114,51.77443313598633,Medium,Engineering,Yes,170,1,24.0,2025-06-09,2.0,Peak,94.0
BR001197,TMS001558,AST001089,C00022,COA000943,2025-06-09,795,909,114,51.77443313598633,Medium,Engineering,Yes,170,1,24.0,2025-06-09,4.0,Peak,93.0
BR001246,TMS001623,AST003068,C00033,COA000649,2025-06-27,718,787,69,53.35737609863281,Medium,Engineering,No,171,0,0.0,2025-06-27,5.0,Peak,91.0
BR001249,TMS001627,AST001555,C00035,COA000635,2025-06-02,911,1024,113,33.792537689208984,Low,Engineering,Yes,172,0,0.0,2025-06-02,3.0,Normal,80.0
BR001258,TMS001637,AST000448,C00003,COA000746,2025-06-03,472,512,40,29.25566864013672,Low,Engineering,Yes,173,0,0.0,2025-06-03,6.0,Off-Peak,74.0
BR001258,TMS001637,AST000448,C00003,COA000746,2025-06-03,472,512,40,29.25566864013672,Low,Engineering,Yes,173,0,0.0,2025-06-03,10.0,Peak,78.0
BR001263,TMS001644,AST000378,C00014,COA000309,2025-06-24,980,1054,74,33.35560607910156,Low,Engineering,Yes,174,1,74.0,2025-06-24,5.0,Peak,82.0
BR001263,TMS001644,AST000378,C00014,COA000309,2025-06-24,980,1054,74,33.35560607910156,Low,Engineering,Yes,174,1,74.0,2025-06-24,0.0,Off-Peak,88.0
BR001263,TMS001644,AST000378,C00014,COA000668,2025-06-24,959,1033,74,33.35560607910156,Low,Engineering,Yes,175,1,56.0,2025-06-24,5.0,Peak,82.0
BR001263,TMS001644,AST000378,C00014,COA000668,2025-06-24,959,1033,74,33.35560607910156,Low,Engineering,Yes,175,1,56.0,2025-06-24,0.0,Off-Peak,88.0
BR001288,TMS001672,AST004117,C00023,COA000947,2025-06-12,1037,1189,152,28.565153121948242,Low,Engineering,Yes,176,0,0.0,2025-06-12,5.0,Normal,74.0
BR001288,TMS001672,AST004117,C00023,COA000947,2025-06-12,1037,1189,152,28.565153121948242,Low,Engineering,Yes,176,0,0.0,2025-06-12,10.0,Off-Peak,81.0
BR001289,TMS001673,AST003850,C00085,COA000643,2025-06-24,1121,1186,65,42.836669921875,Medium,Engineering,Yes,177,1,65.0,2025-06-24,8.0,Peak,72.0
BR001289,TMS001673,AST003850,C00085,COA000643,2025-06-24,1121,1186,65,42.836669921875,Medium,Engineering,Yes,177,1,65.0,2025-06-24,6.0,Peak,94.0
BR001289,TMS001673,AST003850,C00085,COA000847,2025-06-24,1198,1263,65,42.836669921875,Medium,Engineering,Yes,178,1,65.0,2025-06-24,8.0,Peak,72.0
BR001289,TMS001673,AST003850,C00085,COA000847,2025-06-24,1198,1263,65,42.836669921875,Medium,Engineering,Yes,178,1,65.0,2025-06-24,6.0,Peak,94.0
BR001299,TMS001685,AST002951,C00034,COA001223,2025-06-11,696,857,161,17.58233642578125,Low,Engineering,Yes,179,0,0.0,2025-06-11,4.0,Normal,82.0
BR001302,TMS001690,AST004095,C00014,COA000289,2025-06-11,375,471,96,47.0125846862793,Medium,Engineering,No,180,1,92.0,2025-06-11,3.0,Normal,79.0
BR001316,TMS001707,AST000539,C00058,COA000730,2025-06-18,980,1095,115,28.56182861328125,Low,Engineering,Yes,181,1,32.0,2025-06-18,7.0,Peak,78.0
BR001325,TMS001719,AST003991,C00050,COA000799,2025-06-25,43,80,37,37.552284240722656,Low,Engineering,Yes,182,0,0.0,2025-06-25,3.0,Normal,73.0
BR001331,TMS001727,AST002833,C00011,COA000694,2025-06-16,251,329,78,57.51044464111328,Medium,Engineering,Yes,183,1,78.0,2025-06-16,2.0,Off-Peak,77.0
BR001339,TMS001735,AST001316,C00056,COA000270,2025-06-14,778,904,126,34.86284637451172,Low,Engineering,Yes,184,0,0.0,2025-06-14,5.0,Off-Peak,91.0
BR001339,TMS001735,AST001316,C00056,COA000270,2025-06-14,778,904,126,34.86284637451172,Low,Engineering,Yes,184,0,0.0,2025-06-14,5.0,Normal,92.0
BR001347,TMS001744,AST003986,C00001,COA000326,2025-06-22,505,632,127,31.41425895690918,Low,Engineering,Yes,185,0,0.0,2025-06-22,5.0,Normal,85.0
BR001347,TMS001744,AST003986,C00001,COA000326,2025-06-22,505,632,127,31.41425895690918,Low,Engineering,Yes,185,0,0.0,2025-06-22,9.0,Off-Peak,76.0
BR001347,TMS001744,AST003986,C00001,COA000326,2025-06-22,505,632,127,31.41425895690918,Low,Engineering,Yes,185,0,0.0,2025-06-22,8.0,Normal,82.0
BR001348,TMS001745,AST000460,C00012,COA000797,2025-06-13,1194,1256,62,81.59739685058594,Critical,Engineering,Yes,186,1,62.0,,0.0,,0.0
BR001350,TMS001748,AST005115,C00015,COA001123,2025-06-19,905,1012,107,62.82112503051758,High,Engineering,Yes,187,0,0.0,,0.0,,0.0
BR001364,TMS001767,AST000781,C00003,COA000653,2025-06-20,991,1099,108,31.402816772460938,Low,Engineering,Yes,188,2,110.0,,0.0,,0.0
BR001364,TMS001767,AST000781,C00003,COA000748,2025-06-20,833,941,108,31.402816772460938,Low,Engineering,Yes,189,1,83.0,,0.0,,0.0
BR001364,TMS001767,AST000781,C00003,COA001234,2025-06-20,1018,1126,108,31.402816772460938,Low,Engineering,Yes,190,2,110.0,,0.0,,0.0
BR001376,TMS001782,AST004901,C00030,COA000599,2025-06-07,701,764,63,23.56505012512207,Low,Engineering,Yes,191,0,0.0,,0.0,,0.0
BR001382,TMS001789,AST004048,C00045,COA001131,2025-06-10,210,278,68,35.9815788269043,Low,Engineering,Yes,192,0,0.0,2025-06-10,7.0,Peak,93.0
BR001389,TMS001799,AST000034,C00082,COA000661,2025-06-08,862,903,41,72.79035186767578,High,Engineering,No,193,0,0.0,2025-06-08,3.0,Off-Peak,76.0
BR001389,TMS001799,AST000034,C00082,COA000661,2025-06-08,862,903,41,72.79035186767578,High,Engineering,No,193,0,0.0,2025-06-08,6.0,Normal,90.0
BR001397,TMS001811,AST005016,C00029,COA000343,2025-06-25,405,489,84,45.822113037109375,Medium,Engineering,Yes,194,1,84.0,2025-06-25,4.0,Peak,79.0
BR001397,TMS001811,AST005016,C00029,COA000343,2025-06-25,405,489,84,45.822113037109375,Medium,Engineering,Yes,194,1,84.0,2025-06-25,4.0,Off-Peak,91.0
BR001426,TMS001847,AST004912,C00038,COA000737,2025-06-05,915,980,65,40.35258102416992,Medium,Engineering,No,195,0,0.0,2025-06-05,4.0,Peak,83.0
BR001430,TMS001853,AST001052,C00092,COA001012,2025-06-03,164,297,133,79.2149887084961,High,Engineering,Yes,196,0,0.0,2025-06-03,8.0,Normal,95.0
BR001430,TMS001853,AST001052,C00092,COA001012,2025-06-03,164,297,133,79.2149887084961,High,Engineering,Yes,196,0,0.0,2025-06-03,5.0,Peak,78.0
BR001431,TMS001854,AST000524,C00091,COA000666,2025-06-26,623,744,121,48.50773620605469,Medium,Engineering,Yes,197,1,50.0,2025-06-26,4.0,Off-Peak,89.0
BR001438,TMS001861,AST001732,C00049,COA001423,2025-06-07,320,482,162,51.936798095703125,Medium,Engineering,Yes,198,2,257.0,,0.0,,0.0
BR001452,TMS001875,AST003128,C00089,COA000380,2025-06-30,11,115,104,49.432804107666016,Medium,Engineering,Yes,199,1,92.0,,0.0,,0.0
BR001483,TMS001912,AST001424,C00027,COA000417,2025-06-07,725,824,99,57.886085510253906,Medium,Engineering,Yes,200,0,0.0,,0.0,,0.0
BR001485,TMS001915,AST000231,C00025,COA000528,2025-06-07,755,862,107,25.270944595336914,Low,Engineering,Yes,201,5,342.0,2025-06-07,6.0,Off-Peak,94.0
BR001488,TMS001920,AST001816,C00018,COA001106,2025-06-13,781,876,95,30.096248626708984,Low,Engineering,Yes,202,2,117.0,2025-06-13,7.0,Off-Peak,82.0
BR001506,TMS001946,AST000864,C00025,COA001460,2025-06-05,776,875,99,33.048362731933594,Low,Engineering,Yes,203,2,138.0,,0.0,,0.0
BR001513,TMS001954,AST003447,C00095,COA001422,2025-06-14,252,423,171,39.153751373291016,Low,Engineering,Yes,204,2,259.0,2025-06-14,5.0,Normal,77.0
BR001513,TMS001954,AST003447,C00095,COA001422,2025-06-14,252,423,171,39.153751373291016,Low,Engineering,Yes,204,2,259.0,2025-06-14,3.0,Off-Peak,73.0
BR001516,TMS001957,AST000343,C00042,COA000582,2025-06-09,586,659,73,27.895862579345703,Low,Engineering,Yes,205,0,0.0,2025-06-09,6.0,Normal,84.0
BR001516,TMS001957,AST000343,C00042,COA000582,2025-06-09,586,659,73,27.895862579345703,Low,Engineering,Yes,205,0,0.0,2025-06-09,7.0,Peak,77.0
BR001516,TMS001957,AST000343,C00042,COA000788,2025-06-09,627,700,73,27.895862579345703,Low,Engineering,Yes,206,0,0.0,2025-06-09,6.0,Normal,84.0
BR001516,TMS001957,AST000343,C00042,COA000788,2025-06-09,627,700,73,27.895862579345703,Low,Engineering,Yes,206,0,0.0,2025-06-09,7.0,Peak,77.0
BR001517,TMS001958,AST003323,C00023,COA000590,2025-06-20,503,667,164,36.178646087646484,Low,Engineering,Yes,207,0,0.0,2025-06-20,7.0,Normal,85.0
BR001534,TMS001978,AST002306,C00078,COA001127,2025-06-20,771,835,64,27.534217834472656,Low,Engineering,Yes,208,2,57.0,2025-06-20,5.0,Off-Peak,94.0
BR001535,TMS001979,AST000679,C00094,COA000310,2025-06-09,862,904,42,34.70283126831055,Low,Engineering,Yes,209,1,39.0,2025-06-09,7.0,Normal,79.0
BR001535,TMS001979,AST000679,C00094,COA000310,2025-06-09,862,904,42,34.70283126831055,Low,Engineering,Yes,209,1,39.0,2025-06-09,8.0,Peak,86.0
BR001535,TMS001979,AST000679,C00094,COA000310,2025-06-09,862,904,42,34.70283126831055,Low,Engineering,Yes,209,1,39.0,2025-06-09,4.0,Normal,92.0
BR001535,TMS001979,AST000679,C00094,COA001247,2025-06-09,988,1030,42,34.70283126831055,Low,Engineering,Yes,210,1,42.0,2025-06-09,7.0,Normal,79.0
BR001535,TMS001979,AST000679,C00094,COA001247,2025-06-09,988,1030,42,34.70283126831055,Low,Engineering,Yes,210,1,42.0,2025-06-09,8.0,Peak,86.0
BR001535,TMS001979,AST000679,C00094,COA001247,2025-06-09,988,1030,42,34.70283126831055,Low,Engineering,Yes,210,1,42.0,2025-06-09,4.0,Normal,92.0
BR001537,TMS001981,AST004778,C00014,COA000668,2025-06-24,959,1121,162,27.69860076904297,Low,Engineering,Yes,211,1,103.0,2025-06-24,5.0,Peak,82.0
BR001537,TMS001981,AST004778,C00014,COA000668,2025-06-24,959,1121,162,27.69860076904297,Low,Engineering,Yes,211,1,103.0,2025-06-24,0.0,Off-Peak,88.0
BR001546,TMS001994,AST001052,C00092,COA000060,2025-06-17,515,574,59,66.90011596679688,High,Engineering,Yes,212,1,59.0,2025-06-17,3.0,Peak,82.0
BR001546,TMS001994,AST001052,C00092,COA000060,2025-06-17,515,574,59,66.90011596679688,High,Engineering,Yes,212,1,59.0,2025-06-17,7.0,Off-Peak,82.0
BR001546,TMS001994,AST001052,C00092,COA000589,2025-06-17,54,113,59,66.90011596679688,High,Engineering,Yes,213,0,0.0,2025-06-17,3.0,Peak,82.0
BR001546,TMS001994,AST001052,C00092,COA000589,2025-06-17,54,113,59,66.90011596679688,High,Engineering,Yes,213,0,0.0,2025-06-17,7.0,Off-Peak,82.0
BR001554,TMS002009,AST002481,C00047,COA000784,2025-06-22,940,1064,124,68.79742431640625,High,Engineering,Yes,214,3,109.0,2025-06-22,5.0,Normal,81.0
BR001558,TMS002014,AST003495,C00039,COA000883,2025-06-07,16,180,164,38.71427536010742,Low,Engineering,Yes,215,1,63.0,2025-06-07,6.0,Peak,77.0
BR001564,TMS002025,AST001818,C00097,COA001295,2025-06-27,411,546,135,59.10942077636719,Medium,Engineering,Yes,216,0,0.0,,0.0,,0.0
BR001565,TMS002026,AST001129,C00072,COA001434,2025-06-26,1124,1171,47,28.589561462402344,Low,Engineering,Yes,217,1,47.0,2025-06-26,7.0,Normal,91.0
BR001570,TMS002031,AST000997,C00023,COA000291,2025-06-12,356,390,34,31.043508529663086,Low,Engineering,No,218,1,1.0,2025-06-12,5.0,Normal,74.0
BR001570,TMS002031,AST000997,C00023,COA000291,2025-06-12,356,390,34,31.043508529663086,Low,Engineering,No,218,1,1.0,2025-06-12,10.0,Off-Peak,81.0
BR001570,TMS002031,AST000997,C00023,COA000947,2025-06-12,1037,1071,34,31.043508529663086,Low,Engineering,No,219,0,0.0,2025-06-12,5.0,Normal,74.0
BR001570,TMS002031,AST000997,C00023,COA000947,2025-06-12,1037,1071,34,31.043508529663086,Low,Engineering,No,219,0,0.0,2025-06-12,10.0,Off-Peak,81.0
BR001571,TMS002032,AST001182,C00032,COA001446,2025-06-25,986,1124,138,42.81540298461914,Medium,Engineering,Yes,220,1,1.0,2025-06-25,4.0,Peak,71.0
BR001571,TMS002032,AST001182,C00032,COA001446,2025-06-25,986,1124,138,42.81540298461914,Medium,Engineering,Yes,220,1,1.0,2025-06-25,3.0,Peak,82.0
BR001588,TMS002053,AST005113,C00035,COA000698,2025-06-19,1160,1202,42,28.56853675842285,Low,Engineering,Yes,221,0,0.0,,0.0,,0.0
BR001588,TMS002053,AST005113,C00035,COA001250,2025-06-19,622,664,42,28.56853675842285,Low,Engineering,Yes,222,0,0.0,,0.0,,0.0
BR001591,TMS002056,AST004863,C00077,COA000344,2025-06-07,265,333,68,38.15690231323242,Low,Engineering,Yes,223,0,0.0,2025-06-07,6.0,Off-Peak,85.0
