block_request_id,task_id,asset_id,corridor_id,block_window_id,block_date,start_min,end_min,duration_min,predicted_priority,priority_category,department,possession_required,candidate_id,train_conflicts,total_conflict_duration_min,forecast_date,forecast_goods_trains,peak_period,confidence_pct,recommended_start,recommended_end,available_duration_min,optimized_utilization_pct,historical_conflict_count,historical_utilization_pct,historical_duration_min,historical_planning_method,historical_status,conflict_change,utilization_change_pct_points
BR003647,TMS004683,AST005240,C00083,COA000845,2025-06-11,1111,1166,55,39.221702575683594,Low,Engineering,Yes,743,0,0.0,2025-06-11,2.0,Off-Peak,76.0,18:31,19:26,142,38.73,3.0,61.0,55.0,Manual,Completed,-3.0,-22.270000000000003
BR003655,TMS004692,AST002992,C00024,COA001454,2025-06-05,327,380,53,31.881576538085938,Low,Engineering,Yes,747,0,0.0,2025-06-05,2.0,Peak,88.0,05:27,06:20,100,53.0,2.0,61.0,53.0,Manual,Completed,-2.0,-8.0
BR003677,TMS004718,AST000954,C00041,COA001001,2025-06-16,320,385,65,39.081180572509766,Low,Engineering,Yes,750,0,0.0,2025-06-16,4.0,Off-Peak,83.0,05:20,06:25,92,70.65,5.0,83.0,65.0,Manual,Completed,-5.0,-12.349999999999994
BR003688,TMS004731,AST001929,C00057,COA000016,2025-06-12,1180,1302,122,33.408565521240234,Low,Engineering,No,751,0,0.0,,0.0,,0.0,19:40,21:42,146,83.56,1.0,51.0,122.0,Manual,Completed,-1.0,32.56
BR003716,TMS004764,AST000755,C00070,COA000236,2025-06-19,228,289,61,45.47441864013672,Medium,Engineering,Yes,758,0,0.0,2025-06-19,7.0,Normal,87.0,03:48,04:49,63,96.83,2.0,65.0,61.0,Manual,Completed,-2.0,31.83
BR003727,TMS004779,AST005165,C00098,COA000885,2025-06-07,843,938,95,30.14762306213379,Low,Engineering,Yes,764,0,0.0,2025-06-07,5.0,Peak,89.0,14:03,15:38,137,69.34,5.0,63.0,95.0,Manual,Completed,-5.0,6.340000000000003
BR003749,TMS004807,AST001755,C00097,COA001064,2025-06-05,862,1009,147,81.65644073486328,Critical,Engineering,Yes,769,0,0.0,,0.0,,0.0,14:22,16:49,153,96.08,1.0,55.0,147.0,Manual,Completed,-1.0,41.08
BR003803,TMS004871,AST000415,C00100,COA000300,2025-06-01,438,481,43,62.04521179199219,High,Engineering,Yes,777,0,0.0,,0.0,,0.0,07:18,08:01,60,71.67,6.0,65.0,43.0,Manual,Completed,-6.0,6.670000000000002
BR003815,TMS004885,AST002364,C00059,COA001340,2025-06-03,996,1063,67,48.99598693847656,Medium,Engineering,Yes,780,0,0.0,2025-06-03,4.0,Normal,77.0,16:36,17:43,80,83.75,5.0,75.0,67.0,Manual,Completed,-5.0,8.75
BR003902,TMS004993,AST004494,C00013,COA000964,2025-06-12,1020,1125,105,46.800514221191406,Medium,Engineering,Yes,795,0,0.0,2025-06-12,4.0,Off-Peak,95.0,17:00,18:45,106,99.06,2.0,55.0,105.0,Manual,Completed,-2.0,44.06
BR003907,TMS004998,AST002798,C00040,COA000276,2025-06-24,1079,1189,110,58.27979278564453,Medium,Engineering,Yes,796,0,0.0,,0.0,,0.0,17:59,19:49,114,96.49,1.0,56.0,110.0,Manual,Completed,-1.0,40.489999999999995
BR003946,TMS005052,AST005049,C00008,COA000744,2025-06-27,757,826,69,44.57746505737305,Medium,Engineering,Yes,808,0,0.0,2025-06-27,6.0,Peak,92.0,12:37,13:46,131,52.67,2.0,82.0,69.0,Manual,Completed,-2.0,-29.33
BR004006,TMS005132,AST001052,C00092,COA000855,2025-06-18,654,726,72,67.16132354736328,High,Engineering,No,818,0,0.0,,0.0,,0.0,10:54,12:06,81,88.89,2.0,53.0,72.0,Manual,Completed,-2.0,35.89
BR004222,TMS005414,AST000575,C00096,COA001032,2025-06-25,440,606,166,28.95178985595703,Low,Engineering,Yes,848,0,0.0,2025-06-25,4.0,Normal,75.0,07:20,10:06,169,98.22,2.0,46.0,166.0,Manual,Completed,-2.0,52.22
BR004236,TMS005434,AST000607,C00066,COA000328,2025-06-16,227,276,49,28.93509864807129,Low,Engineering,No,855,0,0.0,,0.0,,0.0,03:47,04:36,67,73.13,3.0,76.0,49.0,Manual,Completed,-3.0,-2.8700000000000045
BR004373,TMS005599,AST000714,C00014,COA000734,2025-06-08,348,412,64,54.423580169677734,Medium,Engineering,Yes,876,0,0.0,,0.0,,0.0,05:48,06:52,170,37.65,2.0,59.0,64.0,Manual,Completed,-2.0,-21.35
BR004380,TMS005609,AST003942,C00033,COA000529,2025-06-05,20,119,99,63.50034713745117,High,Engineering,Yes,880,0,0.0,2025-06-05,5.0,Off-Peak,92.0,00:20,01:59,162,61.11,1.0,68.0,99.0,Manual,Completed,-1.0,-6.890000000000001
BR004385,TMS005616,AST004809,C00041,COA000116,2025-06-22,139,193,54,57.94357681274414,Medium,Engineering,Yes,881,0,0.0,,0.0,,0.0,02:19,03:13,119,45.38,3.0,65.0,54.0,Manual,Completed,-3.0,-19.619999999999997
BR004473,TMS005734,AST005056,C00055,COA001272,2025-06-15,523,613,90,30.558792114257812,Low,Engineering,Yes,892,0,0.0,2025-06-15,2.0,Peak,71.0,08:43,10:13,173,52.02,2.0,62.0,90.0,Manual,Completed,-2.0,-9.979999999999997
BR004492,TMS005757,AST000733,C00062,COA000536,2025-06-30,895,951,56,47.25896072387695,Medium,Engineering,No,894,0,0.0,2025-06-30,3.0,Normal,91.0,14:55,15:51,173,32.37,2.0,81.0,56.0,Manual,Completed,-2.0,-48.63
BR004518,TMS005790,AST003507,C00016,COA000577,2025-06-25,304,421,117,40.58940887451172,Medium,Engineering,Yes,902,0,0.0,2025-06-25,5.0,Off-Peak,82.0,05:04,07:01,160,73.12,6.0,78.0,117.0,Manual,Completed,-6.0,-4.8799999999999955
BR004621,TMS005927,AST003595,C00039,COA000712,2025-06-13,247,291,44,60.78537368774414,High,Engineering,Yes,921,0,0.0,,0.0,,0.0,04:07,04:51,105,41.9,1.0,66.0,44.0,Manual,Completed,-1.0,-24.1
BR004667,TMS005986,AST004110,C00017,COA001484,2025-06-26,753,796,43,48.45138931274414,Medium,Engineering,Yes,927,0,0.0,,0.0,,0.0,12:33,13:16,92,46.74,5.0,57.0,43.0,Manual,Completed,-5.0,-10.259999999999998
BR004676,TMS005998,AST004695,C00074,COA000479,2025-06-25,72,158,86,32.03089904785156,Low,Engineering,Yes,928,0,0.0,,0.0,,0.0,01:12,02:38,162,53.09,1.0,64.0,86.0,Manual,Completed,-1.0,-10.909999999999997
BR004683,SMMS000005,AST005948,C00095,COA000422,2025-06-24,46,154,108,42.35475158691406,Medium,Signal & Telecom,No,930,0,0.0,,0.0,,0.0,00:46,02:34,174,62.07,0.0,74.0,108.0,Manual,Completed,0.0,-11.93
BR004695,SMMS000021,AST006793,C00064,COA000759,2025-06-29,775,872,97,31.838863372802734,Low,Signal & Telecom,No,935,0,0.0,,0.0,,0.0,12:55,14:32,99,97.98,4.0,64.0,97.0,Manual,Completed,-4.0,33.980000000000004
BR004709,SMMS000041,AST006087,C00027,COA000001,2025-06-28,1107,1160,53,58.257930755615234,Medium,Signal & Telecom,No,940,0,0.0,2025-06-28,2.0,Normal,83.0,18:27,19:20,75,70.67,2.0,55.0,53.0,Manual,Completed,-2.0,15.670000000000002
BR004726,SMMS000063,AST005987,C00094,COA000652,2025-06-10,261,348,87,62.094093322753906,High,Signal & Telecom,Yes,945,0,0.0,2025-06-10,2.0,Peak,95.0,04:21,05:48,111,78.38,6.0,76.0,87.0,Manual,Completed,-6.0,2.3799999999999955
BR004742,SMMS000088,AST007053,C00066,COA001146,2025-06-14,361,498,137,35.9764289855957,Low,Signal & Telecom,Yes,951,0,0.0,2025-06-14,7.0,Normal,82.0,06:01,08:18,173,79.19,1.0,59.0,137.0,Manual,Completed,-1.0,20.189999999999998
BR004747,SMMS000096,AST007262,C00058,COA001279,2025-06-15,1073,1182,109,45.552852630615234,Medium,Signal & Telecom,Yes,955,0,0.0,2025-06-15,3.0,Peak,81.0,17:53,19:42,140,77.86,0.0,56.0,109.0,Manual,Completed,0.0,21.86
BR004757,SMMS000108,AST005476,C00039,COA000094,2025-06-12,42,93,51,34.1209831237793,Low,Signal & Telecom,No,957,0,0.0,,0.0,,0.0,00:42,01:33,170,30.0,2.0,81.0,51.0,Manual,Completed,-2.0,-51.0
BR004771,SMMS000127,AST006521,C00097,COA001130,2025-06-22,1115,1243,128,63.97490692138672,High,Signal & Telecom,Yes,959,0,0.0,2025-06-22,4.0,Normal,73.0,18:35,20:43,163,78.53,4.0,54.0,128.0,Manual,Completed,-4.0,24.53
BR004866,SMMS000256,AST006829,C00053,COA000200,2025-06-18,882,1020,138,72.57376861572266,High,Signal & Telecom,Yes,979,0,0.0,,0.0,,0.0,14:42,17:00,151,91.39,1.0,54.0,138.0,Manual,Completed,-1.0,37.39
BR004936,SMMS000343,AST008000,C00051,COA000332,2025-06-10,947,1034,87,36.18301773071289,Low,Signal & Telecom,Yes,995,0,0.0,,0.0,,0.0,15:47,17:14,169,51.48,2.0,78.0,87.0,Manual,Completed,-2.0,-26.520000000000003
BR004964,SMMS000385,AST006191,C00098,COA001221,2025-06-20,540,611,71,34.1878547668457,Low,Signal & Telecom,Yes,1002,0,0.0,,0.0,,0.0,09:00,10:11,162,43.83,0.0,49.0,71.0,Manual,Completed,0.0,-5.170000000000002
BR004967,SMMS000388,AST008260,C00057,COA001246,2025-06-12,1192,1232,40,84.4769058227539,Critical,Signal & Telecom,No,1004,0,0.0,,0.0,,0.0,19:52,20:32,171,23.39,1.0,84.0,40.0,Manual,Completed,-1.0,-60.61
BR005025,SMMS000467,AST007861,C00093,COA000429,2025-06-17,22,119,97,38.328102111816406,Low,Signal & Telecom,No,1016,0,0.0,,0.0,,0.0,00:22,01:59,131,74.05,2.0,64.0,97.0,Manual,Completed,-2.0,10.049999999999997
BR005032,SMMS000475,AST007044,C00022,COA001092,2025-06-24,6,129,123,36.614620208740234,Low,Signal & Telecom,No,1019,0,0.0,,0.0,,0.0,00:06,02:09,162,75.93,1.0,65.0,123.0,Manual,Completed,-1.0,10.930000000000007
BR005067,SMMS000521,AST007106,C00020,COA000636,2025-06-06,14,111,97,68.6058349609375,High,Signal & Telecom,No,1026,0,0.0,2025-06-06,6.0,Off-Peak,72.0,00:14,01:51,140,69.29,1.0,81.0,97.0,Manual,Completed,-1.0,-11.709999999999994
BR005101,SMMS000567,AST006574,C00081,COA000532,2025-06-06,534,595,61,50.8848991394043,Medium,Signal & Telecom,Yes,1030,0,0.0,2025-06-06,5.0,Peak,84.0,08:54,09:55,137,44.53,1.0,54.0,61.0,Manual,Completed,-1.0,-9.469999999999999
BR005104,SMMS000570,AST006641,C00078,COA001149,2025-06-23,279,331,52,58.94286346435547,Medium,Signal & Telecom,No,1031,0,0.0,,0.0,,0.0,04:39,05:31,55,94.55,1.0,63.0,52.0,Manual,Completed,-1.0,31.549999999999997
BR005105,SMMS000571,AST008404,C00034,COA000096,2025-06-07,892,971,79,23.969980239868164,Low,Signal & Telecom,Yes,1032,0,0.0,2025-06-07,1.0,Peak,88.0,14:52,16:11,89,88.76,4.0,76.0,79.0,Manual,Completed,-4.0,12.760000000000005
BR005123,SMMS000591,AST007901,C00098,COA000427,2025-06-07,674,751,77,63.532981872558594,High,Signal & Telecom,No,1037,0,0.0,2025-06-07,5.0,Peak,89.0,11:14,12:31,142,54.23,2.0,55.0,77.0,Manual,Completed,-2.0,-0.7700000000000031
BR005182,SMMS000673,AST006229,C00098,COA001044,2025-06-28,938,1045,107,66.3445053100586,High,Signal & Telecom,Yes,1051,1,7.0,,0.0,,0.0,15:38,17:25,179,59.78,4.0,49.0,107.0,Manual,Completed,-3.0,10.780000000000001
BR005183,SMMS000674,AST007925,C00065,COA000478,2025-06-24,887,976,89,60.01978302001953,High,Signal & Telecom,No,1052,0,0.0,2025-06-24,1.0,Off-Peak,72.0,14:47,16:16,135,65.93,0.0,51.0,89.0,Manual,Completed,0.0,14.930000000000007
BR005236,SMMS000738,AST006982,C00035,COA000866,2025-06-07,165,254,89,34.194984436035156,Low,Signal & Telecom,Yes,1063,0,0.0,2025-06-07,2.0,Peak,82.0,02:45,04:14,167,53.29,0.0,80.0,89.0,Manual,Completed,0.0,-26.71
BR005261,SMMS000769,AST008611,C00097,COA000467,2025-06-28,1038,1134,96,39.23550796508789,Low,Signal & Telecom,No,1070,0,0.0,2025-06-28,3.0,Normal,75.0,17:18,18:54,174,55.17,0.0,76.0,96.0,Manual,Completed,0.0,-20.83
BR005312,SMMS000836,AST007651,C00071,COA001007,2025-06-15,127,198,71,43.390254974365234,Medium,Signal & Telecom,No,1071,0,0.0,,0.0,,0.0,02:07,03:18,89,79.78,2.0,74.0,71.0,Manual,Completed,-2.0,5.780000000000001
BR005374,SMMS000912,AST006531,C00023,COA000353,2025-06-06,84,188,104,63.39552307128906,High,Signal & Telecom,Yes,1085,0,0.0,,0.0,,0.0,01:24,03:08,154,67.53,0.0,84.0,104.0,Manual,Completed,0.0,-16.47
BR005431,SMMS000977,AST006800,C00056,COA000631,2025-06-30,3,55,52,44.819732666015625,Medium,Signal & Telecom,No,1099,0,0.0,2025-06-30,5.0,Normal,71.0,00:03,00:55,87,59.77,3.0,74.0,52.0,Manual,Completed,-3.0,-14.229999999999997
BR005471,SMMS001026,AST006663,C00071,COA001320,2025-06-18,736,800,64,34.61379623413086,Low,Signal & Telecom,No,1111,0,0.0,2025-06-18,4.0,Peak,95.0,12:16,13:20,132,48.48,1.0,67.0,64.0,Manual,Completed,-1.0,-18.520000000000003
BR005478,SMMS001034,AST006124,C00047,COA000566,2025-06-04,377,434,57,36.77566909790039,Low,Signal & Telecom,Yes,1114,0,0.0,,0.0,,0.0,06:17,07:14,70,81.43,3.0,72.0,57.0,Manual,Completed,-3.0,9.430000000000007
BR005494,SMMS001054,AST007788,C00070,COA001313,2025-06-30,162,317,155,47.76284408569336,Medium,Signal & Telecom,No,1118,0,0.0,2025-06-30,5.0,Normal,88.0,02:42,05:17,174,89.08,0.0,82.0,155.0,Manual,Completed,0.0,7.079999999999998
BR005507,SMMS001071,AST006870,C00007,COA000525,2025-06-28,589,656,67,51.94669723510742,Medium,Signal & Telecom,Yes,1120,0,0.0,,0.0,,0.0,09:49,10:56,111,60.36,2.0,70.0,67.0,Manual,Completed,-2.0,-9.64
BR005576,SMMS001157,AST007859,C00012,COA000630,2025-06-23,148,266,118,44.244239807128906,Medium,Signal & Telecom,Yes,1124,0,0.0,2025-06-23,3.0,Normal,83.0,02:28,04:26,156,75.64,1.0,68.0,118.0,Manual,Completed,-1.0,7.640000000000001
BR005616,SMMS001210,AST007349,C00080,COA000521,2025-06-01,1070,1132,62,29.377161026000977,Low,Signal & Telecom,Yes,1127,0,0.0,2025-06-01,7.0,Normal,90.0,17:50,18:52,77,80.52,0.0,72.0,62.0,Manual,Completed,0.0,8.519999999999996
BR005628,SMMS001224,AST005981,C00099,COA000707,2025-06-28,530,638,108,35.883113861083984,Low,Signal & Telecom,Yes,1131,0,0.0,2025-06-28,2.0,Off-Peak,85.0,08:50,10:38,158,68.35,1.0,71.0,108.0,Manual,Completed,-1.0,-2.6500000000000057
BR005635,SMMS001234,AST007916,C00018,COA000040,2025-06-22,319,440,121,34.37557601928711,Low,Signal & Telecom,No,1136,0,0.0,2025-06-22,1.0,Off-Peak,81.0,05:19,07:20,134,90.3,3.0,62.0,121.0,Manual,Completed,-3.0,28.299999999999997
BR005646,SMMS001251,AST006933,C00031,COA000015,2025-06-09,1084,1187,103,57.6995849609375,Medium,Signal & Telecom,Yes,1140,0,0.0,,0.0,,0.0,18:04,19:47,178,57.87,3.0,68.0,103.0,Manual,Completed,-3.0,-10.130000000000003
BR005673,SMMS001286,AST007781,C00010,COA000680,2025-06-04,84,207,123,55.847782135009766,Medium,Signal & Telecom,No,1143,0,0.0,2025-06-04,8.0,Normal,86.0,01:24,03:27,145,84.83,2.0,85.0,123.0,Manual,Completed,-2.0,-0.1700000000000017
BR005676,SMMS001292,AST008165,C00080,COA000157,2025-06-30,1119,1169,50,67.5630874633789,High,Signal & Telecom,No,1146,0,0.0,2025-06-30,1.0,Normal,74.0,18:39,19:29,172,29.07,2.0,82.0,50.0,Manual,Completed,-2.0,-52.93
BR005683,SMMS001302,AST006638,C00073,COA001281,2025-06-01,901,1017,116,83.59265899658203,Critical,Signal & Telecom,No,1148,0,0.0,2025-06-01,8.0,Normal,72.0,15:01,16:57,162,71.6,3.0,48.0,116.0,Manual,Completed,-3.0,23.599999999999994
BR005705,SMMS001332,AST008114,C00007,COA000553,2025-06-10,2,72,70,55.557518005371094,Medium,Signal & Telecom,Yes,1151,1,1.0,2025-06-10,5.0,Peak,89.0,00:02,01:12,140,50.0,2.0,67.0,70.0,Manual,Completed,-1.0,-17.0
BR005718,SMMS001351,AST007882,C00067,COA001219,2025-06-05,1019,1106,87,61.75059509277344,High,Signal & Telecom,No,1152,0,0.0,,0.0,,0.0,16:59,18:26,94,92.55,1.0,81.0,87.0,Manual,Completed,-1.0,11.549999999999997
BR005750,SMMS001389,AST006770,C00055,COA001209,2025-06-11,994,1152,158,75.39412689208984,High,Signal & Telecom,Yes,1161,0,0.0,,0.0,,0.0,16:34,19:12,178,88.76,1.0,63.0,158.0,Manual,Completed,-1.0,25.760000000000005
BR005794,SMMS001445,AST008406,C00091,COA000294,2025-06-16,5,98,93,52.36604690551758,Medium,Signal & Telecom,Yes,1165,0,0.0,,0.0,,0.0,00:05,01:38,140,66.43,4.0,62.0,93.0,Manual,Completed,-4.0,4.430000000000007
BR005815,SMMS001472,AST005979,C00006,COA000922,2025-06-11,570,704,134,53.902748107910156,Medium,Signal & Telecom,No,1170,0,0.0,2025-06-11,2.0,Normal,93.0,09:30,11:44,143,93.71,2.0,50.0,134.0,Manual,Completed,-2.0,43.709999999999994
BR005822,SMMS001479,AST006646,C00030,COA000599,2025-06-07,701,821,120,33.009239196777344,Low,Signal & Telecom,Yes,1171,0,0.0,,0.0,,0.0,11:41,13:41,161,74.53,0.0,46.0,120.0,Manual,Completed,0.0,28.53
BR005947,SMMS001638,AST006738,C00009,COA000394,2025-06-28,772,851,79,35.9761848449707,Low,Signal & Telecom,Yes,1195,0,0.0,2025-06-28,2.0,Normal,70.0,12:52,14:11,138,57.25,2.0,74.0,79.0,Manual,Completed,-2.0,-16.75
BR005952,SMMS001647,AST008149,C00087,COA000234,2025-06-29,179,256,77,54.1649284362793,Medium,Signal & Telecom,Yes,1198,1,1.0,,0.0,,0.0,02:59,04:16,178,43.26,2.0,66.0,77.0,Manual,Completed,-1.0,-22.740000000000002
BR005960,SMMS001656,AST006304,C00042,COA000205,2025-06-18,1076,1159,83,25.038528442382812,Low,Signal & Telecom,No,1199,0,0.0,2025-06-18,3.0,Normal,80.0,17:56,19:19,108,76.85,1.0,65.0,83.0,Manual,Completed,-1.0,11.849999999999994
BR005977,SMMS001676,AST007562,C00035,COA000698,2025-06-19,1160,1323,163,30.169498443603516,Low,Signal & Telecom,Yes,1201,0,0.0,,0.0,,0.0,19:20,22:03,178,91.57,3.0,83.0,163.0,Manual,Completed,-3.0,8.569999999999993
