candidate_id,block_request_id,task_id,block_window_id,corridor_id,train_no,movement_id,movement_type,movement_start,movement_end,conflict_buffer_min,conflict_duration_min
337,BR002368,TMS003050,COA000136,C00023,13271,MW001773,Train Movement,11:31,11:55,6,24
337,BR002368,TMS003050,COA000136,C00023,57366,MW010132,Train Movement,09:01,09:57,15,8
338,BR002388,TMS003072,COA000838,C00060,98237,MW014787,Train Movement,07:17,09:03,6,30
339,BR002388,TMS003072,COA001065,C00060,13770,MW002530,Train Movement,00:34,01:15,12,59
339,BR002388,TMS003072,COA001065,C00060,57114,MW010042,Train Movement,02:03,03:07,14,50
340,BR002394,TMS003079,COA000313,C00097,65766,MW011301,Train Movement,09:50,10:37,8,53
342,BR002421,TMS003111,COA000140,C00048,13533,MW002143,Train Movement,07:17,08:50,7,19
344,BR002437,TMS003132,COA001393,C00068,50174,MW007807,Train Movement,08:48,12:09,7,31
345,BR002441,TMS003136,COA001127,C00078,13257,MW001754,Train Movement,11:14,12:56,8,13
345,BR002441,TMS003136,COA001127,C00078,92449,MW013868,Train Movement,13:19,17:33,8,97
347,BR002454,TMS003151,COA000071,C00034,53165,MW008772,Train Movement,18:19,19:10,8,24
353,BR002480,TMS003180,COA001300,C00008,15174,MW004602,Train Movement,16:08,18:16,5,35
354,BR002490,TMS003191,COA001393,C00068,50174,MW007807,Train Movement,08:48,12:09,7,31
357,BR002558,TMS003278,COA001025,C00033,14464,MW003557,Train Movement,17:42,19:26,14,40
357,BR002558,TMS003278,COA001025,C00033,94279,MW014192,Train Movement,15:38,19:25,15,86
358,BR002561,TMS003284,COA001139,C00088,56202,MW009734,Train Movement,07:42,10:13,11,87
359,BR002565,TMS003289,COA000655,C00008,68377,MW012118,Train Movement,02:06,05:19,6,42
361,BR002575,TMS003302,COA001487,C00093,16070,MW006018,Train Movement,07:49,09:08,13,89
361,BR002575,TMS003302,COA001487,C00093,54802,MW009332,Train Movement,09:09,11:12,8,28
362,BR002583,TMS003310,COA001333,C00026,14085,MW002970,Train Movement,16:03,22:05,10,94
362,BR002583,TMS003310,COA001333,C00026,14378,MW003427,Train Movement,15:21,21:22,9,94
362,BR002583,TMS003310,COA001333,C00026,16405,MW006491,Train Movement,14:30,20:35,11,94
363,BR002583,TMS003310,COA001406,C00026,13356,MW001866,Train Movement,03:05,07:59,13,94
363,BR002583,TMS003310,COA001406,C00026,14203,MW003148,Train Movement,03:57,09:59,14,94
363,BR002583,TMS003310,COA001406,C00026,92490,MW013888,Train Movement,02:03,13:49,11,94
364,BR002587,TMS003318,COA000751,C00072,52878,MW008623,Train Movement,05:29,08:05,12,108
364,BR002587,TMS003318,COA000751,C00072,78609,MW013146,Train Movement,07:04,09:54,14,30
364,BR002587,TMS003318,COA000751,C00072,92043,MW013775,Train Movement,07:22,10:51,8,6
365,BR002601,TMS003334,COA001390,C00094,14894,MW004191,Train Movement,19:16,22:09,9,66
367,BR002611,TMS003347,COA000151,C00064,54762,MW009314,Train Movement,18:37,22:41,15,22
368,BR002614,TMS003352,COA001286,C00080,51740,MW008250,Train Movement,13:35,15:23,15,8
369,BR002642,TMS003391,COA000289,C00014,79342,MW013305,Train Movement,06:33,09:09,14,124
370,BR002645,TMS003395,COA000528,C00025,12150,MW000227,Train Movement,08:50,13:41,5,71
370,BR002645,TMS003395,COA000528,C00025,13399,MW001924,Train Movement,09:45,14:34,6,98
370,BR002645,TMS003395,COA000528,C00025,17415,MW007560,Train Movement,14:26,18:59,14,1
370,BR002645,TMS003395,COA000528,C00025,56192,MW009722,Train Movement,13:41,22:48,6,38
370,BR002645,TMS003395,COA000528,C00025,56880,MW009966,Train Movement,08:56,18:04,14,98
371,BR002647,TMS003398,COA000528,C00025,12150,MW000227,Train Movement,08:50,13:41,5,71
371,BR002647,TMS003398,COA000528,C00025,13399,MW001924,Train Movement,09:45,14:34,6,82
371,BR002647,TMS003398,COA000528,C00025,56192,MW009722,Train Movement,13:41,22:48,6,22
371,BR002647,TMS003398,COA000528,C00025,56880,MW009966,Train Movement,08:56,18:04,14,82
373,BR002657,TMS003412,COA000243,C00008,14336,MW003355,Train Movement,10:30,12:39,11,20
376,BR002661,TMS003416,COA001087,C00019,75138,MW012573,Train Movement,07:05,11:01,6,150
377,BR002678,TMS003440,COA000056,C00011,14502,MW003593,Train Movement,07:52,12:26,14,57
377,BR002678,TMS003440,COA000056,C00011,14741,MW003955,Train Movement,07:35,12:15,5,37
378,BR002678,TMS003440,COA000909,C00011,14502,MW003593,Train Movement,07:52,12:26,14,62
378,BR002678,TMS003440,COA000909,C00011,14741,MW003955,Train Movement,07:35,12:15,5,62
381,BR002688,TMS003451,COA000738,C00097,56352,MW009781,Train Movement,08:22,09:15,5,63
383,BR002731,TMS003510,COA000942,C00028,12058,MW000098,Train Movement,11:41,13:24,5,59
383,BR002731,TMS003510,COA000942,C00028,12140,MW000208,Train Movement,13:11,14:57,7,51
384,BR002746,TMS003531,COA000068,C00023,15666,MW005480,Train Movement,07:38,08:19,15,71
384,BR002746,TMS003531,COA000068,C00023,99670,MW015021,Train Movement,06:47,08:32,8,99
385,BR002749,TMS003535,COA000973,C00063,95518,MW014416,Train Movement,17:34,22:02,12,93
388,BR002772,TMS003565,COA000340,C00023,16381,MW006452,Train Movement,16:29,17:08,14,36
389,BR002798,TMS003599,COA000254,C00094,92185,MW013793,Train Movement,13:48,19:17,12,81
390,BR002798,TMS003599,COA000851,C00094,16549,MW006637,Train Movement,03:55,06:43,15,74
391,BR002803,TMS003606,COA000298,C00065,13177,MW001638,Train Movement,02:14,03:06,13,8
391,BR002803,TMS003606,COA000298,C00065,14352,MW003371,Train Movement,00:21,01:20,13,21
391,BR002803,TMS003606,COA000298,C00065,50154,MW007803,Train Movement,00:53,02:27,12,57
392,BR002812,TMS003616,COA000884,C00022,16706,MW006832,Train Movement,13:41,16:49,10,137
393,BR002817,TMS003624,COA000899,C00014,55899,MW009673,Train Movement,05:45,08:05,13,61
395,BR002839,TMS003650,COA000229,C00002,54406,MW009203,Train Movement,08:08,10:42,10,77
397,BR002857,TMS003674,COA000752,C00001,16131,MW006071,Train Movement,01:10,07:43,15,111
397,BR002857,TMS003674,COA000752,C00001,77415,MW012935,Train Movement,04:26,15:29,5,111
398,BR002866,TMS003685,COA000936,C00069,98804,MW014884,Train Movement,06:57,15:57,6,122
399,BR002869,TMS003688,COA000129,C00058,52593,MW008499,Train Movement,03:37,05:19,8,37
402,BR002882,TMS003702,COA001230,C00012,12412,MW000639,Train Movement,06:10,07:38,14,45
402,BR002882,TMS003702,COA001230,C00012,50300,MW007860,Train Movement,06:18,09:00,14,37
403,BR002885,TMS003705,COA001155,C00088,53445,MW008901,Train Movement,15:15,17:43,14,7
404,BR002898,TMS003722,COA001387,C00072,56470,MW009844,Train Movement,11:02,13:26,9,105
404,BR002898,TMS003722,COA001387,C00072,76804,MW012798,Train Movement,10:36,13:25,9,105
405,BR002910,TMS003736,COA000412,C00025,68056,MW011989,Train Movement,07:39,17:20,14,8
407,BR002921,TMS003750,COA001351,C00043,78448,MW013107,Train Movement,12:37,13:08,14,12
408,BR002934,TMS003767,COA000111,C00019,13868,MW002733,Train Movement,11:45,13:38,8,26
408,BR002934,TMS003767,COA000111,C00019,51175,MW008080,Train Movement,06:45,10:13,5,49
408,BR002934,TMS003767,COA000111,C00019,53863,MW009087,Train Movement,07:00,10:32,12,75
409,BR002936,TMS003770,COA001044,C00098,53617,MW009000,Train Movement,17:32,17:40,14,36
413,BR002978,TMS003830,COA000882,C00001,13204,MW001695,Train Movement,11:57,17:12,5,2
413,BR002978,TMS003830,COA000882,C00001,13683,MW002378,Train Movement,17:28,22:46,5,38
414,BR002986,TMS003840,COA000189,C00041,15930,MW005818,Train Movement,04:18,04:57,5,37
415,BR002993,TMS003847,COA001127,C00078,13257,MW001754,Train Movement,11:14,12:56,8,13
415,BR002993,TMS003847,COA001127,C00078,92449,MW013868,Train Movement,13:19,17:33,8,68
420,BR003013,TMS003873,COA000669,C00067,55144,MW009400,Train Movement,01:18,04:16,10,96
422,BR003038,TMS003908,COA001372,C00051,95418,MW014396,Train Movement,15:21,17:47,10,124
423,BR003039,TMS003909,COA000488,C00061,15210,MW004699,Train Movement,08:04,09:08,15,4
424,BR003043,TMS003913,COA001170,C00072,14380,MW003434,Train Movement,13:16,14:58,10,122
424,BR003043,TMS003913,COA001170,C00072,59354,MW010791,Train Movement,14:46,17:25,11,33
425,BR003044,TMS003914,COA000310,C00094,15105,MW004491,Train Movement,14:38,17:37,13,129
428,BR003073,TMS003947,COA001170,C00072,14380,MW003434,Train Movement,13:16,14:58,10,122
428,BR003073,TMS003947,COA001170,C00072,59354,MW010791,Train Movement,14:46,17:25,11,51
431,BR003096,TMS003973,COA001393,C00068,50174,MW007807,Train Movement,08:48,12:09,7,31
432,BR003098,TMS003975,COA000030,C00063,12077,MW000124,Train Movement,09:32,11:25,9,11
434,BR003101,TMS003978,COA001021,C00066,15008,MW004357,Train Movement,00:58,01:53,7,69
436,BR003107,TMS003986,COA001500,C00046,13078,MW001485,Train Movement,12:15,12:35,8,36
438,BR003131,TMS004020,COA000899,C00014,55899,MW009673,Train Movement,05:45,08:05,13,14
439,BR003136,TMS004025,COA001317,C00091,12036,MW000049,Train Movement,05:07,07:49,7,57
439,BR003136,TMS004025,COA001317,C00091,15213,MW004709,Train Movement,02:28,05:55,10,65
440,BR003145,TMS004038,COA000298,C00065,13177,MW001638,Train Movement,02:14,03:06,13,62
440,BR003145,TMS004038,COA000298,C00065,14352,MW003371,Train Movement,00:21,01:20,13,21
440,BR003145,TMS004038,COA000298,C00065,50154,MW007803,Train Movement,00:53,02:27,12,87
441,BR003155,TMS004052,COA000311,C00005,53471,MW008933,Train Movement,00:07,03:02,5,31
442,BR003159,TMS004057,COA001442,C00069,52282,MW008402,Train Movement,11:41,18:40,8,92
442,BR003159,TMS004057,COA001442,C00069,92673,MW013919,Train Movement,09:37,18:31,14,92
444,BR003180,TMS004087,COA001303,C00090,16592,MW006731,Train Movement,14:13,15:38,15,21
444,BR003180,TMS004087,COA001303,C00090,16917,MW007226,Train Movement,17:13,18:37,10,27
444,BR003180,TMS004087,COA001303,C00090,52596,MW008513,Train Movement,15:42,17:48,12,118
444,BR003180,TMS004087,COA001303,C00090,69102,MW012282,Train Movement,13:40,15:54,12,34
445,BR003190,TMS004102,COA000878,C00025,51023,MW008043,Train Movement,05:37,14:48,10,35
445,BR003190,TMS004102,COA000878,C00025,55709,MW009561,Train Movement,04:35,13:40,9,35
445,BR003190,TMS004102,COA000878,C00025,56900,MW009981,Train Movement,01:57,11:06,6,30
445,BR003190,TMS004102,COA000878,C00025,68060,MW011999,Train Movement,09:53,19:35,13,35
445,BR003190,TMS004102,COA000878,C00025,78365,MW013090,Train Movement,08:27,18:40,13,35
446,BR003195,TMS004108,COA001284,C00054,50803,MW008009,Train Movement,09:03,10:02,15,49
446,BR003195,TMS004108,COA001284,C00054,97841,MW014717,Train Movement,07:56,09:19,14,5
447,BR003196,TMS004109,COA001070,C00031,13593,MW002230,Train Movement,16:22,17:28,15,82
447,BR003196,TMS004109,COA001070,C00031,16912,MW007218,Train Movement,14:30,15:56,9,71
452,BR003220,TMS004143,COA000685,C00100,16679,MW006808,Train Movement,07:13,07:25,12,36
453,BR003228,TMS004151,COA000080,C00066,12336,MW000470,Train Movement,18:55,19:42,7,61
453,BR003228,TMS004151,COA000080,C00066,16241,MW006189,Train Movement,19:58,20:58,14,39
454,BR003229,TMS004152,COA001020,C00001,13671,MW002339,Train Movement,03:39,08:52,8,66
454,BR003229,TMS004152,COA001020,C00001,15774,MW005609,Train Movement,03:56,10:27,10,66
459,BR003261,TMS004200,COA000026,C00093,54438,MW009226,Train Movement,01:25,03:22,10,46
463,BR003279,TMS004222,COA001433,C00024,12450,MW000663,Train Movement,04:57,06:06,8,57
463,BR003279,TMS004222,COA001433,C00024,68377,MW012125,Train Movement,05:56,08:17,8,80
466,BR003301,TMS004251,COA000477,C00050,14202,MW003140,Train Movement,20:13,21:07,13,21
466,BR003301,TMS004251,COA000477,C00050,16817,MW007032,Train Movement,17:36,18:37,13,26
466,BR003301,TMS004251,COA000477,C00050,53335,MW008813,Train Movement,17:35,19:06,10,52
467,BR003316,TMS004273,COA001361,C00083,51525,MW008183,Train Movement,07:45,10:17,14,1
471,BR003337,TMS004298,COA000347,C00002,13057,MW001456,Train Movement,02:19,03:39,10,26
472,BR003337,TMS004298,COA000898,C00002,13057,MW001456,Train Movement,02:19,03:39,10,33
473,BR003338,TMS004299,COA001422,C00095,12025,MW000033,Train Movement,04:43,05:57,15,80
473,BR003338,TMS004299,COA001422,C00095,98376,MW014806,Train Movement,04:33,07:48,5,80
474,BR003340,TMS004301,COA001433,C00024,12450,MW000663,Train Movement,04:57,06:06,8,57
474,BR003340,TMS004301,COA001433,C00024,68377,MW012125,Train Movement,05:56,08:17,8,64
475,BR003355,TMS004318,COA000858,C00016,15217,MW004715,Train Movement,00:50,02:00,13,2
476,BR003381,TMS004352,COA000277,C00010,58116,MW010376,Train Movement,01:14,03:19,7,90
482,BR003413,TMS004387,COA001399,C00052,15082,MW004434,Train Movement,14:22,17:32,11,35
484,BR003426,TMS004403,COA000012,C00096,14265,MW003236,Train Movement,13:16,15:21,10,64
484,BR003426,TMS004403,COA000012,C00096,59887,MW010927,Train Movement,10:52,14:04,5,46
484,BR003426,TMS004403,COA000012,C00096,67608,MW011856,Train Movement,10:23,13:36,13,26
484,BR003426,TMS004403,COA000012,C00096,99297,MW014958,Train Movement,13:33,18:03,5,59
489,BR003457,TMS004445,COA001469,C00077,15624,MW005426,Train Movement,19:37,20:40,13,66
491,BR003463,TMS004452,COA000587,C00097,69628,MW012444,Train Movement,05:00,05:45,10,38
492,BR003463,TMS004452,COA000691,C00097,13923,MW002806,Train Movement,19:47,20:13,13,25
493,BR003464,TMS004453,COA001195,C00074,57042,MW010013,Train Movement,07:33,08:06,11,49
494,BR003465,TMS004454,COA001041,C00072,52770,MW008586,Train Movement,09:49,12:19,9,43
494,BR003465,TMS004454,COA001041,C00072,98198,MW014771,Train Movement,09:13,12:46,14,43
496,BR003473,TMS004466,COA001499,C00093,14809,MW004085,Train Movement,10:16,11:39,11,93
497,BR003475,TMS004470,COA000123,C00065,54092,MW009177,Train Movement,14:52,16:19,7,20
497,BR003475,TMS004470,COA000123,C00065,59321,MW010760,Train Movement,15:26,16:55,7,56
498,BR003475,TMS004470,COA000222,C00065,54092,MW009177,Train Movement,14:52,16:19,7,59
498,BR003475,TMS004470,COA000222,C00065,59321,MW010760,Train Movement,15:26,16:55,7,61
500,BR003490,TMS004487,COA000405,C00043,67608,MW011860,Train Movement,09:00,09:32,10,5
501,BR003493,TMS004490,COA000580,C00005,54087,MW009164,Train Movement,08:00,10:59,9,60
502,BR003497,TMS004494,COA000617,C00092,14711,MW003882,Train Movement,12:52,14:23,15,35
508,BR003573,TMS004587,COA000901,C00057,58524,MW010514,Train Movement,08:23,11:24,12,8
508,BR003573,TMS004587,COA000901,C00057,95431,MW014408,Train Movement,10:23,14:23,6,56
510,BR003583,TMS004599,COA000111,C00019,13868,MW002733,Train Movement,11:45,13:38,8,22
510,BR003583,TMS004599,COA000111,C00019,51175,MW008080,Train Movement,06:45,10:13,5,49
510,BR003583,TMS004599,COA000111,C00019,53863,MW009087,Train Movement,07:00,10:32,12,75
511,BR003596,TMS004614,COA000579,C00061,69456,MW012409,Train Movement,19:49,21:31,7,40
512,BR003596,TMS004614,COA001166,C00061,12727,MW001034,Train Movement,13:47,14:40,9,8
516,BR003633,TMS004664,COA001317,C00091,12036,MW000049,Train Movement,05:07,07:49,7,95
516,BR003633,TMS004664,COA001317,C00091,15213,MW004709,Train Movement,02:28,05:55,10,73
522,BR003691,TMS004735,COA001066,C00058,15420,MW005069,Train Movement,18:02,19:09,7,55
522,BR003691,TMS004735,COA001066,C00058,52599,MW008527,Train Movement,18:10,19:55,14,54
526,BR003720,TMS004770,COA000838,C00060,98237,MW014787,Train Movement,07:17,09:03,6,5
527,BR003720,TMS004770,COA001065,C00060,13770,MW002530,Train Movement,00:34,01:15,12,59
527,BR003720,TMS004770,COA001065,C00060,57114,MW010042,Train Movement,02:03,03:07,14,25
530,BR003734,TMS004790,COA000253,C00063,69664,MW012476,Train Movement,10:47,14:34,7,15
535,BR003759,TMS004818,COA000724,C00001,12865,MW001236,Train Movement,14:43,19:57,14,51
536,BR003764,TMS004824,COA001439,C00026,15087,MW004449,Train Movement,08:03,14:08,11,28
536,BR003764,TMS004824,COA001439,C00026,67230,MW011664,Train Movement,13:02,22:43,14,39
536,BR003764,TMS004824,COA001439,C00026,75713,MW012661,Train Movement,04:19,14:34,12,39
537,BR003775,TMS004839,COA001261,C00049,13773,MW002550,Train Movement,03:20,04:48,7,20
537,BR003775,TMS004839,COA001261,C00049,14693,MW003861,Train Movement,05:16,07:07,6,52
537,BR003775,TMS004839,COA001261,C00049,15483,MW005184,Train Movement,04:15,06:04,15,87
537,BR003775,TMS004839,COA001261,C00049,16320,MW006345,Train Movement,05:01,06:49,12,73
538,BR003790,TMS004857,COA001460,C00025,13292,MW001810,Train Movement,08:30,13:21,14,39
538,BR003790,TMS004857,COA001460,C00025,95418,MW014402,Train Movement,02:51,14:36,14,114
539,BR003795,TMS004863,COA001330,C00007,65111,MW011035,Train Movement,18:27,23:03,13,175
543,BR003816,TMS004886,COA000020,C00057,51995,MW008346,Train Movement,01:17,04:23,8,31
543,BR003816,TMS004886,COA000020,C00057,55144,MW009392,Train Movement,01:27,04:27,11,38
544,BR003821,TMS004892,COA000071,C00034,53165,MW008772,Train Movement,18:19,19:10,8,67
545,BR003862,TMS004942,COA001051,C00088,14112,MW003029,Train Movement,09:34,11:13,9,41
545,BR003862,TMS004942,COA001051,C00088,55595,MW009519,Train Movement,07:16,09:37,9,67
547,BR003864,TMS004945,COA001452,C00039,13771,MW002537,Train Movement,04:38,05:05,15,7
547,BR003864,TMS004945,COA001452,C00039,99943,MW015044,Train Movement,01:15,02:35,10,26
548,BR003877,TMS004960,COA000795,C00016,53924,MW009119,Train Movement,17:05,18:51,7,17
549,BR003881,TMS004966,COA000470,C00019,75134,MW012554,Train Movement,08:01,11:50,14,95
550,BR003890,TMS004977,COA000462,C00027,14751,MW003960,Train Movement,15:44,18:04,7,81
555,BR003929,TMS005030,COA001304,C00073,12077,MW000127,Train Movement,15:10,16:52,8,93
555,BR003929,TMS005030,COA001304,C00073,13401,MW001934,Train Movement,17:08,18:52,5,7
561,BR003951,TMS005058,COA000751,C00072,52878,MW008623,Train Movement,05:29,08:05,12,86
561,BR003951,TMS005058,COA000751,C00072,78609,MW013146,Train Movement,07:04,09:54,14,8
563,BR003994,TMS005116,COA000873,C00027,65374,MW011156,Train Movement,02:23,06:14,12,88
563,BR003994,TMS005116,COA000873,C00027,79381,MW013326,Train Movement,00:55,04:57,11,10
564,BR003995,TMS005117,COA000479,C00074,59949,MW010942,Train Movement,03:04,03:34,12,15
565,BR003997,TMS005121,COA000203,C00091,52371,MW008445,Train Movement,10:16,15:33,6,140
565,BR003997,TMS005121,COA000203,C00091,96658,MW014568,Train Movement,09:16,16:16,9,140
567,BR004002,TMS005128,COA001155,C00088,53445,MW008901,Train Movement,15:15,17:43,14,19
569,BR004016,TMS005147,COA001286,C00080,51740,MW008250,Train Movement,13:35,15:23,15,8
570,BR004018,TMS005150,COA001253,C00014,16816,MW007017,Train Movement,07:26,08:57,8,66
570,BR004018,TMS005150,COA001253,C00014,79032,MW013205,Train Movement,08:01,10:41,6,29
571,BR004019,TMS005152,COA000140,C00048,13533,MW002143,Train Movement,07:17,08:50,7,19
572,BR004020,TMS005153,COA000150,C00087,14553,MW003662,Train Movement,06:31,09:19,10,59
572,BR004020,TMS005153,COA000150,C00087,15200,MW004665,Train Movement,04:26,07:17,11,121
572,BR004020,TMS005153,COA000150,C00087,97289,MW014661,Train Movement,05:55,11:11,15,100
573,BR004020,TMS005153,COA000234,C00087,15200,MW004665,Train Movement,04:26,07:17,11,45
574,BR004028,TMS005163,COA001088,C00060,14894,MW004187,Train Movement,10:38,11:29,12,42
575,BR004071,TMS005221,COA001308,C00090,17814,MW007678,Train Movement,03:40,04:39,5,69
575,BR004071,TMS005221,COA001308,C00090,50059,MW007778,Train Movement,04:09,06:13,12,73
576,BR004083,TMS005235,COA001206,C00057,14968,MW004306,Train Movement,18:08,20:09,15,112
576,BR004083,TMS005235,COA001206,C00057,57184,MW010075,Train Movement,19:12,22:14,14,97
577,BR004109,TMS005274,COA001200,C00030,54482,MW009230,Train Movement,16:26,19:13,10,57
579,BR004120,TMS005289,COA001155,C00088,53445,MW008901,Train Movement,15:15,17:43,14,3
581,BR004142,TMS005322,COA000356,C00033,78448,MW013110,Train Movement,01:16,04:05,12,27
581,BR004142,TMS005322,COA000356,C00033,79364,MW013311,Train Movement,02:36,05:25,13,108
582,BR004145,TMS005327,COA000430,C00049,51864,MW008313,Train Movement,11:05,13:44,5,21
583,BR004156,TMS005340,COA000806,C00048,14826,MW004126,Train Movement,16:27,18:22,6,118
583,BR004156,TMS005340,COA000806,C00048,67651,MW011868,Train Movement,15:11,18:14,13,117
584,BR004178,TMS005366,COA000021,C00086,13493,MW002077,Train Movement,13:55,16:50,7,40
584,BR004178,TMS005366,COA000021,C00086,52596,MW008512,Train Movement,10:08,15:42,9,40
584,BR004178,TMS005366,COA000021,C00086,69571,MW012430,Train Movement,14:47,20:40,9,40
585,BR004178,TMS005366,COA000527,C00086,54538,MW009263,Train Movement,05:09,10:42,13,35
586,BR004181,TMS005369,COA000861,C00038,15174,MW004600,Train Movement,11:12,14:22,11,112
587,BR004186,TMS005374,COA001130,C00097,55644,MW009536,Train Movement,21:18,22:07,8,3
588,BR004190,TMS005380,COA000179,C00082,14226,MW003207,Train Movement,10:53,13:03,11,93
589,BR004195,TMS005385,COA001360,C00081,52978,MW008678,Train Movement,05:27,07:17,7,19
590,BR004197,TMS005388,COA000177,C00040,55588,MW009510,Train Movement,07:00,09:28,13,10
591,BR004214,TMS005406,COA000527,C00086,13394,MW001893,Train Movement,06:22,09:21,12,21
591,BR004214,TMS005406,COA000527,C00086,54538,MW009263,Train Movement,05:09,10:42,13,95
594,BR004228,TMS005423,COA001065,C00060,13770,MW002530,Train Movement,00:34,01:15,12,59
594,BR004228,TMS005423,COA001065,C00060,57114,MW010042,Train Movement,02:03,03:07,14,16
596,BR004234,TMS005432,COA000780,C00059,15671,MW005484,Train Movement,14:11,17:49,8,98
596,BR004234,TMS005432,COA000780,C00059,52693,MW008563,Train Movement,13:02,18:31,9,98
598,BR004252,TMS005455,COA001330,C00007,65111,MW011035,Train Movement,18:27,23:03,13,74
600,BR004319,TMS005531,COA000020,C00057,14366,MW003395,Train Movement,05:30,07:31,5,8
600,BR004319,TMS005531,COA000020,C00057,51995,MW008346,Train Movement,01:17,04:23,8,31
600,BR004319,TMS005531,COA000020,C00057,55144,MW009392,Train Movement,01:27,04:27,11,38
601,BR004321,TMS005533,COA000426,C00075,13871,MW002738,Train Movement,02:15,04:01,11,33
601,BR004321,TMS005533,COA000426,C00075,55491,MW009479,Train Movement,03:20,06:37,13,42
601,BR004321,TMS005533,COA000426,C00075,93232,MW014030,Train Movement,03:27,08:00,5,42
602,BR004328,TMS005540,COA000287,C00095,57801,MW010264,Train Movement,13:18,15:32,5,61
603,BR004328,TMS005540,COA001215,C00095,12107,MW000157,Train Movement,02:14,03:28,10,75
603,BR004328,TMS005540,COA001215,C00095,16225,MW006155,Train Movement,02:28,03:58,9,75
604,BR004336,TMS005551,COA001375,C00064,16069,MW006008,Train Movement,06:18,09:03,5,21
605,BR004340,TMS005556,COA001139,C00088,56202,MW009734,Train Movement,07:42,10:13,11,43
606,BR004342,TMS005558,COA001212,C00029,12663,MW000906,Train Movement,04:36,05:51,14,103
606,BR004342,TMS005558,COA001212,C00029,12972,MW001342,Train Movement,05:59,07:16,6,37
606,BR004342,TMS005558,COA001212,C00029,13684,MW002386,Train Movement,05:59,07:13,10,41
607,BR004359,TMS005581,COA000058,C00081,53165,MW008770,Train Movement,11:48,13:36,9,52
610,BR004361,TMS005583,COA001463,C00026,91606,MW013690,Train Movement,10:50,22:35,6,48
610,BR004361,TMS005583,COA001463,C00026,93025,MW013965,Train Movement,10:04,22:19,14,102
610,BR004361,TMS005583,COA001463,C00026,94638,MW014241,Train Movement,06:40,18:40,11,106
616,BR004385,TMS005616,COA000308,C00041,12828,MW001141,Train Movement,15:17,15:44,13,4
617,BR004397,TMS005629,COA001463,C00026,91606,MW013690,Train Movement,10:50,22:35,6,39
617,BR004397,TMS005629,COA001463,C00026,93025,MW013965,Train Movement,10:04,22:19,14,93
617,BR004397,TMS005629,COA001463,C00026,94638,MW014241,Train Movement,06:40,18:40,11,97
621,BR004458,TMS005714,COA001375,C00064,16069,MW006008,Train Movement,06:18,09:03,5,21
623,BR004466,TMS005724,COA001114,C00066,50328,MW007867,Train Movement,15:09,16:37,14,46
625,BR004483,TMS005748,COA001426,C00081,66447,MW011466,Train Movement,14:30,16:26,12,45
627,BR004500,TMS005767,COA001346,C00085,13738,MW002519,Train Movement,14:40,17:33,5,131
627,BR004500,TMS005767,COA001346,C00085,53597,MW008991,Train Movement,15:57,21:23,13,62
627,BR004500,TMS005767,COA001346,C00085,55595,MW009520,Train Movement,09:37,15:13,15,59
627,BR004500,TMS005767,COA001346,C00085,92171,MW013792,Train Movement,15:38,22:49,7,75
628,BR004507,TMS005775,COA000073,C00059,14799,MW004051,Train Movement,07:41,11:21,11,69
628,BR004507,TMS005775,COA000073,C00059,52599,MW008523,Train Movement,05:34,11:13,10,101
630,BR004509,TMS005778,COA000336,C00080,14694,MW003877,Train Movement,03:46,04:59,14,45
631,BR004514,TMS005784,COA000465,C00025,14203,MW003149,Train Movement,09:59,16:02,10,63
631,BR004514,TMS005784,COA000465,C00025,51794,MW008278,Train Movement,11:09,20:17,14,63
631,BR004514,TMS005784,COA000465,C00025,57767,MW010247,Train Movement,07:25,16:34,14,63
632,BR004514,TMS005784,COA000574,C00025,14203,MW003149,Train Movement,09:59,16:02,10,63
632,BR004514,TMS005784,COA000574,C00025,51794,MW008278,Train Movement,11:09,20:17,14,63
632,BR004514,TMS005784,COA000574,C00025,57767,MW010247,Train Movement,07:25,16:34,14,63
634,BR004524,TMS005796,COA000642,C00086,76252,MW012688,Train Movement,08:29,14:35,10,44
635,BR004524,TMS005796,COA001265,C00086,76252,MW012688,Train Movement,08:29,14:35,10,37
637,BR004547,TMS005824,COA000117,C00053,67250,MW011686,Train Movement,08:11,11:18,8,6
637,BR004547,TMS005824,COA000117,C00053,68039,MW011975,Train Movement,05:46,08:51,11,144
638,BR004549,TMS005827,COA000068,C00023,15666,MW005480,Train Movement,07:38,08:19,15,71
638,BR004549,TMS005827,COA000068,C00023,99670,MW015021,Train Movement,06:47,08:32,8,101
641,BR004581,TMS005872,COA000476,C00077,98774,MW014874,Train Movement,06:54,09:11,9,31
647,BR004638,TMS005950,COA001305,C00082,67608,MW011859,Train Movement,04:31,07:50,13,94
647,BR004638,TMS005950,COA001305,C00082,77682,MW012981,Train Movement,05:42,09:15,10,82
648,BR004648,TMS005962,COA000908,C00089,15058,MW004397,Train Movement,06:47,08:19,14,45
648,BR004648,TMS005962,COA000908,C00089,16057,MW005969,Train Movement,08:33,10:04,14,77
648,BR004648,TMS005962,COA000908,C00089,55588,MW009517,Train Movement,07:10,09:20,6,98
648,BR004648,TMS005962,COA000908,C00089,66486,MW011483,Train Movement,07:07,09:17,13,102
659,BR004705,SMMS000036,COA000296,C00041,76559,MW012750,Train Movement,09:40,10:38,10,66
660,BR004706,SMMS000037,COA000899,C00014,55899,MW009673,Train Movement,05:45,08:05,13,68
