block_request_id,task_id,asset_id,department,corridor_id,block_window_id,recommended_date,predicted_priority,priority_category,recommended_start,recommended_end,recommended_duration_min,train_conflict_count,conflict_duration_min,forecast_goods_trains,feasibility,reason_for_recommendation
BR002471,TMS003171,AST000439,Engineering,C00013,COA001287,2025-06-16,56.40998840332031,Medium,06:00,07:38,98,0,0.0,6.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002475,TMS003175,AST003098,Engineering,C00064,COA001016,2025-06-17,39.68883514404297,Low,19:13,19:53,40,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002504,TMS003209,AST002424,Engineering,C00045,COA000239,2025-06-22,61.301177978515625,High,11:36,13:24,108,0,0.0,9.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002528,TMS003241,AST002141,Engineering,C00020,COA001323,2025-06-10,40.13140869140625,Medium,12:21,14:38,137,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002574,TMS003301,AST000073,Engineering,C00021,COA000435,2025-06-20,27.46466827392578,Low,17:27,19:35,128,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002614,TMS003352,AST002409,Engineering,C00080,COA001286,2025-06-21,72.92066955566406,High,15:30,17:16,106,1,8.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002657,TMS003412,AST001419,Engineering,C00008,COA000315,2025-06-09,52.5659294128418,Medium,00:45,01:19,34,0,0.0,3.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002658,TMS003413,AST004989,Engineering,C00077,COA000344,2025-06-07,57.190460205078125,Medium,04:25,05:09,44,0,0.0,6.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002684,TMS003446,AST004597,Engineering,C00044,COA001205,2025-06-07,54.28020095825195,Medium,03:29,04:19,50,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002687,TMS003450,AST003274,Engineering,C00008,COA000770,2025-06-12,20.422527313232422,Low,01:11,01:47,36,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002703,TMS003472,AST003872,Engineering,C00062,COA000110,2025-06-05,56.4355354309082,Medium,02:43,03:22,39,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002771,TMS003564,AST002459,Engineering,C00020,COA001169,2025-06-22,40.37401580810547,Medium,07:44,09:44,120,0,0.0,7.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002850,TMS003666,AST003445,Engineering,C00085,COA000993,2025-06-20,64.79852294921875,High,15:02,16:13,71,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002871,TMS003690,AST003440,Engineering,C00065,COA000250,2025-06-21,36.62614822387695,Low,11:25,13:04,99,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002912,TMS003739,AST003458,Engineering,C00065,COA000090,2025-06-15,31.163843154907227,Low,11:07,13:15,128,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002946,TMS003780,AST004079,Engineering,C00054,COA000651,2025-06-17,37.316837310791016,Low,17:50,20:14,144,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR002948,TMS003782,AST000513,Engineering,C00035,COA001014,2025-06-30,23.867368698120117,Low,15:24,17:12,108,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003002,TMS003858,AST001694,Engineering,C00009,COA000318,2025-06-03,70.98066711425781,High,00:13,01:59,106,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003004,TMS003860,AST003568,Engineering,C00017,COA000618,2025-06-28,71.34403228759766,High,05:32,06:25,53,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003006,TMS003865,AST003445,Engineering,C00085,COA000503,2025-06-30,44.965476989746094,Medium,10:18,11:21,63,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003030,TMS003898,AST000465,Engineering,C00070,COA000791,2025-06-17,59.691192626953125,Medium,19:07,19:57,50,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003057,TMS003929,AST003689,Engineering,C00047,COA001053,2025-06-20,55.190147399902344,Medium,18:02,19:21,79,0,0.0,9.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003088,TMS003965,AST003096,Engineering,C00037,COA000104,2025-06-10,68.30370330810547,High,17:39,20:04,145,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003093,TMS003970,AST002582,Engineering,C00001,COA001156,2025-06-12,62.827796936035156,High,01:48,02:56,68,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003098,TMS003975,AST000308,Engineering,C00063,COA001309,2025-06-04,29.83359718322754,Low,12:08,13:19,71,0,0.0,6.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003131,TMS004020,AST000287,Engineering,C00014,COA000564,2025-06-18,30.091768264770508,Low,11:32,12:49,77,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003204,TMS004118,AST002459,Engineering,C00020,COA000569,2025-06-19,58.147151947021484,Medium,07:55,10:19,144,0,0.0,8.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003214,TMS004133,AST003344,Engineering,C00037,COA001000,2025-06-15,63.41973114013672,High,07:22,09:04,102,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003235,TMS004163,AST000974,Engineering,C00098,COA001297,2025-06-15,60.138607025146484,High,07:56,09:16,80,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003249,TMS004182,AST002571,Engineering,C00060,COA000178,2025-06-25,57.678619384765625,Medium,10:44,12:05,81,0,0.0,7.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003273,TMS004212,AST002539,Engineering,C00024,COA001341,2025-06-27,26.96534538269043,Low,10:48,12:06,78,0,0.0,1.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003274,TMS004214,AST002689,Engineering,C00088,COA000517,2025-06-28,32.350318908691406,Low,19:49,21:47,118,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003323,TMS004281,AST004749,Engineering,C00060,COA000099,2025-06-28,27.808826446533203,Low,17:36,18:09,33,0,0.0,3.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003335,TMS004296,AST000970,Engineering,C00034,COA000763,2025-06-20,36.452510833740234,Low,17:22,17:57,35,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003407,TMS004381,AST002444,Engineering,C00057,COA000507,2025-06-30,28.141267776489258,Low,01:40,03:05,85,0,0.0,3.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003408,TMS004382,AST004907,Engineering,C00073,COA000808,2025-06-16,55.524269104003906,Medium,13:53,14:36,43,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003409,TMS004383,AST004792,Engineering,C00050,COA000799,2025-06-25,42.9339599609375,Medium,00:43,02:38,115,0,0.0,3.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003412,TMS004386,AST001905,Engineering,C00028,COA000505,2025-06-16,44.482051849365234,Medium,11:05,13:08,123,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003423,TMS004398,AST000261,Engineering,C00069,COA000556,2025-06-30,29.409297943115234,Low,06:27,08:04,97,0,0.0,6.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003426,TMS004403,AST004680,Engineering,C00096,COA001240,2025-06-10,30.730571746826172,Low,08:02,09:06,64,0,0.0,3.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003446,TMS004431,AST001882,Engineering,C00013,COA000256,2025-06-05,60.651615142822266,High,13:48,15:56,128,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003457,TMS004445,AST004842,Engineering,C00077,COA000888,2025-06-12,54.74857711791992,Medium,10:07,11:18,71,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003499,TMS004496,AST004849,Engineering,C00033,COA000849,2025-06-29,50.64079666137695,Medium,19:38,20:29,51,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003524,TMS004529,AST004933,Engineering,C00065,COA000031,2025-06-10,40.761417388916016,Medium,09:06,11:00,114,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003531,TMS004536,AST002695,Engineering,C00100,COA000685,2025-06-29,52.674137115478516,Medium,05:10,06:36,86,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003564,TMS004577,AST004349,Engineering,C00024,COA000432,2025-06-25,72.57096862792969,High,12:29,14:46,137,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003618,TMS004645,AST002609,Engineering,C00016,COA000554,2025-06-01,25.94085693359375,Low,15:21,16:52,91,0,0.0,6.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003647,TMS004683,AST005240,Engineering,C00083,COA000845,2025-06-11,39.221702575683594,Low,18:31,19:26,55,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003655,TMS004692,AST002992,Engineering,C00024,COA001454,2025-06-05,31.881576538085938,Low,05:27,06:20,53,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003677,TMS004718,AST000954,Engineering,C00041,COA001001,2025-06-16,39.081180572509766,Low,05:20,06:25,65,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003688,TMS004731,AST001929,Engineering,C00057,COA000016,2025-06-12,33.408565521240234,Low,19:40,21:42,122,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003703,TMS004749,AST002241,Engineering,C00004,COA000369,2025-06-07,50.6214714050293,Medium,04:27,05:17,50,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003716,TMS004764,AST000755,Engineering,C00070,COA000236,2025-06-19,45.47441864013672,Medium,03:48,04:49,61,0,0.0,7.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003727,TMS004779,AST005165,Engineering,C00098,COA000885,2025-06-07,30.14762306213379,Low,14:03,15:38,95,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003734,TMS004790,AST001800,Engineering,C00063,COA001035,2025-06-06,38.76649856567383,Low,04:08,05:20,72,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003749,TMS004807,AST001755,Engineering,C00097,COA001064,2025-06-05,81.65644073486328,Critical,14:22,16:49,147,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003803,TMS004871,AST000415,Engineering,C00100,COA000300,2025-06-01,62.04521179199219,High,07:18,08:01,43,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003815,TMS004885,AST002364,Engineering,C00059,COA001340,2025-06-03,48.99598693847656,Medium,16:36,17:43,67,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003864,TMS004945,AST001166,Engineering,C00039,COA000195,2025-06-19,31.906179428100586,Low,16:58,19:09,131,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003902,TMS004993,AST004494,Engineering,C00013,COA000964,2025-06-12,46.800514221191406,Medium,17:00,18:45,105,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003907,TMS004998,AST002798,Engineering,C00040,COA000276,2025-06-24,58.27979278564453,Medium,17:59,19:49,110,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003946,TMS005052,AST005049,Engineering,C00008,COA000744,2025-06-27,44.57746505737305,Medium,12:37,13:46,69,0,0.0,6.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR003964,TMS005076,AST001204,Engineering,C00009,COA001144,2025-06-10,51.17865753173828,Medium,09:01,11:07,126,0,0.0,6.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004006,TMS005132,AST001052,Engineering,C00092,COA000855,2025-06-18,67.16132354736328,High,10:54,12:06,72,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004222,TMS005414,AST000575,Engineering,C00096,COA001032,2025-06-25,28.95178985595703,Low,07:20,10:06,166,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004236,TMS005434,AST000607,Engineering,C00066,COA000328,2025-06-16,28.93509864807129,Low,03:47,04:36,49,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004253,TMS005457,AST000311,Engineering,C00053,COA000904,2025-06-13,70.11677551269531,High,18:34,21:07,153,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004359,TMS005581,AST002763,Engineering,C00081,COA001334,2025-06-13,40.09794235229492,Medium,10:05,11:05,60,0,0.0,3.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004373,TMS005599,AST000714,Engineering,C00014,COA000734,2025-06-08,54.423580169677734,Medium,05:48,06:52,64,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004374,TMS005602,AST000378,Engineering,C00014,COA001226,2025-06-06,50.50447463989258,Medium,04:48,06:05,77,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004376,TMS005605,AST003095,Engineering,C00049,COA001028,2025-06-03,34.76579666137695,Low,14:08,15:23,75,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004380,TMS005609,AST003942,Engineering,C00033,COA000529,2025-06-05,63.50034713745117,High,00:20,01:59,99,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004385,TMS005616,AST004809,Engineering,C00041,COA000116,2025-06-22,57.94357681274414,Medium,02:19,03:13,54,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004473,TMS005734,AST005056,Engineering,C00055,COA001272,2025-06-15,30.558792114257812,Low,08:43,10:13,90,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004492,TMS005757,AST000733,Engineering,C00062,COA000536,2025-06-30,47.25896072387695,Medium,14:55,15:51,56,0,0.0,3.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004509,TMS005778,AST001025,Engineering,C00080,COA000165,2025-06-22,22.04288673400879,Low,06:44,08:21,97,0,0.0,8.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004518,TMS005790,AST003507,Engineering,C00016,COA000577,2025-06-25,40.58940887451172,Medium,05:04,07:01,117,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004568,TMS005855,AST002925,Engineering,C00027,COA000417,2025-06-07,59.65992736816406,Medium,12:05,12:41,36,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004584,TMS005875,AST002064,Engineering,C00046,COA001432,2025-06-12,45.970069885253906,Medium,16:44,19:09,145,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004621,TMS005927,AST003595,Engineering,C00039,COA000712,2025-06-13,60.78537368774414,High,04:07,04:51,44,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004626,TMS005936,AST003941,Engineering,C00001,COA001177,2025-06-05,24.86977767944336,Low,11:04,12:18,74,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004654,TMS005969,AST002208,Engineering,C00032,COA000173,2025-06-23,30.236675262451172,Low,08:07,08:54,47,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004667,TMS005986,AST004110,Engineering,C00017,COA001484,2025-06-26,48.45138931274414,Medium,12:33,13:16,43,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004676,TMS005998,AST004695,Engineering,C00074,COA000479,2025-06-25,32.03089904785156,Low,01:12,02:38,86,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004683,SMMS000005,AST005948,Signal & Telecom,C00095,COA000422,2025-06-24,42.35475158691406,Medium,00:46,02:34,108,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004686,SMMS000010,AST005439,Signal & Telecom,C00009,COA001400,2025-06-18,21.337085723876953,Low,16:04,16:58,54,0,0.0,6.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004693,SMMS000019,AST007449,Signal & Telecom,C00088,COA001155,2025-06-28,59.67974090576172,Medium,12:58,14:55,117,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004695,SMMS000021,AST006793,Signal & Telecom,C00064,COA000759,2025-06-29,31.838863372802734,Low,12:55,14:32,97,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004709,SMMS000041,AST006087,Signal & Telecom,C00027,COA000001,2025-06-28,58.257930755615234,Medium,18:27,19:20,53,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004726,SMMS000063,AST005987,Signal & Telecom,C00094,COA000652,2025-06-10,62.094093322753906,High,04:21,05:48,87,0,0.0,2.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004742,SMMS000088,AST007053,Signal & Telecom,C00066,COA001146,2025-06-14,35.9764289855957,Low,06:01,08:18,137,0,0.0,7.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004745,SMMS000094,AST007835,Signal & Telecom,C00059,COA001458,2025-06-28,38.468955993652344,Low,18:58,20:33,95,0,0.0,9.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004747,SMMS000096,AST007262,Signal & Telecom,C00058,COA001279,2025-06-15,45.552852630615234,Medium,17:53,19:42,109,0,0.0,3.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004757,SMMS000108,AST005476,Signal & Telecom,C00039,COA000094,2025-06-12,34.1209831237793,Low,00:42,01:33,51,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004771,SMMS000127,AST006521,Signal & Telecom,C00097,COA001130,2025-06-22,63.97490692138672,High,18:35,20:43,128,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004865,SMMS000255,AST007001,Signal & Telecom,C00002,COA001073,2025-06-14,35.092552185058594,Low,06:52,08:36,104,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004866,SMMS000256,AST006829,Signal & Telecom,C00053,COA000200,2025-06-18,72.57376861572266,High,14:42,17:00,138,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004873,SMMS000265,AST007469,Signal & Telecom,C00090,COA000995,2025-06-23,55.85950469970703,Medium,11:29,12:05,36,0,0.0,4.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004905,SMMS000304,AST006119,Signal & Telecom,C00076,COA001039,2025-06-10,39.20704650878906,Low,00:13,00:58,45,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004936,SMMS000343,AST008000,Signal & Telecom,C00051,COA000332,2025-06-10,36.18301773071289,Low,15:47,17:14,87,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004964,SMMS000385,AST006191,Signal & Telecom,C00098,COA001221,2025-06-20,34.1878547668457,Low,09:00,10:11,71,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004967,SMMS000388,AST008260,Signal & Telecom,C00057,COA001246,2025-06-12,84.4769058227539,Critical,19:52,20:32,40,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR004968,SMMS000389,AST007309,Signal & Telecom,C00029,COA000325,2025-06-28,76.82542419433594,High,17:15,18:30,75,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005025,SMMS000467,AST007861,Signal & Telecom,C00093,COA000429,2025-06-17,38.328102111816406,Low,00:22,01:59,97,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005032,SMMS000475,AST007044,Signal & Telecom,C00022,COA001092,2025-06-24,36.614620208740234,Low,00:06,02:09,123,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005067,SMMS000521,AST007106,Signal & Telecom,C00020,COA000636,2025-06-06,68.6058349609375,High,00:14,01:51,97,0,0.0,6.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005101,SMMS000567,AST006574,Signal & Telecom,C00081,COA000532,2025-06-06,50.8848991394043,Medium,08:54,09:55,61,0,0.0,5.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
BR005104,SMMS000570,AST006641,Signal & Telecom,C00078,COA001149,2025-06-23,58.94286346435547,Medium,04:39,05:31,52,0,0.0,0.0,FEASIBLE,"Selected by the global CP-SAT optimizer based on maintenance priority, train conflicts, conflict duration, goods-train activity and block constraints."
