block_request_id,task_id,asset_id,department,corridor_id,predicted_priority,priority_category,requested_duration_min,recommended_date,recommended_start,recommended_end,recommended_duration_min,train_conflict_count,conflict_duration_min,forecast_goods_trains,affected_trains,feasibility,request_status,reason_for_recommendation
BR000842,TMS001092,AST001170,,C00092,65.5,High,167.0,,,,167,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000843,TMS001093,AST003175,,C00040,59.5,Medium,50.0,,,,50,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000844,TMS001094,AST003619,,C00069,63.9,High,226.0,,,,226,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000845,TMS001095,AST004702,,C00003,43.5,Medium,137.0,,,,137,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000846,TMS001096,AST000977,,C00086,35.2,Low,53.0,,,,53,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000847,TMS001097,AST002366,,C00041,51.7,Medium,135.0,,,,135,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000849,TMS001099,AST004403,,C00043,23.7,Low,138.0,,,,138,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000851,TMS001101,AST003562,,C00052,34.5,Low,43.0,,,,43,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000852,TMS001103,AST004791,,C00081,37.0,Low,153.0,,,,153,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000854,TMS001106,AST004303,,C00086,37.4,Low,137.0,,,,137,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000855,TMS001107,AST000914,,C00035,36.5,Low,165.0,,,,165,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000856,TMS001109,AST005255,,C00014,35.7,Low,132.0,,,,132,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000857,TMS001110,AST003886,,C00065,52.6,Medium,74.0,,,,74,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000858,TMS001111,AST003418,,C00090,52.7,Medium,66.0,,,,66,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000859,TMS001112,AST001096,,C00068,31.8,Low,183.0,,,,183,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000861,TMS001114,AST005129,,C00027,38.9,Low,187.0,,,,187,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000862,TMS001115,AST000934,,C00082,57.4,Medium,60.0,,,,60,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000863,TMS001116,AST000590,,C00095,41.3,Medium,210.0,,,,210,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000864,TMS001118,AST000340,,C00042,25.8,Low,175.0,,,,175,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000865,TMS001119,AST002094,,C00047,36.4,Low,153.0,,,,153,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000866,TMS001120,AST003564,,C00006,30.2,Low,182.0,,,,182,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000867,TMS001122,AST001762,,C00022,31.8,Low,201.0,,,,201,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000868,TMS001123,AST004872,,C00018,33.1,Low,192.0,,,,192,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000869,TMS001124,AST005116,,C00077,48.5,Medium,164.0,,,,164,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000870,TMS001125,AST004803,,C00020,26.3,Low,225.0,,,,225,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000871,TMS001126,AST003237,,C00081,42.1,Medium,143.0,,,,143,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000872,TMS001127,AST004880,,C00081,69.7,High,282.0,,,,282,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000873,TMS001128,AST001982,,C00073,35.8,Low,68.0,,,,68,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000874,TMS001129,AST001522,,C00076,25.8,Low,87.0,,,,87,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000875,TMS001130,AST000703,,C00007,37.2,Low,214.0,,,,214,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000876,TMS001132,AST003386,,C00095,48.5,Medium,125.0,,,,125,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000877,TMS001134,AST001788,,C00066,50.5,Medium,168.0,,,,168,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000878,TMS001135,AST001244,,C00043,60.8,High,330.0,,,,330,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000879,TMS001136,AST003210,,C00100,63.3,High,250.0,,,,250,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000880,TMS001137,AST003725,,C00049,34.3,Low,70.0,,,,70,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000881,TMS001138,AST003425,,C00063,31.8,Low,168.0,,,,168,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000882,TMS001140,AST000011,,C00023,56.4,Medium,189.0,,,,189,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000883,TMS001141,AST002738,,C00052,60.8,High,131.0,,,,131,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000884,TMS001142,AST002232,,C00045,51.9,Medium,162.0,,,,162,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000885,TMS001143,AST004345,,C00096,35.9,Low,219.0,,,,219,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000886,TMS001144,AST000723,,C00020,28.4,Low,134.0,,,,134,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000887,TMS001145,AST003815,,C00008,48.1,Medium,143.0,,,,143,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000888,TMS001146,AST002738,,C00052,51.8,Medium,254.0,,,,254,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000889,TMS001147,AST003112,,C00068,77.5,High,40.0,,,,40,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000891,TMS001149,AST003794,,C00041,54.1,Medium,102.0,,,,102,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000892,TMS001150,AST002406,,C00036,28.9,Low,168.0,,,,168,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000893,TMS001151,AST002893,,C00047,76.1,High,327.0,,,,327,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000894,TMS001154,AST004265,,C00025,54.2,Medium,225.0,,,,225,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000895,TMS001156,AST004650,,C00008,43.3,Medium,94.0,,,,94,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000897,TMS001160,AST002535,,C00085,34.2,Low,124.0,,,,124,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000898,TMS001161,AST000014,,C00094,21.5,Low,128.0,,,,128,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000899,TMS001163,AST004511,,C00046,40.5,Medium,141.0,,,,141,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000900,TMS001167,AST001239,,C00045,39.1,Low,33.0,,,,33,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000901,TMS001169,AST004699,,C00063,57.4,Medium,189.0,,,,189,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000902,TMS001170,AST002817,,C00094,29.5,Low,56.0,,,,56,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000904,TMS001176,AST004178,,C00011,78.6,High,203.0,,,,203,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000905,TMS001178,AST001633,,C00061,38.2,Low,186.0,,,,186,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000906,TMS001179,AST003396,,C00019,40.0,Medium,102.0,,,,102,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000907,TMS001180,AST002953,,C00011,56.5,Medium,207.0,,,,207,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000908,TMS001181,AST001302,,C00047,18.1,Low,148.0,,,,148,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000909,TMS001182,AST000218,,C00056,42.8,Medium,158.0,,,,158,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000910,TMS001184,AST004129,,C00060,66.3,High,231.0,,,,231,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000914,TMS001190,AST001231,,C00001,54.6,Medium,76.0,,,,76,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000915,TMS001191,AST000272,,C00001,47.3,Medium,155.0,,,,155,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000916,TMS001192,AST004453,,C00065,30.1,Low,301.0,,,,301,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000917,TMS001193,AST003882,,C00042,21.1,Low,95.0,,,,95,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000918,TMS001197,AST003765,,C00098,74.3,High,200.0,,,,200,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000919,TMS001198,AST003274,,C00008,60.8,High,64.0,,,,64,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000920,TMS001199,AST004767,,C00080,32.5,Low,149.0,,,,149,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000921,TMS001200,AST002218,,C00045,47.7,Medium,121.0,,,,121,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000922,TMS001202,AST003400,,C00024,50.4,Medium,97.0,,,,97,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000923,TMS001203,AST000956,,C00072,60.0,High,149.0,,,,149,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000925,TMS001205,AST002828,,C00078,31.3,Low,151.0,,,,151,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000926,TMS001206,AST003774,,C00042,34.6,Low,145.0,,,,145,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000927,TMS001207,AST005185,,C00100,43.2,Medium,140.0,,,,140,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000929,TMS001209,AST002508,,C00032,62.1,High,141.0,,,,141,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000930,TMS001210,AST003430,,C00016,35.9,Low,196.0,,,,196,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000931,TMS001211,AST002864,,C00049,63.2,High,143.0,,,,143,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000932,TMS001212,AST003249,,C00084,63.7,High,216.0,,,,216,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000933,TMS001213,AST001039,,C00012,56.4,Medium,47.0,,,,47,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000934,TMS001214,AST002120,,C00051,27.1,Low,235.0,,,,235,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000935,TMS001215,AST000341,,C00009,68.1,High,47.0,,,,47,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000936,TMS001216,AST003601,,C00007,52.2,Medium,162.0,,,,162,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000937,TMS001217,AST001574,,C00100,40.0,Medium,147.0,,,,147,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000938,TMS001221,AST004674,,C00063,27.1,Low,265.0,,,,265,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000940,TMS001225,AST001960,,C00037,23.0,Low,161.0,,,,161,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000941,TMS001226,AST003398,,C00075,57.5,Medium,240.0,,,,240,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000942,TMS001227,AST003660,,C00046,36.5,Low,152.0,,,,152,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000944,TMS001229,AST004593,,C00086,39.8,Low,155.0,,,,155,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000945,TMS001230,AST003078,,C00076,54.6,Medium,84.0,,,,84,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000946,TMS001231,AST003267,,C00014,52.1,Medium,250.0,,,,250,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000947,TMS001233,AST001497,,C00056,35.8,Low,171.0,,,,171,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000948,TMS001236,AST004159,,C00062,48.5,Medium,116.0,,,,116,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000949,TMS001237,AST000915,,C00009,54.3,Medium,171.0,,,,171,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000950,TMS001238,AST002337,,C00057,25.3,Low,67.0,,,,67,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000951,TMS001240,AST000270,,C00008,28.3,Low,105.0,,,,105,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000952,TMS001241,AST002732,,C00036,34.5,Low,212.0,,,,212,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000953,TMS001242,AST002766,,C00067,29.0,Low,91.0,,,,91,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000954,TMS001244,AST003549,,C00019,54.4,Medium,237.0,,,,237,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000955,TMS001245,AST003111,,C00076,28.3,Low,46.0,,,,46,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000956,TMS001246,AST000542,,C00096,31.7,Low,170.0,,,,170,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000957,TMS001247,AST001657,,C00040,61.7,High,81.0,,,,81,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000958,TMS001248,AST002930,,C00017,42.0,Medium,162.0,,,,162,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000959,TMS001249,AST005121,,C00061,26.1,Low,83.0,,,,83,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000960,TMS001251,AST004052,,C00029,60.0,High,152.0,,,,152,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000961,TMS001253,AST003051,,C00033,58.6,Medium,146.0,,,,146,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000962,TMS001254,AST000939,,C00035,63.0,High,222.0,,,,222,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000964,TMS001256,AST001097,,C00088,71.9,High,261.0,,,,261,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000965,TMS001257,AST002862,,C00033,51.1,Medium,264.0,,,,264,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000966,TMS001258,AST002895,,C00093,30.5,Low,231.0,,,,231,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000967,TMS001259,AST004847,,C00055,28.9,Low,72.0,,,,72,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000968,TMS001260,AST000276,,C00050,48.0,Medium,169.0,,,,169,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000969,TMS001261,AST001923,,C00067,30.3,Low,161.0,,,,161,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000970,TMS001262,AST000173,,C00092,41.3,Medium,258.0,,,,258,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000971,TMS001263,AST003484,,C00040,49.8,Medium,59.0,,,,59,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000972,TMS001264,AST004000,,C00009,52.3,Medium,170.0,,,,170,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000974,TMS001266,AST001971,,C00006,59.2,Medium,37.0,,,,37,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000975,TMS001267,AST002583,,C00032,19.9,Low,44.0,,,,44,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000976,TMS001268,AST000237,,C00046,76.3,High,180.0,,,,180,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000977,TMS001271,AST001527,,C00085,71.9,High,264.0,,,,264,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000978,TMS001273,AST002566,,C00082,46.7,Medium,31.0,,,,31,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000979,TMS001276,AST003249,,C00084,26.7,Low,98.0,,,,98,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000980,TMS001277,AST002168,,C00052,48.1,Medium,202.0,,,,202,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000981,TMS001278,AST004229,,C00049,33.9,Low,184.0,,,,184,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000983,TMS001281,AST002351,,C00062,25.3,Low,216.0,,,,216,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000984,TMS001282,AST004502,,C00060,69.5,High,98.0,,,,98,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000986,TMS001285,AST002665,,C00045,46.9,Medium,216.0,,,,216,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000987,TMS001286,AST002109,,C00041,56.0,Medium,122.0,,,,122,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000988,TMS001287,AST001123,,C00029,43.1,Medium,87.0,,,,87,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000989,TMS001288,AST001160,,C00036,29.1,Low,63.0,,,,63,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000990,TMS001289,AST001800,,C00063,47.8,Medium,272.0,,,,272,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000991,TMS001290,AST003900,,C00030,17.1,Low,128.0,,,,128,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000992,TMS001291,AST004759,,C00056,25.3,Low,111.0,,,,111,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
BR000993,TMS001292,AST003171,,C00073,50.7,Medium,102.0,,,,102,0,0.0,0.0,,NO FEASIBLE BLOCK,NO FEASIBLE BLOCK,No candidate block window satisfying the current candidate-generation conditions was available.
