movement_id,train_no,from_station_sequence,corridor_id,from_station_code,to_station_code,arrival_time,next_arrival_time,movement_date,movement_type,conflict_buffer_min
MOV-00845,54321,6,COR-002,NDLS,DDU,21:00,21:35,2026-09-29,Suburban Local,11
MOV-00846,12626,3,COR-022,SC,MYS,20:45,21:05,2026-09-28,Freight Heavy,32
MOV-00847,12301,6,COR-010,NDLS,KGP,03:15,03:50,2026-09-13,Passenger Express,17
MOV-00848,54321,2,COR-053,NDLS,KGP,11:30,12:50,2026-09-23,Passenger Express,6
MOV-00849,58901,8,COR-015,CSMT,KGP,18:00,18:50,2026-09-20,Passenger Express,20
MOV-00850,12301,7,COR-057,SC,BZA,08:00,08:50,2026-09-23,Passenger Express,25
MOV-00851,54321,5,COR-038,NDLS,KGP,03:45,04:35,2026-09-28,Suburban Local,21
MOV-00852,12301,5,COR-030,CSMT,KGP,03:30,03:50,2026-09-28,Freight Heavy,15
MOV-00853,22436,5,COR-064,SC,MYS,02:45,03:20,2026-09-28,Special Freight,20
MOV-00854,22436,1,COR-069,NDLS,KGP,07:00,07:50,2026-09-25,Freight Heavy,5
MOV-00855,12301,7,COR-043,MAS,PUNE,10:45,11:05,2026-09-11,Freight Heavy,31
MOV-00856,12626,4,COR-037,SBC,BE,22:45,23:35,2026-09-15,Freight Heavy,34
MOV-00857,12002,1,COR-043,CSMT,PUNE,03:15,04:35,2026-09-24,Suburban Local,33
MOV-00858,54321,7,COR-085,HWH,CNB,11:45,11:05,2026-09-18,Special Freight,30
MOV-00859,54321,2,COR-096,LKO,PUNE,17:30,18:20,2026-09-13,Special Freight,29
MOV-00860,58901,7,COR-047,NDLS,CNB,19:30,20:50,2026-09-18,Suburban Local,13
MOV-00861,12301,2,COR-059,SBC,CNB,17:00,18:50,2026-09-11,Suburban Local,19
MOV-00862,58901,4,COR-015,SBC,KZJ,15:15,15:35,2026-09-18,Freight Heavy,12
MOV-00863,12951,3,COR-096,PRYJ,BE,13:15,14:05,2026-09-15,Passenger Express,9
MOV-00864,12002,5,COR-054,MAS,CNB,19:45,20:20,2026-09-28,Freight Heavy,24
MOV-00865,54321,4,COR-017,LKO,KZJ,08:30,08:50,2026-09-18,Passenger Express,8
MOV-00866,54321,4,COR-046,NDLS,BZA,20:45,21:20,2026-09-22,Special Freight,17
MOV-00867,12002,1,COR-061,PRYJ,KZJ,06:30,06:50,2026-09-25,Passenger Express,20
MOV-00868,58901,5,COR-007,LKO,PUNE,07:45,07:20,2026-09-12,Passenger Express,11
MOV-00869,12626,2,COR-044,LKO,PUNE,03:30,03:50,2026-09-26,Freight Heavy,8
MOV-00870,22436,3,COR-084,HWH,MYS,21:00,21:50,2026-09-18,Passenger Express,4
MOV-00871,12002,7,COR-029,LKO,BZA,13:30,13:20,2026-09-14,Suburban Local,23
MOV-00872,12626,8,COR-027,SBC,PUNE,02:45,02:05,2026-09-22,Freight Heavy,26
MOV-00873,58901,5,COR-068,SBC,BE,16:15,16:05,2026-09-15,Freight Heavy,6
MOV-00874,12002,1,COR-049,SBC,KGP,00:00,01:35,2026-09-12,Freight Heavy,35
MOV-00875,12002,1,COR-049,NDLS,BZA,08:30,09:05,2026-09-21,Special Freight,20
MOV-00876,54321,6,COR-082,HWH,MYS,21:00,21:20,2026-09-25,Special Freight,21
MOV-00877,12951,6,COR-054,PRYJ,MYS,14:30,15:05,2026-09-09,Suburban Local,3
MOV-00878,12301,3,COR-081,LKO,DDU,10:00,11:20,2026-09-23,Freight Heavy,23
MOV-00879,12626,7,COR-073,SC,KGP,19:45,19:35,2026-09-28,Special Freight,28
MOV-00880,12002,5,COR-065,HWH,PUNE,22:15,22:50,2026-09-12,Freight Heavy,9
MOV-00881,12002,2,COR-028,MAS,KGP,05:00,05:35,2026-09-26,Suburban Local,3
MOV-00882,12301,5,COR-045,NDLS,BZA,18:45,19:35,2026-09-22,Special Freight,19
MOV-00883,12626,4,COR-027,SC,KZJ,03:30,04:20,2026-09-10,Passenger Express,17
MOV-00884,58901,7,COR-049,CSMT,KGP,01:15,02:50,2026-09-22,Suburban Local,29
MOV-00885,12301,4,COR-052,LKO,KGP,05:00,06:35,2026-09-11,Suburban Local,18
MOV-00886,58901,8,COR-073,CSMT,BZA,10:30,11:05,2026-09-18,Suburban Local,5
MOV-00887,12626,6,COR-043,MAS,KZJ,07:15,07:50,2026-09-22,Suburban Local,33
MOV-00888,54321,6,COR-089,MAS,BE,17:30,18:50,2026-09-22,Passenger Express,32
MOV-00889,12626,8,COR-052,PRYJ,DDU,14:00,14:50,2026-09-28,Passenger Express,11
MOV-00890,54321,4,COR-075,PRYJ,KZJ,05:45,06:05,2026-09-19,Suburban Local,32
MOV-00891,12626,1,COR-007,NDLS,PUNE,00:00,01:20,2026-09-26,Passenger Express,5
MOV-00892,22436,5,COR-030,LKO,MYS,12:15,12:35,2026-09-09,Passenger Express,25
MOV-00893,12626,2,COR-095,NDLS,BE,04:45,04:20,2026-09-13,Freight Heavy,22
MOV-00894,22436,4,COR-009,LKO,DDU,07:30,08:50,2026-09-24,Special Freight,34
MOV-00895,22436,5,COR-060,NDLS,CNB,17:00,17:35,2026-09-29,Suburban Local,27
MOV-00896,12301,3,COR-014,CSMT,KGP,00:00,01:50,2026-09-27,Suburban Local,30
MOV-00897,54321,5,COR-058,PRYJ,BE,13:30,14:50,2026-09-13,Special Freight,13
MOV-00898,22436,3,COR-045,SBC,MYS,00:30,00:05,2026-09-14,Freight Heavy,27
MOV-00899,54321,6,COR-049,SBC,DDU,05:15,06:50,2026-09-12,Passenger Express,16
MOV-00900,22436,3,COR-068,PRYJ,DDU,15:45,15:20,2026-09-22,Special Freight,8
MOV-00901,54321,6,COR-082,HWH,KGP,14:45,15:20,2026-09-24,Suburban Local,16
MOV-00902,12951,8,COR-027,PRYJ,DDU,21:30,21:20,2026-09-17,Freight Heavy,32
MOV-00903,58901,4,COR-074,CSMT,CNB,16:15,16:50,2026-09-29,Special Freight,25
MOV-00904,12626,1,COR-093,NDLS,CNB,20:00,20:20,2026-09-15,Suburban Local,12
MOV-00905,12951,6,COR-018,MAS,BZA,11:30,11:05,2026-09-18,Passenger Express,3
MOV-00906,58901,2,COR-068,HWH,KGP,10:45,10:35,2026-09-15,Freight Heavy,7
MOV-00907,58901,8,COR-054,LKO,BE,11:45,12:20,2026-09-25,Freight Heavy,21
MOV-00908,12626,7,COR-042,LKO,KGP,03:15,03:35,2026-09-28,Special Freight,17
MOV-00909,12626,3,COR-080,SBC,MYS,09:00,09:35,2026-09-27,Passenger Express,7
MOV-00910,58901,6,COR-077,SBC,BE,17:15,17:35,2026-09-20,Passenger Express,32
MOV-00911,22436,1,COR-085,CSMT,CNB,12:45,13:20,2026-09-29,Passenger Express,29
MOV-00912,12626,4,COR-041,SBC,CNB,21:15,21:35,2026-09-21,Special Freight,18
MOV-00913,58901,3,COR-013,PRYJ,BZA,10:30,10:50,2026-09-19,Special Freight,5
MOV-00914,54321,3,COR-045,SBC,CNB,07:45,08:35,2026-09-22,Suburban Local,24
MOV-00915,12301,7,COR-023,HWH,KZJ,13:45,13:05,2026-09-16,Passenger Express,21
MOV-00916,12301,8,COR-031,SC,BZA,07:30,07:20,2026-09-19,Suburban Local,16
MOV-00917,12951,2,COR-041,MAS,CNB,04:15,04:05,2026-09-22,Freight Heavy,31
MOV-00918,12626,2,COR-007,MAS,BZA,08:30,08:05,2026-09-13,Special Freight,25
MOV-00919,12002,3,COR-063,SC,KZJ,08:00,08:35,2026-09-23,Special Freight,14
MOV-00920,58901,5,COR-042,MAS,PUNE,01:00,01:50,2026-09-12,Freight Heavy,9
MOV-00921,22436,3,COR-013,LKO,BZA,05:00,05:50,2026-09-22,Suburban Local,18
MOV-00922,54321,4,COR-003,CSMT,MYS,00:30,00:20,2026-09-25,Freight Heavy,27
MOV-00923,12626,3,COR-002,CSMT,DDU,07:45,07:35,2026-09-22,Freight Heavy,9
MOV-00924,22436,8,COR-030,LKO,PUNE,02:45,02:05,2026-09-20,Special Freight,22
MOV-00925,12301,8,COR-047,SC,BE,03:30,04:50,2026-09-26,Special Freight,4
MOV-00926,12951,7,COR-006,PRYJ,BZA,22:00,22:20,2026-09-12,Freight Heavy,16
MOV-00927,12301,7,COR-022,SC,KZJ,20:00,20:50,2026-09-21,Freight Heavy,20
MOV-00928,58901,1,COR-018,LKO,KZJ,07:30,08:50,2026-09-25,Suburban Local,27
MOV-00929,12301,7,COR-026,LKO,KGP,05:45,06:05,2026-09-28,Passenger Express,27
MOV-00930,54321,2,COR-015,CSMT,CNB,15:30,16:05,2026-09-28,Special Freight,20
MOV-00931,22436,4,COR-012,SBC,KZJ,14:45,14:35,2026-09-15,Freight Heavy,24
MOV-00932,12301,7,COR-054,SC,MYS,19:00,20:20,2026-09-20,Suburban Local,19
MOV-00933,58901,4,COR-062,MAS,BE,12:30,12:20,2026-09-27,Passenger Express,7
MOV-00934,58901,3,COR-077,LKO,KZJ,15:45,15:35,2026-09-19,Suburban Local,18
MOV-00935,54321,7,COR-078,PRYJ,CNB,02:00,02:50,2026-09-17,Passenger Express,17
MOV-00936,12951,1,COR-061,NDLS,BZA,18:15,19:50,2026-09-12,Special Freight,32
MOV-00937,12301,2,COR-010,CSMT,KGP,15:45,16:05,2026-09-21,Freight Heavy,5
MOV-00938,12626,8,COR-070,CSMT,BE,21:30,21:05,2026-09-27,Freight Heavy,15
MOV-00939,12626,2,COR-026,PRYJ,MYS,14:00,14:35,2026-09-09,Special Freight,11
MOV-00940,12951,3,COR-063,CSMT,PUNE,01:30,02:50,2026-09-15,Freight Heavy,5
MOV-00941,22436,7,COR-022,LKO,CNB,03:00,04:20,2026-09-20,Passenger Express,26
MOV-00942,54321,1,COR-006,CSMT,MYS,06:15,06:35,2026-09-27,Special Freight,6
MOV-00943,54321,3,COR-068,HWH,DDU,16:00,16:35,2026-09-11,Special Freight,22
MOV-00944,12002,5,COR-066,SC,KZJ,15:30,15:50,2026-09-28,Suburban Local,21
MOV-00945,12951,3,COR-088,NDLS,BZA,22:30,22:20,2026-09-25,Freight Heavy,34
MOV-00946,12301,8,COR-091,SBC,BZA,07:00,08:50,2026-09-11,Suburban Local,5
MOV-00947,12951,5,COR-091,LKO,DDU,21:00,21:35,2026-09-22,Passenger Express,15
MOV-00948,22436,6,COR-089,SBC,DDU,02:30,02:05,2026-09-20,Passenger Express,22
MOV-00949,22436,7,COR-017,SC,BE,00:00,00:20,2026-09-15,Suburban Local,25
MOV-00950,54321,2,COR-082,NDLS,CNB,18:15,18:35,2026-09-10,Freight Heavy,22
MOV-00951,54321,6,COR-041,MAS,BE,22:15,22:50,2026-09-12,Freight Heavy,27
MOV-00952,12626,6,COR-045,LKO,KGP,03:15,03:35,2026-09-16,Special Freight,22
MOV-00953,54321,6,COR-062,PRYJ,KZJ,09:00,09:50,2026-09-20,Passenger Express,12
MOV-00954,54321,2,COR-065,MAS,DDU,09:30,09:05,2026-09-19,Passenger Express,21
MOV-00955,22436,4,COR-008,MAS,MYS,15:15,16:50,2026-09-22,Suburban Local,30
MOV-00956,54321,5,COR-091,MAS,CNB,08:15,09:50,2026-09-24,Passenger Express,19
MOV-00957,12626,5,COR-051,PRYJ,PUNE,09:30,09:20,2026-09-23,Passenger Express,35
MOV-00958,22436,1,COR-008,SBC,MYS,21:30,22:20,2026-09-20,Freight Heavy,27
MOV-00959,12951,4,COR-024,CSMT,PUNE,08:00,09:50,2026-09-09,Suburban Local,33
MOV-00960,12002,2,COR-077,SBC,PUNE,22:30,23:50,2026-09-18,Suburban Local,5
MOV-00961,54321,7,COR-025,LKO,PUNE,05:15,06:05,2026-09-13,Passenger Express,30
MOV-00962,22436,5,COR-061,SBC,BE,11:15,12:50,2026-09-22,Passenger Express,20
MOV-00963,58901,5,COR-009,HWH,BE,15:15,16:05,2026-09-20,Special Freight,30
MOV-00964,58901,3,COR-041,MAS,BZA,01:30,01:50,2026-09-24,Suburban Local,22
MOV-00965,12002,7,COR-011,SBC,KZJ,01:45,02:35,2026-09-21,Special Freight,24
MOV-00966,58901,6,COR-009,NDLS,DDU,20:00,20:20,2026-09-17,Suburban Local,32
MOV-00967,58901,1,COR-087,SBC,CNB,18:45,18:20,2026-09-22,Passenger Express,20
MOV-00968,54321,5,COR-014,PRYJ,KZJ,04:30,04:50,2026-09-21,Special Freight,34
MOV-00969,22436,3,COR-035,SC,DDU,11:45,12:05,2026-09-09,Suburban Local,12
MOV-00970,12301,4,COR-064,SBC,KGP,11:45,11:05,2026-09-10,Freight Heavy,22
MOV-00971,12301,3,COR-004,CSMT,DDU,00:00,01:50,2026-09-21,Suburban Local,30
MOV-00972,22436,7,COR-026,LKO,PUNE,20:45,21:05,2026-09-09,Special Freight,22
MOV-00973,54321,7,COR-072,SBC,PUNE,13:00,13:50,2026-09-27,Special Freight,30
MOV-00974,12301,4,COR-004,SC,BZA,20:15,21:35,2026-09-11,Special Freight,16
MOV-00975,54321,6,COR-074,CSMT,BE,06:30,06:20,2026-09-16,Passenger Express,17
MOV-00976,54321,5,COR-056,CSMT,KGP,03:00,03:35,2026-09-18,Special Freight,12
MOV-00977,12626,4,COR-099,SBC,KZJ,03:15,04:35,2026-09-29,Freight Heavy,6
MOV-00978,12002,7,COR-006,CSMT,KZJ,19:45,19:20,2026-09-13,Special Freight,7
MOV-00979,12002,5,COR-056,CSMT,KGP,09:45,10:05,2026-09-16,Special Freight,9
MOV-00980,12301,8,COR-040,HWH,KZJ,18:00,18:35,2026-09-17,Special Freight,29
MOV-00981,12002,4,COR-008,CSMT,CNB,16:00,17:35,2026-09-14,Freight Heavy,16
MOV-00982,12951,5,COR-068,SC,CNB,03:45,04:35,2026-09-11,Special Freight,11
MOV-00983,58901,7,COR-034,LKO,KZJ,15:30,15:50,2026-09-13,Freight Heavy,18
MOV-00984,12301,2,COR-021,CSMT,DDU,16:00,16:35,2026-09-15,Suburban Local,14
MOV-00985,54321,7,COR-026,CSMT,MYS,22:45,22:20,2026-09-15,Freight Heavy,24
MOV-00986,12002,7,COR-092,MAS,MYS,20:00,21:50,2026-09-13,Special Freight,4
MOV-00987,12626,8,COR-066,HWH,CNB,02:15,03:35,2026-09-21,Suburban Local,9
MOV-00988,54321,1,COR-072,LKO,BZA,01:30,01:20,2026-09-24,Special Freight,29
MOV-00989,12002,5,COR-100,SBC,MYS,05:45,05:05,2026-09-22,Special Freight,23
MOV-00990,12301,5,COR-065,MAS,BE,08:15,09:35,2026-09-09,Freight Heavy,11
MOV-00991,54321,1,COR-072,SBC,MYS,04:00,05:50,2026-09-15,Passenger Express,23
MOV-00992,58901,2,COR-082,PRYJ,MYS,04:00,05:20,2026-09-12,Freight Heavy,3
MOV-00993,58901,7,COR-080,CSMT,KGP,08:30,09:50,2026-09-10,Passenger Express,35
MOV-00994,12301,3,COR-021,HWH,MYS,21:00,21:35,2026-09-13,Passenger Express,32
MOV-00995,12951,5,COR-045,SBC,DDU,18:30,18:20,2026-09-29,Special Freight,14
MOV-00996,12301,2,COR-042,CSMT,KZJ,16:30,17:50,2026-09-11,Freight Heavy,13
MOV-00997,12951,5,COR-020,LKO,KZJ,15:00,16:35,2026-09-10,Freight Heavy,25
MOV-00998,22436,6,COR-022,SC,BZA,12:45,13:05,2026-09-16,Passenger Express,22
MOV-00999,22436,1,COR-089,SC,BE,19:45,19:20,2026-09-25,Freight Heavy,30
MOV-01000,12002,3,COR-067,PRYJ,KGP,17:30,18:20,2026-09-20,Special Freight,4
MOV-01001,12301,4,COR-056,HWH,BZA,12:00,12:35,2026-09-15,Special Freight,27
MOV-01002,12626,8,COR-077,NDLS,CNB,00:15,01:50,2026-09-29,Special Freight,20
MOV-01003,54321,5,COR-036,SBC,BZA,16:15,16:50,2026-09-29,Freight Heavy,16
MOV-01004,12002,7,COR-096,LKO,BE,03:30,04:50,2026-09-23,Suburban Local,10
MOV-01005,12951,8,COR-024,HWH,KZJ,10:00,11:35,2026-09-29,Passenger Express,35
MOV-01006,12951,2,COR-036,CSMT,PUNE,00:15,00:35,2026-09-28,Freight Heavy,10
MOV-01007,12951,1,COR-038,NDLS,CNB,18:45,19:20,2026-09-18,Special Freight,6
MOV-01008,58901,5,COR-032,LKO,CNB,22:45,23:35,2026-09-19,Freight Heavy,12
MOV-01009,12951,6,COR-043,SBC,CNB,12:15,13:05,2026-09-11,Freight Heavy,4
MOV-01010,12002,3,COR-052,NDLS,DDU,11:30,11:20,2026-09-26,Freight Heavy,16
MOV-01011,12626,1,COR-008,LKO,KGP,21:00,21:35,2026-09-21,Suburban Local,15
MOV-01012,12301,7,COR-037,CSMT,PUNE,15:45,15:05,2026-09-24,Passenger Express,17
MOV-01013,58901,7,COR-059,CSMT,KZJ,06:00,07:20,2026-09-18,Special Freight,30
MOV-01014,54321,7,COR-067,SBC,KZJ,03:30,03:50,2026-09-25,Special Freight,25
MOV-01015,12002,2,COR-057,CSMT,PUNE,02:00,02:50,2026-09-21,Freight Heavy,27
MOV-01016,12951,1,COR-078,SC,PUNE,16:45,17:05,2026-09-17,Passenger Express,5
MOV-01017,22436,4,COR-066,LKO,PUNE,20:30,21:50,2026-09-29,Suburban Local,11
MOV-01018,58901,5,COR-002,SC,PUNE,13:00,13:50,2026-09-09,Freight Heavy,9
MOV-01019,12951,7,COR-088,PRYJ,DDU,03:15,04:05,2026-09-29,Freight Heavy,30
MOV-01020,58901,7,COR-079,MAS,PUNE,00:15,00:35,2026-09-17,Passenger Express,15
MOV-01021,12951,3,COR-020,SC,KGP,10:45,11:20,2026-09-27,Freight Heavy,33
MOV-01022,12626,3,COR-040,PRYJ,KGP,03:00,04:20,2026-09-26,Freight Heavy,33
MOV-01023,22436,2,COR-044,CSMT,PUNE,09:15,09:05,2026-09-17,Passenger Express,10
MOV-01024,54321,6,COR-054,SC,PUNE,11:45,12:35,2026-09-28,Suburban Local,7
MOV-01025,12002,8,COR-082,SBC,DDU,14:30,15:05,2026-09-12,Passenger Express,2
MOV-01026,12626,8,COR-050,SBC,PUNE,18:30,19:50,2026-09-21,Special Freight,18
MOV-01027,22436,5,COR-013,CSMT,BE,15:30,15:05,2026-09-16,Freight Heavy,18
MOV-01028,12626,4,COR-088,SBC,BZA,02:45,02:20,2026-09-15,Passenger Express,23
MOV-01029,58901,8,COR-066,SBC,BZA,11:30,11:05,2026-09-23,Freight Heavy,26
MOV-01030,12002,7,COR-011,LKO,BE,17:45,18:20,2026-09-13,Passenger Express,19
MOV-01031,22436,4,COR-026,SC,KGP,22:15,23:50,2026-09-12,Suburban Local,31
MOV-01032,12301,5,COR-075,SBC,MYS,09:30,09:50,2026-09-16,Suburban Local,33
MOV-01033,12626,3,COR-036,MAS,BE,13:30,13:05,2026-09-21,Freight Heavy,20
MOV-01034,54321,4,COR-023,SC,CNB,20:15,20:05,2026-09-19,Freight Heavy,10
MOV-01035,22436,5,COR-069,MAS,PUNE,04:30,05:50,2026-09-22,Passenger Express,24
MOV-01036,12951,3,COR-068,NDLS,MYS,19:00,19:20,2026-09-29,Freight Heavy,21
MOV-01037,12951,1,COR-048,LKO,MYS,20:15,20:05,2026-09-27,Suburban Local,7
MOV-01038,12002,6,COR-063,SBC,MYS,12:30,13:50,2026-09-10,Passenger Express,23
MOV-01039,12002,7,COR-022,SBC,MYS,05:30,05:20,2026-09-25,Passenger Express,35
MOV-01040,54321,5,COR-075,MAS,PUNE,21:30,22:20,2026-09-13,Freight Heavy,17
MOV-01041,12626,7,COR-023,SC,PUNE,04:30,05:50,2026-09-23,Passenger Express,9
MOV-01042,12951,7,COR-081,LKO,CNB,03:00,04:50,2026-09-10,Suburban Local,14
MOV-01043,12002,3,COR-075,SC,KZJ,02:45,03:05,2026-09-09,Special Freight,15
MOV-01044,54321,5,COR-010,LKO,BE,02:45,03:20,2026-09-14,Freight Heavy,26
MOV-01045,58901,3,COR-062,HWH,CNB,20:00,21:20,2026-09-29,Special Freight,28
MOV-01046,12626,2,COR-009,MAS,KGP,15:30,16:50,2026-09-28,Freight Heavy,9
MOV-01047,12951,4,COR-083,NDLS,KGP,08:00,09:20,2026-09-13,Special Freight,27
MOV-01048,12951,2,COR-080,LKO,KZJ,21:00,21:35,2026-09-12,Suburban Local,35
MOV-01049,22436,6,COR-006,HWH,BZA,00:15,00:50,2026-09-19,Suburban Local,20
MOV-01050,12002,3,COR-043,SC,PUNE,11:30,12:20,2026-09-27,Special Freight,8
MOV-01051,12301,3,COR-012,SC,KGP,18:45,18:35,2026-09-10,Special Freight,9
MOV-01052,12951,1,COR-001,NDLS,BE,08:15,08:35,2026-09-29,Freight Heavy,14
MOV-01053,12951,7,COR-069,LKO,KGP,10:30,11:20,2026-09-10,Special Freight,33
MOV-01054,12301,6,COR-092,CSMT,BE,06:15,06:05,2026-09-29,Freight Heavy,17
MOV-01055,22436,4,COR-079,CSMT,BZA,17:30,18:05,2026-09-23,Suburban Local,11
MOV-01056,54321,8,COR-041,MAS,DDU,04:45,05:05,2026-09-24,Suburban Local,17
MOV-01057,58901,1,COR-060,MAS,MYS,15:00,15:35,2026-09-29,Freight Heavy,9
MOV-01058,12002,3,COR-089,MAS,MYS,06:15,06:05,2026-09-12,Special Freight,19
MOV-01059,12626,6,COR-057,LKO,KZJ,20:30,20:05,2026-09-23,Special Freight,3
MOV-01060,12002,2,COR-013,LKO,BZA,17:00,17:20,2026-09-29,Special Freight,16
MOV-01061,12002,4,COR-099,SC,BZA,15:00,16:50,2026-09-26,Passenger Express,16
MOV-01062,12951,8,COR-044,NDLS,CNB,01:15,01:50,2026-09-22,Suburban Local,19
MOV-01063,12301,8,COR-043,HWH,CNB,02:45,02:05,2026-09-16,Special Freight,4
MOV-01064,12626,1,COR-023,SBC,PUNE,22:00,23:35,2026-09-25,Passenger Express,29
MOV-01065,22436,2,COR-036,SC,BE,04:45,05:35,2026-09-28,Suburban Local,11
MOV-01066,58901,6,COR-075,SC,BZA,07:00,07:35,2026-09-29,Freight Heavy,17
MOV-01067,12301,7,COR-023,NDLS,BE,18:00,18:50,2026-09-20,Suburban Local,14
MOV-01068,12002,4,COR-067,NDLS,BZA,05:45,05:05,2026-09-20,Freight Heavy,5
MOV-01069,12626,4,COR-072,MAS,DDU,15:30,16:20,2026-09-14,Passenger Express,16
MOV-01070,54321,2,COR-076,SC,KGP,10:45,11:20,2026-09-13,Freight Heavy,22
MOV-01071,12301,4,COR-084,MAS,DDU,17:45,17:05,2026-09-19,Suburban Local,25
MOV-01072,12002,1,COR-021,SBC,CNB,00:45,01:35,2026-09-09,Freight Heavy,18
MOV-01073,58901,7,COR-085,MAS,PUNE,07:30,07:20,2026-09-11,Special Freight,24
MOV-01074,12301,7,COR-059,LKO,PUNE,17:00,18:20,2026-09-21,Special Freight,21
MOV-01075,12301,8,COR-079,CSMT,PUNE,04:15,04:50,2026-09-12,Suburban Local,35
MOV-01076,58901,1,COR-006,NDLS,PUNE,08:00,09:50,2026-09-21,Passenger Express,8
MOV-01077,12301,2,COR-078,PRYJ,BZA,01:00,01:35,2026-09-11,Suburban Local,35
MOV-01078,12951,4,COR-027,MAS,BZA,16:30,16:05,2026-09-16,Freight Heavy,30
MOV-01079,58901,6,COR-007,MAS,CNB,14:00,14:35,2026-09-21,Freight Heavy,4
MOV-01080,12626,2,COR-022,NDLS,DDU,13:45,14:20,2026-09-17,Suburban Local,15
MOV-01081,54321,4,COR-057,MAS,CNB,20:30,21:20,2026-09-17,Suburban Local,9
MOV-01082,22436,8,COR-041,LKO,KZJ,17:15,18:50,2026-09-18,Suburban Local,17
MOV-01083,54321,8,COR-013,HWH,MYS,17:15,18:50,2026-09-22,Suburban Local,8
MOV-01084,12626,8,COR-055,HWH,KGP,01:30,02:20,2026-09-10,Suburban Local,24
MOV-01085,12301,2,COR-013,HWH,PUNE,03:15,04:05,2026-09-10,Suburban Local,13
MOV-01086,12626,5,COR-097,MAS,MYS,03:00,03:50,2026-09-24,Special Freight,35
MOV-01087,12626,8,COR-070,CSMT,MYS,12:30,13:20,2026-09-21,Suburban Local,28
MOV-01088,12301,4,COR-031,MAS,DDU,12:45,12:20,2026-09-16,Suburban Local,2
MOV-01089,12626,8,COR-082,LKO,BE,20:30,21:50,2026-09-09,Suburban Local,26
MOV-01090,58901,3,COR-027,NDLS,BE,10:30,11:50,2026-09-17,Special Freight,13
MOV-01091,22436,1,COR-075,NDLS,BE,10:45,10:35,2026-09-25,Freight Heavy,15
MOV-01092,12002,6,COR-031,SC,PUNE,04:45,05:35,2026-09-20,Special Freight,32
MOV-01093,58901,3,COR-056,PRYJ,CNB,21:15,22:50,2026-09-10,Special Freight,8
MOV-01094,12301,1,COR-021,SBC,BE,18:15,19:35,2026-09-09,Freight Heavy,18
MOV-01095,12951,6,COR-040,SC,KGP,00:00,01:50,2026-09-11,Passenger Express,13
MOV-01096,54321,7,COR-016,NDLS,BZA,19:15,20:50,2026-09-22,Freight Heavy,33
MOV-01097,12002,1,COR-044,PRYJ,KGP,12:00,13:20,2026-09-21,Special Freight,35
MOV-01098,22436,6,COR-046,SBC,DDU,04:30,05:20,2026-09-24,Freight Heavy,6
MOV-01099,12002,6,COR-097,HWH,CNB,05:45,05:20,2026-09-10,Suburban Local,23
MOV-01100,12951,6,COR-011,NDLS,CNB,18:15,19:50,2026-09-12,Freight Heavy,3
MOV-01101,12002,7,COR-039,SBC,BZA,11:00,11:20,2026-09-29,Freight Heavy,27
MOV-01102,12002,5,COR-067,PRYJ,BZA,17:45,18:35,2026-09-27,Special Freight,21
MOV-01103,12951,7,COR-064,LKO,KGP,21:45,21:05,2026-09-15,Suburban Local,17
MOV-01104,12626,6,COR-004,CSMT,BZA,17:00,17:20,2026-09-26,Freight Heavy,9
MOV-01105,58901,6,COR-092,NDLS,PUNE,07:00,07:35,2026-09-12,Freight Heavy,33
MOV-01106,54321,8,COR-098,SC,DDU,05:00,06:50,2026-09-17,Passenger Express,23
MOV-01107,12626,8,COR-040,SC,DDU,15:00,15:20,2026-09-29,Suburban Local,12
MOV-01108,12301,5,COR-067,HWH,PUNE,10:45,11:35,2026-09-14,Suburban Local,25
MOV-01109,12301,6,COR-010,NDLS,BE,14:00,14:20,2026-09-28,Freight Heavy,19
MOV-01110,12002,3,COR-078,PRYJ,BE,10:15,10:50,2026-09-18,Special Freight,28
MOV-01111,12626,7,COR-043,PRYJ,CNB,06:30,06:05,2026-09-14,Special Freight,18
MOV-01112,12626,1,COR-050,SC,MYS,06:15,07:35,2026-09-11,Suburban Local,12
MOV-01113,12951,2,COR-031,CSMT,BZA,01:15,01:50,2026-09-21,Passenger Express,17
MOV-01114,58901,7,COR-084,LKO,PUNE,02:15,02:35,2026-09-28,Suburban Local,24
MOV-01115,12626,7,COR-010,MAS,BE,04:00,05:50,2026-09-12,Suburban Local,23
MOV-01116,58901,2,COR-003,PRYJ,BZA,09:15,10:50,2026-09-18,Special Freight,19
MOV-01117,12951,3,COR-031,CSMT,KGP,01:30,01:20,2026-09-21,Suburban Local,11
MOV-01118,58901,7,COR-079,MAS,MYS,01:00,02:50,2026-09-25,Special Freight,3
MOV-01119,12301,3,COR-034,MAS,MYS,18:15,18:35,2026-09-25,Passenger Express,13
MOV-01120,12301,7,COR-031,SBC,KZJ,17:00,18:50,2026-09-20,Special Freight,25
MOV-01121,12301,4,COR-050,HWH,BE,10:45,10:20,2026-09-25,Freight Heavy,30
MOV-01122,12951,2,COR-094,SBC,CNB,06:30,07:50,2026-09-24,Freight Heavy,7
MOV-01123,12626,5,COR-040,PRYJ,KZJ,10:30,10:50,2026-09-09,Special Freight,2
MOV-01124,54321,4,COR-006,NDLS,CNB,17:45,18:05,2026-09-13,Suburban Local,21
MOV-01125,58901,6,COR-065,SC,KGP,01:00,01:50,2026-09-13,Special Freight,9
