historical_plan_id,block_request_id,corridor_id,planned_date,planned_start_time,planned_duration_min,planning_method,conflict_count,utilization_pct,status
HIST-00850,BLK-00850,COR-010,2026-09-29,18:30,180,Manual Rule-Based,4,71.4,Cancelled
HIST-00851,BLK-00851,COR-065,2026-09-26,18:00,120,AI Optimization Engine,1,87.2,Partial Conflict
HIST-00852,BLK-00852,COR-088,2026-09-15,06:45,120,Manual Rule-Based,7,61.9,Cancelled
HIST-00853,BLK-00853,COR-057,2026-09-16,07:15,300,Manual Rule-Based,5,67.1,Cancelled
HIST-00854,BLK-00854,COR-053,2026-09-21,09:15,180,AI Optimization Engine,1,90.2,Partial Conflict
HIST-00855,BLK-00855,COR-057,2026-09-14,17:30,360,Manual Rule-Based,6,66.8,Cancelled
HIST-00856,BLK-00856,COR-010,2026-09-13,17:15,240,AI Optimization Engine,0,90.7,Executed Cleanly
HIST-00857,BLK-00857,COR-068,2026-09-29,00:00,240,Manual Rule-Based,3,65.9,Partial Conflict
HIST-00858,BLK-00858,COR-018,2026-09-29,00:00,360,AI Optimization Engine,0,91.4,Executed Cleanly
HIST-00859,BLK-00859,COR-084,2026-09-21,22:00,300,Manual Rule-Based,3,61.7,Partial Conflict
HIST-00860,BLK-00860,COR-036,2026-09-13,17:00,360,AI Optimization Engine,0,90.0,Executed Cleanly
HIST-00861,BLK-00861,COR-085,2026-09-22,13:30,180,AI Optimization Engine,1,93.6,Partial Conflict
HIST-00862,BLK-00862,COR-093,2026-09-13,20:15,360,Manual Rule-Based,8,67.4,Cancelled
HIST-00863,BLK-00863,COR-074,2026-09-28,13:45,360,Manual Rule-Based,5,67.1,Cancelled
HIST-00864,BLK-00864,COR-032,2026-09-19,11:30,360,Manual Rule-Based,5,71.2,Cancelled
HIST-00865,BLK-00865,COR-040,2026-09-09,04:45,120,Manual Rule-Based,3,74.2,Partial Conflict
HIST-00866,BLK-00866,COR-082,2026-09-24,21:45,300,AI Optimization Engine,0,87.0,Executed Cleanly
HIST-00867,BLK-00867,COR-034,2026-09-21,18:00,60,AI Optimization Engine,0,85.6,Executed Cleanly
HIST-00868,BLK-00868,COR-024,2026-09-11,00:30,240,AI Optimization Engine,1,91.5,Partial Conflict
HIST-00869,BLK-00869,COR-070,2026-09-20,00:30,120,Manual Rule-Based,4,63.4,Cancelled
HIST-00870,BLK-00870,COR-074,2026-09-17,06:00,300,AI Optimization Engine,0,88.0,Executed Cleanly
HIST-00871,BLK-00871,COR-053,2026-09-25,21:00,300,Manual Rule-Based,4,60.1,Cancelled
HIST-00872,BLK-00872,COR-078,2026-09-19,06:30,240,Manual Rule-Based,8,73.1,Cancelled
HIST-00873,BLK-00873,COR-098,2026-09-17,06:30,180,Manual Rule-Based,6,63.0,Cancelled
HIST-00874,BLK-00874,COR-085,2026-09-14,17:30,180,Manual Rule-Based,3,68.2,Partial Conflict
HIST-00875,BLK-00875,COR-041,2026-09-23,03:45,180,AI Optimization Engine,0,88.9,Executed Cleanly
HIST-00876,BLK-00876,COR-084,2026-09-23,06:00,60,AI Optimization Engine,0,95.1,Executed Cleanly
HIST-00877,BLK-00877,COR-037,2026-09-11,17:45,120,Manual Rule-Based,6,61.5,Cancelled
HIST-00878,BLK-00878,COR-022,2026-09-15,08:45,360,Manual Rule-Based,4,64.7,Cancelled
HIST-00879,BLK-00879,COR-010,2026-09-12,18:15,360,AI Optimization Engine,1,90.7,Partial Conflict
HIST-00880,BLK-00880,COR-076,2026-09-18,00:45,240,AI Optimization Engine,1,92.7,Partial Conflict
HIST-00881,BLK-00881,COR-097,2026-09-13,06:00,300,Manual Rule-Based,3,60.9,Partial Conflict
HIST-00882,BLK-00882,COR-049,2026-09-23,14:30,240,Manual Rule-Based,4,62.9,Cancelled
HIST-00883,BLK-00883,COR-037,2026-09-12,19:00,120,AI Optimization Engine,1,93.2,Partial Conflict
HIST-00884,BLK-00884,COR-045,2026-09-21,00:45,180,Manual Rule-Based,5,63.5,Cancelled
HIST-00885,BLK-00885,COR-086,2026-09-16,06:45,240,AI Optimization Engine,0,89.8,Executed Cleanly
HIST-00886,BLK-00886,COR-063,2026-09-25,00:45,300,Manual Rule-Based,4,73.1,Cancelled
HIST-00887,BLK-00887,COR-092,2026-09-14,23:15,240,Manual Rule-Based,6,72.3,Cancelled
HIST-00888,BLK-00888,COR-094,2026-09-19,16:15,300,AI Optimization Engine,1,89.0,Partial Conflict
HIST-00889,BLK-00889,COR-025,2026-09-16,00:45,180,Manual Rule-Based,7,66.2,Cancelled
HIST-00890,BLK-00890,COR-061,2026-09-18,00:15,60,Manual Rule-Based,7,67.7,Cancelled
HIST-00891,BLK-00891,COR-063,2026-09-23,04:15,60,Manual Rule-Based,4,74.2,Cancelled
HIST-00892,BLK-00892,COR-068,2026-09-21,18:15,300,AI Optimization Engine,1,88.4,Partial Conflict
HIST-00893,BLK-00893,COR-038,2026-09-17,05:30,120,AI Optimization Engine,1,89.6,Partial Conflict
HIST-00894,BLK-00894,COR-041,2026-09-29,02:30,240,Manual Rule-Based,3,64.1,Partial Conflict
HIST-00895,BLK-00895,COR-035,2026-09-23,12:15,240,Manual Rule-Based,5,74.5,Cancelled
HIST-00896,BLK-00896,COR-055,2026-09-28,19:45,360,Manual Rule-Based,6,61.4,Cancelled
HIST-00897,BLK-00897,COR-069,2026-09-19,08:30,120,AI Optimization Engine,0,94.6,Executed Cleanly
HIST-00898,BLK-00898,COR-099,2026-09-09,13:30,360,AI Optimization Engine,0,86.2,Executed Cleanly
HIST-00899,BLK-00899,COR-021,2026-09-16,11:00,360,AI Optimization Engine,1,93.9,Partial Conflict
HIST-00900,BLK-00900,COR-063,2026-09-20,19:00,120,AI Optimization Engine,1,96.5,Partial Conflict
HIST-00901,BLK-00901,COR-095,2026-09-28,14:45,300,Manual Rule-Based,7,68.0,Cancelled
HIST-00902,BLK-00902,COR-095,2026-09-15,08:15,180,AI Optimization Engine,1,85.6,Partial Conflict
HIST-00903,BLK-00903,COR-026,2026-09-14,16:00,180,AI Optimization Engine,0,94.9,Executed Cleanly
HIST-00904,BLK-00904,COR-037,2026-09-17,15:15,240,Manual Rule-Based,3,64.4,Partial Conflict
HIST-00905,BLK-00905,COR-074,2026-09-29,05:15,120,Manual Rule-Based,5,61.2,Cancelled
HIST-00906,BLK-00906,COR-027,2026-09-27,14:15,60,AI Optimization Engine,0,89.4,Executed Cleanly
HIST-00907,BLK-00907,COR-033,2026-09-15,21:00,360,Manual Rule-Based,6,62.4,Cancelled
HIST-00908,BLK-00908,COR-041,2026-09-18,17:15,360,AI Optimization Engine,0,95.4,Executed Cleanly
HIST-00909,BLK-00909,COR-021,2026-09-20,04:30,240,AI Optimization Engine,1,91.8,Partial Conflict
HIST-00910,BLK-00910,COR-018,2026-09-20,02:15,120,Manual Rule-Based,3,62.8,Partial Conflict
HIST-00911,BLK-00911,COR-073,2026-09-10,04:30,360,AI Optimization Engine,1,91.6,Partial Conflict
HIST-00912,BLK-00912,COR-043,2026-09-21,17:15,300,Manual Rule-Based,8,71.1,Cancelled
HIST-00913,BLK-00913,COR-009,2026-09-20,08:45,120,Manual Rule-Based,7,71.1,Cancelled
HIST-00914,BLK-00914,COR-009,2026-09-10,13:15,180,AI Optimization Engine,1,96.3,Partial Conflict
HIST-00915,BLK-00915,COR-080,2026-09-20,01:45,120,Manual Rule-Based,8,60.2,Cancelled
HIST-00916,BLK-00916,COR-023,2026-09-22,04:30,240,Manual Rule-Based,4,62.1,Cancelled
HIST-00917,BLK-00917,COR-027,2026-09-24,19:30,60,AI Optimization Engine,0,96.0,Executed Cleanly
HIST-00918,BLK-00918,COR-007,2026-09-15,02:15,300,AI Optimization Engine,0,96.6,Executed Cleanly
HIST-00919,BLK-00919,COR-100,2026-09-24,11:45,240,AI Optimization Engine,0,95.1,Executed Cleanly
HIST-00920,BLK-00920,COR-056,2026-09-22,20:45,300,Manual Rule-Based,5,70.9,Cancelled
HIST-00921,BLK-00921,COR-094,2026-09-24,05:45,120,Manual Rule-Based,4,63.5,Cancelled
HIST-00922,BLK-00922,COR-076,2026-09-09,16:00,240,Manual Rule-Based,8,75.3,Cancelled
HIST-00923,BLK-00923,COR-006,2026-09-26,19:00,180,Manual Rule-Based,5,67.2,Cancelled
HIST-00924,BLK-00924,COR-096,2026-09-09,12:00,300,Manual Rule-Based,7,62.3,Cancelled
HIST-00925,BLK-00925,COR-008,2026-09-11,12:30,120,Manual Rule-Based,6,67.2,Cancelled
HIST-00926,BLK-00926,COR-076,2026-09-24,22:30,240,AI Optimization Engine,1,90.3,Partial Conflict
HIST-00927,BLK-00927,COR-023,2026-09-28,07:30,300,AI Optimization Engine,0,94.6,Executed Cleanly
HIST-00928,BLK-00928,COR-044,2026-09-16,20:15,120,Manual Rule-Based,3,65.3,Partial Conflict
HIST-00929,BLK-00929,COR-041,2026-09-28,17:15,360,AI Optimization Engine,0,87.7,Executed Cleanly
HIST-00930,BLK-00930,COR-040,2026-09-28,18:15,360,Manual Rule-Based,5,65.2,Cancelled
HIST-00931,BLK-00931,COR-038,2026-09-28,16:45,180,Manual Rule-Based,6,60.3,Cancelled
HIST-00932,BLK-00932,COR-075,2026-09-25,01:45,240,AI Optimization Engine,1,86.5,Partial Conflict
HIST-00933,BLK-00933,COR-066,2026-09-26,19:00,360,Manual Rule-Based,7,62.4,Cancelled
HIST-00934,BLK-00934,COR-076,2026-09-16,12:30,300,AI Optimization Engine,1,87.8,Partial Conflict
HIST-00935,BLK-00935,COR-043,2026-09-15,05:45,120,AI Optimization Engine,0,95.8,Executed Cleanly
HIST-00936,BLK-00936,COR-094,2026-09-15,19:00,60,AI Optimization Engine,1,94.0,Partial Conflict
HIST-00937,BLK-00937,COR-098,2026-09-26,15:00,60,AI Optimization Engine,0,95.4,Executed Cleanly
HIST-00938,BLK-00938,COR-039,2026-09-23,09:15,120,AI Optimization Engine,1,86.9,Partial Conflict
HIST-00939,BLK-00939,COR-099,2026-09-28,19:15,240,AI Optimization Engine,0,88.1,Executed Cleanly
HIST-00940,BLK-00940,COR-024,2026-09-26,21:30,180,AI Optimization Engine,1,92.9,Partial Conflict
HIST-00941,BLK-00941,COR-071,2026-09-23,13:45,180,AI Optimization Engine,1,87.6,Partial Conflict
HIST-00942,BLK-00942,COR-098,2026-09-13,09:00,360,AI Optimization Engine,1,89.1,Partial Conflict
HIST-00943,BLK-00943,COR-086,2026-09-20,13:15,240,Manual Rule-Based,4,71.9,Cancelled
HIST-00944,BLK-00944,COR-010,2026-09-13,10:15,60,Manual Rule-Based,4,74.1,Cancelled
HIST-00945,BLK-00945,COR-037,2026-09-27,00:00,360,AI Optimization Engine,0,85.5,Executed Cleanly
HIST-00946,BLK-00946,COR-011,2026-09-24,12:00,60,AI Optimization Engine,0,95.5,Executed Cleanly
HIST-00947,BLK-00947,COR-002,2026-09-10,00:00,240,Manual Rule-Based,8,67.5,Cancelled
HIST-00948,BLK-00948,COR-100,2026-09-17,17:15,180,Manual Rule-Based,8,71.8,Cancelled
HIST-00949,BLK-00949,COR-044,2026-09-11,07:00,300,Manual Rule-Based,5,65.7,Cancelled
HIST-00950,BLK-00950,COR-063,2026-09-27,04:15,360,Manual Rule-Based,3,66.3,Partial Conflict
HIST-00951,BLK-00951,COR-038,2026-09-25,14:00,240,Manual Rule-Based,7,61.8,Cancelled
HIST-00952,BLK-00952,COR-023,2026-09-27,11:45,120,Manual Rule-Based,8,61.9,Cancelled
HIST-00953,BLK-00953,COR-010,2026-09-13,11:00,360,AI Optimization Engine,0,96.1,Executed Cleanly
HIST-00954,BLK-00954,COR-052,2026-09-19,06:30,300,AI Optimization Engine,1,90.1,Partial Conflict
HIST-00955,BLK-00955,COR-079,2026-09-11,22:30,240,Manual Rule-Based,4,64.4,Cancelled
HIST-00956,BLK-00956,COR-036,2026-09-14,09:00,180,AI Optimization Engine,1,85.9,Partial Conflict
HIST-00957,BLK-00957,COR-036,2026-09-26,04:30,360,Manual Rule-Based,4,69.9,Cancelled
HIST-00958,BLK-00958,COR-076,2026-09-20,17:00,360,AI Optimization Engine,1,86.1,Partial Conflict
HIST-00959,BLK-00959,COR-060,2026-09-17,05:00,180,Manual Rule-Based,5,71.4,Cancelled
HIST-00960,BLK-00960,COR-072,2026-09-28,00:30,300,Manual Rule-Based,7,60.5,Cancelled
HIST-00961,BLK-00961,COR-080,2026-09-19,17:15,120,Manual Rule-Based,6,71.9,Cancelled
HIST-00962,BLK-00962,COR-013,2026-09-25,22:30,300,AI Optimization Engine,1,96.0,Partial Conflict
HIST-00963,BLK-00963,COR-077,2026-09-28,22:00,180,AI Optimization Engine,0,93.6,Executed Cleanly
HIST-00964,BLK-00964,COR-064,2026-09-15,17:00,300,AI Optimization Engine,0,90.3,Executed Cleanly
HIST-00965,BLK-00965,COR-084,2026-09-23,01:00,300,Manual Rule-Based,5,66.4,Cancelled
HIST-00966,BLK-00966,COR-079,2026-09-28,11:45,120,AI Optimization Engine,1,91.4,Partial Conflict
HIST-00967,BLK-00967,COR-048,2026-09-29,08:15,120,AI Optimization Engine,0,89.8,Executed Cleanly
HIST-00968,BLK-00968,COR-092,2026-09-14,17:15,300,AI Optimization Engine,1,94.5,Partial Conflict
HIST-00969,BLK-00969,COR-023,2026-09-24,21:15,360,AI Optimization Engine,0,94.6,Executed Cleanly
HIST-00970,BLK-00970,COR-088,2026-09-19,16:00,60,AI Optimization Engine,0,93.1,Executed Cleanly
HIST-00971,BLK-00971,COR-062,2026-09-19,07:45,240,AI Optimization Engine,1,86.0,Partial Conflict
HIST-00972,BLK-00972,COR-014,2026-09-10,10:45,300,AI Optimization Engine,1,94.3,Partial Conflict
HIST-00973,BLK-00973,COR-027,2026-09-09,22:30,180,Manual Rule-Based,3,66.0,Partial Conflict
HIST-00974,BLK-00974,COR-043,2026-09-10,22:30,60,Manual Rule-Based,6,71.7,Cancelled
HIST-00975,BLK-00975,COR-073,2026-09-24,00:45,240,AI Optimization Engine,0,97.4,Executed Cleanly
HIST-00976,BLK-00976,COR-078,2026-09-19,12:00,120,Manual Rule-Based,8,73.9,Cancelled
HIST-00977,BLK-00977,COR-062,2026-09-14,01:30,240,AI Optimization Engine,1,89.1,Partial Conflict
HIST-00978,BLK-00978,COR-023,2026-09-16,23:00,240,Manual Rule-Based,4,68.9,Cancelled
HIST-00979,BLK-00979,COR-046,2026-09-20,08:45,60,AI Optimization Engine,0,85.4,Executed Cleanly
HIST-00980,BLK-00980,COR-065,2026-09-23,09:30,240,AI Optimization Engine,1,95.6,Partial Conflict
HIST-00981,BLK-00981,COR-033,2026-09-12,03:00,180,Manual Rule-Based,8,68.7,Cancelled
HIST-00982,BLK-00982,COR-096,2026-09-17,19:15,120,AI Optimization Engine,0,92.1,Executed Cleanly
HIST-00983,BLK-00983,COR-013,2026-09-19,14:15,120,Manual Rule-Based,7,73.0,Cancelled
HIST-00984,BLK-00984,COR-013,2026-09-21,08:30,360,Manual Rule-Based,4,60.2,Cancelled
HIST-00985,BLK-00985,COR-033,2026-09-29,15:00,180,Manual Rule-Based,8,74.4,Cancelled
HIST-00986,BLK-00986,COR-036,2026-09-11,13:30,240,Manual Rule-Based,5,61.4,Cancelled
HIST-00987,BLK-00987,COR-021,2026-09-24,08:30,360,AI Optimization Engine,1,94.0,Partial Conflict
HIST-00988,BLK-00988,COR-098,2026-09-10,06:15,180,Manual Rule-Based,3,72.7,Partial Conflict
HIST-00989,BLK-00989,COR-042,2026-09-12,09:15,300,AI Optimization Engine,0,93.3,Executed Cleanly
HIST-00990,BLK-00990,COR-030,2026-09-19,01:45,300,Manual Rule-Based,6,72.1,Cancelled
HIST-00991,BLK-00991,COR-073,2026-09-14,01:15,240,AI Optimization Engine,1,95.1,Partial Conflict
HIST-00992,BLK-00992,COR-085,2026-09-25,03:30,240,AI Optimization Engine,1,89.3,Partial Conflict
HIST-00993,BLK-00993,COR-036,2026-09-26,00:45,60,AI Optimization Engine,0,87.4,Executed Cleanly
HIST-00994,BLK-00994,COR-078,2026-09-28,13:45,60,AI Optimization Engine,1,85.1,Partial Conflict
HIST-00995,BLK-00995,COR-096,2026-09-22,09:00,60,AI Optimization Engine,1,93.5,Partial Conflict
HIST-00996,BLK-00996,COR-042,2026-09-19,18:45,300,AI Optimization Engine,0,94.6,Executed Cleanly
HIST-00997,BLK-00997,COR-096,2026-09-22,21:15,60,AI Optimization Engine,0,86.9,Executed Cleanly
HIST-00998,BLK-00998,COR-016,2026-09-17,17:45,360,Manual Rule-Based,4,65.0,Cancelled
HIST-00999,BLK-00999,COR-065,2026-09-22,12:45,120,AI Optimization Engine,1,90.2,Partial Conflict
HIST-01000,BLK-01000,COR-069,2026-09-17,17:15,300,Manual Rule-Based,5,63.4,Cancelled
HIST-01001,BLK-01001,COR-095,2026-09-21,07:45,180,Manual Rule-Based,7,72.2,Cancelled
HIST-01002,BLK-01002,COR-001,2026-09-25,04:45,180,AI Optimization Engine,0,91.3,Executed Cleanly
HIST-01003,BLK-01003,COR-084,2026-09-10,12:00,180,Manual Rule-Based,7,74.4,Cancelled
HIST-01004,BLK-01004,COR-013,2026-09-29,01:00,360,AI Optimization Engine,1,85.7,Partial Conflict
HIST-01005,BLK-01005,COR-039,2026-09-20,17:15,120,Manual Rule-Based,4,67.6,Cancelled
HIST-01006,BLK-01006,COR-057,2026-09-27,13:30,300,Manual Rule-Based,7,64.6,Cancelled
HIST-01007,BLK-01007,COR-023,2026-09-28,05:15,300,Manual Rule-Based,3,68.1,Partial Conflict
HIST-01008,BLK-01008,COR-027,2026-09-25,10:00,180,AI Optimization Engine,0,90.6,Executed Cleanly
HIST-01009,BLK-01009,COR-013,2026-09-16,19:15,240,Manual Rule-Based,5,61.6,Cancelled
HIST-01010,BLK-01010,COR-036,2026-09-14,12:45,240,Manual Rule-Based,5,64.0,Cancelled
HIST-01011,BLK-01011,COR-089,2026-09-13,13:15,300,AI Optimization Engine,1,95.0,Partial Conflict
HIST-01012,BLK-01012,COR-023,2026-09-26,16:00,240,AI Optimization Engine,0,95.4,Executed Cleanly
HIST-01013,BLK-01013,COR-081,2026-09-13,17:00,240,AI Optimization Engine,0,86.8,Executed Cleanly
HIST-01014,BLK-01014,COR-006,2026-09-13,05:15,180,Manual Rule-Based,5,74.9,Cancelled
HIST-01015,BLK-01015,COR-015,2026-09-25,07:45,180,AI Optimization Engine,1,90.0,Partial Conflict
HIST-01016,BLK-01016,COR-085,2026-09-27,13:45,60,AI Optimization Engine,1,92.4,Partial Conflict
HIST-01017,BLK-01017,COR-085,2026-09-16,13:30,180,Manual Rule-Based,5,62.1,Cancelled
HIST-01018,BLK-01018,COR-091,2026-09-20,07:30,120,Manual Rule-Based,5,73.7,Cancelled
HIST-01019,BLK-01019,COR-096,2026-09-19,03:45,240,AI Optimization Engine,0,94.9,Executed Cleanly
HIST-01020,BLK-01020,COR-042,2026-09-23,20:15,300,Manual Rule-Based,3,70.4,Partial Conflict
HIST-01021,BLK-01021,COR-016,2026-09-21,02:15,180,AI Optimization Engine,0,85.7,Executed Cleanly
HIST-01022,BLK-01022,COR-086,2026-09-29,18:15,300,Manual Rule-Based,5,69.3,Cancelled
HIST-01023,BLK-01023,COR-015,2026-09-22,05:45,300,AI Optimization Engine,1,86.7,Partial Conflict
HIST-01024,BLK-01024,COR-019,2026-09-13,11:30,180,Manual Rule-Based,8,70.6,Cancelled
HIST-01025,BLK-01025,COR-070,2026-09-25,17:00,120,Manual Rule-Based,3,66.7,Partial Conflict
HIST-01026,BLK-01026,COR-036,2026-09-21,03:15,120,Manual Rule-Based,4,61.5,Cancelled
HIST-01027,BLK-01027,COR-010,2026-09-16,18:30,240,Manual Rule-Based,4,71.8,Cancelled
HIST-01028,BLK-01028,COR-021,2026-09-19,18:45,60,Manual Rule-Based,8,75.3,Cancelled
HIST-01029,BLK-01029,COR-029,2026-09-18,14:00,300,Manual Rule-Based,4,71.8,Cancelled
HIST-01030,BLK-01030,COR-082,2026-09-10,03:00,60,AI Optimization Engine,0,97.1,Executed Cleanly
HIST-01031,BLK-01031,COR-020,2026-09-19,11:00,300,Manual Rule-Based,6,60.8,Cancelled
HIST-01032,BLK-01032,COR-075,2026-09-11,03:30,180,AI Optimization Engine,0,96.1,Executed Cleanly
HIST-01033,BLK-01033,COR-054,2026-09-28,02:30,60,AI Optimization Engine,0,93.5,Executed Cleanly
HIST-01034,BLK-01034,COR-002,2026-09-13,18:30,360,Manual Rule-Based,3,67.8,Partial Conflict
HIST-01035,BLK-01035,COR-006,2026-09-13,05:15,120,Manual Rule-Based,8,65.6,Cancelled
HIST-01036,BLK-01036,COR-083,2026-09-17,20:45,300,AI Optimization Engine,1,90.4,Partial Conflict
HIST-01037,BLK-01037,COR-081,2026-09-28,01:45,60,AI Optimization Engine,0,85.6,Executed Cleanly
HIST-01038,BLK-01038,COR-058,2026-09-10,01:00,120,AI Optimization Engine,1,96.6,Partial Conflict
HIST-01039,BLK-01039,COR-100,2026-09-14,11:15,300,AI Optimization Engine,0,92.1,Executed Cleanly
HIST-01040,BLK-01040,COR-041,2026-09-22,12:45,360,Manual Rule-Based,4,63.6,Cancelled
HIST-01041,BLK-01041,COR-042,2026-09-22,23:15,180,Manual Rule-Based,4,69.6,Cancelled
HIST-01042,BLK-01042,COR-012,2026-09-17,03:00,180,AI Optimization Engine,0,97.2,Executed Cleanly
HIST-01043,BLK-01043,COR-095,2026-09-18,21:00,180,AI Optimization Engine,1,88.3,Partial Conflict
HIST-01044,BLK-01044,COR-086,2026-09-09,21:30,60,Manual Rule-Based,7,60.7,Cancelled
HIST-01045,BLK-01045,COR-032,2026-09-20,00:00,60,Manual Rule-Based,7,75.1,Cancelled
HIST-01046,BLK-01046,COR-096,2026-09-25,12:00,180,AI Optimization Engine,0,92.3,Executed Cleanly
HIST-01047,BLK-01047,COR-089,2026-09-17,04:15,240,AI Optimization Engine,0,85.8,Executed Cleanly
HIST-01048,BLK-01048,COR-078,2026-09-12,00:30,180,Manual Rule-Based,5,62.2,Cancelled
HIST-01049,BLK-01049,COR-022,2026-09-21,02:00,180,Manual Rule-Based,3,65.5,Partial Conflict
HIST-01050,BLK-01050,COR-094,2026-09-20,18:30,180,AI Optimization Engine,1,94.2,Partial Conflict
HIST-01051,BLK-01051,COR-030,2026-09-29,02:30,240,Manual Rule-Based,3,68.4,Partial Conflict
HIST-01052,BLK-01052,COR-079,2026-09-26,06:30,60,Manual Rule-Based,6,68.6,Cancelled
HIST-01053,BLK-01053,COR-013,2026-09-19,14:45,300,Manual Rule-Based,4,74.6,Cancelled
HIST-01054,BLK-01054,COR-046,2026-09-16,03:45,360,Manual Rule-Based,8,64.2,Cancelled
HIST-01055,BLK-01055,COR-058,2026-09-12,23:30,360,AI Optimization Engine,1,96.7,Partial Conflict
HIST-01056,BLK-01056,COR-042,2026-09-11,23:00,360,AI Optimization Engine,1,90.5,Partial Conflict
HIST-01057,BLK-01057,COR-013,2026-09-19,11:45,240,Manual Rule-Based,6,74.8,Cancelled
HIST-01058,BLK-01058,COR-069,2026-09-15,11:30,300,AI Optimization Engine,1,86.4,Partial Conflict
HIST-01059,BLK-01059,COR-064,2026-09-21,06:00,300,Manual Rule-Based,7,62.4,Cancelled
HIST-01060,BLK-01060,COR-047,2026-09-28,13:30,120,Manual Rule-Based,6,61.0,Cancelled
HIST-01061,BLK-01061,COR-085,2026-09-20,18:45,360,AI Optimization Engine,0,87.8,Executed Cleanly
HIST-01062,BLK-01062,COR-058,2026-09-26,17:30,360,AI Optimization Engine,1,94.0,Partial Conflict
HIST-01063,BLK-01063,COR-079,2026-09-28,04:15,300,AI Optimization Engine,0,87.9,Executed Cleanly
HIST-01064,BLK-01064,COR-076,2026-09-21,12:45,300,AI Optimization Engine,0,97.2,Executed Cleanly
HIST-01065,BLK-01065,COR-046,2026-09-17,17:00,300,Manual Rule-Based,6,72.0,Cancelled
HIST-01066,BLK-01066,COR-024,2026-09-16,02:30,180,AI Optimization Engine,0,96.1,Executed Cleanly
HIST-01067,BLK-01067,COR-089,2026-09-11,11:15,300,AI Optimization Engine,1,88.1,Partial Conflict
HIST-01068,BLK-01068,COR-020,2026-09-29,04:45,300,Manual Rule-Based,5,65.7,Cancelled
HIST-01069,BLK-01069,COR-053,2026-09-10,16:00,240,AI Optimization Engine,0,87.8,Executed Cleanly
HIST-01070,BLK-01070,COR-082,2026-09-12,11:15,300,AI Optimization Engine,1,86.6,Partial Conflict
HIST-01071,BLK-01071,COR-037,2026-09-24,13:15,180,Manual Rule-Based,4,71.1,Cancelled
HIST-01072,BLK-01072,COR-061,2026-09-09,10:30,360,Manual Rule-Based,4,60.0,Cancelled
HIST-01073,BLK-01073,COR-077,2026-09-18,13:45,300,AI Optimization Engine,1,97.0,Partial Conflict
HIST-01074,BLK-01074,COR-033,2026-09-19,02:30,360,Manual Rule-Based,8,67.3,Cancelled
HIST-01075,BLK-01075,COR-081,2026-09-15,06:45,300,Manual Rule-Based,8,62.3,Cancelled
HIST-01076,BLK-01076,COR-071,2026-09-14,08:30,240,AI Optimization Engine,0,96.3,Executed Cleanly
HIST-01077,BLK-01077,COR-019,2026-09-22,23:30,180,AI Optimization Engine,0,95.1,Executed Cleanly
HIST-01078,BLK-01078,COR-073,2026-09-29,18:30,60,AI Optimization Engine,1,94.9,Partial Conflict
HIST-01079,BLK-01079,COR-045,2026-09-29,02:00,360,Manual Rule-Based,8,62.0,Cancelled
HIST-01080,BLK-01080,COR-021,2026-09-15,08:00,180,Manual Rule-Based,7,66.3,Cancelled
HIST-01081,BLK-01081,COR-027,2026-09-19,20:15,60,Manual Rule-Based,7,71.4,Cancelled
HIST-01082,BLK-01082,COR-018,2026-09-21,07:15,360,AI Optimization Engine,1,89.5,Partial Conflict
HIST-01083,BLK-01083,COR-083,2026-09-11,11:30,60,Manual Rule-Based,8,74.0,Cancelled
HIST-01084,BLK-01084,COR-044,2026-09-16,15:00,240,Manual Rule-Based,8,75.6,Cancelled
HIST-01085,BLK-01085,COR-096,2026-09-26,14:30,300,AI Optimization Engine,1,94.0,Partial Conflict
HIST-01086,BLK-01086,COR-098,2026-09-23,08:30,180,Manual Rule-Based,5,63.8,Cancelled
HIST-01087,BLK-01087,COR-007,2026-09-21,16:15,180,Manual Rule-Based,6,70.1,Cancelled
HIST-01088,BLK-01088,COR-061,2026-09-15,18:45,240,AI Optimization Engine,1,89.2,Partial Conflict
HIST-01089,BLK-01089,COR-072,2026-09-24,16:45,240,AI Optimization Engine,0,97.0,Executed Cleanly
HIST-01090,BLK-01090,COR-018,2026-09-12,23:15,300,AI Optimization Engine,1,85.4,Partial Conflict
HIST-01091,BLK-01091,COR-063,2026-09-18,14:45,300,AI Optimization Engine,0,92.1,Executed Cleanly
HIST-01092,BLK-01092,COR-086,2026-09-24,10:30,180,AI Optimization Engine,0,92.7,Executed Cleanly
HIST-01093,BLK-01093,COR-047,2026-09-13,10:15,300,Manual Rule-Based,7,62.3,Cancelled
HIST-01094,BLK-01094,COR-034,2026-09-10,05:30,60,AI Optimization Engine,1,88.7,Partial Conflict
HIST-01095,BLK-01095,COR-095,2026-09-18,11:30,240,AI Optimization Engine,0,86.7,Executed Cleanly
HIST-01096,BLK-01096,COR-053,2026-09-26,20:00,240,AI Optimization Engine,1,89.8,Partial Conflict
HIST-01097,BLK-01097,COR-086,2026-09-15,17:15,60,Manual Rule-Based,5,63.5,Cancelled
HIST-01098,BLK-01098,COR-074,2026-09-27,03:15,300,Manual Rule-Based,5,74.1,Cancelled
HIST-01099,BLK-01099,COR-086,2026-09-14,14:00,60,AI Optimization Engine,1,97.4,Partial Conflict
HIST-01100,BLK-01100,COR-027,2026-09-18,19:30,120,AI Optimization Engine,0,96.9,Executed Cleanly
