block_window_id,corridor_id,block_date,window_start,window_end,available_duration_min,availability_status,source
COA-00322,COR-030,2026-09-17,03:00,06:00,180,Occupied by Freight,COA System Feed
COA-00323,COR-089,2026-09-11,08:00,10:00,120,Occupied by Freight,Division Manual Entry
COA-00324,COR-072,2026-09-21,12:00,14:00,120,Blocked for Track Machine,COA System Feed
COA-00325,COR-087,2026-09-18,11:00,14:00,180,Blocked for Track Machine,Division Manual Entry
COA-00326,COR-022,2026-09-26,13:00,17:00,240,Available,Division Manual Entry
COA-00327,COR-057,2026-09-17,06:00,08:00,120,Occupied by Freight,Division Manual Entry
COA-00328,COR-074,2026-09-09,17:00,19:00,120,Occupied by Freight,COA System Feed
COA-00329,COR-030,2026-09-18,01:00,03:00,120,Occupied by Freight,AI Predicted Margin
COA-00330,COR-004,2026-09-18,06:00,09:00,180,Blocked for Track Machine,AI Predicted Margin
COA-00331,COR-040,2026-09-18,14:00,16:00,120,Available,AI Predicted Margin
COA-00332,COR-002,2026-09-29,14:00,16:00,120,Blocked for Track Machine,Division Manual Entry
COA-00333,COR-035,2026-09-28,19:00,22:00,180,Reserved,Division Manual Entry
COA-00334,COR-083,2026-09-16,07:00,11:00,240,Reserved,COA System Feed
COA-00335,COR-077,2026-09-27,09:00,12:00,180,Reserved,COA System Feed
COA-00336,COR-019,2026-09-17,15:00,17:00,120,Available,AI Predicted Margin
COA-00337,COR-078,2026-09-25,16:00,19:00,180,Occupied by Freight,AI Predicted Margin
COA-00338,COR-078,2026-09-17,18:00,21:00,180,Occupied by Freight,AI Predicted Margin
COA-00339,COR-009,2026-09-23,09:00,11:00,120,Occupied by Freight,AI Predicted Margin
COA-00340,COR-079,2026-09-11,03:00,05:00,120,Reserved,COA System Feed
COA-00341,COR-019,2026-09-09,00:00,02:00,120,Blocked for Track Machine,COA System Feed
COA-00342,COR-059,2026-09-09,15:00,18:00,180,Available,Division Manual Entry
COA-00343,COR-090,2026-09-29,04:00,08:00,240,Occupied by Freight,AI Predicted Margin
COA-00344,COR-065,2026-09-26,04:00,06:00,120,Blocked for Track Machine,AI Predicted Margin
COA-00345,COR-092,2026-09-16,00:00,04:00,240,Occupied by Freight,COA System Feed
COA-00346,COR-040,2026-09-17,07:00,10:00,180,Blocked for Track Machine,COA System Feed
COA-00347,COR-031,2026-09-28,03:00,05:00,120,Available,COA System Feed
COA-00348,COR-074,2026-09-23,15:00,18:00,180,Blocked for Track Machine,Division Manual Entry
COA-00349,COR-099,2026-09-19,17:00,21:00,240,Available,COA System Feed
COA-00350,COR-092,2026-09-15,15:00,17:00,120,Reserved,AI Predicted Margin
COA-00351,COR-089,2026-09-15,05:00,07:00,120,Occupied by Freight,AI Predicted Margin
COA-00352,COR-055,2026-09-12,11:00,14:00,180,Available,Division Manual Entry
COA-00353,COR-037,2026-09-14,14:00,17:00,180,Occupied by Freight,Division Manual Entry
COA-00354,COR-023,2026-09-14,15:00,18:00,180,Available,AI Predicted Margin
COA-00355,COR-010,2026-09-22,02:00,05:00,180,Available,AI Predicted Margin
COA-00356,COR-041,2026-09-27,17:00,20:00,180,Occupied by Freight,AI Predicted Margin
COA-00357,COR-033,2026-09-14,02:00,06:00,240,Occupied by Freight,Division Manual Entry
COA-00358,COR-062,2026-09-13,17:00,21:00,240,Blocked for Track Machine,AI Predicted Margin
COA-00359,COR-030,2026-09-29,16:00,18:00,120,Reserved,AI Predicted Margin
COA-00360,COR-078,2026-09-14,01:00,05:00,240,Occupied by Freight,AI Predicted Margin
COA-00361,COR-084,2026-09-23,04:00,07:00,180,Available,Division Manual Entry
COA-00362,COR-065,2026-09-16,11:00,15:00,240,Reserved,AI Predicted Margin
COA-00363,COR-076,2026-09-16,05:00,09:00,240,Reserved,AI Predicted Margin
COA-00364,COR-014,2026-09-11,04:00,07:00,180,Blocked for Track Machine,AI Predicted Margin
COA-00365,COR-033,2026-09-21,12:00,15:00,180,Occupied by Freight,Division Manual Entry
COA-00366,COR-017,2026-09-11,15:00,17:00,120,Reserved,Division Manual Entry
COA-00367,COR-067,2026-09-27,03:00,05:00,120,Occupied by Freight,COA System Feed
COA-00368,COR-051,2026-09-27,12:00,16:00,240,Available,AI Predicted Margin
COA-00369,COR-033,2026-09-26,17:00,19:00,120,Blocked for Track Machine,Division Manual Entry
COA-00370,COR-018,2026-09-21,20:00,23:00,180,Available,Division Manual Entry
COA-00371,COR-008,2026-09-23,07:00,09:00,120,Occupied by Freight,COA System Feed
COA-00372,COR-027,2026-09-24,10:00,14:00,240,Available,Division Manual Entry
COA-00373,COR-041,2026-09-26,08:00,10:00,120,Reserved,COA System Feed
COA-00374,COR-096,2026-09-13,05:00,07:00,120,Reserved,AI Predicted Margin
COA-00375,COR-029,2026-09-10,08:00,12:00,240,Reserved,AI Predicted Margin
COA-00376,COR-084,2026-09-29,05:00,09:00,240,Blocked for Track Machine,Division Manual Entry
COA-00377,COR-007,2026-09-17,01:00,04:00,180,Occupied by Freight,Division Manual Entry
COA-00378,COR-018,2026-09-27,16:00,18:00,120,Blocked for Track Machine,COA System Feed
COA-00379,COR-039,2026-09-26,00:00,03:00,180,Occupied by Freight,COA System Feed
COA-00380,COR-076,2026-09-15,00:00,03:00,180,Blocked for Track Machine,AI Predicted Margin
COA-00381,COR-043,2026-09-25,04:00,08:00,240,Reserved,Division Manual Entry
COA-00382,COR-019,2026-09-20,01:00,03:00,120,Blocked for Track Machine,AI Predicted Margin
COA-00383,COR-008,2026-09-11,20:00,22:00,120,Reserved,COA System Feed
COA-00384,COR-037,2026-09-22,20:00,22:00,120,Reserved,Division Manual Entry
COA-00385,COR-092,2026-09-26,17:00,21:00,240,Available,AI Predicted Margin
COA-00386,COR-065,2026-09-19,12:00,15:00,180,Blocked for Track Machine,Division Manual Entry
COA-00387,COR-005,2026-09-14,02:00,04:00,120,Reserved,Division Manual Entry
COA-00388,COR-005,2026-09-12,18:00,20:00,120,Reserved,COA System Feed
COA-00389,COR-068,2026-09-10,03:00,06:00,180,Reserved,COA System Feed
COA-00390,COR-009,2026-09-24,14:00,18:00,240,Available,AI Predicted Margin
COA-00391,COR-035,2026-09-17,11:00,13:00,120,Occupied by Freight,AI Predicted Margin
COA-00392,COR-068,2026-09-10,20:00,23:00,180,Reserved,AI Predicted Margin
COA-00393,COR-008,2026-09-10,02:00,04:00,120,Blocked for Track Machine,Division Manual Entry
COA-00394,COR-039,2026-09-11,04:00,07:00,180,Occupied by Freight,Division Manual Entry
COA-00395,COR-006,2026-09-10,19:00,22:00,180,Reserved,COA System Feed
COA-00396,COR-029,2026-09-09,16:00,19:00,180,Occupied by Freight,Division Manual Entry
COA-00397,COR-079,2026-09-10,10:00,12:00,120,Blocked for Track Machine,Division Manual Entry
COA-00398,COR-089,2026-09-13,17:00,19:00,120,Occupied by Freight,AI Predicted Margin
COA-00399,COR-038,2026-09-10,07:00,11:00,240,Blocked for Track Machine,Division Manual Entry
COA-00400,COR-070,2026-09-26,18:00,22:00,240,Reserved,Division Manual Entry
COA-00401,COR-045,2026-09-18,08:00,10:00,120,Blocked for Track Machine,AI Predicted Margin
COA-00402,COR-053,2026-09-11,18:00,22:00,240,Available,Division Manual Entry
COA-00403,COR-071,2026-09-18,17:00,21:00,240,Available,Division Manual Entry
COA-00404,COR-020,2026-09-23,09:00,11:00,120,Available,COA System Feed
COA-00405,COR-037,2026-09-14,12:00,14:00,120,Blocked for Track Machine,AI Predicted Margin
COA-00406,COR-072,2026-09-25,02:00,05:00,180,Blocked for Track Machine,Division Manual Entry
COA-00407,COR-007,2026-09-14,18:00,20:00,120,Available,Division Manual Entry
COA-00408,COR-013,2026-09-29,11:00,14:00,180,Reserved,COA System Feed
COA-00409,COR-036,2026-09-11,15:00,19:00,240,Occupied by Freight,AI Predicted Margin
COA-00410,COR-029,2026-09-24,16:00,20:00,240,Available,COA System Feed
COA-00411,COR-056,2026-09-23,18:00,21:00,180,Blocked for Track Machine,Division Manual Entry
COA-00412,COR-017,2026-09-26,06:00,08:00,120,Reserved,AI Predicted Margin
COA-00413,COR-052,2026-09-29,07:00,10:00,180,Blocked for Track Machine,Division Manual Entry
COA-00414,COR-024,2026-09-13,04:00,07:00,180,Reserved,COA System Feed
COA-00415,COR-032,2026-09-22,13:00,15:00,120,Reserved,Division Manual Entry
COA-00416,COR-041,2026-09-19,13:00,16:00,180,Blocked for Track Machine,Division Manual Entry
COA-00417,COR-088,2026-09-14,07:00,10:00,180,Reserved,AI Predicted Margin
COA-00418,COR-071,2026-09-12,18:00,21:00,180,Available,Division Manual Entry
COA-00419,COR-009,2026-09-25,04:00,06:00,120,Available,Division Manual Entry
COA-00420,COR-093,2026-09-11,10:00,12:00,120,Available,Division Manual Entry
COA-00421,COR-083,2026-09-16,12:00,14:00,120,Available,AI Predicted Margin
COA-00422,COR-055,2026-09-20,03:00,06:00,180,Occupied by Freight,Division Manual Entry
COA-00423,COR-088,2026-09-15,01:00,03:00,120,Occupied by Freight,COA System Feed
COA-00424,COR-060,2026-09-18,17:00,21:00,240,Reserved,Division Manual Entry
COA-00425,COR-092,2026-09-22,20:00,22:00,120,Reserved,AI Predicted Margin
COA-00426,COR-026,2026-09-24,12:00,16:00,240,Available,COA System Feed
COA-00427,COR-029,2026-09-19,04:00,06:00,120,Blocked for Track Machine,COA System Feed
COA-00428,COR-030,2026-09-17,19:00,21:00,120,Available,AI Predicted Margin
COA-00429,COR-022,2026-09-12,00:00,02:00,120,Occupied by Freight,AI Predicted Margin
COA-00430,COR-035,2026-09-20,13:00,16:00,180,Blocked for Track Machine,Division Manual Entry
COA-00431,COR-045,2026-09-13,08:00,11:00,180,Reserved,Division Manual Entry
COA-00432,COR-081,2026-09-10,00:00,04:00,240,Available,Division Manual Entry
COA-00433,COR-071,2026-09-26,01:00,03:00,120,Blocked for Track Machine,Division Manual Entry
COA-00434,COR-098,2026-09-29,02:00,06:00,240,Available,AI Predicted Margin
COA-00435,COR-096,2026-09-11,18:00,20:00,120,Occupied by Freight,Division Manual Entry
COA-00436,COR-061,2026-09-20,16:00,19:00,180,Reserved,AI Predicted Margin
COA-00437,COR-024,2026-09-17,18:00,22:00,240,Blocked for Track Machine,AI Predicted Margin
COA-00438,COR-045,2026-09-29,16:00,20:00,240,Blocked for Track Machine,AI Predicted Margin
COA-00439,COR-031,2026-09-13,17:00,20:00,180,Occupied by Freight,Division Manual Entry
COA-00440,COR-026,2026-09-25,17:00,19:00,120,Available,Division Manual Entry
COA-00441,COR-023,2026-09-12,18:00,22:00,240,Reserved,AI Predicted Margin
COA-00442,COR-046,2026-09-28,20:00,23:00,180,Available,AI Predicted Margin
COA-00443,COR-027,2026-09-17,13:00,16:00,180,Available,Division Manual Entry
COA-00444,COR-007,2026-09-22,07:00,09:00,120,Reserved,COA System Feed
COA-00445,COR-004,2026-09-28,13:00,15:00,120,Available,AI Predicted Margin
COA-00446,COR-014,2026-09-14,03:00,06:00,180,Occupied by Freight,AI Predicted Margin
COA-00447,COR-061,2026-09-27,06:00,09:00,180,Available,AI Predicted Margin
COA-00448,COR-054,2026-09-21,02:00,06:00,240,Reserved,AI Predicted Margin
COA-00449,COR-053,2026-09-23,14:00,18:00,240,Reserved,COA System Feed
COA-00450,COR-096,2026-09-11,16:00,18:00,120,Occupied by Freight,AI Predicted Margin
COA-00451,COR-091,2026-09-12,07:00,09:00,120,Occupied by Freight,COA System Feed
COA-00452,COR-067,2026-09-29,18:00,22:00,240,Available,AI Predicted Margin
COA-00453,COR-054,2026-09-28,01:00,04:00,180,Occupied by Freight,AI Predicted Margin
COA-00454,COR-085,2026-09-25,03:00,05:00,120,Available,COA System Feed
COA-00455,COR-025,2026-09-22,16:00,18:00,120,Reserved,COA System Feed
COA-00456,COR-050,2026-09-27,12:00,16:00,240,Blocked for Track Machine,COA System Feed
COA-00457,COR-083,2026-09-23,07:00,11:00,240,Reserved,Division Manual Entry
COA-00458,COR-085,2026-09-20,15:00,18:00,180,Available,AI Predicted Margin
COA-00459,COR-017,2026-09-19,15:00,17:00,120,Blocked for Track Machine,COA System Feed
COA-00460,COR-053,2026-09-19,14:00,18:00,240,Occupied by Freight,AI Predicted Margin
COA-00461,COR-087,2026-09-25,06:00,08:00,120,Occupied by Freight,Division Manual Entry
COA-00462,COR-066,2026-09-28,05:00,08:00,180,Occupied by Freight,Division Manual Entry
COA-00463,COR-041,2026-09-18,11:00,13:00,120,Occupied by Freight,Division Manual Entry
COA-00464,COR-037,2026-09-10,02:00,05:00,180,Available,COA System Feed
COA-00465,COR-005,2026-09-26,09:00,13:00,240,Blocked for Track Machine,COA System Feed
COA-00466,COR-036,2026-09-25,16:00,19:00,180,Blocked for Track Machine,COA System Feed
COA-00467,COR-017,2026-09-28,07:00,11:00,240,Blocked for Track Machine,COA System Feed
COA-00468,COR-004,2026-09-18,15:00,17:00,120,Occupied by Freight,AI Predicted Margin
COA-00469,COR-083,2026-09-21,12:00,16:00,240,Occupied by Freight,AI Predicted Margin
COA-00470,COR-002,2026-09-10,12:00,15:00,180,Available,AI Predicted Margin
COA-00471,COR-014,2026-09-24,04:00,06:00,120,Occupied by Freight,Division Manual Entry
COA-00472,COR-079,2026-09-23,18:00,20:00,120,Occupied by Freight,Division Manual Entry
COA-00473,COR-011,2026-09-13,02:00,06:00,240,Available,COA System Feed
COA-00474,COR-022,2026-09-12,10:00,12:00,120,Available,Division Manual Entry
COA-00475,COR-044,2026-09-26,11:00,15:00,240,Occupied by Freight,AI Predicted Margin
COA-00476,COR-019,2026-09-09,11:00,14:00,180,Reserved,AI Predicted Margin
COA-00477,COR-056,2026-09-12,06:00,08:00,120,Available,AI Predicted Margin
COA-00478,COR-031,2026-09-23,12:00,14:00,120,Blocked for Track Machine,Division Manual Entry
COA-00479,COR-090,2026-09-11,17:00,20:00,180,Available,Division Manual Entry
COA-00480,COR-018,2026-09-12,14:00,18:00,240,Blocked for Track Machine,AI Predicted Margin
COA-00481,COR-009,2026-09-22,01:00,04:00,180,Available,Division Manual Entry
COA-00482,COR-039,2026-09-18,12:00,15:00,180,Available,Division Manual Entry
COA-00483,COR-071,2026-09-24,17:00,20:00,180,Available,COA System Feed
COA-00484,COR-009,2026-09-17,08:00,12:00,240,Occupied by Freight,COA System Feed
COA-00485,COR-031,2026-09-25,09:00,13:00,240,Occupied by Freight,COA System Feed
COA-00486,COR-094,2026-09-21,09:00,11:00,120,Blocked for Track Machine,Division Manual Entry
COA-00487,COR-046,2026-09-09,15:00,17:00,120,Occupied by Freight,Division Manual Entry
COA-00488,COR-095,2026-09-17,08:00,10:00,120,Occupied by Freight,Division Manual Entry
COA-00489,COR-056,2026-09-24,06:00,10:00,240,Blocked for Track Machine,Division Manual Entry
COA-00490,COR-029,2026-09-13,14:00,17:00,180,Reserved,COA System Feed
COA-00491,COR-024,2026-09-16,16:00,19:00,180,Blocked for Track Machine,COA System Feed
COA-00492,COR-078,2026-09-12,13:00,16:00,180,Available,COA System Feed
COA-00493,COR-096,2026-09-15,06:00,08:00,120,Occupied by Freight,COA System Feed
COA-00494,COR-011,2026-09-23,06:00,08:00,120,Blocked for Track Machine,Division Manual Entry
COA-00495,COR-033,2026-09-23,08:00,11:00,180,Reserved,Division Manual Entry
COA-00496,COR-067,2026-09-24,03:00,07:00,240,Blocked for Track Machine,Division Manual Entry
COA-00497,COR-012,2026-09-12,01:00,03:00,120,Occupied by Freight,AI Predicted Margin
COA-00498,COR-010,2026-09-23,16:00,20:00,240,Available,Division Manual Entry
COA-00499,COR-064,2026-09-24,16:00,20:00,240,Reserved,AI Predicted Margin
COA-00500,COR-029,2026-09-15,16:00,19:00,180,Available,Division Manual Entry
COA-00501,COR-100,2026-09-25,20:00,23:00,180,Blocked for Track Machine,AI Predicted Margin
COA-00502,COR-075,2026-09-16,06:00,10:00,240,Reserved,COA System Feed
COA-00503,COR-069,2026-09-09,00:00,04:00,240,Reserved,Division Manual Entry
COA-00504,COR-083,2026-09-11,17:00,21:00,240,Blocked for Track Machine,COA System Feed
COA-00505,COR-033,2026-09-09,03:00,05:00,120,Reserved,AI Predicted Margin
COA-00506,COR-019,2026-09-13,00:00,02:00,120,Occupied by Freight,Division Manual Entry
COA-00507,COR-087,2026-09-27,10:00,13:00,180,Occupied by Freight,Division Manual Entry
COA-00508,COR-025,2026-09-13,20:00,22:00,120,Blocked for Track Machine,AI Predicted Margin
COA-00509,COR-069,2026-09-16,16:00,19:00,180,Blocked for Track Machine,COA System Feed
COA-00510,COR-071,2026-09-12,18:00,20:00,120,Occupied by Freight,AI Predicted Margin
COA-00511,COR-056,2026-09-29,00:00,03:00,180,Blocked for Track Machine,Division Manual Entry
COA-00512,COR-069,2026-09-14,09:00,13:00,240,Blocked for Track Machine,COA System Feed
COA-00513,COR-007,2026-09-28,19:00,22:00,180,Available,Division Manual Entry
COA-00514,COR-028,2026-09-28,10:00,13:00,180,Reserved,COA System Feed
COA-00515,COR-077,2026-09-27,20:00,23:00,180,Occupied by Freight,COA System Feed
COA-00516,COR-064,2026-09-19,18:00,22:00,240,Occupied by Freight,COA System Feed
COA-00517,COR-040,2026-09-21,00:00,04:00,240,Available,COA System Feed
COA-00518,COR-086,2026-09-27,02:00,04:00,120,Blocked for Track Machine,Division Manual Entry
COA-00519,COR-070,2026-09-13,16:00,20:00,240,Reserved,COA System Feed
COA-00520,COR-091,2026-09-29,04:00,07:00,180,Reserved,Division Manual Entry
COA-00521,COR-034,2026-09-11,18:00,21:00,180,Blocked for Track Machine,COA System Feed
COA-00522,COR-089,2026-09-14,02:00,04:00,120,Available,Division Manual Entry
COA-00523,COR-060,2026-09-10,08:00,10:00,120,Occupied by Freight,Division Manual Entry
COA-00524,COR-054,2026-09-17,17:00,21:00,240,Blocked for Track Machine,COA System Feed
COA-00525,COR-062,2026-09-20,06:00,08:00,120,Reserved,AI Predicted Margin
COA-00526,COR-092,2026-09-23,17:00,20:00,180,Available,Division Manual Entry
COA-00527,COR-060,2026-09-09,09:00,11:00,120,Blocked for Track Machine,COA System Feed
COA-00528,COR-039,2026-09-28,04:00,08:00,240,Occupied by Freight,Division Manual Entry
COA-00529,COR-054,2026-09-17,13:00,17:00,240,Blocked for Track Machine,Division Manual Entry
COA-00530,COR-076,2026-09-12,16:00,18:00,120,Blocked for Track Machine,COA System Feed
COA-00531,COR-081,2026-09-27,12:00,16:00,240,Blocked for Track Machine,Division Manual Entry
COA-00532,COR-092,2026-09-29,01:00,05:00,240,Available,Division Manual Entry
COA-00533,COR-025,2026-09-27,10:00,13:00,180,Reserved,AI Predicted Margin
COA-00534,COR-016,2026-09-24,07:00,10:00,180,Available,AI Predicted Margin
COA-00535,COR-084,2026-09-10,20:00,22:00,120,Occupied by Freight,COA System Feed
COA-00536,COR-011,2026-09-15,00:00,03:00,180,Blocked for Track Machine,Division Manual Entry
COA-00537,COR-076,2026-09-19,18:00,21:00,180,Blocked for Track Machine,AI Predicted Margin
COA-00538,COR-075,2026-09-12,02:00,05:00,180,Blocked for Track Machine,AI Predicted Margin
COA-00539,COR-078,2026-09-27,01:00,04:00,180,Occupied by Freight,Division Manual Entry
COA-00540,COR-087,2026-09-17,11:00,13:00,120,Available,AI Predicted Margin
COA-00541,COR-080,2026-09-10,04:00,06:00,120,Available,COA System Feed
COA-00542,COR-052,2026-09-11,13:00,16:00,180,Blocked for Track Machine,AI Predicted Margin
COA-00543,COR-099,2026-09-18,08:00,10:00,120,Blocked for Track Machine,AI Predicted Margin
COA-00544,COR-044,2026-09-28,00:00,03:00,180,Occupied by Freight,COA System Feed
COA-00545,COR-016,2026-09-27,20:00,23:00,180,Blocked for Track Machine,AI Predicted Margin
COA-00546,COR-054,2026-09-27,20:00,23:00,180,Available,AI Predicted Margin
COA-00547,COR-029,2026-09-15,03:00,06:00,180,Blocked for Track Machine,Division Manual Entry
COA-00548,COR-055,2026-09-29,12:00,16:00,240,Occupied by Freight,Division Manual Entry
COA-00549,COR-003,2026-09-10,10:00,12:00,120,Occupied by Freight,Division Manual Entry
COA-00550,COR-094,2026-09-20,08:00,10:00,120,Reserved,Division Manual Entry
COA-00551,COR-069,2026-09-16,07:00,11:00,240,Blocked for Track Machine,AI Predicted Margin
COA-00552,COR-069,2026-09-24,14:00,18:00,240,Available,COA System Feed
COA-00553,COR-092,2026-09-24,19:00,21:00,120,Blocked for Track Machine,COA System Feed
COA-00554,COR-023,2026-09-20,05:00,08:00,180,Blocked for Track Machine,Division Manual Entry
COA-00555,COR-090,2026-09-19,20:00,23:00,180,Blocked for Track Machine,Division Manual Entry
COA-00556,COR-051,2026-09-27,10:00,13:00,180,Available,Division Manual Entry
COA-00557,COR-020,2026-09-11,16:00,19:00,180,Blocked for Track Machine,Division Manual Entry
COA-00558,COR-086,2026-09-21,19:00,23:00,240,Reserved,COA System Feed
COA-00559,COR-061,2026-09-10,07:00,09:00,120,Blocked for Track Machine,COA System Feed
COA-00560,COR-047,2026-09-26,04:00,07:00,180,Occupied by Freight,COA System Feed
COA-00561,COR-040,2026-09-17,20:00,22:00,120,Available,AI Predicted Margin
COA-00562,COR-034,2026-09-12,11:00,14:00,180,Blocked for Track Machine,AI Predicted Margin
COA-00563,COR-017,2026-09-18,01:00,04:00,180,Available,Division Manual Entry
COA-00564,COR-030,2026-09-10,19:00,21:00,120,Reserved,COA System Feed
COA-00565,COR-008,2026-09-13,08:00,10:00,120,Available,Division Manual Entry
COA-00566,COR-088,2026-09-27,00:00,03:00,180,Occupied by Freight,Division Manual Entry
COA-00567,COR-008,2026-09-16,12:00,15:00,180,Reserved,COA System Feed
COA-00568,COR-018,2026-09-24,11:00,14:00,180,Blocked for Track Machine,COA System Feed
COA-00569,COR-032,2026-09-13,12:00,16:00,240,Occupied by Freight,Division Manual Entry
COA-00570,COR-035,2026-09-28,04:00,06:00,120,Reserved,Division Manual Entry
COA-00571,COR-099,2026-09-23,02:00,04:00,120,Reserved,COA System Feed
COA-00572,COR-013,2026-09-10,04:00,07:00,180,Available,Division Manual Entry
COA-00573,COR-001,2026-09-09,17:00,21:00,240,Occupied by Freight,Division Manual Entry
COA-00574,COR-099,2026-09-13,20:00,23:00,180,Blocked for Track Machine,AI Predicted Margin
COA-00575,COR-004,2026-09-21,04:00,06:00,120,Blocked for Track Machine,COA System Feed
COA-00576,COR-044,2026-09-26,09:00,13:00,240,Occupied by Freight,COA System Feed
COA-00577,COR-059,2026-09-20,14:00,17:00,180,Available,AI Predicted Margin
COA-00578,COR-020,2026-09-26,09:00,13:00,240,Available,AI Predicted Margin
COA-00579,COR-071,2026-09-12,04:00,08:00,240,Occupied by Freight,AI Predicted Margin
COA-00580,COR-044,2026-09-19,11:00,13:00,120,Blocked for Track Machine,COA System Feed
COA-00581,COR-013,2026-09-11,02:00,06:00,240,Occupied by Freight,Division Manual Entry
COA-00582,COR-025,2026-09-09,14:00,18:00,240,Available,COA System Feed
COA-00583,COR-013,2026-09-18,00:00,02:00,120,Reserved,Division Manual Entry
COA-00584,COR-027,2026-09-20,16:00,18:00,120,Reserved,COA System Feed
COA-00585,COR-059,2026-09-15,10:00,13:00,180,Reserved,COA System Feed
COA-00586,COR-012,2026-09-26,05:00,07:00,120,Blocked for Track Machine,Division Manual Entry
COA-00587,COR-020,2026-09-26,14:00,17:00,180,Occupied by Freight,AI Predicted Margin
COA-00588,COR-070,2026-09-09,20:00,23:00,180,Occupied by Freight,AI Predicted Margin
COA-00589,COR-099,2026-09-17,12:00,16:00,240,Blocked for Track Machine,Division Manual Entry
COA-00590,COR-014,2026-09-25,04:00,08:00,240,Reserved,COA System Feed
COA-00591,COR-042,2026-09-18,16:00,18:00,120,Available,COA System Feed
COA-00592,COR-003,2026-09-15,18:00,22:00,240,Occupied by Freight,COA System Feed
COA-00593,COR-006,2026-09-21,02:00,06:00,240,Reserved,AI Predicted Margin
COA-00594,COR-079,2026-09-10,02:00,04:00,120,Blocked for Track Machine,AI Predicted Margin
COA-00595,COR-049,2026-09-10,07:00,09:00,120,Occupied by Freight,Division Manual Entry
COA-00596,COR-074,2026-09-18,13:00,16:00,180,Occupied by Freight,Division Manual Entry
COA-00597,COR-029,2026-09-24,02:00,06:00,240,Available,Division Manual Entry
COA-00598,COR-046,2026-09-25,15:00,17:00,120,Reserved,AI Predicted Margin
COA-00599,COR-051,2026-09-16,10:00,12:00,120,Occupied by Freight,AI Predicted Margin
COA-00600,COR-025,2026-09-15,02:00,04:00,120,Occupied by Freight,COA System Feed
COA-00601,COR-063,2026-09-22,14:00,18:00,240,Blocked for Track Machine,AI Predicted Margin
COA-00602,COR-057,2026-09-17,04:00,06:00,120,Blocked for Track Machine,Division Manual Entry
COA-00603,COR-026,2026-09-16,01:00,05:00,240,Available,AI Predicted Margin
COA-00604,COR-024,2026-09-29,17:00,21:00,240,Available,AI Predicted Margin
COA-00605,COR-031,2026-09-26,09:00,13:00,240,Blocked for Track Machine,Division Manual Entry
COA-00606,COR-074,2026-09-23,13:00,15:00,120,Blocked for Track Machine,COA System Feed
COA-00607,COR-058,2026-09-09,14:00,18:00,240,Occupied by Freight,Division Manual Entry
COA-00608,COR-052,2026-09-27,07:00,09:00,120,Reserved,AI Predicted Margin
COA-00609,COR-065,2026-09-18,14:00,17:00,180,Occupied by Freight,AI Predicted Margin
COA-00610,COR-024,2026-09-12,14:00,17:00,180,Blocked for Track Machine,Division Manual Entry
COA-00611,COR-012,2026-09-27,09:00,13:00,240,Reserved,Division Manual Entry
COA-00612,COR-068,2026-09-17,10:00,14:00,240,Available,Division Manual Entry
COA-00613,COR-097,2026-09-13,00:00,04:00,240,Reserved,AI Predicted Margin
COA-00614,COR-065,2026-09-29,18:00,21:00,180,Blocked for Track Machine,COA System Feed
COA-00615,COR-041,2026-09-26,00:00,04:00,240,Blocked for Track Machine,Division Manual Entry
COA-00616,COR-001,2026-09-09,04:00,06:00,120,Reserved,AI Predicted Margin
COA-00617,COR-007,2026-09-21,18:00,21:00,180,Available,AI Predicted Margin
COA-00618,COR-043,2026-09-24,14:00,18:00,240,Reserved,AI Predicted Margin
COA-00619,COR-011,2026-09-23,02:00,05:00,180,Occupied by Freight,AI Predicted Margin
COA-00620,COR-092,2026-09-15,16:00,20:00,240,Available,AI Predicted Margin
COA-00621,COR-063,2026-09-16,01:00,04:00,180,Reserved,COA System Feed
COA-00622,COR-077,2026-09-12,04:00,07:00,180,Available,COA System Feed
COA-00623,COR-055,2026-09-22,20:00,23:00,180,Available,AI Predicted Margin
COA-00624,COR-042,2026-09-13,04:00,08:00,240,Available,AI Predicted Margin
COA-00625,COR-027,2026-09-17,19:00,21:00,120,Occupied by Freight,Division Manual Entry
COA-00626,COR-030,2026-09-12,16:00,18:00,120,Blocked for Track Machine,Division Manual Entry
COA-00627,COR-004,2026-09-27,03:00,07:00,240,Occupied by Freight,Division Manual Entry
COA-00628,COR-079,2026-09-11,06:00,10:00,240,Reserved,AI Predicted Margin
COA-00629,COR-085,2026-09-25,18:00,20:00,120,Occupied by Freight,Division Manual Entry
COA-00630,COR-056,2026-09-22,04:00,08:00,240,Occupied by Freight,COA System Feed
COA-00631,COR-063,2026-09-26,18:00,20:00,120,Available,COA System Feed
COA-00632,COR-018,2026-09-29,19:00,21:00,120,Reserved,COA System Feed
COA-00633,COR-048,2026-09-18,15:00,19:00,240,Occupied by Freight,COA System Feed
COA-00634,COR-007,2026-09-12,08:00,12:00,240,Available,COA System Feed
COA-00635,COR-060,2026-09-13,09:00,11:00,120,Available,COA System Feed
COA-00636,COR-046,2026-09-28,20:00,23:00,180,Available,Division Manual Entry
COA-00637,COR-078,2026-09-26,18:00,22:00,240,Reserved,COA System Feed
COA-00638,COR-008,2026-09-16,18:00,20:00,120,Blocked for Track Machine,COA System Feed
COA-00639,COR-037,2026-09-24,18:00,20:00,120,Reserved,AI Predicted Margin
