block_request_id,task_id,corridor_id,department,requested_duration_min,requested_date,priority,request_status
BLK-00639,TSK-00639,COR-095,Engineering,60,2026-09-15,P1 - Emergency,Rejected
BLK-00640,TSK-00640,COR-080,Signal & Telecom,60,2026-09-21,P2 - High,Conflict Flagged
BLK-00641,TSK-00641,COR-090,Engineering,120,2026-09-12,P1 - Emergency,Rejected
BLK-00642,TSK-00642,COR-058,Operating,300,2026-09-26,P1 - Emergency,Rejected
BLK-00643,TSK-00643,COR-002,Engineering,300,2026-09-24,P1 - Emergency,Rejected
BLK-00644,TSK-00644,COR-018,Operating,360,2026-09-15,P2 - High,Conflict Flagged
BLK-00645,TSK-00645,COR-010,Signal & Telecom,180,2026-09-17,P4 - Routine,Conflict Flagged
BLK-00646,TSK-00646,COR-090,Operating,60,2026-09-15,P1 - Emergency,Pending
BLK-00647,TSK-00647,COR-007,Engineering,300,2026-09-23,P4 - Routine,Conflict Flagged
BLK-00648,TSK-00648,COR-025,Electrical,360,2026-09-29,P1 - Emergency,Conflict Flagged
BLK-00649,TSK-00649,COR-042,Electrical,60,2026-09-12,P4 - Routine,Rejected
BLK-00650,TSK-00650,COR-023,Electrical,60,2026-09-09,P3 - Medium,Rejected
BLK-00651,TSK-00651,COR-009,Engineering,180,2026-09-14,P4 - Routine,Pending
BLK-00652,TSK-00652,COR-077,Engineering,300,2026-09-14,P1 - Emergency,Approved
BLK-00653,TSK-00653,COR-003,Electrical,60,2026-09-15,P2 - High,Scheduled
BLK-00654,TSK-00654,COR-040,Engineering,60,2026-09-26,P2 - High,Approved
BLK-00655,TSK-00655,COR-027,Operating,360,2026-09-22,P4 - Routine,Approved
BLK-00656,TSK-00656,COR-097,Electrical,60,2026-09-17,P1 - Emergency,Rejected
BLK-00657,TSK-00657,COR-024,Electrical,120,2026-09-29,P3 - Medium,Scheduled
BLK-00658,TSK-00658,COR-031,Signal & Telecom,300,2026-09-21,P4 - Routine,Conflict Flagged
BLK-00659,TSK-00659,COR-037,Electrical,240,2026-09-18,P3 - Medium,Approved
BLK-00660,TSK-00660,COR-057,Operating,360,2026-09-13,P4 - Routine,Scheduled
BLK-00661,TSK-00661,COR-077,Electrical,120,2026-09-23,P1 - Emergency,Approved
BLK-00662,TSK-00662,COR-043,Engineering,120,2026-09-20,P3 - Medium,Rejected
BLK-00663,TSK-00663,COR-063,Operating,120,2026-09-12,P4 - Routine,Approved
BLK-00664,TSK-00664,COR-033,Operating,180,2026-09-25,P2 - High,Approved
BLK-00665,TSK-00665,COR-062,Signal & Telecom,360,2026-09-15,P2 - High,Conflict Flagged
BLK-00666,TSK-00666,COR-078,Signal & Telecom,300,2026-09-13,P3 - Medium,Pending
BLK-00667,TSK-00667,COR-022,Operating,300,2026-09-15,P1 - Emergency,Conflict Flagged
BLK-00668,TSK-00668,COR-019,Electrical,60,2026-09-12,P2 - High,Approved
BLK-00669,TSK-00669,COR-084,Operating,180,2026-09-20,P3 - Medium,Rejected
BLK-00670,TSK-00670,COR-073,Operating,360,2026-09-13,P4 - Routine,Pending
BLK-00671,TSK-00671,COR-011,Signal & Telecom,240,2026-09-10,P2 - High,Pending
BLK-00672,TSK-00672,COR-097,Electrical,120,2026-09-12,P4 - Routine,Approved
BLK-00673,TSK-00673,COR-097,Operating,120,2026-09-12,P2 - High,Conflict Flagged
BLK-00674,TSK-00674,COR-043,Electrical,360,2026-09-28,P4 - Routine,Conflict Flagged
BLK-00675,TSK-00675,COR-048,Signal & Telecom,300,2026-09-17,P3 - Medium,Scheduled
BLK-00676,TSK-00676,COR-095,Engineering,120,2026-09-20,P2 - High,Scheduled
BLK-00677,TSK-00677,COR-078,Electrical,120,2026-09-28,P4 - Routine,Rejected
BLK-00678,TSK-00678,COR-058,Signal & Telecom,300,2026-09-21,P3 - Medium,Rejected
BLK-00679,TSK-00679,COR-050,Electrical,180,2026-09-14,P2 - High,Scheduled
BLK-00680,TSK-00680,COR-029,Electrical,120,2026-09-28,P4 - Routine,Conflict Flagged
BLK-00681,TSK-00681,COR-034,Signal & Telecom,360,2026-09-15,P1 - Emergency,Conflict Flagged
BLK-00682,TSK-00682,COR-074,Operating,120,2026-09-19,P1 - Emergency,Approved
BLK-00683,TSK-00683,COR-051,Engineering,60,2026-09-13,P1 - Emergency,Pending
BLK-00684,TSK-00684,COR-096,Signal & Telecom,300,2026-09-13,P1 - Emergency,Rejected
BLK-00685,TSK-00685,COR-038,Operating,180,2026-09-24,P3 - Medium,Rejected
BLK-00686,TSK-00686,COR-039,Operating,360,2026-09-09,P3 - Medium,Scheduled
BLK-00687,TSK-00687,COR-010,Operating,240,2026-09-18,P2 - High,Rejected
BLK-00688,TSK-00688,COR-059,Electrical,240,2026-09-12,P1 - Emergency,Pending
BLK-00689,TSK-00689,COR-087,Engineering,120,2026-09-23,P2 - High,Conflict Flagged
BLK-00690,TSK-00690,COR-016,Engineering,300,2026-09-25,P3 - Medium,Approved
BLK-00691,TSK-00691,COR-039,Operating,60,2026-09-13,P4 - Routine,Approved
BLK-00692,TSK-00692,COR-002,Electrical,300,2026-09-23,P4 - Routine,Rejected
BLK-00693,TSK-00693,COR-089,Electrical,180,2026-09-19,P4 - Routine,Conflict Flagged
BLK-00694,TSK-00694,COR-092,Engineering,300,2026-09-19,P4 - Routine,Rejected
BLK-00695,TSK-00695,COR-067,Engineering,60,2026-09-12,P2 - High,Pending
BLK-00696,TSK-00696,COR-016,Electrical,120,2026-09-27,P2 - High,Conflict Flagged
BLK-00697,TSK-00697,COR-055,Signal & Telecom,360,2026-09-10,P1 - Emergency,Pending
BLK-00698,TSK-00698,COR-067,Electrical,180,2026-09-25,P3 - Medium,Pending
BLK-00699,TSK-00699,COR-028,Electrical,300,2026-09-16,P1 - Emergency,Scheduled
BLK-00700,TSK-00700,COR-049,Electrical,180,2026-09-15,P1 - Emergency,Pending
BLK-00701,TSK-00701,COR-092,Signal & Telecom,180,2026-09-20,P2 - High,Approved
BLK-00702,TSK-00702,COR-010,Signal & Telecom,300,2026-09-20,P3 - Medium,Scheduled
BLK-00703,TSK-00703,COR-036,Signal & Telecom,300,2026-09-24,P3 - Medium,Pending
BLK-00704,TSK-00704,COR-068,Engineering,360,2026-09-19,P2 - High,Scheduled
BLK-00705,TSK-00705,COR-095,Electrical,120,2026-09-12,P4 - Routine,Rejected
BLK-00706,TSK-00706,COR-085,Signal & Telecom,60,2026-09-10,P2 - High,Conflict Flagged
BLK-00707,TSK-00707,COR-046,Operating,300,2026-09-14,P2 - High,Pending
BLK-00708,TSK-00708,COR-012,Electrical,360,2026-09-17,P3 - Medium,Approved
BLK-00709,TSK-00709,COR-055,Engineering,360,2026-09-15,P4 - Routine,Rejected
BLK-00710,TSK-00710,COR-032,Electrical,300,2026-09-20,P3 - Medium,Rejected
BLK-00711,TSK-00711,COR-047,Engineering,120,2026-09-22,P2 - High,Pending
BLK-00712,TSK-00712,COR-039,Electrical,120,2026-09-22,P4 - Routine,Scheduled
BLK-00713,TSK-00713,COR-080,Operating,360,2026-09-27,P3 - Medium,Pending
BLK-00714,TSK-00714,COR-046,Operating,300,2026-09-13,P3 - Medium,Conflict Flagged
BLK-00715,TSK-00715,COR-029,Electrical,300,2026-09-15,P1 - Emergency,Conflict Flagged
BLK-00716,TSK-00716,COR-096,Electrical,360,2026-09-19,P3 - Medium,Approved
BLK-00717,TSK-00717,COR-086,Signal & Telecom,120,2026-09-14,P4 - Routine,Scheduled
BLK-00718,TSK-00718,COR-015,Signal & Telecom,300,2026-09-18,P1 - Emergency,Approved
BLK-00719,TSK-00719,COR-062,Operating,360,2026-09-23,P2 - High,Scheduled
BLK-00720,TSK-00720,COR-026,Operating,240,2026-09-20,P1 - Emergency,Pending
BLK-00721,TSK-00721,COR-017,Engineering,240,2026-09-15,P1 - Emergency,Conflict Flagged
BLK-00722,TSK-00722,COR-090,Electrical,300,2026-09-19,P2 - High,Scheduled
BLK-00723,TSK-00723,COR-045,Electrical,300,2026-09-28,P1 - Emergency,Rejected
BLK-00724,TSK-00724,COR-056,Engineering,120,2026-09-28,P4 - Routine,Approved
BLK-00725,TSK-00725,COR-095,Electrical,360,2026-09-11,P1 - Emergency,Scheduled
BLK-00726,TSK-00726,COR-017,Engineering,60,2026-09-13,P2 - High,Scheduled
BLK-00727,TSK-00727,COR-039,Electrical,240,2026-09-29,P4 - Routine,Approved
BLK-00728,TSK-00728,COR-047,Electrical,60,2026-09-24,P4 - Routine,Approved
BLK-00729,TSK-00729,COR-073,Engineering,120,2026-09-28,P2 - High,Conflict Flagged
BLK-00730,TSK-00730,COR-097,Operating,120,2026-09-14,P3 - Medium,Scheduled
BLK-00731,TSK-00731,COR-066,Engineering,240,2026-09-18,P1 - Emergency,Rejected
BLK-00732,TSK-00732,COR-029,Signal & Telecom,180,2026-09-26,P1 - Emergency,Scheduled
BLK-00733,TSK-00733,COR-001,Engineering,180,2026-09-15,P3 - Medium,Pending
BLK-00734,TSK-00734,COR-046,Engineering,180,2026-09-18,P3 - Medium,Approved
BLK-00735,TSK-00735,COR-029,Operating,180,2026-09-18,P2 - High,Conflict Flagged
BLK-00736,TSK-00736,COR-059,Signal & Telecom,180,2026-09-09,P3 - Medium,Scheduled
BLK-00737,TSK-00737,COR-088,Operating,360,2026-09-26,P3 - Medium,Rejected
BLK-00738,TSK-00738,COR-049,Engineering,300,2026-09-10,P4 - Routine,Approved
BLK-00739,TSK-00739,COR-002,Engineering,60,2026-09-25,P4 - Routine,Scheduled
BLK-00740,TSK-00740,COR-043,Electrical,240,2026-09-14,P1 - Emergency,Rejected
BLK-00741,TSK-00741,COR-066,Engineering,300,2026-09-15,P1 - Emergency,Rejected
BLK-00742,TSK-00742,COR-088,Operating,180,2026-09-13,P2 - High,Rejected
BLK-00743,TSK-00743,COR-016,Electrical,180,2026-09-16,P4 - Routine,Approved
BLK-00744,TSK-00744,COR-020,Operating,180,2026-09-10,P1 - Emergency,Approved
BLK-00745,TSK-00745,COR-001,Engineering,120,2026-09-21,P2 - High,Approved
BLK-00746,TSK-00746,COR-019,Electrical,300,2026-09-29,P1 - Emergency,Pending
BLK-00747,TSK-00747,COR-084,Signal & Telecom,120,2026-09-17,P2 - High,Scheduled
BLK-00748,TSK-00748,COR-068,Operating,60,2026-09-16,P3 - Medium,Scheduled
BLK-00749,TSK-00749,COR-015,Signal & Telecom,60,2026-09-26,P1 - Emergency,Conflict Flagged
BLK-00750,TSK-00750,COR-090,Engineering,360,2026-09-12,P3 - Medium,Scheduled
BLK-00751,TSK-00751,COR-077,Operating,240,2026-09-25,P4 - Routine,Approved
BLK-00752,TSK-00752,COR-096,Operating,60,2026-09-29,P4 - Routine,Rejected
BLK-00753,TSK-00753,COR-008,Signal & Telecom,360,2026-09-24,P3 - Medium,Pending
BLK-00754,TSK-00754,COR-091,Electrical,240,2026-09-16,P3 - Medium,Scheduled
BLK-00755,TSK-00755,COR-096,Signal & Telecom,360,2026-09-27,P3 - Medium,Rejected
BLK-00756,TSK-00756,COR-083,Electrical,60,2026-09-17,P2 - High,Conflict Flagged
BLK-00757,TSK-00757,COR-028,Engineering,180,2026-09-09,P4 - Routine,Pending
BLK-00758,TSK-00758,COR-006,Operating,120,2026-09-22,P2 - High,Approved
BLK-00759,TSK-00759,COR-017,Electrical,180,2026-09-27,P1 - Emergency,Scheduled
BLK-00760,TSK-00760,COR-021,Electrical,60,2026-09-27,P3 - Medium,Scheduled
BLK-00761,TSK-00761,COR-017,Operating,120,2026-09-25,P3 - Medium,Scheduled
BLK-00762,TSK-00762,COR-002,Engineering,180,2026-09-17,P1 - Emergency,Conflict Flagged
BLK-00763,TSK-00763,COR-021,Electrical,240,2026-09-11,P2 - High,Approved
BLK-00764,TSK-00764,COR-073,Engineering,60,2026-09-21,P1 - Emergency,Approved
BLK-00765,TSK-00765,COR-011,Electrical,300,2026-09-18,P4 - Routine,Scheduled
BLK-00766,TSK-00766,COR-038,Engineering,60,2026-09-26,P2 - High,Pending
BLK-00767,TSK-00767,COR-011,Engineering,60,2026-09-26,P2 - High,Scheduled
BLK-00768,TSK-00768,COR-090,Signal & Telecom,300,2026-09-26,P2 - High,Approved
BLK-00769,TSK-00769,COR-008,Operating,240,2026-09-12,P3 - Medium,Pending
BLK-00770,TSK-00770,COR-011,Signal & Telecom,360,2026-09-16,P1 - Emergency,Conflict Flagged
BLK-00771,TSK-00771,COR-012,Engineering,300,2026-09-23,P4 - Routine,Rejected
BLK-00772,TSK-00772,COR-089,Electrical,120,2026-09-11,P1 - Emergency,Conflict Flagged
BLK-00773,TSK-00773,COR-086,Electrical,240,2026-09-11,P1 - Emergency,Pending
BLK-00774,TSK-00774,COR-067,Electrical,120,2026-09-14,P4 - Routine,Pending
BLK-00775,TSK-00775,COR-028,Operating,360,2026-09-12,P2 - High,Conflict Flagged
BLK-00776,TSK-00776,COR-084,Operating,60,2026-09-12,P3 - Medium,Scheduled
BLK-00777,TSK-00777,COR-055,Operating,180,2026-09-29,P4 - Routine,Pending
BLK-00778,TSK-00778,COR-014,Engineering,360,2026-09-15,P4 - Routine,Approved
BLK-00779,TSK-00779,COR-028,Operating,300,2026-09-14,P3 - Medium,Approved
BLK-00780,TSK-00780,COR-048,Engineering,360,2026-09-14,P2 - High,Conflict Flagged
BLK-00781,TSK-00781,COR-020,Engineering,300,2026-09-10,P4 - Routine,Approved
BLK-00782,TSK-00782,COR-079,Signal & Telecom,120,2026-09-15,P4 - Routine,Scheduled
BLK-00783,TSK-00783,COR-030,Operating,240,2026-09-13,P4 - Routine,Conflict Flagged
BLK-00784,TSK-00784,COR-012,Signal & Telecom,360,2026-09-20,P3 - Medium,Rejected
BLK-00785,TSK-00785,COR-024,Electrical,60,2026-09-29,P4 - Routine,Scheduled
BLK-00786,TSK-00786,COR-019,Engineering,360,2026-09-18,P2 - High,Conflict Flagged
BLK-00787,TSK-00787,COR-010,Engineering,180,2026-09-19,P3 - Medium,Rejected
BLK-00788,TSK-00788,COR-088,Signal & Telecom,120,2026-09-17,P3 - Medium,Conflict Flagged
BLK-00789,TSK-00789,COR-044,Engineering,240,2026-09-09,P2 - High,Approved
BLK-00790,TSK-00790,COR-069,Engineering,120,2026-09-11,P2 - High,Approved
BLK-00791,TSK-00791,COR-094,Engineering,120,2026-09-25,P2 - High,Rejected
BLK-00792,TSK-00792,COR-056,Operating,120,2026-09-24,P1 - Emergency,Rejected
BLK-00793,TSK-00793,COR-027,Signal & Telecom,240,2026-09-15,P1 - Emergency,Scheduled
BLK-00794,TSK-00794,COR-026,Operating,300,2026-09-16,P3 - Medium,Conflict Flagged
BLK-00795,TSK-00795,COR-051,Electrical,60,2026-09-25,P1 - Emergency,Pending
BLK-00796,TSK-00796,COR-100,Signal & Telecom,180,2026-09-11,P1 - Emergency,Scheduled
BLK-00797,TSK-00797,COR-037,Operating,120,2026-09-25,P1 - Emergency,Pending
BLK-00798,TSK-00798,COR-026,Electrical,300,2026-09-10,P3 - Medium,Scheduled
BLK-00799,TSK-00799,COR-031,Operating,300,2026-09-21,P4 - Routine,Rejected
BLK-00800,TSK-00800,COR-083,Electrical,120,2026-09-15,P2 - High,Approved
BLK-00801,TSK-00801,COR-079,Operating,360,2026-09-21,P3 - Medium,Rejected
BLK-00802,TSK-00802,COR-002,Engineering,120,2026-09-16,P4 - Routine,Rejected
BLK-00803,TSK-00803,COR-006,Electrical,300,2026-09-19,P1 - Emergency,Conflict Flagged
BLK-00804,TSK-00804,COR-017,Engineering,120,2026-09-12,P1 - Emergency,Conflict Flagged
BLK-00805,TSK-00805,COR-036,Operating,120,2026-09-22,P1 - Emergency,Rejected
BLK-00806,TSK-00806,COR-010,Engineering,180,2026-09-17,P4 - Routine,Rejected
BLK-00807,TSK-00807,COR-098,Electrical,60,2026-09-26,P1 - Emergency,Rejected
BLK-00808,TSK-00808,COR-100,Signal & Telecom,60,2026-09-24,P1 - Emergency,Rejected
BLK-00809,TSK-00809,COR-059,Engineering,360,2026-09-24,P1 - Emergency,Conflict Flagged
BLK-00810,TSK-00810,COR-051,Signal & Telecom,180,2026-09-10,P3 - Medium,Pending
BLK-00811,TSK-00811,COR-025,Electrical,120,2026-09-25,P4 - Routine,Approved
BLK-00812,TSK-00812,COR-015,Signal & Telecom,180,2026-09-21,P3 - Medium,Scheduled
BLK-00813,TSK-00813,COR-029,Engineering,180,2026-09-16,P1 - Emergency,Approved
BLK-00814,TSK-00814,COR-013,Engineering,360,2026-09-27,P3 - Medium,Pending
BLK-00815,TSK-00815,COR-059,Electrical,300,2026-09-15,P3 - Medium,Approved
BLK-00816,TSK-00816,COR-061,Electrical,360,2026-09-28,P4 - Routine,Scheduled
BLK-00817,TSK-00817,COR-100,Signal & Telecom,300,2026-09-17,P2 - High,Pending
BLK-00818,TSK-00818,COR-002,Operating,120,2026-09-21,P3 - Medium,Approved
BLK-00819,TSK-00819,COR-029,Operating,180,2026-09-17,P4 - Routine,Rejected
BLK-00820,TSK-00820,COR-036,Engineering,360,2026-09-27,P4 - Routine,Scheduled
BLK-00821,TSK-00821,COR-025,Electrical,300,2026-09-28,P3 - Medium,Approved
BLK-00822,TSK-00822,COR-064,Engineering,120,2026-09-27,P2 - High,Scheduled
BLK-00823,TSK-00823,COR-059,Engineering,60,2026-09-14,P1 - Emergency,Approved
BLK-00824,TSK-00824,COR-018,Electrical,360,2026-09-19,P2 - High,Conflict Flagged
BLK-00825,TSK-00825,COR-075,Operating,360,2026-09-12,P3 - Medium,Approved
BLK-00826,TSK-00826,COR-077,Electrical,300,2026-09-29,P4 - Routine,Scheduled
BLK-00827,TSK-00827,COR-040,Electrical,60,2026-09-12,P3 - Medium,Pending
BLK-00828,TSK-00828,COR-060,Electrical,300,2026-09-21,P1 - Emergency,Approved
BLK-00829,TSK-00829,COR-075,Signal & Telecom,120,2026-09-15,P1 - Emergency,Scheduled
BLK-00830,TSK-00830,COR-007,Operating,180,2026-09-16,P3 - Medium,Approved
BLK-00831,TSK-00831,COR-090,Engineering,300,2026-09-17,P1 - Emergency,Approved
BLK-00832,TSK-00832,COR-015,Signal & Telecom,240,2026-09-10,P3 - Medium,Rejected
BLK-00833,TSK-00833,COR-008,Operating,300,2026-09-16,P1 - Emergency,Rejected
BLK-00834,TSK-00834,COR-019,Operating,360,2026-09-12,P2 - High,Pending
BLK-00835,TSK-00835,COR-048,Operating,120,2026-09-18,P1 - Emergency,Pending
BLK-00836,TSK-00836,COR-002,Operating,180,2026-09-29,P2 - High,Approved
BLK-00837,TSK-00837,COR-046,Signal & Telecom,180,2026-09-25,P1 - Emergency,Approved
BLK-00838,TSK-00838,COR-059,Electrical,180,2026-09-25,P3 - Medium,Approved
BLK-00839,TSK-00839,COR-074,Signal & Telecom,240,2026-09-14,P4 - Routine,Scheduled
BLK-00840,TSK-00840,COR-006,Engineering,360,2026-09-28,P3 - Medium,Approved
BLK-00841,TSK-00841,COR-094,Signal & Telecom,60,2026-09-21,P4 - Routine,Approved
BLK-00842,TSK-00842,COR-023,Engineering,240,2026-09-11,P1 - Emergency,Scheduled
BLK-00843,TSK-00843,COR-026,Signal & Telecom,120,2026-09-23,P3 - Medium,Approved
BLK-00844,TSK-00844,COR-001,Signal & Telecom,180,2026-09-10,P4 - Routine,Rejected
BLK-00845,TSK-00845,COR-046,Electrical,120,2026-09-13,P3 - Medium,Conflict Flagged
BLK-00846,TSK-00846,COR-067,Signal & Telecom,120,2026-09-09,P2 - High,Conflict Flagged
BLK-00847,TSK-00847,COR-009,Electrical,300,2026-09-28,P3 - Medium,Conflict Flagged
BLK-00848,TSK-00848,COR-070,Engineering,180,2026-09-17,P3 - Medium,Approved
BLK-00849,TSK-00849,COR-018,Engineering,240,2026-09-27,P3 - Medium,Conflict Flagged
BLK-00850,TSK-00850,COR-010,Electrical,180,2026-09-29,P3 - Medium,Approved
BLK-00851,TSK-00851,COR-065,Operating,120,2026-09-26,P4 - Routine,Rejected
BLK-00852,TSK-00852,COR-088,Operating,120,2026-09-15,P2 - High,Approved
BLK-00853,TSK-00853,COR-057,Engineering,300,2026-09-16,P2 - High,Pending
BLK-00854,TSK-00854,COR-053,Signal & Telecom,180,2026-09-21,P2 - High,Approved
BLK-00855,TSK-00855,COR-057,Signal & Telecom,360,2026-09-14,P2 - High,Conflict Flagged
BLK-00856,TSK-00856,COR-010,Engineering,240,2026-09-13,P1 - Emergency,Scheduled
BLK-00857,TSK-00857,COR-068,Signal & Telecom,240,2026-09-29,P4 - Routine,Conflict Flagged
BLK-00858,TSK-00858,COR-018,Signal & Telecom,360,2026-09-29,P4 - Routine,Conflict Flagged
BLK-00859,TSK-00859,COR-084,Operating,300,2026-09-21,P2 - High,Approved
BLK-00860,TSK-00860,COR-036,Engineering,360,2026-09-13,P1 - Emergency,Pending
BLK-00861,TSK-00861,COR-085,Engineering,180,2026-09-22,P1 - Emergency,Approved
BLK-00862,TSK-00862,COR-093,Electrical,360,2026-09-13,P3 - Medium,Scheduled
BLK-00863,TSK-00863,COR-074,Operating,360,2026-09-28,P3 - Medium,Rejected
BLK-00864,TSK-00864,COR-032,Engineering,360,2026-09-19,P2 - High,Pending
BLK-00865,TSK-00865,COR-040,Engineering,120,2026-09-09,P3 - Medium,Approved
BLK-00866,TSK-00866,COR-082,Operating,300,2026-09-24,P1 - Emergency,Scheduled
BLK-00867,TSK-00867,COR-034,Signal & Telecom,60,2026-09-21,P1 - Emergency,Approved
BLK-00868,TSK-00868,COR-024,Engineering,240,2026-09-11,P3 - Medium,Rejected
BLK-00869,TSK-00869,COR-070,Electrical,120,2026-09-20,P3 - Medium,Approved
BLK-00870,TSK-00870,COR-074,Electrical,300,2026-09-17,P2 - High,Approved
BLK-00871,TSK-00871,COR-053,Electrical,300,2026-09-25,P4 - Routine,Pending
BLK-00872,TSK-00872,COR-078,Engineering,240,2026-09-19,P3 - Medium,Rejected
BLK-00873,TSK-00873,COR-098,Operating,180,2026-09-17,P3 - Medium,Conflict Flagged
BLK-00874,TSK-00874,COR-085,Operating,180,2026-09-14,P2 - High,Pending
BLK-00875,TSK-00875,COR-041,Operating,180,2026-09-23,P1 - Emergency,Scheduled
BLK-00876,TSK-00876,COR-084,Electrical,60,2026-09-23,P4 - Routine,Scheduled
BLK-00877,TSK-00877,COR-037,Electrical,120,2026-09-11,P4 - Routine,Approved
BLK-00878,TSK-00878,COR-022,Engineering,360,2026-09-15,P1 - Emergency,Pending
BLK-00879,TSK-00879,COR-010,Signal & Telecom,360,2026-09-12,P3 - Medium,Rejected
BLK-00880,TSK-00880,COR-076,Electrical,240,2026-09-18,P1 - Emergency,Approved
BLK-00881,TSK-00881,COR-097,Electrical,300,2026-09-13,P4 - Routine,Pending
BLK-00882,TSK-00882,COR-049,Operating,240,2026-09-23,P3 - Medium,Scheduled
BLK-00883,TSK-00883,COR-037,Operating,120,2026-09-12,P3 - Medium,Scheduled
BLK-00884,TSK-00884,COR-045,Engineering,180,2026-09-21,P3 - Medium,Approved
BLK-00885,TSK-00885,COR-086,Signal & Telecom,240,2026-09-16,P3 - Medium,Conflict Flagged
BLK-00886,TSK-00886,COR-063,Engineering,300,2026-09-25,P1 - Emergency,Scheduled
BLK-00887,TSK-00887,COR-092,Engineering,240,2026-09-14,P3 - Medium,Rejected
BLK-00888,TSK-00888,COR-094,Signal & Telecom,300,2026-09-19,P1 - Emergency,Conflict Flagged
BLK-00889,TSK-00889,COR-025,Electrical,180,2026-09-16,P4 - Routine,Pending
BLK-00890,TSK-00890,COR-061,Electrical,60,2026-09-18,P4 - Routine,Approved
BLK-00891,TSK-00891,COR-063,Engineering,60,2026-09-23,P4 - Routine,Pending
BLK-00892,TSK-00892,COR-068,Operating,300,2026-09-21,P3 - Medium,Pending
BLK-00893,TSK-00893,COR-038,Operating,120,2026-09-17,P1 - Emergency,Scheduled
BLK-00894,TSK-00894,COR-041,Operating,240,2026-09-29,P2 - High,Pending
BLK-00895,TSK-00895,COR-035,Electrical,240,2026-09-23,P1 - Emergency,Conflict Flagged
BLK-00896,TSK-00896,COR-055,Operating,360,2026-09-28,P4 - Routine,Conflict Flagged
BLK-00897,TSK-00897,COR-069,Signal & Telecom,120,2026-09-19,P2 - High,Rejected
BLK-00898,TSK-00898,COR-099,Electrical,360,2026-09-09,P4 - Routine,Approved
BLK-00899,TSK-00899,COR-021,Electrical,360,2026-09-16,P3 - Medium,Pending
BLK-00900,TSK-00900,COR-063,Operating,120,2026-09-20,P3 - Medium,Approved
BLK-00901,TSK-00901,COR-095,Signal & Telecom,300,2026-09-28,P3 - Medium,Conflict Flagged
BLK-00902,TSK-00902,COR-095,Engineering,180,2026-09-15,P2 - High,Conflict Flagged
BLK-00903,TSK-00903,COR-026,Operating,180,2026-09-14,P4 - Routine,Pending
BLK-00904,TSK-00904,COR-037,Operating,240,2026-09-17,P3 - Medium,Conflict Flagged
BLK-00905,TSK-00905,COR-074,Signal & Telecom,120,2026-09-29,P4 - Routine,Conflict Flagged
BLK-00906,TSK-00906,COR-027,Signal & Telecom,60,2026-09-27,P4 - Routine,Pending
BLK-00907,TSK-00907,COR-033,Operating,360,2026-09-15,P2 - High,Pending
BLK-00908,TSK-00908,COR-041,Operating,360,2026-09-18,P2 - High,Conflict Flagged
BLK-00909,TSK-00909,COR-021,Engineering,240,2026-09-20,P1 - Emergency,Conflict Flagged
BLK-00910,TSK-00910,COR-018,Operating,120,2026-09-20,P2 - High,Rejected
BLK-00911,TSK-00911,COR-073,Electrical,360,2026-09-10,P4 - Routine,Rejected
BLK-00912,TSK-00912,COR-043,Signal & Telecom,300,2026-09-21,P4 - Routine,Pending
BLK-00913,TSK-00913,COR-009,Operating,120,2026-09-20,P2 - High,Rejected
BLK-00914,TSK-00914,COR-009,Signal & Telecom,180,2026-09-10,P3 - Medium,Pending
BLK-00915,TSK-00915,COR-080,Electrical,120,2026-09-20,P3 - Medium,Rejected
BLK-00916,TSK-00916,COR-023,Electrical,240,2026-09-22,P1 - Emergency,Scheduled
BLK-00917,TSK-00917,COR-027,Operating,60,2026-09-24,P4 - Routine,Rejected
BLK-00918,TSK-00918,COR-007,Engineering,300,2026-09-15,P4 - Routine,Pending
BLK-00919,TSK-00919,COR-100,Operating,240,2026-09-24,P1 - Emergency,Rejected
BLK-00920,TSK-00920,COR-056,Signal & Telecom,300,2026-09-22,P3 - Medium,Scheduled
BLK-00921,TSK-00921,COR-094,Electrical,120,2026-09-24,P1 - Emergency,Conflict Flagged
BLK-00922,TSK-00922,COR-076,Engineering,240,2026-09-09,P4 - Routine,Approved
BLK-00923,TSK-00923,COR-006,Operating,180,2026-09-26,P4 - Routine,Pending
BLK-00924,TSK-00924,COR-096,Operating,300,2026-09-09,P3 - Medium,Pending
BLK-00925,TSK-00925,COR-008,Engineering,120,2026-09-11,P1 - Emergency,Scheduled
BLK-00926,TSK-00926,COR-076,Signal & Telecom,240,2026-09-24,P1 - Emergency,Conflict Flagged
BLK-00927,TSK-00927,COR-023,Engineering,300,2026-09-28,P4 - Routine,Approved
BLK-00928,TSK-00928,COR-044,Engineering,120,2026-09-16,P3 - Medium,Rejected
BLK-00929,TSK-00929,COR-041,Signal & Telecom,360,2026-09-28,P1 - Emergency,Approved
BLK-00930,TSK-00930,COR-040,Signal & Telecom,360,2026-09-28,P1 - Emergency,Pending
BLK-00931,TSK-00931,COR-038,Signal & Telecom,180,2026-09-28,P1 - Emergency,Conflict Flagged
BLK-00932,TSK-00932,COR-075,Engineering,240,2026-09-25,P1 - Emergency,Rejected
BLK-00933,TSK-00933,COR-066,Engineering,360,2026-09-26,P1 - Emergency,Approved
BLK-00934,TSK-00934,COR-076,Operating,300,2026-09-16,P4 - Routine,Approved
BLK-00935,TSK-00935,COR-043,Operating,120,2026-09-15,P4 - Routine,Rejected
