schedule_id,train_no,train_name,train_type,source_station_code,source_station_name,destination_station_code,destination_station_name,station_sequence,station_code,station_name,arrival_time,departure_time,distance_km,running_days,direction
SCH-02003,54321,Container Goods Rake Fast,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,5,CSST5,Intermediate Stn 5 (CSMT),23:45,00:15,239.1,"Tue, Thu, Sat",UP
SCH-02004,54321,Container Goods Rake Fast,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,6,CSST6,Intermediate Stn 6 (CSMT),14:00,05:00,286.9,Daily,UP
SCH-02005,54321,Container Goods Rake Fast,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,7,CSST7,Intermediate Stn 7 (CSMT),02:30,21:45,334.7,Daily,DN
SCH-02006,54321,Container Goods Rake Fast,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,8,CSST8,Intermediate Stn 8 (CSMT),06:45,04:30,382.5,Sun,DN
SCH-02007,54321,Container Goods Rake Fast,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,9,CSST9,Intermediate Stn 9 (CSMT),05:45,09:15,430.3,"Tue, Thu, Sat",DN
SCH-02008,58901,Coal Rake Super Heavy,Goods / Freight,MAS,Chennai Central,BZA,Vijayawada,1,MAST1,Intermediate Stn 1 (MAS),21:45,21:15,38.2,"Mon, Wed, Fri",UP
SCH-02009,58901,Coal Rake Super Heavy,Goods / Freight,MAS,Chennai Central,BZA,Vijayawada,2,MAST2,Intermediate Stn 2 (MAS),15:00,18:15,76.4,Sun,DN
SCH-02010,58901,Coal Rake Super Heavy,Goods / Freight,MAS,Chennai Central,BZA,Vijayawada,3,MAST3,Intermediate Stn 3 (MAS),13:00,12:30,114.6,"Mon, Wed, Fri",DN
SCH-02011,58901,Coal Rake Super Heavy,Goods / Freight,MAS,Chennai Central,BZA,Vijayawada,4,MAST4,Intermediate Stn 4 (MAS),20:15,05:45,152.8,Daily,UP
SCH-02012,58901,Coal Rake Super Heavy,Goods / Freight,MAS,Chennai Central,BZA,Vijayawada,5,MAST5,Intermediate Stn 5 (MAS),00:15,13:00,191.0,"Mon, Wed, Fri",DN
SCH-02013,58901,Coal Rake Super Heavy,Goods / Freight,MAS,Chennai Central,BZA,Vijayawada,6,MAST6,Intermediate Stn 6 (MAS),11:00,06:00,229.2,Sun,UP
SCH-02014,58901,Coal Rake Super Heavy,Goods / Freight,MAS,Chennai Central,BZA,Vijayawada,7,MAST7,Intermediate Stn 7 (MAS),23:45,03:00,267.4,Sun,DN
SCH-02015,58901,Coal Rake Super Heavy,Goods / Freight,MAS,Chennai Central,BZA,Vijayawada,8,MAST8,Intermediate Stn 8 (MAS),02:30,15:30,305.6,Daily,UP
SCH-02016,58901,Coal Rake Super Heavy,Goods / Freight,MAS,Chennai Central,BZA,Vijayawada,9,MAST9,Intermediate Stn 9 (MAS),12:15,16:45,343.8,Sun,UP
SCH-02017,63201,MEMU Passenger Local,MEMU / Passenger,SBC,Bengaluru City,MYS,Mysuru Jn,1,SBST1,Intermediate Stn 1 (SBC),19:30,22:30,18.1,Sun,UP
SCH-02018,63201,MEMU Passenger Local,MEMU / Passenger,SBC,Bengaluru City,MYS,Mysuru Jn,2,SBST2,Intermediate Stn 2 (SBC),14:45,05:00,36.2,"Tue, Thu, Sat",DN
SCH-02019,63201,MEMU Passenger Local,MEMU / Passenger,SBC,Bengaluru City,MYS,Mysuru Jn,3,SBST3,Intermediate Stn 3 (SBC),02:45,00:00,54.4,"Tue, Thu, Sat",DN
SCH-02020,63201,MEMU Passenger Local,MEMU / Passenger,SBC,Bengaluru City,MYS,Mysuru Jn,4,SBST4,Intermediate Stn 4 (SBC),07:30,17:15,72.5,"Mon, Wed, Fri",UP
SCH-02021,63201,MEMU Passenger Local,MEMU / Passenger,SBC,Bengaluru City,MYS,Mysuru Jn,5,SBST5,Intermediate Stn 5 (SBC),23:00,17:45,90.6,Sun,UP
SCH-02022,63201,MEMU Passenger Local,MEMU / Passenger,SBC,Bengaluru City,MYS,Mysuru Jn,6,SBST6,Intermediate Stn 6 (SBC),18:45,03:45,108.7,"Tue, Thu, Sat",UP
SCH-02023,63201,MEMU Passenger Local,MEMU / Passenger,SBC,Bengaluru City,MYS,Mysuru Jn,7,SBST7,Intermediate Stn 7 (SBC),17:00,14:30,126.9,"Tue, Thu, Sat",UP
SCH-02024,63201,MEMU Passenger Local,MEMU / Passenger,SBC,Bengaluru City,MYS,Mysuru Jn,8,SBST8,Intermediate Stn 8 (SBC),09:45,10:00,145.0,"Mon, Wed, Fri",UP
SCH-02025,63201,MEMU Passenger Local,MEMU / Passenger,SBC,Bengaluru City,MYS,Mysuru Jn,9,SBST9,Intermediate Stn 9 (SBC),05:15,01:15,163.1,"Mon, Wed, Fri",UP
SCH-02026,12301,Howrah Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,1,SCST1,Intermediate Stn 1 (SC),04:15,21:00,38.0,"Mon, Wed, Fri",UP
SCH-02027,12301,Howrah Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,2,SCST2,Intermediate Stn 2 (SC),00:15,09:00,76.0,"Mon, Wed, Fri",UP
SCH-02028,12301,Howrah Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,3,SCST3,Intermediate Stn 3 (SC),21:30,08:30,114.0,Daily,DN
SCH-02029,12301,Howrah Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,4,SCST4,Intermediate Stn 4 (SC),16:00,05:45,152.0,"Tue, Thu, Sat",UP
SCH-02030,12301,Howrah Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,5,SCST5,Intermediate Stn 5 (SC),22:00,17:30,189.9,Sun,UP
SCH-02031,12301,Howrah Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,6,SCST6,Intermediate Stn 6 (SC),16:45,17:30,227.9,"Tue, Thu, Sat",DN
SCH-02032,12301,Howrah Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,7,SCST7,Intermediate Stn 7 (SC),10:00,17:15,265.9,Sun,DN
SCH-02033,12301,Howrah Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,8,SCST8,Intermediate Stn 8 (SC),00:45,02:15,303.9,"Tue, Thu, Sat",DN
SCH-02034,12301,Howrah Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,9,SCST9,Intermediate Stn 9 (SC),01:00,14:00,341.9,"Tue, Thu, Sat",DN
SCH-02035,12951,Mumbai Rajdhani Express,Rajdhani,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,1,PRST1,Intermediate Stn 1 (PRYJ),14:45,19:30,30.0,Daily,UP
SCH-02036,12951,Mumbai Rajdhani Express,Rajdhani,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,2,PRST2,Intermediate Stn 2 (PRYJ),09:15,03:45,60.0,Sun,UP
SCH-02037,12951,Mumbai Rajdhani Express,Rajdhani,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,3,PRST3,Intermediate Stn 3 (PRYJ),09:45,05:00,90.1,"Tue, Thu, Sat",DN
SCH-02038,12951,Mumbai Rajdhani Express,Rajdhani,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,4,PRST4,Intermediate Stn 4 (PRYJ),11:45,20:00,120.1,Daily,UP
SCH-02039,12951,Mumbai Rajdhani Express,Rajdhani,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,5,PRST5,Intermediate Stn 5 (PRYJ),01:45,07:45,150.1,"Tue, Thu, Sat",DN
SCH-02040,12951,Mumbai Rajdhani Express,Rajdhani,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,6,PRST6,Intermediate Stn 6 (PRYJ),06:00,07:00,180.1,Sun,UP
SCH-02041,12951,Mumbai Rajdhani Express,Rajdhani,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,7,PRST7,Intermediate Stn 7 (PRYJ),20:30,23:45,210.2,Sun,UP
SCH-02042,12951,Mumbai Rajdhani Express,Rajdhani,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,8,PRST8,Intermediate Stn 8 (PRYJ),01:00,06:45,240.2,Daily,DN
SCH-02043,12951,Mumbai Rajdhani Express,Rajdhani,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,9,PRST9,Intermediate Stn 9 (PRYJ),20:30,07:30,270.2,"Mon, Wed, Fri",DN
SCH-02044,22436,Vande Bharat Express,Vande Bharat,LKO,Lucknow Charbagh,BE,Bareilly Jn,1,LKST1,Intermediate Stn 1 (LKO),12:00,10:15,18.9,"Tue, Thu, Sat",DN
SCH-02045,22436,Vande Bharat Express,Vande Bharat,LKO,Lucknow Charbagh,BE,Bareilly Jn,2,LKST2,Intermediate Stn 2 (LKO),03:15,19:45,37.8,Daily,UP
SCH-02046,22436,Vande Bharat Express,Vande Bharat,LKO,Lucknow Charbagh,BE,Bareilly Jn,3,LKST3,Intermediate Stn 3 (LKO),07:30,11:00,56.6,Daily,UP
SCH-02047,22436,Vande Bharat Express,Vande Bharat,LKO,Lucknow Charbagh,BE,Bareilly Jn,4,LKST4,Intermediate Stn 4 (LKO),13:15,23:15,75.5,Sun,UP
SCH-02048,22436,Vande Bharat Express,Vande Bharat,LKO,Lucknow Charbagh,BE,Bareilly Jn,5,LKST5,Intermediate Stn 5 (LKO),00:00,18:15,94.4,Daily,DN
SCH-02049,22436,Vande Bharat Express,Vande Bharat,LKO,Lucknow Charbagh,BE,Bareilly Jn,6,LKST6,Intermediate Stn 6 (LKO),11:00,14:00,113.3,"Mon, Wed, Fri",UP
SCH-02050,22436,Vande Bharat Express,Vande Bharat,LKO,Lucknow Charbagh,BE,Bareilly Jn,7,LKST7,Intermediate Stn 7 (LKO),21:45,16:45,132.1,"Tue, Thu, Sat",UP
SCH-02051,22436,Vande Bharat Express,Vande Bharat,LKO,Lucknow Charbagh,BE,Bareilly Jn,8,LKST8,Intermediate Stn 8 (LKO),21:45,21:00,151.0,"Mon, Wed, Fri",DN
SCH-02052,22436,Vande Bharat Express,Vande Bharat,LKO,Lucknow Charbagh,BE,Bareilly Jn,9,LKST9,Intermediate Stn 9 (LKO),15:45,05:30,169.9,"Tue, Thu, Sat",DN
SCH-02053,12002,Bhopal Shatabdi Express,Shatabdi,ADI,Ahmedabad Jn,BRC,Vadodara Jn,1,ADST1,Intermediate Stn 1 (ADI),12:15,19:30,23.5,Sun,DN
SCH-02054,12002,Bhopal Shatabdi Express,Shatabdi,ADI,Ahmedabad Jn,BRC,Vadodara Jn,2,ADST2,Intermediate Stn 2 (ADI),01:30,03:30,46.9,Sun,UP
SCH-02055,12002,Bhopal Shatabdi Express,Shatabdi,ADI,Ahmedabad Jn,BRC,Vadodara Jn,3,ADST3,Intermediate Stn 3 (ADI),02:45,06:00,70.4,"Mon, Wed, Fri",DN
SCH-02056,12002,Bhopal Shatabdi Express,Shatabdi,ADI,Ahmedabad Jn,BRC,Vadodara Jn,4,ADST4,Intermediate Stn 4 (ADI),19:15,12:15,93.8,Sun,DN
SCH-02057,12002,Bhopal Shatabdi Express,Shatabdi,ADI,Ahmedabad Jn,BRC,Vadodara Jn,5,ADST5,Intermediate Stn 5 (ADI),13:45,07:00,117.3,Sun,UP
SCH-02058,12002,Bhopal Shatabdi Express,Shatabdi,ADI,Ahmedabad Jn,BRC,Vadodara Jn,6,ADST6,Intermediate Stn 6 (ADI),10:15,10:00,140.7,"Mon, Wed, Fri",DN
SCH-02059,12002,Bhopal Shatabdi Express,Shatabdi,ADI,Ahmedabad Jn,BRC,Vadodara Jn,7,ADST7,Intermediate Stn 7 (ADI),11:30,14:15,164.2,Daily,DN
SCH-02060,12002,Bhopal Shatabdi Express,Shatabdi,ADI,Ahmedabad Jn,BRC,Vadodara Jn,8,ADST8,Intermediate Stn 8 (ADI),12:30,06:30,187.6,"Tue, Thu, Sat",UP
SCH-02061,12002,Bhopal Shatabdi Express,Shatabdi,ADI,Ahmedabad Jn,BRC,Vadodara Jn,9,ADST9,Intermediate Stn 9 (ADI),09:45,11:00,211.1,Sun,DN
SCH-02062,12626,Kerala Superfast Express,Superfast,NGP,Nagpur Jn,BPQ,Balharshah,1,NGST1,Intermediate Stn 1 (NGP),01:30,07:30,38.8,"Tue, Thu, Sat",UP
SCH-02063,12626,Kerala Superfast Express,Superfast,NGP,Nagpur Jn,BPQ,Balharshah,2,NGST2,Intermediate Stn 2 (NGP),20:30,10:45,77.6,Sun,DN
SCH-02064,12626,Kerala Superfast Express,Superfast,NGP,Nagpur Jn,BPQ,Balharshah,3,NGST3,Intermediate Stn 3 (NGP),00:30,06:15,116.5,"Mon, Wed, Fri",DN
SCH-02065,12626,Kerala Superfast Express,Superfast,NGP,Nagpur Jn,BPQ,Balharshah,4,NGST4,Intermediate Stn 4 (NGP),12:15,11:45,155.3,Daily,UP
SCH-02066,12626,Kerala Superfast Express,Superfast,NGP,Nagpur Jn,BPQ,Balharshah,5,NGST5,Intermediate Stn 5 (NGP),15:45,22:30,194.1,Daily,DN
SCH-02067,12626,Kerala Superfast Express,Superfast,NGP,Nagpur Jn,BPQ,Balharshah,6,NGST6,Intermediate Stn 6 (NGP),20:30,13:15,232.9,"Tue, Thu, Sat",DN
SCH-02068,12626,Kerala Superfast Express,Superfast,NGP,Nagpur Jn,BPQ,Balharshah,7,NGST7,Intermediate Stn 7 (NGP),19:00,22:00,271.8,Daily,DN
SCH-02069,12626,Kerala Superfast Express,Superfast,NGP,Nagpur Jn,BPQ,Balharshah,8,NGST8,Intermediate Stn 8 (NGP),23:45,07:00,310.6,"Mon, Wed, Fri",UP
SCH-02070,12626,Kerala Superfast Express,Superfast,NGP,Nagpur Jn,BPQ,Balharshah,9,NGST9,Intermediate Stn 9 (NGP),16:45,19:00,349.4,Sun,UP
SCH-02071,12860,Gitanjali Express,Express,NDLS,New Delhi,CNB,Kanpur Central,1,NDST1,Intermediate Stn 1 (NDLS),03:15,21:00,14.7,"Tue, Thu, Sat",UP
SCH-02072,12860,Gitanjali Express,Express,NDLS,New Delhi,CNB,Kanpur Central,2,NDST2,Intermediate Stn 2 (NDLS),01:45,18:30,29.3,Sun,DN
SCH-02073,12860,Gitanjali Express,Express,NDLS,New Delhi,CNB,Kanpur Central,3,NDST3,Intermediate Stn 3 (NDLS),14:45,16:00,44.0,Sun,DN
SCH-02074,12860,Gitanjali Express,Express,NDLS,New Delhi,CNB,Kanpur Central,4,NDST4,Intermediate Stn 4 (NDLS),23:45,07:45,58.6,"Mon, Wed, Fri",DN
SCH-02075,12860,Gitanjali Express,Express,NDLS,New Delhi,CNB,Kanpur Central,5,NDST5,Intermediate Stn 5 (NDLS),06:00,17:00,73.3,"Tue, Thu, Sat",UP
SCH-02076,12860,Gitanjali Express,Express,NDLS,New Delhi,CNB,Kanpur Central,6,NDST6,Intermediate Stn 6 (NDLS),09:45,17:00,87.9,Sun,UP
SCH-02077,12860,Gitanjali Express,Express,NDLS,New Delhi,CNB,Kanpur Central,7,NDST7,Intermediate Stn 7 (NDLS),15:45,12:00,102.6,Sun,DN
SCH-02078,12860,Gitanjali Express,Express,NDLS,New Delhi,CNB,Kanpur Central,8,NDST8,Intermediate Stn 8 (NDLS),09:15,07:00,117.2,"Mon, Wed, Fri",UP
SCH-02079,12860,Gitanjali Express,Express,NDLS,New Delhi,CNB,Kanpur Central,9,NDST9,Intermediate Stn 9 (NDLS),04:45,13:45,131.9,Sun,DN
SCH-02080,54321,Container Goods Rake Fast,Goods / Freight,HWH,Howrah,KGP,Kharagpur,1,HWST1,Intermediate Stn 1 (HWH),00:30,20:30,42.1,"Tue, Thu, Sat",UP
SCH-02081,54321,Container Goods Rake Fast,Goods / Freight,HWH,Howrah,KGP,Kharagpur,2,HWST2,Intermediate Stn 2 (HWH),22:30,19:45,84.2,"Mon, Wed, Fri",DN
SCH-02082,54321,Container Goods Rake Fast,Goods / Freight,HWH,Howrah,KGP,Kharagpur,3,HWST3,Intermediate Stn 3 (HWH),05:15,05:00,126.3,"Mon, Wed, Fri",UP
SCH-02083,54321,Container Goods Rake Fast,Goods / Freight,HWH,Howrah,KGP,Kharagpur,4,HWST4,Intermediate Stn 4 (HWH),07:45,17:00,168.4,Sun,UP
SCH-02084,54321,Container Goods Rake Fast,Goods / Freight,HWH,Howrah,KGP,Kharagpur,5,HWST5,Intermediate Stn 5 (HWH),09:45,19:45,210.6,"Tue, Thu, Sat",UP
SCH-02085,54321,Container Goods Rake Fast,Goods / Freight,HWH,Howrah,KGP,Kharagpur,6,HWST6,Intermediate Stn 6 (HWH),01:45,11:45,252.7,"Tue, Thu, Sat",UP
SCH-02086,54321,Container Goods Rake Fast,Goods / Freight,HWH,Howrah,KGP,Kharagpur,7,HWST7,Intermediate Stn 7 (HWH),14:00,07:45,294.8,"Mon, Wed, Fri",DN
SCH-02087,54321,Container Goods Rake Fast,Goods / Freight,HWH,Howrah,KGP,Kharagpur,8,HWST8,Intermediate Stn 8 (HWH),06:45,20:45,336.9,"Tue, Thu, Sat",DN
SCH-02088,54321,Container Goods Rake Fast,Goods / Freight,HWH,Howrah,KGP,Kharagpur,9,HWST9,Intermediate Stn 9 (HWH),06:30,09:15,379.0,"Tue, Thu, Sat",UP
SCH-02089,58901,Coal Rake Super Heavy,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,1,CSST1,Intermediate Stn 1 (CSMT),18:45,18:30,15.7,"Mon, Wed, Fri",DN
SCH-02090,58901,Coal Rake Super Heavy,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,2,CSST2,Intermediate Stn 2 (CSMT),02:15,12:00,31.4,Daily,DN
SCH-02091,58901,Coal Rake Super Heavy,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,3,CSST3,Intermediate Stn 3 (CSMT),10:30,20:00,47.2,"Mon, Wed, Fri",UP
SCH-02092,58901,Coal Rake Super Heavy,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,4,CSST4,Intermediate Stn 4 (CSMT),18:45,21:45,62.9,"Tue, Thu, Sat",UP
SCH-02093,58901,Coal Rake Super Heavy,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,5,CSST5,Intermediate Stn 5 (CSMT),09:15,23:30,78.6,"Tue, Thu, Sat",UP
SCH-02094,58901,Coal Rake Super Heavy,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,6,CSST6,Intermediate Stn 6 (CSMT),19:00,00:45,94.3,"Tue, Thu, Sat",UP
SCH-02095,58901,Coal Rake Super Heavy,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,7,CSST7,Intermediate Stn 7 (CSMT),13:00,17:00,110.1,Sun,DN
SCH-02096,58901,Coal Rake Super Heavy,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,8,CSST8,Intermediate Stn 8 (CSMT),17:30,12:45,125.8,Daily,DN
SCH-02097,58901,Coal Rake Super Heavy,Goods / Freight,CSMT,Mumbai CSMT,PUNE,Pune Jn,9,CSST9,Intermediate Stn 9 (CSMT),16:45,15:30,141.5,Daily,DN
SCH-02098,63201,MEMU Passenger Local,MEMU / Passenger,MAS,Chennai Central,BZA,Vijayawada,1,MAST1,Intermediate Stn 1 (MAS),15:45,00:45,24.5,Daily,DN
SCH-02099,63201,MEMU Passenger Local,MEMU / Passenger,MAS,Chennai Central,BZA,Vijayawada,2,MAST2,Intermediate Stn 2 (MAS),22:30,18:45,48.9,"Mon, Wed, Fri",UP
SCH-02100,63201,MEMU Passenger Local,MEMU / Passenger,MAS,Chennai Central,BZA,Vijayawada,3,MAST3,Intermediate Stn 3 (MAS),17:15,03:30,73.4,"Mon, Wed, Fri",UP
SCH-02101,63201,MEMU Passenger Local,MEMU / Passenger,MAS,Chennai Central,BZA,Vijayawada,4,MAST4,Intermediate Stn 4 (MAS),05:30,11:15,97.9,"Mon, Wed, Fri",DN
SCH-02102,63201,MEMU Passenger Local,MEMU / Passenger,MAS,Chennai Central,BZA,Vijayawada,5,MAST5,Intermediate Stn 5 (MAS),02:45,07:15,122.3,"Mon, Wed, Fri",DN
SCH-02103,63201,MEMU Passenger Local,MEMU / Passenger,MAS,Chennai Central,BZA,Vijayawada,6,MAST6,Intermediate Stn 6 (MAS),20:00,01:30,146.8,"Mon, Wed, Fri",DN
SCH-02104,63201,MEMU Passenger Local,MEMU / Passenger,MAS,Chennai Central,BZA,Vijayawada,7,MAST7,Intermediate Stn 7 (MAS),14:45,11:45,171.3,Daily,UP
SCH-02105,63201,MEMU Passenger Local,MEMU / Passenger,MAS,Chennai Central,BZA,Vijayawada,8,MAST8,Intermediate Stn 8 (MAS),01:45,01:00,195.7,Sun,DN
SCH-02106,63201,MEMU Passenger Local,MEMU / Passenger,MAS,Chennai Central,BZA,Vijayawada,9,MAST9,Intermediate Stn 9 (MAS),06:15,17:15,220.2,"Mon, Wed, Fri",DN
SCH-02107,12301,Howrah Rajdhani Express,Rajdhani,SBC,Bengaluru City,MYS,Mysuru Jn,1,SBST1,Intermediate Stn 1 (SBC),22:30,21:45,15.3,"Tue, Thu, Sat",DN
SCH-02108,12301,Howrah Rajdhani Express,Rajdhani,SBC,Bengaluru City,MYS,Mysuru Jn,2,SBST2,Intermediate Stn 2 (SBC),15:30,20:15,30.5,Daily,DN
SCH-02109,12301,Howrah Rajdhani Express,Rajdhani,SBC,Bengaluru City,MYS,Mysuru Jn,3,SBST3,Intermediate Stn 3 (SBC),12:30,22:00,45.8,Sun,UP
SCH-02110,12301,Howrah Rajdhani Express,Rajdhani,SBC,Bengaluru City,MYS,Mysuru Jn,4,SBST4,Intermediate Stn 4 (SBC),14:45,12:45,61.0,"Mon, Wed, Fri",UP
SCH-02111,12301,Howrah Rajdhani Express,Rajdhani,SBC,Bengaluru City,MYS,Mysuru Jn,5,SBST5,Intermediate Stn 5 (SBC),23:15,02:00,76.3,"Tue, Thu, Sat",UP
SCH-02112,12301,Howrah Rajdhani Express,Rajdhani,SBC,Bengaluru City,MYS,Mysuru Jn,6,SBST6,Intermediate Stn 6 (SBC),08:45,01:15,91.5,"Mon, Wed, Fri",DN
SCH-02113,12301,Howrah Rajdhani Express,Rajdhani,SBC,Bengaluru City,MYS,Mysuru Jn,7,SBST7,Intermediate Stn 7 (SBC),06:30,05:45,106.8,Daily,DN
SCH-02114,12301,Howrah Rajdhani Express,Rajdhani,SBC,Bengaluru City,MYS,Mysuru Jn,8,SBST8,Intermediate Stn 8 (SBC),05:30,17:00,122.0,Sun,DN
SCH-02115,12301,Howrah Rajdhani Express,Rajdhani,SBC,Bengaluru City,MYS,Mysuru Jn,9,SBST9,Intermediate Stn 9 (SBC),10:00,05:00,137.3,"Mon, Wed, Fri",UP
SCH-02116,12951,Mumbai Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,1,SCST1,Intermediate Stn 1 (SC),05:00,04:45,11.2,Daily,DN
SCH-02117,12951,Mumbai Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,2,SCST2,Intermediate Stn 2 (SC),02:15,14:00,22.5,Sun,DN
SCH-02118,12951,Mumbai Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,3,SCST3,Intermediate Stn 3 (SC),12:00,03:45,33.7,Sun,DN
SCH-02119,12951,Mumbai Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,4,SCST4,Intermediate Stn 4 (SC),09:45,05:30,45.0,"Mon, Wed, Fri",DN
SCH-02120,12951,Mumbai Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,5,SCST5,Intermediate Stn 5 (SC),14:15,11:00,56.2,Daily,UP
SCH-02121,12951,Mumbai Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,6,SCST6,Intermediate Stn 6 (SC),06:00,23:30,67.5,"Tue, Thu, Sat",DN
SCH-02122,12951,Mumbai Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,7,SCST7,Intermediate Stn 7 (SC),13:00,06:30,78.7,Sun,DN
SCH-02123,12951,Mumbai Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,8,SCST8,Intermediate Stn 8 (SC),22:30,13:45,90.0,"Mon, Wed, Fri",UP
SCH-02124,12951,Mumbai Rajdhani Express,Rajdhani,SC,Secunderabad,KZJ,Kazipet Jn,9,SCST9,Intermediate Stn 9 (SC),16:30,08:00,101.2,Sun,UP
SCH-02125,22436,Vande Bharat Express,Vande Bharat,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,1,PRST1,Intermediate Stn 1 (PRYJ),06:00,07:00,43.9,Daily,UP
SCH-02126,22436,Vande Bharat Express,Vande Bharat,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,2,PRST2,Intermediate Stn 2 (PRYJ),06:30,23:30,87.8,Daily,DN
SCH-02127,22436,Vande Bharat Express,Vande Bharat,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,3,PRST3,Intermediate Stn 3 (PRYJ),19:15,16:15,131.7,"Tue, Thu, Sat",UP
SCH-02128,22436,Vande Bharat Express,Vande Bharat,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,4,PRST4,Intermediate Stn 4 (PRYJ),12:30,02:30,175.6,"Tue, Thu, Sat",DN
SCH-02129,22436,Vande Bharat Express,Vande Bharat,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,5,PRST5,Intermediate Stn 5 (PRYJ),09:00,23:15,219.4,Daily,UP
SCH-02130,22436,Vande Bharat Express,Vande Bharat,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,6,PRST6,Intermediate Stn 6 (PRYJ),07:15,05:15,263.3,Daily,DN
SCH-02131,22436,Vande Bharat Express,Vande Bharat,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,7,PRST7,Intermediate Stn 7 (PRYJ),02:15,11:30,307.2,Daily,DN
SCH-02132,22436,Vande Bharat Express,Vande Bharat,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,8,PRST8,Intermediate Stn 8 (PRYJ),13:00,13:30,351.1,"Tue, Thu, Sat",DN
SCH-02133,22436,Vande Bharat Express,Vande Bharat,PRYJ,Prayagraj Jn,DDU,Pt. DD Upadhyaya Jn,9,PRST9,Intermediate Stn 9 (PRYJ),18:45,05:00,395.0,Daily,UP
SCH-02134,12002,Bhopal Shatabdi Express,Shatabdi,LKO,Lucknow Charbagh,BE,Bareilly Jn,1,LKST1,Intermediate Stn 1 (LKO),00:15,08:45,32.7,"Tue, Thu, Sat",DN
SCH-02135,12002,Bhopal Shatabdi Express,Shatabdi,LKO,Lucknow Charbagh,BE,Bareilly Jn,2,LKST2,Intermediate Stn 2 (LKO),15:45,16:00,65.4,Daily,UP
SCH-02136,12002,Bhopal Shatabdi Express,Shatabdi,LKO,Lucknow Charbagh,BE,Bareilly Jn,3,LKST3,Intermediate Stn 3 (LKO),09:15,23:00,98.1,"Mon, Wed, Fri",UP
SCH-02137,12002,Bhopal Shatabdi Express,Shatabdi,LKO,Lucknow Charbagh,BE,Bareilly Jn,4,LKST4,Intermediate Stn 4 (LKO),16:00,14:00,130.8,"Mon, Wed, Fri",DN
